ID,latitude,longitude,elevation,date,h_acc,v_acc
SFP2Z4Q4,-19.53077533,29.18533273,1297.634443,24/02/2026,,
SFP2Z4Q5,-19.53073002,29.18520392,1291.407168,24/02/2026,,
SFP2ZCENTER,-19.53059642,29.18507088,1292.220057,24/02/2026,,
SFP3Z1CR1,-19.53130153,29.18476993,1291.686997,24/02/2026,,
SFP3Z1CR2,-19.53110651,29.18479054,1292.773825,24/02/2026,,
SFP3Z1CR3,-19.53119626,29.18502488,1293.358636,24/02/2026,,
SFP3Z1Q1,-19.53127211,29.18479876,1294.784134,24/02/2026,,
SFP3Z1Q2,-19.53115185,29.18481278,1298.789296,24/02/2026,,
SFP3Z1Q3,-19.53123491,29.18501516,1295.405082,24/02/2026,,
SFP3Z1Q4,-19.53134978,29.18500611,1294.394147,24/02/2026,,
SFP3Z1Q5,-19.53127463,29.18492844,1297.331587,24/02/2026,,
SFP3Z2CR1,-19.53146919,29.18476052,1295.497686,24/02/2026,,
SFP3Z2CR4,-19.53155677,29.18502469,1297.76779,24/02/2026,,
SFP3Z2Q1,-19.53143636,29.18479064,1294.507018,24/02/2026,,
SFP3Z2Q2,-19.53134081,29.1848054,1301.88219,24/02/2026,,
SFP3Z2Q3,-19.53140022,29.18500667,1302.147278,24/02/2026,,
SFP3Z2Q4,-19.53151821,29.18502534,1298.703775,24/02/2026,,
SFP3Z2Q5,-19.53145145,29.18490714,1297.044073,24/02/2026,,
SFP3Z3CR3,-19.53125971,29.18533418,1301.813401,24/02/2026,,
SFP3Z3CR4,-19.53143554,29.18531768,1296.892139,24/02/2026,,
SFP3Z3Q1,-19.53136419,29.18509596,1302.330173,24/02/2026,,
SFP3Z3Q2,-19.53122877,29.18508573,1302.232836,24/02/2026,,
SFP3Z3Q3,-19.53127898,29.18529499,1297.284173,24/02/2026,,
SFP3Z3Q4,-19.53140015,29.18528403,1297.810534,24/02/2026,,
SFP3Z3Q5,-19.53129995,29.18518887,1296.42356,24/02/2026,,
SFP3Z4CR4,-19.53162047,29.18530116,1302.527052,24/02/2026,,
SFP3Z4Q1,-19.53152716,29.18506092,1297.220613,24/02/2026,,
SFP3Z4Q2,-19.5314109,29.18508457,1295.811766,24/02/2026,,
SFP3Z4Q3,-19.53143944,29.18527201,1293.627082,24/02/2026,,
SFP3Z4Q4,-19.53157644,29.18528886,1294.752173,24/02/2026,,
SFP3Z4Q5,-19.53149626,29.18516548,1293.3425,24/02/2026,,
SFP3ZCENTER,-19.53138102,29.185051,1296.561903,24/02/2026,,
SFP4Z1CR1,-19.53194005,29.18446216,1290.7,24/02/2026,,
SFP4Z1CR2,-19.53176265,29.18446509,1291.49364,24/02/2026,,
SFP4Z1CR3,-19.5318393,29.18473659,1288.089339,24/02/2026,,
SFP4Z1Q1,-19.53190483,29.1844945,1287.2126,24/02/2026,,
SFP4Z1Q2,-19.53179594,29.18448566,1288.834362,24/02/2026,,
SFP4Z1Q3,-19.53186404,29.18471271,1290.797738,24/02/2026,,
SFP4Z1Q4,-19.53198793,29.18473127,1290.769327,24/02/2026,,
SFP4Z1Q5,-19.53186056,29.18459303,1290.438407,24/02/2026,,
SFP4Z2CR1,-19.53211569,29.18449218,1286.663939,24/02/2026,,
SFP4Z2CR3,-19.53219855,29.1847397,1288.241506,24/02/2026,,
SFP4Z2Q1,-19.53207965,29.18452264,1285.171653,24/02/2026,,
SFP4Z2Q2,-19.53196815,29.18451188,1286.103999,24/02/2026,,
SFP4Z2Q3,-19.53203743,29.18471325,1285.501542,24/02/2026,,
SFP4Z2Q4,-19.53216885,29.18472281,1284.217162,24/02/2026,,
SFP4Z2Q5,-19.53201303,29.18457299,1287.594652,24/02/2026,,
SFP4Z3CR3,-19.53186886,29.18501522,1285.977292,24/02/2026,,
SFP4Z3CR4,-19.53206913,29.18502251,1281.943465,24/02/2026,,
SFP4Z3Q1,-19.53199191,29.18479145,1285.185506,24/02/2026,,
SFP4Z3Q2,-19.53185851,29.18476428,1276.386028,24/02/2026,,
SFP4Z3Q3,-19.53189505,29.18497889,1280.768843,24/02/2026,,
SFP4Z3Q4,-19.53203191,29.1849896,1283.498951,24/02/2026,,
SFP4Z3Q5,-19.53194242,29.18486695,1284.076524,24/02/2026,,
SFP4Z4CR4,-19.53224779,29.18503006,1279.53267,24/02/2026,,
SFP4Z4Q1,-19.53217939,29.18478372,1285.601929,24/02/2026,,
SFP4Z4Q2,-19.53205049,29.18478011,1281.474985,24/02/2026,,
SFP4Z4Q3,-19.53209993,29.18498703,1285.112858,24/02/2026,,
SFP4Z4Q4,-19.53221073,29.18499501,1284.983533,24/02/2026,,
SFP4Z4Q5,-19.53211248,29.18486996,1290.943417,24/02/2026,,
SFP4ZCENTER,-19.53202166,29.18475298,1292.898718,24/02/2026,,
SFP5Z1CR1,-19.53239954,29.18427209,1291.143015,24/02/2026,,
SFP5Z1CR2,-19.53222023,29.18426766,1287.928038,24/02/2026,,
SFP5Z1CR3,-19.53234096,29.18452106,1292.491408,24/02/2026,,
SFP5Z1Q1,-19.53237518,29.18430688,1289.693047,24/02/2026,,
SFP5Z1Q2,-19.53225906,29.1842935,1291.776826,24/02/2026,,
SFP5Z1Q3,-19.53235122,29.18447168,1292.532531,24/02/2026,,
SFP5Z1Q4,-19.53249309,29.18449824,1288.528292,24/02/2026,,
SFP5Z1Q5,-19.53239614,29.1843825,1287.585538,24/02/2026,,
SFP5Z2CR1,-19.53259108,29.18428558,1287.343603,24/02/2026,,
SFP5Z2CR4,-19.53270516,29.18453203,1289.707063,24/02/2026,,
SFP5Z2Q1,-19.53255545,29.18431882,1290.356142,24/02/2026,,
SFP5Z2Q2,-19.53243736,29.18430349,1292.039296,24/02/2026,,
SFP5Z2Q3,-19.53255767,29.18447101,1287.465145,24/02/2026,,
SFP5Z2Q4,-19.5326742,29.18451664,1290.267543,24/02/2026,,
SFP5Z2Q5,-19.53253373,29.18437704,1288.854197,24/02/2026,,
SFP5Z3CR3,-19.53246976,29.18478194,1289.985457,24/02/2026,,
SFP5Z3CR4,-19.53265218,29.18479897,1290.487115,24/02/2026,,
SFP5Z3Q1,-19.53251046,29.18456467,1290.897578,24/02/2026,,
SFP5Z3Q2,-19.53239412,29.18454147,1293.602118,24/02/2026,,
SFP5Z3Q3,-19.53248777,29.18473356,1291.218895,24/02/2026,,
SFP5Z3Q4,-19.5326148,29.18475937,1292.120193,24/02/2026,,
SFP5Z3Q5,-19.53248385,29.18463742,1299.037553,24/02/2026,,
SFP5Z4CR4,-19.53283715,29.18480535,1298.362151,24/02/2026,,
SFP5Z4Q1,-19.53269644,29.18456615,1302.316025,24/02/2026,,
SFP5Z4Q2,-19.53256248,29.18455789,1294.562918,24/02/2026,,
SFP5Z4Q3,-19.53267629,29.18476449,1291.262585,24/02/2026,,
SFP5Z4Q4,-19.53280079,29.18476817,1299.280323,24/02/2026,,
SFP5Z4Q5,-19.53266821,29.18467505,1297.959376,24/02/2026,,
SFP5ZCENTER,-19.53253777,29.18453216,1289.337981,24/02/2026,,
