"","diff","lwr","upr","p adj"
"Z2-Z1",-0.899999999999999,-3.5873385133769,1.7873385133769,0.818258138236817
"Z3-Z1",-0.533333333333339,-3.22067184671024,2.15400518004356,0.95462195159246
"Z4-Z1",0.499999999999996,-2.18733851337691,3.1873385133769,0.962149271277869
"Z3-Z2",0.36666666666666,-2.32067184671024,3.05400518004356,0.98444302680041
"Z4-Z2",1.4,-1.28733851337691,4.0873385133769,0.527348516630332
"Z4-Z3",1.03333333333333,-1.65400518004357,3.72067184671024,0.747666148270497
