spec.name,spec.name.ORIG,Squished,Brackets.detected,Number.detected,Unique,Matched,Fuzzy,Fuzzy.toomany,Fuzzy.two,Fuzzy.one,Fuzzy.dist,OriSeq,Subseq,taxonID,scientificNameID,localID,scientificName,taxonRank,parentNameUsageID,scientificNameAuthorship,family,subfamily,tribe,subtribe,genus,subgenus,specificEpithet,infraspecificEpithet,verbatimTaxonRank,nomenclaturalStatus,namePublishedIn,taxonomicStatus,acceptedNameUsageID,originalNameUsageID,nameAccordingToID,taxonRemarks,references,source,majorGroup,tplID,Hybrid,New.accepted,Old.status,Old.ID,Old.name,One.Reason
Chloris virgata,Chloris virgata,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,31,1,wfo-0000859723,urn:lsid:ipni.org:names:396063-1,404976,Chloris virgata,species,wfo-4000007992,Sw.,Poaceae,,,,Chloris,,virgata,,species,Valid,Fl. Ind. Occid. 1: 203 (1797),Accepted,,,NA,"Source in seed data: wcs Update namepublishedIn from Fl. Ind. Occid. 1: 203 1797 to Fl. Ind. Occid. 1: 203 (1797), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-",https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:396063-1,The Poaceae TEN,A,kew-404976,,FALSE,,,,Not a synonym
Perotis patens,Perotis patens,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,32,1,wfo-0000889518,urn:lsid:ipni.org:names:415507-1,433302,Perotis patens,species,wfo-4000028825,Gand.,Poaceae,,,,Perotis,,patens,,species,Valid,Bull. Soc. Bot. France 66: 301 (1919 publ. 1920),Accepted,,,NA,"Source in seed data: wcs Update namepublishedIn from Bull. Soc. Bot. France 66: 301, in clavi. 1920 [1919 publ. 1920] to Bull. Soc. Bot. France 66: 301 (1919 publ. 1920), information provided by Alan E. on email Jun. 07 2021 More details could be found i",https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:415507-1,The Poaceae TEN,A,kew-433302,,FALSE,,,,
Diheteropogon amplectens,Diheteropogon amplectens,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,33,1,wfo-0000864548,urn:lsid:ipni.org:names:399246-1,409547,Diheteropogon amplectens,species,wfo-4000011720,(Nees) Clayton,Poaceae,,,,Diheteropogon,,amplectens,,species,Valid,Kew Bull. 20: 75 (1966),Accepted,,wfo-0000846085,NA,"Source in seed data: wcs Update namepublishedIn from Kew Bull. 20(1): 75. 1966 [14 Jun 1966] to Kew Bull. 20: 75 (1966), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/recor",https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:399246-1,The Poaceae TEN,A,kew-409547,,FALSE,,,,
Brachiaria nigropedata,Brachiaria nigropedata,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,34,1,wfo-0000906865,urn:lsid:ipni.org:names:60457348-2,449512,Urochloa nigropedata,species,wfo-4000039845,(Munro ex Ficalho & Hiern) A.M.Torres & C.M.Morton,Poaceae,,,,Urochloa,,nigropedata,,species,Valid,Molec. Phylogen. Evol. 37: 42 (2005),Accepted,,wfo-0000885396,NA,"Source in seed data: wcs Updated scientificnameAuthorship from (Munro ex Ficalho & Hiern) A.M.Torres & C.M.Morton to (Munro ex Ficalho & Hiern) Torres Gonz. & C.M.Morton, information provided by Alan E. on email Oct. 12 2020 More details could be found i",https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:60457348-2,The Poaceae TEN,A,kew-449512,,TRUE,Synonym,wfo-0000854178,Brachiaria nigropedata,
Sporobolus ioclados,Sporobolus ioclados,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,35,1,wfo-0000901229,urn:lsid:ipni.org:names:422774-1,444277,Sporobolus ioclados,species,wfo-4000036182,(Nees ex Trin.) Nees,Poaceae,,,,Sporobolus,,ioclados,,species,Valid,Fl. Afr. Austral. Ill. : 161 (1841),Accepted,,wfo-0000907139,NA,"Source in seed data: wcs Updated scientificnameAuthorship from (Nees ex Trin.) Nees to Nees, information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-444277 >The Plant List",https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:422774-1,The Poaceae TEN,A,kew-444277,,FALSE,,,,
Enteropogon macrostachyus,Enteropogon macrostachyus,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,36,1,wfo-0000867188,urn:lsid:ipni.org:names:400675-1,412038,Enteropogon macrostachyus,species,wfo-4000013495,(Hochst. ex A.Rich.) Munro ex Benth.,Poaceae,,,,Enteropogon,,macrostachyus,,species,Valid,"J. Linn. Soc., Bot. 19: 101 (1881)",Accepted,,wfo-0000859561,NA,"Source in seed data: wcs Update namepublishedIn from J. Linn. Soc., Bot. 19: 101. 1881 [1882 publ. 1881] to J. Linn. Soc., Bot. 19: 101 (1881), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.thepla",https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:400675-1,The Poaceae TEN,A,kew-412038,,FALSE,,,,
Eragrostis cylindriflora,Eragrostis cylindriflora,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,37,1,wfo-0000867626,urn:lsid:ipni.org:names:400993-1,412447,Eragrostis cylindriflora,species,wfo-4000013668,Hochst.,Poaceae,,,,Eragrostis,,cylindriflora,,species,Valid,Flora 38: 324 (1855),Accepted,,,NA,"Source in seed data: wcs Update namepublishedIn from Flora 38: 324. 1855 to Flora 38: 324 (1855), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-412447 >The Plant",https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:400993-1,The Poaceae TEN,A,kew-412447,,FALSE,,,,
Aristida junciformis,Aristida junciformis,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,38,1,wfo-0000848945,urn:lsid:ipni.org:names:389519-1,394771,Aristida junciformis,species,wfo-4000003057,Trin. & Rupr.,Poaceae,,,,Aristida,,junciformis,,species,Valid,Sp. Gram. Stipac. : 143 (1842),Accepted,,,NA,"Source in seed data: wcs Update namepublishedIn from Sp. Gram. Stipac. 143. 1842 ; preprint of Mém. Acad. Imp. Sci. Saint-Pétersbourg, Sér. 6, Sci. Math., Seconde Pt. Sci. Nat. 7(2, Bot.): 143. Mar 1843; this is vol. 5 of the Sci. Nat. series. to Sp. ",https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:389519-1,The Poaceae TEN,A,kew-394771,,FALSE,,,,
Urochloa panicoides,Urochloa panicoides,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,39,1,wfo-0000906872,urn:lsid:ipni.org:names:426270-1,449519,Urochloa panicoides,species,wfo-4000039845,P.Beauv.,Poaceae,,,,Urochloa,,panicoides,,species,Valid,Ess. Agrostogr. : 52 (1812),Accepted,,,NA,"Source in seed data: wcs Update namepublishedIn from Ess. Agrostogr. 52 1812 to Ess. Agrostogr. : 52 (1812), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-449519",https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:426270-1,The Poaceae TEN,A,kew-449519,,FALSE,,,,
Dactyloctenium giganteum,Dactyloctenium giganteum,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,40,1,wfo-0000861723,urn:lsid:ipni.org:names:397402-1,406860,Dactyloctenium giganteum,species,wfo-4000010635,B.S.Fisher & Schweick.,Poaceae,,,,Dactyloctenium,,giganteum,,species,Valid,Ann. Natal Mus. 10: 53 (1941),Accepted,,,NA,"Source in seed data: wcs Update namepublishedIn from Ann. Natal Mus. 10: 53 1941 to Ann. Natal Mus. 10: 53 (1941), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-",https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:397402-1,The Poaceae TEN,A,kew-406860,,FALSE,,,,
Eragrostis curvula,Eragrostis curvula,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,41,1,wfo-0000867617,urn:lsid:ipni.org:names:1169955-2,412439,Eragrostis curvula,species,wfo-4000013668,(Schrad.) Nees,Poaceae,,,,Eragrostis,,curvula,,species,Valid,Fl. Afr. Austral. Ill. : 397 (1841),Accepted,,wfo-0000892064,NA,"Source in seed data: wcs Update namepublishedIn from Fl. Afr. Austral. Ill. 397. 1841 to Fl. Afr. Austral. Ill. : 397 (1841), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/",https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1169955-2,The Poaceae TEN,A,kew-412439,,FALSE,,,,
Cymbopogon nardus,Cymbopogon nardus,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,42,1,wfo-0000861056,urn:lsid:ipni.org:names:396972-1,406227,Cymbopogon nardus,species,wfo-4000010376,(L.) Rendle,Poaceae,,,,Cymbopogon,,nardus,,species,Valid,Cat. Afr. Pl. 2: 155 (1899),Accepted,,wfo-0000847077,NA,"Source in seed data: wcs Update namepublishedIn from Cat. Afr. Pl. 2: 155 1899 to Cat. Afr. Pl. 2: 155 (1899), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-4062",https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:396972-1,The Poaceae TEN,A,kew-406227,,FALSE,,,,
Miscanthus junceus,Miscanthus junceus,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,43,1,wfo-0000880224,urn:lsid:ipni.org:names:408718-1,424573,Miscanthidium junceum,species,wfo-4000024388,(Stapf) Stapf,Poaceae,,,,Miscanthidium,,junceum,,species,Valid,Hooker's Icon. Pl. 31: t. 3084 (1922),Accepted,,wfo-0000868963,NA,"Source in seed data: wcs Update namepublishedIn from Hooker's Icon. Pl. 31: sub t. 3084. 1922 to Hooker's Icon. Pl. 31: t. 3084 (1922), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.o",https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:408718-1,The Poaceae TEN,A,kew-424573,,TRUE,Synonym,wfo-0000880256,Miscanthus junceus,
Hyperthelia dissoluta,Hyperthelia dissoluta,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,44,1,wfo-0000875363,urn:lsid:ipni.org:names:126405-2,419868,Hyperthelia dissoluta,species,wfo-4000018766,(Nees ex Steud.) Clayton,Poaceae,,,,Hyperthelia,,dissoluta,,species,Valid,Kew Bull. 20: 441 (1966),Accepted,,wfo-0000847999,NA,"Source in seed data: wcs Updated scientificnameAuthorship from (Nees ex Steud.) Clayton to (Nees) Clayton, information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-419868 >",https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:126405-2,The Poaceae TEN,A,kew-419868,,FALSE,,,,
Digitaria velutina,Digitaria velutina,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,45,1,wfo-0000864504,urn:lsid:ipni.org:names:399215-1,409505,Digitaria velutina,species,wfo-4000011700,(Forssk.) P.Beauv.,Poaceae,,,,Digitaria,,velutina,,species,Valid,Ess. Agrostogr. : 51 (1812),Accepted,,wfo-0000889813,NA,"Source in seed data: wcs Updated scientificnameAuthorship from (Forssk.) P.Beauv. to P.Beauv., information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-409505 >The Plant Li",https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:399215-1,The Poaceae TEN,A,kew-409505,,FALSE,,,,Not a synonym
