"spec.name","spec.name.ORIG","Squished","Brackets.detected","Number.detected","Unique","Matched","Fuzzy","Fuzzy.toomany","Fuzzy.two","Fuzzy.one","Fuzzy.dist","OriSeq","Subseq","taxonID","scientificNameID","localID","scientificName","taxonRank","parentNameUsageID","scientificNameAuthorship","family","subfamily","tribe","subtribe","genus","subgenus","specificEpithet","infraspecificEpithet","verbatimTaxonRank","nomenclaturalStatus","namePublishedIn","taxonomicStatus","acceptedNameUsageID","originalNameUsageID","nameAccordingToID","taxonRemarks","references","source","majorGroup","tplID","Hybrid","New.accepted","Old.status","Old.ID","Old.name","One.Reason"
"Pterocarpus rotundifolius","Pterocarpus rotundifolius",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,70,1,"wfo-0000172802","urn:lsid:ipni.org:names:516562-1","1899","Pterocarpus rotundifolius","species","wfo-4000031932","(Sond.) Druce","Fabaceae","Papilionoideae","","","Pterocarpus","","rotundifolius","","species","Valid","Rep. Bot. Soc. Exch. Club Brit. Isles 1916: 642 (1917)","Accepted","","wfo-0001053385",NA,"Source in seed data: ildis Updated scientificnameAuthorship from (Sond.) Druce to Druce, information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/ild-1899 >The Plant List v.1.1","https://www.legumedata.org/taxonomy/taxon/2535343","The Fabaceae TEN - Legume Taxonomy Working Group","A","ild-1899","",FALSE,"","","",""
"Rhus lancea","Rhus lancea",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,71,1,"wfo-0000434904","urn:lsid:ipni.org:names:71177-1","616719","Searsia lancea","species","wfo-4000034901","(L.f.) F.A.Barkley","Anacardiaceae","","","","Searsia","","lancea","","species","Valid","Fl. Texas [C.L. Lundell et al.] 3: 104 (1943)","Accepted","","wfo-0000403210",NA,"Source in seed data: cmp Update namepublishedIn from Fl. Texas [C.L. Lundell et al.] 3: 104. 1943 to Fl. Texas 3: 104 (1943), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:71177-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2479819","",TRUE,"Synonym","wfo-0000403210","Rhus lancea",""
"Rhus leptodictya","Rhus leptodictya",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,72,1,"wfo-0000434886","urn:lsid:ipni.org:names:77063303-1","616672","Searsia leptodictya","species","wfo-4000034901","(Diels) T.S.Yi, A.J.Mill. & J.Wen","Anacardiaceae","","","","Searsia","","leptodictya","","species","Valid","Molec. Phylogen. Evol. 33(3): 864 (2004)","Accepted","","wfo-0000403233",NA,"Source in seed data: cmp Update namepublishedIn from Molec. Phylogen. Evol. 33(3): 864. 2004 to Molec. Phylogen. Evol. 33: 864 (2004), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.or","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77063303-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2479771","",TRUE,"Synonym","wfo-0000403233","Rhus leptodictya",""
"Rhus longipes","Rhus longipes",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,73,1,"wfo-0000510261","urn:lsid:ipni.org:names:77088456-1","741567","Searsia longipes","species","wfo-4000034901","(Engl.) Moffett","Anacardiaceae","","","","Searsia","","longipes","","species","Valid","Bothalia 37(2): 170 (2007)","Accepted","","wfo-0000403244",NA,"Source in seed data: ksu Update namepublishedIn from Bothalia 37(2): 170. 2007 [Oct 2007] to Bothalia 37: 170 (2007), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/k","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77088456-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2608633","",TRUE,"Synonym","wfo-0000403244","Rhus longipes",""
"Sclerocarya birrea","Sclerocarya birrea",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,74,1,"wfo-0000434908","urn:lsid:ipni.org:names:71162-1","616730","Sclerocarya birrea","species","wfo-4000034714","(A.Rich.) Hochst.","Anacardiaceae","","","","Sclerocarya","","birrea","","species","Valid","Flora 27(1, Bes. Beil.): 1 (1844)","Accepted","","wfo-0000435345",NA,"Source in seed data: cmp Updated scientificnameAuthorship from (A.Rich.) Hochst. to Hochst., information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2479830 >The Plant Lis","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:71162-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2479830","",FALSE,"","","",""
"Senegalia ataxacantha","Senegalia ataxacantha",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,75,1,"wfo-0001336544","urn:lsid:ipni.org:names:77130760-1","","Senegalia ataxacantha","species","wfo-4000035067","(DC.) Kyal. & Boatwr.","Fabaceae","Caesalpinioideae","","","Senegalia","","ataxacantha","","species","Valid","Bot. J. Linn. Soc. 172: 507 (2013)","Accepted","","wfo-0000189503",NA,"Source in seed data: ipni Update namepublishedIn from Bot. J. Linn. Soc. 172(4): 507. 2013 [20 May 2013] [epublished] to Bot. J. Linn. Soc. 172: 507 (2013), information provided by Alan E. on email Jun. 07 2021","https://www.legumedata.org/taxonomy/taxon/2998828","The Fabaceae TEN - Legume Taxonomy Working Group","A","","",FALSE,"","","",""
"Senegalia nigrescens","Senegalia nigrescens",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,76,1,"wfo-0001284771","urn:lsid:ipni.org:names:77089270-1","50325052","Senegalia nigrescens","species","wfo-4000035067","(Oliv.) P.J.H.Hurter","Fabaceae","Caesalpinioideae","","","Senegalia","","nigrescens","","species","Valid","Plant-book , ed. 3: 1021 (2008)","Accepted","","wfo-0000205225",NA,"Source in seed data: tro Update namepublishedIn from Mabberley's Pl.-Book 1021. 2008 [1 May 2008] to Plant-book , ed. 3: 1021 (2008), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org","https://www.legumedata.org/taxonomy/taxon/2608730","The Fabaceae TEN - Legume Taxonomy Working Group","A","tro-50325052","",FALSE,"","","",""
"Senegalia rehmanniana","Senegalia rehmanniana",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,12,77,1,"wfo-4000035067","urn:lsid:ipni.org:names:30003347-2","","Senegalia","genus","wfo-6500000806","Raf.","Fabaceae","Caesalpinioideae","","","Senegalia","","","","genus","Valid","Sylva Tellur. : 119 (1838)","Accepted","","",NA,"Source in seed data: TPL1.1 More details could be found in <a href=http://www.theplantlist.org/1.1/browse/A/Leguminosae/Senegalia/ >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/browse/A/Leguminosae/Senegalia/ >The Plant Lis","https://www.legumedata.org/taxonomy/taxon/2590638","The Fabaceae TEN - Legume Taxonomy Working Group","A","","",FALSE,"","","",""
"Steganotaenia araliacea","Steganotaenia araliacea",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,78,1,"wfo-0000431247","urn:lsid:ipni.org:names:849204-1","610442","Steganotaenia araliacea","species","wfo-4000036348","Hochst.","Apiaceae","","","","Steganotaenia","","araliacea","","species","Valid","Flora 27(1 Beibl.): 4 (1844)","Accepted","","",NA,"Source in seed data: cmp Update namepublishedIn from Flora 27(1, Bes. Beil.): 4. 1844 to Flora 27(1 Beibl.): 4 (1844), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:849204-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2473522","",FALSE,"","","",""
"Strychnos cocculoides","Strychnos cocculoides",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,79,1,"wfo-0000502695","urn:lsid:ipni.org:names:547124-1","731107","Strychnos cocculoides","species","wfo-4000036956","Baker","Loganiaceae","","","","Strychnos","","cocculoides","","species","Valid","Bull. Misc. Inform. Kew  1895: 98 (1895)","Accepted","","",NA,"Source in seed data: cmp Update namepublishedIn from Bull. Misc. Inform. Kew 1895(100-101): 98. [Apr-May 1895] to Bull. Misc. Inform. Kew 1895: 98 (1895), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http:/","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:547124-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2597803","",FALSE,"","","",""
"Strychnos spinosa","Strychnos spinosa",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,80,1,"wfo-0000502889","urn:lsid:ipni.org:names:547485-1","731456","Strychnos spinosa","species","wfo-4000036956","Lam.","Loganiaceae","","","","Strychnos","","spinosa","","species","Valid","Tabl. Encycl.  2: 38 (1794)","Accepted","","",NA,"Source in seed data: cmp Update namepublishedIn from Tabl. Encycl. ii. 38. to Tabl. Encycl. 2: 38 (1794), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2598152 >","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:547485-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2598152","",FALSE,"","","",""
"Tarchonanthus camphoratus","Tarchonanthus camphoratus",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,81,2,"wfo-0000116602","urn:lsid:ipni.org:names:255156-1","GCC-CEB0A999-B38B-4A1F-8A28-6819AF54DD67","Tarchonanthus camphoratus","species","wfo-4000037586","L.","Asteraceae","Carduoideae","Tarchonantheae","","Tarchonanthus","","camphoratus","","species","Valid","Sp. Pl. : 842 (1753)","Accepted","","",NA,"Source in seed data: gcc Update namepublishedIn from Sp. Pl. 2: 842. 1753 [1 May 1753] to Sp. Pl. : 842 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/gcc-779","https://www.compositae.org/gcd/aphia.php?p=taxdetails&id=1096265","The Asteraceaae TEN","A","gcc-77994","",FALSE,"","","","Accepted"
"Terminalia prunioides","Terminalia prunioides",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,82,1,"wfo-0000408552","urn:lsid:ipni.org:names:171334-1","571891","Terminalia prunioides","species","wfo-4000037799","M.A.Lawson","Combretaceae","Combretoideae","Combreteae","Terminaliinae","Terminalia","","prunioides","","species","Valid","Fl. Trop. Afr.  2: 415 (1871)","Accepted","","",NA,"Source in seed data: cmp Update namepublishedIn from Fl. Trop. Afr. [Oliver et al.] 2: 415. 1871 to Fl. Trop. Afr. 2: 415 (1871), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:171334-1","The Combretaceae TEN","A","kew-2434059","",FALSE,"","","",""
"Terminalia sericea","Terminalia sericea",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,83,1,"wfo-0000408491","urn:lsid:ipni.org:names:171387-1","571817","Terminalia sericea","species","wfo-4000037799","Burch. ex DC.","Combretaceae","Combretoideae","Combreteae","Terminaliinae","Terminalia","","sericea","","species","Valid","Prodr.  3: 13 (1828)","Accepted","","",NA,"Source in seed data: cmp Update namepublishedIn from Prodr. [A. P. de Candolle] 3: 13. 1828 [mid Mar 1828] to Prodr. 3: 13 (1828), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tp","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:171387-1","The Combretaceae TEN","A","kew-2433985","",FALSE,"","","","Not a synonym"
"Vachellia gerrardii","Vachellia gerrardii",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,84,1,"wfo-0001284775","urn:lsid:ipni.org:names:77089274-1","50325056","Vachellia gerrardii","species","wfo-4000039929","(Benth.) P.J.H.Hurter","Fabaceae","Caesalpinioideae","","","Vachellia","","gerrardii","","species","Valid","Plant-book , ed. 3: 1021 (2008)","Accepted","","wfo-0000196431",NA,"Source in seed data: tro Update namepublishedIn from Mabberley's Pl.-Book 1021. 2008 [1 May 2008] to Plant-book , ed. 3: 1021 (2008), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org","https://www.legumedata.org/taxonomy/taxon/2609115","The Fabaceae TEN - Legume Taxonomy Working Group","A","tro-50325056","",FALSE,"","","",""
"Vachellia karroo","Vachellia karroo",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,85,1,"wfo-0000510579","urn:lsid:ipni.org:names:77087189-1","742072","Vachellia karroo","species","wfo-4000039929","(Hayne) Banfi & Galasso","Fabaceae","Caesalpinioideae","","","Vachellia","","karroo","","species","Valid","Atti Soc. Ital. Sci. Nat. Mus. Civico Storia Nat. Milano 149: 149 (2008)","Accepted","","wfo-0000200538",NA,"Source in seed data: ksufab Update namepublishedIn from Atti Soc. Ital. Sci. Nat. Mus. Civico Storia Nat. Milano 149(1): 149. 2008 [Jan 2008] to Atti Soc. Ital. Sci. Nat. Mus. Civico Storia Nat. Milano 149: 149 (2008), information provided by Alan E. on ","https://www.legumedata.org/taxonomy/taxon/2609116","The Fabaceae TEN - Legume Taxonomy Working Group","A","kew-2609116","",FALSE,"","","",""
"Vachellia nilotica","Vachellia nilotica",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,86,1,"wfo-0001284776","urn:lsid:ipni.org:names:77089275-1","50325057","Vachellia nilotica","species","wfo-4000039929","(L.) P.J.H.Hurter & Mabb.","Fabaceae","Caesalpinioideae","","","Vachellia","","nilotica","","species","Valid","Plant-book , ed. 3: 1021 (2008)","Accepted","","wfo-0000183021",NA,"Source in seed data: tro Update namepublishedIn from Mabberley's Pl.-Book 1021. 2008 [1 May 2008] to Plant-book , ed. 3: 1021 (2008), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org","https://www.legumedata.org/taxonomy/taxon/2609117","The Fabaceae TEN - Legume Taxonomy Working Group","A","tro-50325057","",FALSE,"","","",""
"Vangueria randii","Vangueria randii",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,87,1,"wfo-0000331299","urn:lsid:ipni.org:names:769786-1","211739","Vangueria randii","species","wfo-4000040005","S.Moore","Rubiaceae","","","","Vangueria","","randii","","species","Valid","J. Bot.  40: 252 (1902)","Accepted","","",NA,"Source in seed data: wcs Update namepublishedIn from J. Bot. 40: 252. 1902 to J. Bot. 40: 252 (1902), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-211739 >The P","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:769786-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-211739","",FALSE,"","","",""
"Viscum combreticola","Viscum combreticola",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,88,1,"wfo-0000425052","urn:lsid:ipni.org:names:552304-1","599332","Viscum combreticola","species","wfo-4000040344","Engl.","Santalaceae","","","","Viscum","","combreticola","","species","Valid","Bot. Jahrb. Syst. 40: 542 (1908)","Accepted","","",NA,"Source in seed data: cmp Update namepublishedIn from Bot. Jahrb. Syst. 40(4): 542. 1908 [3 Mar 1908] to Bot. Jahrb. Syst. 40: 542 (1908), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist","","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2461853","",FALSE,"","","",""
"Vitex mombasa","Vitex mombasa",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,2,89,1,"wfo-0000333282","urn:lsid:ipni.org:names:865879-1","213632","Vitex mombassae","species","wfo-4000040364","Vatke","Lamiaceae","","","","Vitex","","mombassae","","species","Valid","Linnaea  43: 533 (1882)","Accepted","","",NA,"Source in seed data: wcs Update namepublishedIn from Linnaea 43(7): 533. 1882 [May 1882] to Linnaea 43: 533 (1882), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:865879-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-213632","",FALSE,"","","",""
"Vitex payos","Vitex payos",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,90,1,"wfo-0000333345","urn:lsid:ipni.org:names:865918-1","213691","Vitex payos","species","wfo-4000040364","(Lour.) Merr.","Lamiaceae","","","","Vitex","","payos","","species","Valid","Trans. Amer. Philos. Soc. , n.s., 24(2): 334 (1935)","Accepted","","wfo-0000943454",NA,"Source in seed data: wcs Update namepublishedIn from Trans. Amer. Philos. Soc. ser. 2, 24(2): 334. 1935 to Trans. Amer. Philos. Soc. , n.s., 24: 334 (1935), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:865918-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-213691","",FALSE,"","","",""
"Volkameria eriophylla","Volkameria eriophylla",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,91,1,"wfo-0000916726","urn:lsid:ipni.org:names:77104016-1","461954","Volkameria eriophylla","species","wfo-4000040418","(Gürke) Mabb. & Y.W.Yuan","Lamiaceae","","","","Volkameria","","eriophylla","","species","Valid","Taxon  59: 132 (2010)","Accepted","","wfo-0000881449",NA,"Source in seed data: wcs Update namepublishedIn from Taxon 59(1): 132. 2010 [5 Feb 2010] to Taxon 59: 132 (2010), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-4","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77104016-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-461954","",FALSE,"","","",""
"Warburgia salutaris","Warburgia salutaris",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,92,1,"wfo-0000427579","urn:lsid:ipni.org:names:146036-1","378714","Warburgia salutaris","species","wfo-4000040522","(G.Bertol.) Chiov.","Canellaceae","","","","Warburgia","","salutaris","","species","Valid","Nuovo Giorn. Bot. Ital. , n.s., 44: 683 (1937)","Accepted","","wfo-0000601981",NA,"Source in seed data: wcs Update namepublishedIn from Nuovo Giorn. Bot. Ital. 1937, n. s. xliv. 683, in obs. to Nuovo Giorn. Bot. Ital. , n.s., 44: 683 (1937), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=ht","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:146036-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2465886","",FALSE,"","","",""
"Ximenia caffra","Ximenia caffra",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,2,93,1,"wfo-0000428236","urn:lsid:ipni.org:names:608572-1","604638","Ximenia afra","species","wfo-4000040981","Sond.","Olacaceae","","","","Ximenia","","afra","","species","Valid","Linnaea 23(1): 21 1850","Accepted","","",NA,"Source in seed data: cmp Update namepublishedIn from Linnaea 23(1): 21. 1850 [Feb 1850] to Linnaea 23: 21 (1850), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:608572-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2467211","",FALSE,"","","",""
"Zanthoxylum capense","Zanthoxylum capense",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,94,1,"wfo-0001132959","urn:lsid:ipni.org:names:775632-1","28100695","Zanthoxylum capense","species","wfo-4000041155","(Thunb.) Harv.","Rutaceae","","","","Zanthoxylum","","capense","","species","Valid","Fl. Cap. 1: 446 (1860)","Accepted","","",NA,"Source in seed data: tro Updated scientificnameAuthorship from (Thunb.) Harv. to Harv., information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-28100695 >The Plant List v.","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:775632-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","tro-28100695","",FALSE,"","","",""
"Ziziphus mucronata","Ziziphus mucronata",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,95,1,"wfo-0000430319","urn:lsid:ipni.org:names:719359-1","607722","Ziziphus mucronata","species","wfo-4000041250","Willd.","Rhamnaceae","","","","Ziziphus","","mucronata","","species","Valid","Enum. Pl. : 251 (1809)","Accepted","","",NA,"Source in seed data: cmp Update namepublishedIn from Enum. Pl. [Willdenow] 1: 251. 1809 [Apr 1809] to Enum. Pl. : 251 (1809), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/","","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2470721","",FALSE,"","","",""
