I.D.code,Latitude,Longitude,Elevation,Date,Time,,,,,,
SCP3Z4Q3,-19.66182003,29.33120398,1314.195312,2024-04-15T08:09:01Z,NA,,,,,,
SCP3Z4Q4,-19.66195196,29.33124396,1314.959351,2024-04-15T07:51:37Z,NA,,,,,,
SCP3Z4Q5,-19.66193704,29.33109401,1315.020508,2024-04-15T08:16:18Z,NA,,,,,,
SCP4Z1Q1,-19.662261,29.33059696,1311.620972,2024-04-15T11:49:00Z,NA,,,,,,
SCP4Z1Q2,-19.662132,29.33047702,1313.665527,2024-04-15T12:09:09Z,NA,,,,,,
SCP4Z1Q3,-19.66208104,29.33075697,1309.164551,2024-04-15T11:29:20Z,NA,,,,,,
SCP4Z1Q4,-19.66222798,29.33080399,1309.085693,2024-04-15T11:26:34Z,NA,,,,,,
SCP4Z1Q5,-19.66217701,29.33062797,1315.387939,2024-04-15T12:20:38Z,NA,,,,,,
SCP4Z2Q1,-19.66203603,29.330503,1325.731689,2025-04-24T08:51Z,NA,,,,,,
SCP4Z2Q2,-19.661974,29.33046704,1313.688721,2024-04-15T12:29:51Z,NA,,,,,,
SCP4Z2Q3,-19.66196503,29.33068397,1314.570557,2024-04-15T12:25:12Z,NA,,,,,,
SCP4Z2Q4,-19.662045,29.33071196,1308.888306,2024-04-15T11:31:58Z,NA,,,,,,
SCP4Z2Q5,-19.66202304,29.33056,1314.325439,2024-04-15T12:34:43Z,NA,,,,,,
SCP4Z3Q1,-19.66232303,29.33029798,1312.492188,2024-04-15T11:59:22Z,NA,,,,,,
SCP4Z3Q2,-19.662189,29.33024903,1313.278198,2024-04-15T12:41:29Z,NA,,,,,,
SCP4Z3Q3,-19.66212798,29.33044198,1314.114624,2024-04-15T12:12:38Z,NA,,,,,,
SCP4Z3Q4,-19.66226201,29.33049696,1312.581665,2024-04-15T11:53:34Z,NA,,,,,,
SCP4Z3Q5,-19.66221297,29.33036998,1315.176636,2024-04-15T12:46:55Z,NA,,,,,,
SCP4Z4Q1,-19.66209898,29.33023402,1314.37915,2024-04-15T12:52:46Z,NA,,,,,,
SCP4Z4Q2,-19.66200996,29.33020402,1314.205933,2024-04-15T12:58:53Z,NA,,,,,,
SCP4Z4Q3,-19.66197501,29.33038498,1312.284668,2024-04-15T13:06:01Z,NA,,,,,,
SCP4Z4Q4,-19.66206403,29.33044902,1313.9552,2024-04-15T13:15:25Z,NA,,,,,,
SCP4Z4Q5,-19.66202698,29.33031499,1312.93335,2024-04-15T13:11:30Z,NA,,,,,,
SCP5Z1Q1,-19.66282602,29.33096903,1318.098267,2024-04-15T13:50:40Z,NA,,,,,,
SCP5Z1Q2,-19.66276601,29.33086602,1318.812622,2024-04-15T13:53:11Z,NA,,,,,,
SCP5Z1Q3,-19.66259703,29.331049,1316.871582,2024-04-15T13:59:05Z,NA,,,,,,
SCP5Z1Q4,-19.66267096,29.33112402,1318.962524,2024-04-15T13:45:49Z,NA,,,,,,
SCP5Z1Q5,-19.66271304,29.33092603,1316.501953,2024-04-15T14:02:05Z,NA,,,,,,
SCP5Z2Q1,-19.66270097,29.330833,1318.509888,2024-04-16T06:14:00Z,NA,,,,,,
SCP5Z2Q2,-19.66261396,29.33073401,1317.300049,2024-04-16T06:02:39Z,NA,,,,,,
SCP5Z2Q3,-19.66244599,29.330935,1316.77417,2024-04-16T05:59:37Z,NA,,,,,,
SCP5Z2Q4,-19.66252796,29.330978,1316.203979,2024-04-16T05:50:26Z,NA,,,,,,
SCP5Z2Q5,-19.66257004,29.33088102,1319.834473,2024-04-16T06:20:04Z,NA,,,,,,
SCP5Z3Q1,-19.66290599,29.33070802,1321.090576,2024-04-16T06:30:57Z,NA,,,,,,
SCP5Z3Q2,-19.66280096,29.33055698,1319.073486,2024-04-16T06:39:09Z,NA,,,,,,
SCP5Z3Q3,-19.66284203,29.33070098,1318.671021,2024-04-16T06:43:24Z,NA,,,,,,
SCP5Z3Q4,-19.66284698,29.330877,1320.812622,2024-04-16T06:26:49Z,NA,,,,,,
SCP5Z3Q5,-19.66285201,29.33070903,1319.850586,2024-04-16T06:28:18Z,NA,,,,,,
SCP5Z4Q1,-19.66274698,29.33055304,1319.27832,2024-04-16T06:37:11Z,NA,,,,,,
SCP5Z4Q2,-19.66265403,29.33046998,1318.753906,2024-04-16T06:54:00Z,NA,,,,,,
SCP5Z4Q3,-19.66258999,29.33066301,1318.203979,2024-04-16T06:06:25Z,NA,,,,,,
SCP5Z4Q4,-19.66275201,29.33076996,1318.620239,2024-04-16T06:11:52Z,NA,,,,,,
SCP5Z4Q5,-19.66270298,29.33059202,1319.254761,2024-04-16T06:56:57Z,NA,,,,,,
SDP1Z1Q1,-19.63962802,29.22058096,1330.934448,2024-04-24T08:29:43Z,NA,,,,,,
SDP1Z1Q2,-19.63963103,29.22043998,1332.060059,2024-04-24T08:34:31Z,NA,,,,,,
SDP1Z1Q3,-19.63943599,29.22039597,1333.530273,2024-04-24T08:41:24Z,NA,,,,,,
SDP1Z1Q4,-19.63941897,29.22055104,1330.764893,2024-04-24T08:25:41Z,NA,,,,,,
SDP1Z1Q5,-19.63952903,29.22046697,1337.903198,2024-04-24T08:55:57Z,NA,,,,,,
SDP1Z2Q1,-19.63932501,29.22051399,1338.405029,2024-04-24T09:16:25Z,NA,,,,,,
SDP1Z2Q2,-19.63936399,29.22039396,1335.842163,2024-04-24T08:50:27Z,NA,,,,,,
SDP1Z2Q3,-19.63918202,29.22032699,1336.19397,2024-04-24T09:21:34Z,NA,,,,,,
SDP1Z2Q4,-19.63911697,29.22047602,1339.550415,2024-04-24T09:42:27Z,NA,,,,,,
SDP1Z2Q5,-19.63924002,29.22042799,1339.882446,2024-04-24T09:40:17Z,NA,,,,,,
SDP1Z3Q1,-19.63964696,29.22037301,1332.443115,2024-04-24T08:36:33Z,NA,,,,,,
SDP1Z3Q2,-19.639697,29.22026203,1337.350586,2024-04-24T09:07:00Z,NA,,,,,,
SDP1Z3Q3,-19.63947999,29.22023596,1337.218018,2024-04-24T09:02:22Z,NA,,,,,,
SDP1Z3Q4,-19.63944898,29.22034099,1334.081421,2024-04-24T08:43:06Z,NA,,,,,,
SDP1Z3Q5,-19.63957203,29.22029204,1337.594604,2024-04-24T09:10:44Z,NA,,,,,,
SDP1Z4Q1,-19.63937304,29.22033302,1334.735718,2024-04-24T08:47:23Z,NA,,,,,,
SDP1Z4Q2,-19.63941797,29.22020897,1340.406006,2024-04-24T09:35:44Z,NA,,,,,,
SDP1Z4Q3,-19.639165,29.22015097,1339.564087,2024-04-24T09:28:48Z,NA,,,,,,
SDP1Z4Q4,-19.63916601,29.22029397,1339.571777,2024-04-24T09:26:17Z,NA,,,,,,
SDP1Z4Q5,-19.63926299,29.22024401,1340.118042,2024-04-24T09:38:03Z,NA,,,,,,
SDP2Z1Q1,-19.63977604,29.22135604,1340.543701,2024-04-24T11:11:48Z,NA,,,,,,
SDP2Z1Q2,-19.639697,29.22121002,1339.763794,2024-04-24T10:19:34Z,NA,,,,,,
SDP2Z1Q3,-19.63950003,29.22125604,1339.867676,2024-04-24T10:33:57Z,NA,,,,,,
SDP2Z1Q4,-19.63946398,29.22141102,1340.177368,2024-04-24T11:17:50Z,NA,,,,,,
SDP2Z1Q5,-19.63960698,29.22131103,1339.116333,2024-04-24T11:22:40Z,NA,,,,,,
SDP2Z2Q1,-19.639466,29.221422,1339.254517,2024-04-24T11:31:51Z,NA,,,,,,
SDP2Z2Q2,-19.63943297,29.221263,1339.242065,2024-04-24T10:39:07Z,NA,,,,,,
SDP2Z2Q3,-19.63922996,29.22126099,1338.036499,2024-04-24T11:43:13Z,NA,,,,,,
SDP2Z2Q4,-19.639237,29.22141697,1339.151733,2024-04-24T11:36:56Z,NA,,,,,,
SDP2Z2Q5,-19.63936902,29.221336,1337.197388,2024-04-24T11:54:27Z,NA,,,,,,
SDP2Z3Q1,-19.63969197,29.22112897,1340.523926,2024-04-24T10:16:33Z,NA,,,,,,
SDP2Z3Q2,-19.63968401,29.22104096,1341.270264,2024-04-24T10:09:13Z,NA,,,,,,
SDP2Z3Q3,-19.63947304,29.22102696,1338.550537,2024-04-24T10:51:50Z,NA,,,,,,
SDP2Z3Q4,-19.639495,29.22116803,1339.42749,2024-04-24T10:31:48Z,NA,,,,,,
SDP2Z3Q5,-19.63960304,29.22105596,1339.347656,2024-04-24T11:02:27Z,NA,,,,,,
SDP2Z4Q1,-19.63943699,29.22116803,1339.361328,2024-04-24T10:43:09Z,NA,,,,,,
SDP2Z4Q2,-19.63941897,29.22102604,1339.072266,2024-04-24T10:55:29Z,NA,,,,,,
SDP2Z4Q3,-19.63923197,29.22106703,1336.457397,2024-04-24T12:02:48Z,NA,,,,,,
SDP2Z4Q4,-19.63922904,29.22119997,1338.512085,2024-04-24T11:48:26Z,NA,,,,,,
SDP2Z4Q5,-19.639352,29.22111204,1334.703369,2024-04-24T12:09:30Z,NA,,,,,,
SDP3Z1Q1,-19.63977604,29.222098,1332.432495,2024-04-25T06:50:07Z,NA,,,,,,
SDP3Z1Q2,-19.63979297,29.22196498,1333.694946,2024-04-25T06:04:26Z,NA,,,,,,
SDP3Z1Q3,-19.63953598,29.22203698,1334.210449,2024-04-25T06:24:50Z,NA,,,,,,
SDP3Z1Q4,-19.639553,29.22215902,1333.887085,2024-04-25T06:40:33Z,NA,,,,,,
SDP3Z1Q5,-19.63965903,29.22204603,1332.267822,2024-04-25T06:57:22Z,NA,,,,,,
SDP3Z2Q1,-19.63947698,29.22215802,1333.948486,2024-04-25T06:43:53Z,NA,,,,,,
SDP3Z2Q2,-19.639495,29.22204,1334.057129,2024-04-25T06:28:07Z,NA,,,,,,
SDP3Z2Q3,-19.639251,29.22207998,1332.95105,2024-04-25T07:22:55Z,NA,,,,,,
SDP3Z2Q4,-19.63925201,29.22220898,1332.271606,2024-04-25T07:07:40Z,NA,,,,,,
SDP3Z2Q5,-19.63937103,29.22211401,1333.442871,2024-04-25T07:32:31Z,NA,,,,,,
SDP3Z3Q1,-19.63978803,29.22190899,1334.206909,2024-04-25T06:03:32Z,NA,,,,,,
SDP3Z3Q2,-19.63977696,29.22177999,1334.359009,2024-04-25T06:01:28Z,NA,,,,,,
SDP3Z3Q3,-19.63954898,29.22183297,1334.275513,2024-04-25T06:08:20Z,NA,,,,,,
SDP3Z3Q4,-19.63955099,29.22195501,1334.192749,2024-04-25T06:14:30Z,NA,,,,,,
SDP3Z3Q5,-19.63964202,29.22186297,1334.271362,2024-04-25T06:19:45Z,NA,,,,,,
SDP3Z4Q1,-19.63947002,29.22196498,1333.533813,2024-04-25T06:32:34Z,NA,,,,,,
SDP3Z4Q2,-19.63948896,29.22184596,1334.147705,2024-04-25T06:09:38Z,NA,,,,,,
SDP3Z4Q3,-19.639265,29.22191997,1333.88147,2024-04-25T07:39:56Z,NA,,,,,,
SDP3Z4Q4,-19.63923298,29.22201997,1333.264771,2024-04-25T07:27:26Z,NA,,,,,,
SDP3Z4Q5,-19.63940699,29.22194201,1334.406738,2024-04-25T07:47:52Z,NA,,,,,,
SDP4Z1Q1,-19.63989599,29.22288196,1341.328857,2024-04-25T09:08:29Z,NA,,,,,,
SDP4Z1Q2,-19.63989599,29.22277702,1336.811646,2024-04-25T08:39:27Z,NA,,,,,,
SDP4Z1Q3,-19.63967202,29.22282002,1338.47168,2024-04-25T08:52:19Z,NA,,,,,,
SDP4Z1Q4,-19.63967898,29.22297098,1341.751099,2024-04-25T09:12:09Z,NA,,,,,,
SDP4Z1Q5,-19.63974603,29.22283301,1342.004883,2024-04-25T09:15:56Z,NA,,,,,,
SDP4Z2Q1,-19.639625,29.22296201,1341.982422,2024-04-25T09:12:48Z,NA,,,,,,
SDP4Z2Q2,-19.63961,29.22284198,1339.069946,2024-04-25T08:56:13Z,NA,,,,,,
SDP4Z2Q3,-19.639366,29.22288297,1342.773682,2024-04-25T09:24:47Z,NA,,,,,,
SDP4Z2Q4,-19.639381,29.22302202,1342.525635,2024-04-25T09:21:26Z,NA,,,,,,
SDP4Z2Q5,-19.63948896,29.22290803,1344.200684,2024-04-25T09:28:43Z,NA,,,,,,
SDP4Z3Q1,-19.63987302,29.22271298,1335.518188,2024-04-25T08:34:43Z,NA,,,,,,
SDP4Z3Q2,-19.639855,29.22259698,1335.717407,2024-04-25T08:31:34Z,NA,,,,,,
SDP4Z3Q3,-19.63964,29.22266101,1337.520752,2024-04-25T08:44:51Z,NA,,,,,,
SDP4Z3Q4,-19.63964503,29.22276696,1338.127197,2024-04-25T08:49:32Z,NA,,,,,,
SDP4Z3Q5,-19.63974302,29.22268499,1340.560791,2024-04-25T09:01:48Z,NA,,,,,,
SDP4Z4Q1,-19.63957597,29.22275397,1339.623535,2024-04-25T08:58:28Z,NA,,,,,,
SDP4Z4Q2,-19.639524,29.22263696,1342.450073,2024-04-25T09:38:48Z,NA,,,,,,
SDP4Z4Q3,-19.63934203,29.22266504,1342.295288,2024-04-25T09:34:31Z,NA,,,,,,
SDP4Z4Q4,-19.63935896,29.22282002,1342.422119,2024-04-25T09:25:44Z,NA,,,,,,
SDP4Z4Q5,-19.63943699,29.22275104,1343.107544,2024-04-25T09:36:12Z,NA,,,,,,
SDP5Z1Q1,-19.63981301,29.22415802,1339.063354,2024-04-25T11:12:05Z,NA,,,,,,
SDP5Z1Q2,-19.63980798,29.22406398,1338.969482,2024-04-25T10:19:07Z,NA,,,,,,
SDP5Z1Q3,-19.639625,29.22410999,1338.407593,2024-04-25T11:17:08Z,NA,,,,,,
SDP5Z1Q4,-19.63960396,29.22423799,1340.067627,2024-04-25T11:08:21Z,NA,,,,,,
SDP5Z1Q5,-19.63967999,29.22414302,1339.334351,2024-04-25T11:10:34Z,NA,,,,,,
SDP5Z2Q1,-19.63955602,29.22424603,1338.915283,2024-04-25T11:05:39Z,NA,,,,,,
SDP5Z2Q2,-19.63953003,29.22414201,1338.874023,2024-04-25T10:35:00Z,NA,,,,,,
SDP5Z2Q3,-19.63929299,29.22422399,1338.335571,2024-04-25T10:52:50Z,NA,,,,,,
SDP5Z2Q4,-19.63934898,29.22431703,1339.049683,2024-04-25T11:04:48Z,NA,,,,,,
SDP5Z2Q5,-19.63942501,29.22424402,1339.049561,2024-04-25T10:59:01Z,NA,,,,,,
SDP5Z3Q1,-19.63975701,29.22398804,1341.407837,2024-04-25T10:12:30Z,NA,,,,,,
SDP5Z3Q2,-19.63976003,29.22387203,1341.385254,2024-04-25T10:07:08Z,NA,,,,,,
SDP5Z3Q3,-19.639539,29.22394596,1337.222778,2024-04-25T10:43:19Z,NA,,,,,,
SDP5Z3Q4,-19.63957798,29.22407898,1338.782227,2024-04-25T10:28:43Z,NA,,,,,,
SDP5Z3Q5,-19.63966599,29.22400204,1338.246582,2024-04-25T10:38:38Z,NA,,,,,,
SDP5Z4Q1,-19.63950598,29.22407102,1338.863281,2024-04-25T10:32:11Z,NA,,,,,,
SDP5Z4Q2,-19.63950397,29.22395602,1337.509766,2024-04-25T10:44:01Z,NA,,,,,,
SDP5Z4Q3,-19.63926299,29.22402198,1337.38916,2024-04-25T10:49:01Z,NA,,,,,,
SDP5Z4Q4,-19.63927003,29.22414897,1337.470215,2024-04-25T10:51:05Z,NA,,,,,,
SDP5Z4Q5,-19.63940699,29.22403104,1338.205811,2024-04-25T10:56:01Z,NA,,,,,,
SEP1Z1Q1,-19.62730704,29.26150301,1321.24707,2024-04-19T07:25:31Z,NA,,,,,,
SEP1Z1Q2,-19.62728902,29.26138801,1321.314331,2024-04-19T06:55:17Z,NA,,,,,,
SEP1Z1Q3,-19.62709397,29.26136898,1321.634521,2024-04-19T07:15:14Z,NA,,,,,,
SEP1Z1Q4,-19.62708802,29.26149303,1320.765137,2024-04-19T07:27:52Z,NA,,,,,,
SEP1Z1Q5,-19.62721199,29.261402,1322.082275,2024-04-19T07:20:48Z,NA,,,,,,
SEP1Z2Q1,-19.627012,29.26148901,1322.768188,2024-04-19T08:10:19Z,NA,,,,,,
SEP1Z2Q2,-19.62703203,29.26139002,1321.335205,2024-04-19T07:09:12Z,NA,,,,,,
SEP1Z2Q3,-19.62684503,29.261387,1319.957397,2024-04-19T07:52:04Z,NA,,,,,,
SEP1Z2Q4,-19.62681301,29.26148498,1321.890503,2024-04-19T08:12:39Z,NA,,,,,,
SEP1Z2Q5,-19.62696296,29.26123202,1321.959839,2024-04-19T07:56:11Z,NA,,,,,,
SEP1Z3Q1,-19.62729396,29.2613,1322.841675,2024-04-19T06:51:17Z,NA,,,,,,
SEP1Z3Q2,-19.62731802,29.26117997,1322.000977,2024-04-19T06:39:34Z,NA,,,,,,
SEP1Z3Q3,-19.62709598,29.26120201,1320.705688,2024-04-19T07:32:03Z,NA,,,,,,
SEP1Z3Q4,-19.62710503,29.26130201,1321.927002,2024-04-19T07:02:11Z,NA,,,,,,
SEP1Z3Q5,-19.62723596,29.26125498,1320.314819,2024-04-19T07:34:12Z,NA,,,,,,
SEP1Z4Q1,-19.62702801,29.26132397,1321.58606,2024-04-19T07:06:10Z,NA,,,,,,
SEP1Z4Q2,-19.62703999,29.26118902,1321.05835,2024-04-19T07:39:58Z,NA,,,,,,
SEP1Z4Q3,-19.626825,29.26116404,1320.856689,2024-04-19T07:45:50Z,NA,,,,,,
SEP1Z4Q4,-19.62683002,29.26129304,1321.308228,2024-04-19T07:48:55Z,NA,,,,,,
SEP1Z4Q5,-19.62697797,29.26125297,1328.968018,2024-04-17T07:53:45Z,NA,,,,,,
SEP2Z1Q1,-19.62762304,29.26058896,1324.209839,2024-04-17T11:50:13Z,NA,,,,,,
SEP2Z1Q2,-19.62766704,29.26046901,1324.611084,2024-04-17T11:54:07Z,NA,,,,,,
SEP2Z1Q3,-19.62747401,29.26038503,1324.412109,2024-04-17T12:07:54Z,NA,,,,,,
SEP2Z1Q4,-19.62743503,29.26050003,1321.745483,2024-04-17T12:22:50Z,NA,,,,,,
SEP2Z1Q5,-19.62756503,29.26044504,1320.280273,2024-04-17T12:29:21Z,NA,,,,,,
SEP2Z2Q1,-19.62739002,29.26046298,1310.866699,2024-04-17T13:08:51Z,NA,,,,,,
SEP2Z2Q2,-19.62740201,29.26038897,1322.563354,2024-04-17T12:19:03Z,NA,,,,,,
SEP2Z2Q3,-19.62723001,29.26026701,1312.232056,2024-04-17T13:00:14Z,NA,,,,,,
SEP2Z2Q4,-19.62716798,29.26039601,1324.804688,2024-04-17T13:05:41Z,NA,,,,,,
SEP2Z2Q5,-19.62730603,29.26034898,1311.368286,2024-04-17T13:10:03Z,NA,,,,,,
SEP2Z3Q1,-19.62770199,29.26041897,1327.528931,2026-03-12T08:54:17Z,NA,,,,,,
SEP2Z3Q2,-19.62773301,29.260279,1327.452148,2026-03-12T09:02:18Z,NA,,,,,,
SEP2Z3Q3,-19.62750459,29.26320027,1326.714,2024-04-17T12:10:40Z,NA,,,,,,
SEP2Z3Q4,-19.62746797,29.26031697,1323.583862,2024-04-17T12:10:45Z,NA,,,,,,
SEP2Z3Q5,-19.62761197,29.26027598,1319.600586,2024-04-17T12:34:45Z,NA,,,,,,
SEP2Z4Q1,-19.62741902,29.26032702,1323.056519,2024-04-17T12:13:34Z,NA,,,,,,
SEP2Z4Q2,-19.62747401,29.26016098,1314.896606,2024-04-17T12:47:56Z,NA,,,,,,
SEP2Z4Q3,-19.62727997,29.26007104,1313.363159,2024-04-17T12:53:01Z,NA,,,,,,
SEP2Z4Q4,-19.62723303,29.26018503,1312.705444,2024-04-17T12:54:16Z,NA,,,,,,
SEP2Z4Q5,-19.62733001,29.26018503,1312.284668,2024-04-17T12:58:21Z,NA,,,,,,
SEP3Z1Q1,-19.62790702,29.25962303,1322.646973,2024-04-17T08:08:09Z,NA,,,,,,
SEP3Z1Q2,-19.62788899,29.25950099,1322.419434,2024-04-17T07:28:33Z,NA,,,,,,
SEP3Z1Q3,-19.62768104,29.25958296,1322.791992,2024-04-17T07:44:38Z,NA,,,,,,
SEP3Z1Q4,-19.62775304,29.25969997,1321.29248,2024-04-17T08:04:40Z,NA,,,,,,
SEP3Z1Q5,-19.62783996,29.25956603,1321.914429,2024-04-17T08:15:28Z,NA,,,,,,
SEP3Z2Q1,-19.62766897,29.25973199,1321.412109,2024-04-17T09:27:19Z,NA,,,,,,
SEP3Z2Q2,-19.62761298,29.25961196,1321.906738,2024-04-17T07:50:14Z,NA,,,,,,
SEP3Z2Q3,-19.62738197,29.25965404,1326.772583,2024-04-17T09:42:49Z,NA,,,,,,
SEP3Z2Q4,-19.62744299,29.25978304,1325.829468,2024-04-17T09:36:00Z,NA,,,,,,
SEP3Z2Q5,-19.62752002,29.25969101,1327.578491,2024-04-17T09:52:04Z,NA,,,,,,
SEP3Z3Q1,-19.62785698,29.25944801,1323.159668,2024-04-17T07:25:55Z,NA,,,,,,
SEP3Z3Q2,-19.62769001,29.26041101,1324.673218,2024-04-17T11:58:49Z,NA,,,,,,
SEP3Z3Q3,-19.62757601,29.25942102,1322.147217,2024-04-17T07:53:37Z,NA,,,,,,
SEP3Z3Q4,-19.62764902,29.25952697,1322.961426,2024-04-17T07:37:28Z,NA,,,,,,
SEP3Z3Q5,-19.62773602,29.25945598,1321.507324,2024-04-17T07:58:32Z,NA,,,,,,
SEP3Z4Q1,-19.62758599,29.25954198,1322.423096,2024-04-17T07:39:21Z,NA,,,,,,
SEP3Z4Q2,-19.62749597,29.25945698,1325.604492,2024-04-17T10:21:22Z,NA,,,,,,
SEP3Z4Q3,-19.62730704,29.259517,1327.319702,2024-04-17T10:16:46Z,NA,,,,,,
SEP3Z4Q4,-19.62735096,29.25959897,1327.190552,2024-04-17T09:44:59Z,NA,,,,,,
SEP3Z4Q5,-19.62743201,29.25952898,1325.144653,2024-04-17T10:07:14Z,NA,,,,,,
SEP4Z1Q1,-19.62769898,29.258381,1328.535034,2024-04-16T08:33:28Z,NA,,,,,,
SEP4Z1Q2,-19.62769202,29.25828402,1321.141357,2024-04-16T08:40:18Z,NA,,,,,,
SEP4Z1Q3,-19.62753201,29.25840396,1325.69519,2024-04-16T08:44:48Z,NA,,,,,,
SEP4Z1Q4,-19.62750603,29.25854696,1330.781616,2024-04-16T10:11:59Z,NA,,,,,,
SEP4Z1Q5,-19.62758197,29.258425,1331.070435,2024-04-16T10:18:31Z,NA,,,,,,
SEP4Z2Q1,-19.62745498,29.25855702,1315.816406,2024-04-16T13:13:01Z,NA,,,,,,
SEP4Z2Q2,-19.62745599,29.25839097,1316.887939,2024-04-16T12:39:42Z,NA,,,,,,
SEP4Z2Q3,-19.62728399,29.25852198,1316.726196,2024-04-16T12:52:16Z,NA,,,,,,
SEP4Z2Q4,-19.62726898,29.25866498,1315.330811,2024-04-16T13:09:49Z,NA,,,,,,
SEP4Z2Q5,-19.62736102,29.25854696,1315.682373,2024-04-16T13:16:41Z,NA,,,,,,
SEP4Z3Q1,-19.62769202,29.25824597,1324.802124,2024-04-16T08:40:51Z,NA,,,,,,
SEP4Z3Q2,-19.62766604,29.25810398,1330.536743,2024-04-16T10:53:36Z,NA,,,,,,
SEP4Z3Q3,-19.62747501,29.25820699,1330.130859,2024-04-16T10:45:47Z,NA,,,,,,
SEP4Z3Q4,-19.62750301,29.25831998,1326.85791,2024-04-16T08:55:35Z,NA,,,,,,
SEP4Z3Q5,-19.62753,29.25822903,1330.321899,2024-04-16T10:59:00Z,NA,,,,,,
SEP4Z4Q1,-19.62743696,29.25835501,1330.766113,2024-04-16T10:30:05Z,NA,,,,,,
SEP4Z4Q2,-19.62740896,29.25824102,1328.332886,2024-04-16T11:11:08Z,NA,,,,,,
SEP4Z4Q3,-19.62717804,29.25826801,1326.982544,2024-04-16T11:17:37Z,NA,,,,,,
SEP4Z4Q4,-19.62727502,29.25846297,1316.589722,2024-04-16T12:47:36Z,NA,,,,,,
SEP4Z4Q5,-19.62733101,29.25833398,1316.885254,2024-04-16T12:59:54Z,NA,,,,,,
SEP5Z1Q1,-19.62696103,29.26224296,1327.458496,2024-04-19T10:17:06Z,NA,,,,,,
SEP5Z1Q2,-19.62700898,29.26210499,1327.216675,2024-04-19T09:26:32Z,NA,,,,,,
SEP5Z1Q3,-19.62676599,29.26213198,1328.691406,2024-04-19T09:42:03Z,NA,,,,,,
SEP5Z1Q4,-19.62675098,29.26228596,1326.26001,2024-04-19T10:20:32Z,NA,,,,,,
SEP5Z1Q5,-19.62683497,29.26220097,1325.53772,2024-04-19T10:28:32Z,NA,,,,,,
SEP5Z2Q1,-19.62669097,29.26225897,1325.457764,2024-04-19T10:24:26Z,NA,,,,,,
SEP5Z2Q2,-19.62671704,29.26213802,1328.569336,2024-04-19T09:45:35Z,NA,,,,,,
SEP5Z2Q3,-19.62647798,29.26218404,1316.44812,2024-04-19T11:15:57Z,NA,,,,,,
SEP5Z2Q4,-19.62646902,29.26231203,1316.529785,2024-04-19T11:14:51Z,NA,,,,,,
SEP5Z2Q5,-19.62657597,29.26220097,1316.173218,2024-04-19T11:19:58Z,NA,,,,,,
SEP5Z3Q1,-19.62698702,29.26202998,1327.635498,2024-04-19T09:23:01Z,NA,,,,,,
SEP5Z3Q2,-19.62699196,29.26189897,1326.421265,2024-04-19T09:16:30Z,NA,,,,,,
SEP5Z3Q3,-19.62678401,29.26195999,1329.118042,2024-04-19T09:58:36Z,NA,,,,,,
SEP5Z3Q4,-19.62674696,29.26207297,1327.252563,2024-04-19T09:35:20Z,NA,,,,,,
SEP5Z3Q5,-19.62690496,29.26201397,1328.778442,2024-04-19T10:08:55Z,NA,,,,,,
SEP5Z4Q1,-19.626711,29.262063,1329.094604,2024-04-19T09:51:43Z,NA,,,,,,
SEP5Z4Q2,-19.62672701,29.26194901,1328.824097,2024-04-19T10:00:38Z,NA,,,,,,
SEP5Z4Q3,-19.62651,29.261991,1317.901611,2024-04-19T11:27:00Z,NA,,,,,,
SEP5Z4Q4,-19.62647698,29.262106,1315.858765,2024-04-19T11:20:59Z,NA,,,,,,
SEP5Z4Q5,-19.62657697,29.26203299,1317.800903,2024-04-19T11:28:27Z,NA,,,,,,
SFP1Z1Q1,-19.52967698,29.18480298,1295.817871,2024-04-08T07:31:05Z,NA,,,,,,
SFP1Z1Q2,-19.52970103,29.18506499,1296.173828,2024-04-08T07:38:54Z,NA,,,,,,
SFP1Z1Q3,-19.52984797,29.18501101,1296.702271,2024-04-08T07:45:23Z,NA,,,,,,
SFP1Z1Q4,-19.52981704,29.18484304,1295.747192,2024-04-08T07:55:49Z,NA,,,,,,
SFP1Z1Q5,-19.52975401,29.18491303,1295.99231,2024-04-08T07:59:02Z,NA,,,,,,
SFP1Z2Q1,-19.52988904,29.18484103,1296.994751,2024-04-08T10:03:32Z,NA,,,,,,
SFP1Z2Q2,-19.52991804,29.18504999,1298.409424,2024-04-08T10:08:43Z,NA,,,,,,
SFP1Z2Q3,-19.53002097,29.18508201,1301.634399,2024-04-08T10:18:03Z,NA,,,,,,
SFP1Z2Q4,-19.52999096,29.18485997,1303.794922,2024-04-08T10:23:10Z,NA,,,,,,
SFP1Z2Q5,-19.52994696,29.18498201,1303.490601,2024-04-08T10:27:50Z,NA,,,,,,
SFP1Z3Q1,-19.52980002,29.18510296,1306.681519,2024-04-09T10:38:57Z,NA,,,,,,
SFP1Z3Q2,-19.52971696,29.18508796,1305.807739,2024-04-09T10:44:32Z,NA,,,,,,
SFP1Z3Q3,-19.52973397,29.18534302,1291.608765,2024-04-09T11:41:56Z,NA,,,,,,
SFP1Z3Q4,-19.529867,29.185325,1292.605469,2024-04-09T11:44:39Z,NA,,,,,,
SFP1Z3Q5,-19.52978804,29.18518402,1296.08313,2024-04-09T11:50:33Z,NA,,,,,,
SFP1Z4Q1,-19.53000203,29.185153,1298.312256,2024-04-09T11:54:16Z,NA,,,,,,
