Site,Plot,Subplot,Quadrat,Date_observed,Spp_name,Grazing_value,DPM Height,
B,5,Z1,Q2,2024-04-14,Heteropogon contortus,Moderate,14.5,
B,5,Z1,Q2,2024-04-14,Melinis repens,Low,14.6,
B,5,Z1,Q2,2024-04-14,Hyperrhenia filipendula,Moderate,14,
B,5,Z1,Q2,2024-04-14,Themeda triandra,High,14.9,
B,5,Z1,Q2,2024-04-14,Setaria pumila ,Moderate,,
B,5,Z1,Q3,2024-04-14,Cynodon dactylon,High,4.3,
B,5,Z1,Q3,2024-04-14,Heteropogon contortus,Moderate,5.5,
B,5,Z1,Q3,2024-04-14,Cymbopogon excavatus,Low,10.1,
B,5,Z1,Q3,2024-04-14,,,9.7,
B,5,Z1,Q4,2024-04-14,Cynodon dactylon,High,13.9,
B,5,Z1,Q4,2024-04-14,Cymbopogon excavatus,Low,8.2,
B,5,Z1,Q4,2024-04-14,Setaria pumila ,Moderate,8.5,
B,5,Z1,Q4,2024-04-14,,,9.1,
B,5,Z1,Q5,2024-04-14,Bothriochloa insculpta,Moderate,9.7,
B,5,Z1,Q5,2024-04-14,Heteropogon contortus,Moderate,8.6,
B,5,Z1,Q5,2024-04-14,,,7.1,
B,5,Z1,Q5,2024-04-14,,,7.5,
B,5,Z2,Q1,2024-04-14,Cynodon dactylon,High,12.5,
B,5,Z2,Q1,2024-04-14,Heteropogon contortus,Moderate,10,
B,5,Z2,Q1,2024-04-14,Aristida congesta B,Low,10.1,
B,5,Z2,Q1,2024-04-14,Melinis repens,Low,9.9,
B,5,Z2,Q1,2024-04-14,Eragrostis gummiflua,Low,,
B,5,Z2,Q1,2024-04-14,Eragrostis superba,Moderate,,
B,5,Z2,Q2,2024-04-14,Cynodon dactylon,High,5,
B,5,Z2,Q2,2024-04-14,Heteropogon contortus,Moderate,3.4,
B,5,Z2,Q2,2024-04-14,Setaria pumila ,Moderate,4.1,
B,5,Z2,Q2,2024-04-14,,,4.2,
B,5,Z2,Q3,2024-04-14,Heteropogon contortus,Moderate,6,
B,5,Z2,Q3,2024-04-14,Eragrostis superba,Moderate,7.1,
B,5,Z2,Q3,2024-04-14,Bothriochloa insculpta,Moderate,6.4,
B,5,Z2,Q3,2024-04-14,Themeda triandra,High,5.8,
B,5,Z2,Q4,2024-04-14,Setaria pumila ,Moderate,20.4,
B,5,Z2,Q4,2024-04-14,Heteropogon contortus,Moderate,11.8,
B,5,Z2,Q4,2024-04-14,Brachiaria serrata,Moderate,8.8,
B,5,Z2,Q4,2024-04-14,Aristida congesta B,Low,9.7,
B,5,Z2,Q5,2024-04-14,Eragrostis superba,Moderate,6.9,
B,5,Z2,Q5,2024-04-14,Setaria pumila ,Moderate,10.1,
B,5,Z2,Q5,2024-04-14,Heteropogon contortus,Moderate,10.4,
B,5,Z2,Q5,2024-04-14,Cymbopogon excavatus,Low,10.4,
B,5,Z3,Q1,2024-04-14,Heteropogon contortus,Moderate,8.6,
B,5,Z3,Q1,2024-04-14,Setaria pumila ,Moderate,6.3,
B,5,Z3,Q1,2024-04-14,,,6,
B,5,Z3,Q1,2024-04-14,,,6.1,
B,5,Z3,Q2,2024-04-14,Cynodon dactylon,High,6.3,
B,5,Z3,Q2,2024-04-14,Heteropogon contortus,Moderate,17.1,
B,5,Z3,Q2,2024-04-14,Eragrostis superba,Moderate,16.8,
B,5,Z3,Q2,2024-04-14,Setaria pumila ,Moderate,8.5,
B,5,Z3,Q2,2024-04-14,Sporobolus africanus,Low,,
B,5,Z3,Q2,2024-04-14,Aristida congesta B,Low,,
B,5,Z3,Q3,2024-04-14,Cymbopogon plurinodis,Low,12.1,
B,5,Z3,Q3,2024-04-14,Cynodon dactylon,High,9.5,
B,5,Z3,Q3,2024-04-14,Heteropogon contortus,Moderate,9.7,
B,5,Z3,Q3,2024-04-14,Eragrostis superba,Moderate,9.6,
B,5,Z3,Q3,2024-04-14,Aristida congesta B,Low,,
B,5,Z3,Q3,2024-04-14,Eragrostis gummiflua,Low,,
B,5,Z3,Q4,2024-04-14,Heteropogon contortus,Moderate,7.5,
B,5,Z3,Q4,2024-04-14,Setaria pumila ,Moderate,6,
B,5,Z3,Q4,2024-04-14,,,2,
B,5,Z3,Q4,2024-04-14,,,3.9,
B,5,Z3,Q5,2024-04-14,Aristida congesta B,Low,5.7,
B,5,Z3,Q5,2024-04-14,Heteropogon contortus,Moderate,5.3,
B,5,Z3,Q5,2024-04-14,Eragrostis gummiflua,Low,8.4,
B,5,Z3,Q5,2024-04-14,,,6.5,
B,5,Z4,Q1,2024-04-14,Cynodon dactylon,High,8.6,
B,5,Z4,Q1,2024-04-14,Heteropogon contortus,Moderate,9.2,
B,5,Z4,Q1,2024-04-14,Setaria pumila ,Moderate,13.2,
B,5,Z4,Q1,2024-04-14,Aristida congesta B,Low,13.2,
B,5,Z4,Q1,2024-04-14,Melinis repens,Low,,
B,5,Z4,Q2,2024-04-14,Bothriochloa insculpta,Moderate,10.7,
B,5,Z4,Q2,2024-04-14,Heteropogon contortus,Moderate,3.1,
B,5,Z4,Q2,2024-04-14,Eragrostis superba,Moderate,8.5,
B,5,Z4,Q2,2024-04-14,,,6.5,
B,5,Z4,Q3,2024-04-14,Cynodon dactylon,Moderate,13.6,
B,5,Z4,Q3,2024-04-14,Eragrostis rigidior,Moderate,12.1,
B,5,Z4,Q3,2024-04-14,Digitaria eriantha,High,9.4,
B,5,Z4,Q3,2024-04-14,Sporobolus africanus,Low,10.1,
B,5,Z4,Q4,2024-04-14,Heteropogon contortus,Moderate,9.3,
B,5,Z4,Q4,2024-04-14,Eragrostis superba,Moderate,10,
B,5,Z4,Q4,2024-04-14,Bothriochloa insculpta,Moderate,12,
B,5,Z4,Q4,2024-04-14,Themeda triandra,High,12.5,
B,5,Z4,Q4,2024-04-14,Setaria pumila ,Moderate,,
B,5,Z4,Q4,2024-04-14,Cynodon dactylon,High,,
B,5,Z4,Q5,2024-04-14,Heteropogon contortus,Moderate,8.8,
B,5,Z4,Q5,2024-04-14,Eragrostis superba,Moderate,7.7,
B,5,Z4,Q5,2024-04-14,Bothriochloa insculpta,Moderate,6.4,
B,5,Z4,Q5,2024-04-14,Aristida adscensionis,Low,7,
B,5,Z4,Q5,2024-04-14,Aristida congesta B,Low,,
C,1,Z1,Q1,2024-04-12,,,0,
C,1,Z1,Q1,2024-04-12,,,0,
C,1,Z1,Q1,2024-04-12,,,0,
C,1,Z1,Q1,2024-04-12,,,0,
C,1,Z1,Q2,2024-04-12,Cynodon dactylon,High,5.8,
C,1,Z1,Q2,2024-04-12,Aristida adscensionis,Low,6.8,
C,1,Z1,Q2,2024-04-12,,,6.8,
C,1,Z1,Q2,2024-04-12,,,6.1,
C,1,Z1,Q3,2024-04-12,Heteropogon contortus,Moderate,2.5,
C,1,Z1,Q3,2024-04-12,Brachiaria brizantha,Moderate,2.4,
C,1,Z1,Q3,2024-04-12,,,2.7,
C,1,Z1,Q3,2024-04-12,,,2.5,
C,1,Z1,Q4,2024-04-12,Setaria incrassata,High,4.6,
C,1,Z1,Q4,2024-04-12,Heteropogon contortus,Moderate,4.2,
C,1,Z1,Q4,2024-04-12,,,4.4,
C,1,Z1,Q4,2024-04-12,,,4.6,
C,1,Z1,Q5,2024-04-12,Heteropogon contortus,Moderate,2,
C,1,Z1,Q5,2024-04-12,,,2.4,
C,1,Z1,Q5,2024-04-12,,,2.4,
C,1,Z1,Q5,2024-04-12,,,2.3,
C,1,Z2,Q1,2024-04-12,Setaria incrassata,High,4.1,
C,1,Z2,Q1,2024-04-12,Heteropogon contortus,Moderate,2.9,
C,1,Z2,Q1,2024-04-12,,,3.3,
C,1,Z2,Q1,2024-04-12,,,4.8,
C,1,Z2,Q2,2024-04-12,Eragrostis gummiflua,Low,2.2,
C,1,Z2,Q2,2024-04-12,Heteropogon contortus,Moderate,4,
C,1,Z2,Q2,2024-04-12,,,2.4,
C,1,Z2,Q2,2024-04-12,,,4.1,
C,1,Z2,Q3,2024-04-12,Sporobolus africanus,Low,3.3,
C,1,Z2,Q3,2024-04-12,Aristida  canescens,Low,3.9,
C,1,Z2,Q3,2024-04-12,Brachiaria brizantha,Moderate,3.6,
C,1,Z2,Q3,2024-04-12,Eragrostis gummiflua,Low,3.5,
C,1,Z2,Q3,2024-04-12,Heteropogon contortus,Moderate,,
C,1,Z2,Q4,2024-04-12,Heteropogon contortus,Moderate,5.3,
C,1,Z2,Q4,2024-04-12,Panicum maximum,High,5,
C,1,Z2,Q4,2024-04-12,,,5,
C,1,Z2,Q4,2024-04-12,,,4.7,
C,1,Z2,Q5,2024-04-12,Hyperrhenia filipendula,Moderate,1.9,
C,1,Z2,Q5,2024-04-12,,,2.1,
C,1,Z2,Q5,2024-04-12,,,2.8,
C,1,Z2,Q5,2024-04-12,,,2,
C,1,Z3,Q1,2024-04-12,Setaria incrassata,High,3.9,
C,1,Z3,Q1,2024-04-12,Melinis repens,Low,3.9,
C,1,Z3,Q1,2024-04-12,,,4,
C,1,Z3,Q1,2024-04-12,,,4.1,
C,1,Z3,Q2,2024-04-12,Heteropogon contortus,Moderate,2.2,
C,1,Z3,Q2,2024-04-12,,,3,
C,1,Z3,Q2,2024-04-12,,,2.6,
C,1,Z3,Q2,2024-04-12,,,2.8,
C,1,Z3,Q3,2024-04-12,Heteropogon contortus,Moderate,3.5,
C,1,Z3,Q3,2024-04-12,Melinis repens,Low,3.8,
C,1,Z3,Q3,2024-04-12,,,3.2,
C,1,Z3,Q3,2024-04-12,,,3.1,
C,1,Z3,Q4,2024-04-12,Eragrostis gummiflua,Low,4.4,
C,1,Z3,Q4,2024-04-12,Panicum maximum,High,4.1,
C,1,Z3,Q4,2024-04-12,Digitaria eriantha,High,3.2,
C,1,Z3,Q4,2024-04-12,,,2.1,
C,1,Z3,Q5,2024-04-12,Eragrostis gummiflua,Low,3.6,
C,1,Z3,Q5,2024-04-12,Heteropogon contortus,Moderate,3.1,
C,1,Z3,Q5,2024-04-12,Setaria incrassata,High,3.1,
C,1,Z3,Q5,2024-04-12,,,3.3,
C,1,Z4,Q1,2024-04-12,Heteropogon contortus,Moderate,2.6,
C,1,Z4,Q1,2024-04-12,Melinis repens,Low,3.5,
C,1,Z4,Q1,2024-04-12,,,3,
C,1,Z4,Q1,2024-04-12,,,2.8,
C,1,Z4,Q2,2024-04-12,Heteropogon contortus,Moderate,4.9,
C,1,Z4,Q2,2024-04-12,Setaria incrassata,High,5,
C,1,Z4,Q2,2024-04-12,,,4.4,
C,1,Z4,Q2,2024-04-12,,,4.4,
C,1,Z4,Q3,2024-04-12,Heteropogon contortus,Moderate,3.7,
C,1,Z4,Q3,2024-04-12,Digitaria eriantha,High,3.7,
C,1,Z4,Q3,2024-04-12,,,3.5,
C,1,Z4,Q3,2024-04-12,,,3.4,
C,1,Z4,Q4,2024-04-12,Heteropogon contortus,Moderate,4.4,
C,1,Z4,Q4,2024-04-12,,,3.8,
C,1,Z4,Q4,2024-04-12,,,3.3,
C,1,Z4,Q4,2024-04-12,,,3.6,
C,1,Z4,Q5,2024-04-12,Eragrostis gummiflua,Low,2.5,
C,1,Z4,Q5,2024-04-12,,,2.3,
C,1,Z4,Q5,2024-04-12,,,2.3,
C,1,Z4,Q5,2024-04-12,,,2.2,
C,2,Z1,Q1,2024-04-12,Panicum maximum,High,4.4,
C,2,Z1,Q1,2024-04-12,,,3.9,
C,2,Z1,Q1,2024-04-12,,,6.2,
C,2,Z1,Q1,2024-04-12,,,3.5,
C,2,Z1,Q2,2024-04-12,Panicum maximum,High,8.1,
C,2,Z1,Q2,2024-04-12,Eragrostis superba,Moderate,7.3,
C,2,Z1,Q2,2024-04-12,Heteropogon contortus,Moderate,6.9,
C,2,Z1,Q2,2024-04-12,,,6.2,
C,2,Z1,Q3,2024-04-12,Panicum maximum,High,4,
C,2,Z1,Q3,2024-04-12,,,4.3,
C,2,Z1,Q3,2024-04-12,,,4,
C,2,Z1,Q3,2024-04-12,,,4.1,
C,2,Z1,Q4,2024-04-12,Panicum maximum,High,1.9,
C,2,Z1,Q4,2024-04-12,,,2.5,
C,2,Z1,Q4,2024-04-12,,,2.5,
C,2,Z1,Q4,2024-04-12,,,2.6,
C,2,Z1,Q5,2024-04-12,Eragrostis rigidior,Moderate,2.2,
C,2,Z1,Q5,2024-04-12,Eragrostis gummiflua,Low,2.3,
C,2,Z1,Q5,2024-04-12,,,2,
C,2,Z1,Q5,2024-04-12,,,3,
C,2,Z2,Q1,2024-04-12,Panicum maximum,High,4.3,
C,2,Z2,Q1,2024-04-12,,,5,
C,2,Z2,Q1,2024-04-12,,,5.3,
C,2,Z2,Q1,2024-04-12,,,5,
C,2,Z2,Q2,2024-04-12,Panicum maximum,High,4.3,
C,2,Z2,Q2,2024-04-12,,,5,
C,2,Z2,Q2,2024-04-12,,,5.3,
C,2,Z2,Q2,2024-04-12,,,5,
C,2,Z2,Q2,2024-04-12,Panicum maximum,High,4.2,
C,2,Z2,Q2,2024-04-12,,,3.6,
C,2,Z2,Q2,2024-04-12,,,4,
C,2,Z2,Q2,2024-04-12,,,3.7,
C,2,Z2,Q4,2024-04-12,,,0,
C,2,Z2,Q4,2024-04-12,,,0,
C,2,Z2,Q4,2024-04-12,,,0,
C,2,Z2,Q4,2024-04-12,,,0,
C,2,Z2,Q5,2024-04-12,Panicum maximum,High,6.7,
C,2,Z2,Q5,2024-04-12,,,6.9,
C,2,Z2,Q5,2024-04-12,,,6.4,
C,2,Z2,Q5,2024-04-12,,,6.4,
C,2,Z3,Q1,2024-04-12,Digitaria eriantha,High,5.3,
C,2,Z3,Q1,2024-04-12,Heteropogon contortus,Moderate,5.1,
C,2,Z3,Q1,2024-04-12,Eragrostis rigidior,Moderate,6.1,
C,2,Z3,Q1,2024-04-12,,,6.2,
C,2,Z3,Q2,2024-04-12,Eragrostis rigidior,Moderate,1.7,
C,2,Z3,Q2,2024-04-12,,,2.8,
C,2,Z3,Q2,2024-04-12,,,2.8,
C,2,Z3,Q2,2024-04-12,,,2.8,
C,2,Z3,Q3,2024-04-12,Panicum maximum,High,20.7,
C,2,Z3,Q3,2024-04-12,,,19.4,
C,2,Z3,Q3,2024-04-12,,,26.5,
C,2,Z3,Q3,2024-04-12,,,24,
C,2,Z3,Q4,2024-04-12,Panicum maximum,High,10.3,
C,2,Z3,Q4,2024-04-12,,,7.8,
C,2,Z3,Q4,2024-04-12,,,6.8,
C,2,Z3,Q4,2024-04-12,,,7.8,
C,2,Z3,Q5,2024-04-12,Eragrostis viscosa,Low,1.9,
C,2,Z3,Q5,2024-04-12,Eragrostis gummiflua,Low,1.8,
C,2,Z3,Q5,2024-04-12,,,1.7,
C,2,Z3,Q5,2024-04-12,,,2,
C,2,Z4,Q1,2024-04-12,Panicum maximum,High,3,
C,2,Z4,Q1,2024-04-12,,,3.1,
C,2,Z4,Q1,2024-04-12,,,2.8,
C,2,Z4,Q1,2024-04-12,,,3.3,
C,2,Z4,Q2,2024-04-12,Brachiaria brizantha,Moderate,8,
C,2,Z4,Q2,2024-04-12,Eragrostis rigidior,Moderate,7.2,
C,2,Z4,Q2,2024-04-12,,,8.4,
C,2,Z4,Q2,2024-04-12,,,9.1,
C,2,Z4,Q3,2024-04-12,Panicum maximum,High,4.7,
C,2,Z4,Q3,2024-04-12,,,4.9,
C,2,Z4,Q3,2024-04-12,,,5.3,
C,2,Z4,Q3,2024-04-12,,,6.1,
C,2,Z4,Q4,2024-04-12,Panicum maximum,High,3.8,
C,2,Z4,Q4,2024-04-12,,,4,
C,2,Z4,Q4,2024-04-12,,,3.9,
C,2,Z4,Q4,2024-04-12,,,3.3,
C,2,Z4,Q5,2024-04-12,,,0,
C,2,Z4,Q5,2024-04-12,,,0,
C,2,Z4,Q5,2024-04-12,,,0,
C,2,Z4,Q5,2024-04-12,,,0,
C,3,Z1,Q1,2024-04-15,Heteropogon contortus,Moderate,12.2,
C,3,Z1,Q1,2024-04-15,Eragrostis rigidior,Moderate,11.8,
C,3,Z1,Q1,2024-04-15,Pogonarthria squarrosa ,Low,11.2,
C,3,Z1,Q1,2024-04-15,,,10.6,
C,3,Z1,Q2,2024-04-15,Heteropogon contortus,Moderate,8.8,
C,3,Z1,Q2,2024-04-15,Digitaria eriantha,High,8.6,
C,3,Z1,Q2,2024-04-15,Brachiaria brizantha,Moderate,8.4,
C,3,Z1,Q2,2024-04-15,,,8.3,
C,3,Z1,Q3,2024-04-15,Heteropogon contortus,Moderate,4.9,
C,3,Z1,Q3,2024-04-15,Panicum maximum,High,4.3,
C,3,Z1,Q3,2024-04-15,Digitaria eriantha,High,4,
C,3,Z1,Q3,2024-04-15,Melinis repens,Low,5.9,
C,3,Z1,Q4,2024-04-15,Heteropogon contortus,Moderate,4.2,
C,3,Z1,Q4,2024-04-15,,,4,
C,3,Z1,Q4,2024-04-15,,,4.3,
C,3,Z1,Q4,2024-04-15,,,5.1,
C,3,Z1,Q5,2024-04-15,Heteropogon contortus,Moderate,2.2,
C,3,Z1,Q5,2024-04-15,Panicum maximum,High,3.6,
C,3,Z1,Q5,2024-04-15,,,3.8,
C,3,Z1,Q5,2024-04-15,,,3.5,
C,3,Z2,Q1,2024-04-15,Digitaria eriantha,High,2.4,
C,3,Z2,Q1,2024-04-15,Pogonarthria squarrosa ,Low,3.2,
C,3,Z2,Q1,2024-04-15,Brachiaria brizantha,Moderate,3.2,
C,3,Z2,Q1,2024-04-15,Setaria incrassata,High,3.3,
C,3,Z2,Q2,2024-04-15,Digitaria eriantha,High,4.1,
C,3,Z2,Q2,2024-04-15,Pogonarthria squarrosa ,Low,4.4,
C,3,Z2,Q2,2024-04-15,Brachiaria brizantha,Moderate,5.1,
C,3,Z2,Q2,2024-04-15,,,5.1,
C,3,Z2,Q3,2024-04-15,Panicum maximum,High,12.8,
C,3,Z2,Q3,2024-04-15,,,8.3,
C,3,Z2,Q3,2024-04-15,,,7.2,
C,3,Z2,Q3,2024-04-15,,,6.6,
C,3,Z2,Q4,2024-04-15,Heteropogon contortus,Moderate,4.4,
C,3,Z2,Q4,2024-04-15,,,4.6,
C,3,Z2,Q4,2024-04-15,,,4,
C,3,Z2,Q4,2024-04-15,,,3.7,
C,3,Z2,Q5,2024-04-15,Pogonarthria squarrosa ,Low,5.3,
C,3,Z2,Q5,2024-04-15,Brachiaria brizantha,Moderate,5.2,
C,3,Z2,Q5,2024-04-15,Heteropogon contortus,Moderate,4.4,
C,3,Z2,Q5,2024-04-15,,,4.4,
C,3,Z3,Q1,2024-04-15,Pogonarthria squarrosa ,Low,2.2,
C,3,Z3,Q1,2024-04-15,Setaria incrassata,High,2.4,
C,3,Z3,Q1,2024-04-15,Heteropogon contortus,Moderate,3.8,
C,3,Z3,Q1,2024-04-15,,,4.7,
C,3,Z3,Q2,2024-04-15,Pogonarthria squarrosa ,Low,5.9,
C,3,Z3,Q2,2024-04-15,Heteropogon contortus,Moderate,5.4,
C,3,Z3,Q2,2024-04-15,Eragrostis rigidior,Moderate,4.9,
C,3,Z3,Q2,2024-04-15,,,4.7,
C,3,Z3,Q3,2024-04-15,Pogonarthria squarrosa ,Low,2,
C,3,Z3,Q3,2024-04-15,Eragrostis rigidior,Moderate,2.5,
C,3,Z3,Q3,2024-04-15,Digitaria eriantha,High,3.5,
C,3,Z3,Q3,2024-04-15,,,4.9,
C,3,Z3,Q4,2024-04-15,Heteropogon contortus,Moderate,3.4,
C,3,Z3,Q4,2024-04-15,Pogonarthria squarrosa ,Low,2.9,
C,3,Z3,Q4,2024-04-15,Melinis repens,Low,3,
C,3,Z3,Q4,2024-04-15,,,2.2,
C,3,Z3,Q5,2024-04-15,Cynodon dactylon,High,2.9,
C,3,Z3,Q5,2024-04-15,Hyperrhenia filipendula,Moderate,2,
C,3,Z3,Q5,2024-04-15,,,4.1,
C,3,Z3,Q5,2024-04-15,,,2.9,
C,3,Z4,Q1,2024-04-15,Pogonarthria squarrosa ,Low,2.4,
C,3,Z4,Q1,2024-04-15,Heteropogon contortus,Moderate,3.5,
C,3,Z4,Q1,2024-04-15,Hyperrhenia filipendula,Moderate,4.2,
C,3,Z4,Q1,2024-04-15,,,4,
C,3,Z4,Q2,2024-04-15,Melinis repens,Low,4.4,
C,3,Z4,Q2,2024-04-15,Eragrostis rigidior,Moderate,5.2,
C,3,Z4,Q2,2024-04-15,Digitaria eriantha,High,6.5,
C,3,Z4,Q2,2024-04-15,Brachiaria brizantha,Moderate,5.5,
C,3,Z4,Q3,2024-04-15,Pogonarthria squarrosa ,Low,4.9,
C,3,Z4,Q3,2024-04-15,Eragrostis rigidior,Moderate,6.9,
C,3,Z4,Q3,2024-04-15,Digitaria eriantha,High,4.9,
C,3,Z4,Q3,2024-04-15,,,4.5,
C,3,Z4,Q4,2024-04-15,Heteropogon contortus,Moderate,5.3,
C,3,Z4,Q4,2024-04-15,Digitaria eriantha,High,5.5,
C,3,Z4,Q4,2024-04-15,Brachiaria brizantha,Moderate,5.3,
C,3,Z4,Q4,2024-04-15,,,4.6,
C,3,Z4,Q5,2024-04-15,Eragrostis rigidior,Moderate,4,
C,3,Z4,Q5,2024-04-15,Digitaria eriantha,High,5.5,
C,3,Z4,Q5,2024-04-15,Brachiaria brizantha,Moderate,4.4,
C,3,Z4,Q5,2024-04-15,Pogonarthria squarrosa ,Low,4.1,
C,3,Z4,Q5,2024-04-15,Eragrostis gummiflua,Low,,
C,4,Z1,Q1,2024-04-15,Heteropogon contortus,Moderate,3.4,
C,4,Z1,Q1,2024-04-15,Eragrostis rigidior,Moderate,5.8,
C,4,Z1,Q1,2024-04-15,,,4.8,
C,4,Z1,Q1,2024-04-15,,,4.4,
C,4,Z1,Q2,2024-04-15,Pogonarthria squarrosa ,Low,3.2,
C,4,Z1,Q2,2024-04-15,Heteropogon contortus,Moderate,3.8,
C,4,Z1,Q2,2024-04-15,Panicum maximum,High,3.7,
C,4,Z1,Q2,2024-04-15,,,4.3,
C,4,Z1,Q3,2024-04-15,Eragrostis rigidior,Moderate,2.7,
C,4,Z1,Q3,2024-04-15,Digitaria eriantha,High,4.8,
C,4,Z1,Q3,2024-04-15,,,4.6,
C,4,Z1,Q3,2024-04-15,,,4.7,
C,4,Z1,Q4,2024-04-15,Pogonarthria squarrosa ,Low,2.9,
C,4,Z1,Q4,2024-04-15,Heteropogon contortus,Moderate,3.8,
C,4,Z1,Q4,2024-04-15,,,3.7,
C,4,Z1,Q4,2024-04-15,,,3.6,
C,4,Z1,Q5,2024-04-15,Heteropogon contortus,Moderate,4.2,
C,4,Z1,Q5,2024-04-15,Panicum maximum,High,6.4,
C,4,Z1,Q5,2024-04-15,Digitaria eriantha,High,7.1,
C,4,Z1,Q5,2024-04-15,,,6.8,
C,4,Z2,Q1,2024-04-15,Heteropogon contortus,Moderate,3,
C,4,Z2,Q1,2024-04-15,Aristida congesta C,Low,3.1,
C,4,Z2,Q1,2024-04-15,,,2.9,
C,4,Z2,Q1,2024-04-15,,,2.8,
C,4,Z2,Q2,2024-04-15,Pogonarthria squarrosa ,Low,8,
C,4,Z2,Q2,2024-04-15,Heteropogon contortus,Moderate,7.1,
C,4,Z2,Q2,2024-04-15,Panicum maximum,High,6.6,
C,4,Z2,Q2,2024-04-15,Digitaria eriantha,High,5.8,
C,4,Z2,Q2,2024-04-15,Eragrostis gummiflua,Low,,
C,4,Z2,Q2,2024-04-15,Eragrostis superba,Moderate,,
C,4,Z2,Q3,2024-04-15,Heteropogon contortus,Moderate,6.6,
C,4,Z2,Q3,2024-04-15,Digitaria eriantha,Moderate,6.2,
C,4,Z2,Q3,2024-04-15,Eragrostis rigidior,Moderate,6.3,
C,4,Z2,Q3,2024-04-15,Setaria incrassata,High,6.5,
C,4,Z2,Q4,2024-04-15,Pogonarthria squarrosa ,Low,3.6,
C,4,Z2,Q4,2024-04-15,Heteropogon contortus,Moderate,3.7,
C,4,Z2,Q4,2024-04-15,Panicum maximum,High,5.3,
C,4,Z2,Q4,2024-04-15,Aristida congesta B,Low,4.5,
C,4,Z2,Q5,2024-04-15,Pogonarthria squarrosa ,Low,6.6,
C,4,Z2,Q5,2024-04-15,Heteropogon contortus,Moderate,5.8,
C,4,Z2,Q5,2024-04-15,,,5,
C,4,Z2,Q5,2024-04-15,,,5,
C,4,Z3,Q1,2024-04-15,Heteropogon contortus,Moderate,5.4,
C,4,Z3,Q1,2024-04-15,Eragrostis gummiflua,Low,5,
C,4,Z3,Q1,2024-04-15,Digitaria eriantha,High,4.8,
C,4,Z3,Q1,2024-04-15,Eragrostis rigidior,Moderate,5,
C,4,Z3,Q2,2024-04-15,Heteropogon contortus,Moderate,5.4,
C,4,Z3,Q2,2024-04-15,Eragrostis gummiflua,Low,5.4,
C,4,Z3,Q2,2024-04-15,Pogonarthria squarrosa ,Low,5.5,
C,4,Z3,Q2,2024-04-15,Panicum maximum,High,5.4,
C,4,Z3,Q3,2024-04-15,Heteropogon contortus,Moderate,4,
C,4,Z3,Q3,2024-04-15,Melinis repens,Low,7.8,
C,4,Z3,Q3,2024-04-15,Aristida adscensionis,Low,4.7,
C,4,Z3,Q4,2024-04-15,Panicum maximum,High,2.3,
C,4,Z3,Q4,2024-04-15,Digitaria eriantha,High,2.7,
C,4,Z3,Q4,2024-04-15,Eragrostis gummiflua,Low,2.8,
C,4,Z3,Q4,2024-04-15,,,2.5,
C,4,Z3,Q5,2024-04-15,Heteropogon contortus,Moderate,6.7,
C,4,Z3,Q5,2024-04-15,Panicum maximum,High,5.5,
C,4,Z3,Q5,2024-04-15,,,5.4,
C,4,Z3,Q5,2024-04-15,,,5.3,
C,4,Z4,Q1,2024-04-15,Hyperrhenia filipendula,Moderate,22,
C,4,Z4,Q1,2024-04-15,Eragrostis gummiflua,Low,19,
C,4,Z4,Q1,2024-04-15,Pogonarthria squarrosa ,Low,14.3,
C,4,Z4,Q1,2024-04-15,Panicum maximum,High,14.1,
C,4,Z4,Q1,2024-04-15,Heteropogon contortus,Moderate,,
C,4,Z4,Q1,2024-04-15,Aristida adscensionis,Low,,
C,4,Z4,Q1,2024-04-15,Eragrostis superba,Moderate,,
C,4,Z4,Q2,2024-04-15,Setaria incrassata,High,18.3,
C,4,Z4,Q2,2024-04-15,Hyperrhenia filipendula,Moderate,20.9,
C,4,Z4,Q2,2024-04-15,,,30,
C,4,Z4,Q2,2024-04-15,,,18.8,
C,4,Z4,Q3,2024-04-15,Eragrostis gummiflua,Low,8.7,
C,4,Z4,Q3,2024-04-15,Heteropogon contortus,Moderate,7.6,
C,4,Z4,Q3,2024-04-15,Aristida adscensionis,Low,5.8,
C,4,Z4,Q3,2024-04-15,,,5.4,
C,4,Z4,Q4,2024-04-15,Heteropogon contortus,Moderate,1.7,
C,4,Z4,Q4,2024-04-15,Aristida adscensionis,Low,1.4,
C,4,Z4,Q4,2024-04-15,,,1.6,
C,4,Z4,Q4,2024-04-15,,,2.1,
C,4,Z4,Q5,2024-04-15,Aristida adscensionis,Low,3.9,
C,4,Z4,Q5,2024-04-15,Brachiaria brizantha,Moderate,2.9,
C,4,Z4,Q5,2024-04-15,Chloris virgata,Moderate,2.9,
C,4,Z4,Q5,2024-04-15,,,3.2,
C,5,Z1,Q1,2024-04-15,Eragrostis gummiflua,Low,6.7,
C,5,Z1,Q1,2024-04-15,Digitaria eriantha,High,6,
C,5,Z1,Q1,2024-04-15,,,5.5,
C,5,Z1,Q1,2024-04-15,,,5.1,
C,5,Z1,Q2,2024-04-15,Digitaria eriantha,High,5,
C,5,Z1,Q2,2024-04-15,Heteropogon contortus,Moderate,5.3,
C,5,Z1,Q2,2024-04-15,,,5.2,
C,5,Z1,Q2,2024-04-15,,,5,
C,5,Z1,Q3,2024-04-15,Pogonarthria squarrosa ,Low,4.9,
C,5,Z1,Q3,2024-04-15,Heteropogon contortus,Moderate,5.2,
