Site,Plot,Subplot,Quadrat,Spp_name,Rank_dominant_grass,Grazing_value,DPM_Height,Grazing_activity,Quadrat_under_canopy,Dung_presence
D,3,Z1,Q4,Aristida adscensionis,2,Low,3.6,NA,NA,NA
D,3,Z1,Q4,Chloris virgata,NA,Moderate,3.8,NA,NA,NA
D,3,Z1,Q4,Brachiaria nigropedata,NA,High,3.8,NA,NA,NA
D,3,Z1,Q4,Aristida diffusa,3,Low,NA,NA,NA,NA
D,3,Z1,Q5,Enteropogon macrostachyus,3,High,5,N,Y,N
D,3,Z1,Q5,Heteropogon contortus,2,Moderate,4.8,NA,NA,NA
D,3,Z1,Q5,Setaria incrassata,1,High,8.1,NA,NA,NA
D,3,Z1,Q5,NA,NA,NA,8.7,NA,NA,NA
D,3,Z2,Q1,Andropogon eucomus,1,Low,13.1,N,Y,N
D,3,Z2,Q1,Heteropogon contortus,2,Moderate,14.4,NA,NA,NA
D,3,Z2,Q1,NA,NA,NA,11.9,NA,NA,NA
D,3,Z2,Q1,NA,NA,NA,11.5,NA,NA,NA
D,3,Z2,Q2,Heteropogon contortus,1,Moderate,NA,N,Y,N
D,3,Z2,Q2,Enteropogon macrostachyus,2,High,21.3,NA,NA,NA
D,3,Z2,Q2,NA,NA,NA,21.3,NA,NA,NA
D,3,Z2,Q2,NA,NA,NA,20.4,NA,NA,NA
D,3,Z2,Q3,Panicum maximum,1,High,6.1,N,Y,N
D,3,Z2,Q3,NA,NA,NA,6.1,NA,NA,NA
D,3,Z2,Q3,NA,NA,NA,6.1,NA,NA,NA
D,3,Z2,Q3,NA,NA,NA,6.1,NA,NA,NA
D,3,Z2,Q4,Enteropogon macrostachyus,1,High,5.5,N,Y,N
D,3,Z2,Q4,Aristida adscensionis,2,Low,5.9,NA,NA,NA
D,3,Z2,Q4,Heteropogon contortus,3,Moderate,5.6,NA,NA,NA
D,3,Z2,Q4,Chloris virgata,NA,Moderate,4.8,NA,NA,NA
D,3,Z2,Q5,Enteropogon macrostachyus,2,High,5.8,Y,Y,Y
D,3,Z2,Q5,Aristida adscensionis,1,Low,8.5,NA,NA,NA
D,3,Z2,Q5,Heteropogon contortus,3,Moderate,8.7,NA,NA,NA
D,3,Z2,Q5,NA,NA,NA,8.3,NA,NA,NA
D,3,Z3,Q1,Aristida diffusa,1,Low,16.5,N,Y,N
D,3,Z3,Q1,NA,NA,NA,16.4,NA,NA,NA
D,3,Z3,Q1,NA,NA,NA,15.6,NA,NA,NA
D,3,Z3,Q1,NA,NA,NA,15.7,NA,NA,NA
D,3,Z3,Q2,Aristida diffusa,3,Low,17.5,N,Y,N
D,3,Z3,Q2,Heteropogon contortus,1,Moderate,16.3,NA,NA,NA
D,3,Z3,Q2,Aristida adscensionis,2,Low,15.7,NA,NA,NA
D,3,Z3,Q2,NA,NA,NA,15.6,NA,NA,NA
D,3,Z3,Q3,Andropogon eucomus,NA,Low,7.5,Y,Y,N
D,3,Z3,Q3,Heteropogon contortus,1,Moderate,5.5,NA,NA,NA
D,3,Z3,Q3,Brachiaria nigropedata,2,High,10.6,NA,NA,NA
D,3,Z3,Q3,Eragrostis gummiflua,3,Low,9.5,NA,NA,NA
D,3,Z3,Q4,Enteropogon macrostachyus,1,High,11.7,Y,Y,N
D,3,Z3,Q4,Setaria pumila ,2,Moderate,11,NA,NA,NA
D,3,Z3,Q4,NA,NA,NA,10.7,NA,NA,NA
D,3,Z3,Q4,NA,NA,NA,9.7,NA,NA,NA
D,3,Z3,Q5,NA,NA,NA,0,N,Y,N
D,3,Z4,Q1,Panicum maximum,2,High,7.8,N,Y,N
D,3,Z4,Q1,Enteropogon macrostachyus,3,High,7.5,NA,NA,NA
D,3,Z4,Q1,Aristida adscensionis,1,Low,7.5,NA,NA,NA
D,3,Z4,Q1,NA,NA,NA,9.1,NA,NA,NA
D,3,Z4,Q2,Heteropogon contortus,1,Moderate,1.9,N,Y,N
D,3,Z4,Q2,Aristida adscensionis,2,Low,4.4,NA,NA,NA
D,3,Z4,Q2,Brachiaria nigropedata,3,High,4.8,NA,NA,NA
D,3,Z4,Q2,NA,NA,NA,4.1,NA,NA,NA
D,3,Z4,Q3,Themeda triandra,1,High,10,N,Y,N
D,3,Z4,Q3,Heteropogon contortus,3,Moderate,4.3,NA,NA,NA
D,3,Z4,Q3,Andropogon eucomus,2,Low,7.7,NA,NA,NA
D,3,Z4,Q3,NA,NA,NA,7.7,NA,NA,NA
D,3,Z4,Q4,Heteropogon contortus,1,Moderate,8.3,N,Y,N
D,3,Z4,Q4,Digitaria eriantha,2,High,7.6,NA,NA,NA
D,3,Z4,Q4,NA,NA,NA,6.7,NA,NA,NA
D,3,Z4,Q4,NA,NA,NA,7.3,NA,NA,NA
D,3,Z4,Q5,NA,NA,NA,0,N,Y,N
D,4,Z1,Q1,Enteropogon macrostachyus,2,High,12.5,Y,Y,N
D,4,Z1,Q1,Heteropogon contortus,1,Moderate,11.2,NA,NA,NA
D,4,Z1,Q1,NA,NA,NA,11,NA,NA,NA
D,4,Z1,Q1,NA,NA,NA,10,NA,NA,NA
D,4,Z1,Q2,Sporobolus ioclados,3,Moderate,2.5,N,Y,N
D,4,Z1,Q2,Setaria incrassata,2,High,5.2,NA,NA,NA
D,4,Z1,Q2,Heteropogon contortus,NA,Moderate,6.3,NA,NA,NA
D,4,Z1,Q2,Brachiaria nigropedata,1,High,5.9,NA,NA,NA
D,4,Z1,Q2,Melinis repens,NA,Low,NA,NA,NA,NA
D,4,Z1,Q3,Enteropogon macrostachyus,NA,High,2.6,N,Y,N
D,4,Z1,Q3,Sporobolus ioclados,3,Moderate,2.6,NA,NA,NA
D,4,Z1,Q3,Heteropogon contortus,1,Moderate,2.6,NA,NA,NA
D,4,Z1,Q3,Aristida adscensionis,2,Low,5.1,NA,NA,NA
D,4,Z1,Q4,Enteropogon macrostachyus,1,High,2.4,Y,N,N
D,4,Z1,Q4,Heteropogon contortus,2,Moderate,2,NA,NA,NA
D,4,Z1,Q4,NA,NA,NA,5.1,NA,NA,NA
D,4,Z1,Q4,NA,NA,NA,4.2,NA,NA,NA
D,4,Z1,Q5,Themeda triandra,2,High,11.9,N,Y,N
D,4,Z1,Q5,Aristida adscensionis,1,Low,11.1,NA,NA,NA
D,4,Z1,Q5,Enteropogon macrostachyus,NA,High,10.7,NA,NA,NA
D,4,Z1,Q5,Melinis repens,NA,Low,10.2,NA,NA,NA
D,4,Z1,Q5,Eragrostis gummiflua,3,Low,NA,NA,NA,NA
D,4,Z2,Q1,Enteropogon macrostachyus,1,High,7,Y,Y,N
D,4,Z2,Q1,Aristida adscensionis,2,Low,7.5,NA,NA,NA
D,4,Z2,Q1,NA,NA,NA,7.7,NA,NA,NA
D,4,Z2,Q1,NA,NA,NA,7.8,NA,NA,NA
D,4,Z2,Q2,Enteropogon macrostachyus,2,High,3.8,Y,N,N
D,4,Z2,Q2,Aristida adscensionis,3,Low,4.4,NA,NA,NA
D,4,Z2,Q2,Heteropogon contortus,1,Moderate,4.2,NA,NA,NA
D,4,Z2,Q2,NA,NA,NA,4.6,NA,NA,NA
D,4,Z2,Q3,Enteropogon macrostachyus,3,High,8.2,Y,Y,N
D,4,Z2,Q3,Digitaria eriantha,1,High,8.2,NA,NA,NA
D,4,Z2,Q3,Setaria incrassata,NA,High,6.7,NA,NA,NA
D,4,Z2,Q3,Sporobolus ioclados,2,Moderate,6,NA,NA,NA
D,4,Z2,Q4,Heteropogon contortus,1,Moderate,9.5,Y,Y,N
D,4,Z2,Q4,Aristida diffusa,2,Low,8.8,NA,NA,NA
D,4,Z2,Q4,NA,NA,NA,8.6,NA,NA,NA
D,4,Z2,Q4,NA,NA,NA,8.4,NA,NA,NA
D,4,Z2,Q5,Heteropogon contortus,3,Moderate,5.6,Y,Y,N
D,4,Z2,Q5,Sporobolus ioclados,2,Moderate,7,NA,NA,NA
D,4,Z2,Q5,Aristida diffusa,1,Low,6.8,NA,NA,NA
D,4,Z2,Q5,Eragrostis rigidior,NA,Moderate,6.4,NA,NA,NA
D,4,Z2,Q5,Andropogon eucomus,NA,Low,NA,NA,NA,NA
D,4,Z3,Q1,Heteropogon contortus,2,Moderate,10.5,N,Y,Y
D,4,Z3,Q1,Setaria incrassata,1,High,8.1,NA,NA,NA
D,4,Z3,Q1,Andropogon eucomus,3,Low,8.1,NA,NA,NA
D,4,Z3,Q1,NA,NA,NA,7.8,NA,NA,NA
D,4,Z3,Q2,Enteropogon macrostachyus,1,High,11.5,Y,N,N
D,4,Z3,Q2,Heteropogon contortus,2,Moderate,11.5,NA,NA,NA
D,4,Z3,Q2,Andropogon eucomus,3,Low,13.8,NA,NA,NA
D,4,Z3,Q2,NA,NA,NA,14.9,NA,NA,NA
D,4,Z3,Q3,Enteropogon macrostachyus,1,High,11.9,N,Y,N
D,4,Z3,Q3,Eragrostis superba,2,Moderate,18.5,NA,NA,NA
D,4,Z3,Q3,Aristida adscensionis,3,Low,17.7,NA,NA,NA
D,4,Z3,Q3,NA,NA,NA,18.4,NA,NA,NA
D,4,Z3,Q4,Heteropogon contortus,3,Moderate,4.6,N,N,N
D,4,Z3,Q4,Aristida adscensionis,2,Low,3.2,NA,NA,NA
D,4,Z3,Q4,Pogonarthria squarrosa,1,Low,3.6,NA,NA,NA
D,4,Z3,Q4,NA,NA,NA,4,NA,NA,NA
D,4,Z3,Q5,Digitaria eriantha,1,High,11.7,N,Y,N
D,4,Z3,Q5,Enteropogon macrostachyus,3,High,12.9,NA,NA,NA
D,4,Z3,Q5,Panicum maximum,NA,High,13,NA,NA,NA
D,4,Z3,Q5,Aristida adscensionis,NA,Low,14.1,NA,NA,NA
D,4,Z3,Q5,Heteropogon contortus,2,Moderate,NA,NA,NA,NA
D,4,Z4,Q1,Pogonarthria squarrosa,NA,Low,11.4,Y,N,N
D,4,Z4,Q1,Digitaria eriantha,1,High,10,NA,NA,NA
D,4,Z4,Q1,Heteropogon contortus,2,Moderate,10.6,NA,NA,NA
D,4,Z4,Q1,Sporobolus ioclados,3,Moderate,10.1,NA,NA,NA
D,4,Z4,Q2,Heteropogon contortus,1,Moderate,23,Y,Y,N
D,4,Z4,Q2,Eragrostis superba,NA,Moderate,NA,NA,NA,NA
D,4,Z4,Q2,Eragrostis gummiflua,2,Low,NA,NA,NA,NA
D,4,Z4,Q2,Enteropogon macrostachyus,3,High,NA,NA,NA,NA
D,4,Z4,Q3,Enteropogon macrostachyus,1,High,6.2,N,Y,N
D,4,Z4,Q3,Heteropogon contortus,2,Moderate,6.2,NA,NA,NA
D,4,Z4,Q3,Sporobolus ioclados,NA,Moderate,6.2,NA,NA,NA
D,4,Z4,Q3,Brachiaria nigropedata,3,High,6,NA,NA,NA
D,4,Z4,Q4,Heteropogon contortus,1,Moderate,6.8,Y,Y,N
D,4,Z4,Q4,Enteropogon macrostachyus,NA,High,6.6,NA,NA,NA
D,4,Z4,Q4,Sporobolus ioclados,2,Moderate,4.9,NA,NA,NA
D,4,Z4,Q4,Aristida diffusa,3,Low,5.3,NA,NA,NA
D,4,Z4,Q5,Themeda triandra,2,High,7.5,N,N,N
D,4,Z4,Q5,Heteropogon contortus,1,Moderate,7.4,NA,NA,NA
D,4,Z4,Q5,NA,NA,NA,8.9,NA,NA,NA
D,4,Z4,Q5,NA,NA,NA,9.8,NA,NA,NA
D,5,Z1,Q1,Andropogon eucomus,2,Low,17.2,Y,Y,N
D,5,Z1,Q1,Enteropogon macrostachyus,3,High,16.6,NA,NA,NA
D,5,Z1,Q1,Heteropogon contortus,1,Moderate,16.7,NA,NA,NA
D,5,Z1,Q1,NA,NA,NA,16,NA,NA,NA
D,5,Z1,Q2,Aristida diffusa,1,Low,10,N,Y,N
D,5,Z1,Q2,Heteropogon contortus,2,Moderate,9.3,NA,NA,NA
D,5,Z1,Q2,NA,NA,NA,10.9,NA,NA,NA
D,5,Z1,Q2,NA,NA,NA,10.7,NA,NA,NA
D,5,Z1,Q3,Enteropogon macrostachyus,2,High,16,N,Y,N
D,5,Z1,Q3,Hyperrhenia hirta,1,Low,15.2,NA,NA,NA
D,5,Z1,Q3,NA,NA,NA,13.4,NA,NA,NA
D,5,Z1,Q3,NA,NA,NA,17.2,NA,NA,NA
D,5,Z1,Q4,Enteropogon macrostachyus,2,High,9.5,Y,Y,Y
D,5,Z1,Q4,Heteropogon contortus,1,Moderate,13.8,NA,NA,NA
D,5,Z1,Q4,NA,NA,NA,14.5,NA,NA,NA
D,5,Z1,Q4,NA,NA,NA,17.8,NA,NA,NA
D,5,Z1,Q5,Enteropogon macrostachyus,2,High,13.3,Y,N,N
D,5,Z1,Q5,Heteropogon contortus,1,Moderate,13.9,NA,NA,NA
D,5,Z1,Q5,Setaria incrassata,1,High,17.1,NA,NA,NA
D,5,Z1,Q5,NA,NA,NA,17.3,NA,NA,NA
D,5,Z2,Q1,Heteropogon contortus,1,Moderate,7.7,Y,Y,N
D,5,Z2,Q1,Aristida congesta B,2,Low,7.6,NA,NA,NA
D,5,Z2,Q1,Eragrostis rigidior,NA,Moderate,7.8,NA,NA,NA
D,5,Z2,Q1,Eragrostis gummiflua,3,Low,7.8,NA,NA,NA
D,5,Z2,Q2,Aristida diffusa,1,Low,4.5,N,Y,N
D,5,Z2,Q2,Enteropogon macrostachyus,3,High,4.2,NA,NA,NA
D,5,Z2,Q2,Heteropogon contortus,2,Moderate,4.6,NA,NA,NA
D,5,Z2,Q2,Brachiaria nigropedata,NA,High,4.9,NA,NA,NA
D,5,Z2,Q3,Enteropogon macrostachyus,2,High,2.9,N,N,N
D,5,Z2,Q3,Brachiaria nigropedata,3,High,2.7,NA,NA,NA
D,5,Z2,Q3,Sporobolus ioclados,1,Moderate,2.7,NA,NA,NA
D,5,Z2,Q3,Aristida diffusa,NA,Low,2.7,NA,NA,NA
D,5,Z2,Q3,Perotis patens,NA,Low,NA,NA,NA,NA
D,5,Z2,Q4,Brachiaria nigropedata,NA,High,6.5,N,Y,N
D,5,Z2,Q4,Enteropogon macrostachyus,2,Moderate,6.4,NA,NA,NA
D,5,Z2,Q4,Aristida diffusa,3,Low,7.5,NA,NA,NA
D,5,Z2,Q4,Aristida adscensionis,1,Low,7.9,NA,NA,NA
D,5,Z2,Q5,Brachiaria nigropedata,2,High,8.2,N,N,N
D,5,Z2,Q5,Eragrostis rigidior,1,Moderate,7.7,NA,NA,NA
D,5,Z2,Q5,NA,NA,NA,7.3,NA,NA,NA
D,5,Z2,Q5,NA,NA,NA,6,NA,NA,NA
D,5,Z3,Q1,Heteropogon contortus,1,Moderate,5.7,Y,Y,N
D,5,Z3,Q1,Enteropogon macrostachyus,2,High,6.8,NA,NA,NA
D,5,Z3,Q1,Sporobolus ioclados,NA,Moderate,7.4,NA,NA,NA
D,5,Z3,Q1,Aristida adscensionis,3,Low,7.7,NA,NA,NA
D,5,Z3,Q1,Themeda triandra,NA,High,NA,NA,NA,NA
D,5,Z3,Q2,Heteropogon contortus,1,Moderate,1.8,N,Y,N
D,5,Z3,Q2,Aristida diffusa,2,Low,1.8,NA,NA,NA
D,5,Z3,Q2,NA,NA,NA,1.8,NA,NA,NA
D,5,Z3,Q2,NA,NA,NA,1.8,NA,NA,NA
D,5,Z3,Q3,Cymbopogon excavatus,1,Low,8.1,N,Y,N
D,5,Z3,Q3,Cynodon dactylon,2,High,9.6,NA,NA,NA
D,5,Z3,Q3,NA,NA,NA,10,NA,NA,NA
D,5,Z3,Q3,NA,NA,NA,11.4,NA,NA,NA
D,5,Z3,Q4,Enteropogon macrostachyus,2,High,7,N,Y,N
D,5,Z3,Q4,Heteropogon contortus,1,Moderate,9.9,NA,NA,NA
D,5,Z3,Q4,Hyperrhenia hirta,3,Moderate,10.9,NA,NA,NA
D,5,Z3,Q4,NA,NA,NA,11.4,NA,NA,NA
D,5,Z3,Q5,Enteropogon macrostachyus,2,High,6.3,Y,N,N
D,5,Z3,Q5,Eragrostis rigidior,3,Moderate,7.4,NA,NA,NA
D,5,Z3,Q5,Heteropogon contortus,1,Moderate,8,NA,NA,NA
D,5,Z3,Q5,NA,NA,NA,8.8,NA,NA,NA
D,5,Z4,Q1,Sporobolus ioclados,2,Moderate,1.5,N,Y,N
D,5,Z4,Q1,Aristida diffusa,1,Low,1.5,NA,NA,NA
D,5,Z4,Q1,Cymbopogon excavatus,3,Low,6,NA,NA,NA
D,5,Z4,Q1,NA,NA,NA,6,NA,NA,NA
D,5,Z4,Q2,Aristida diffusa,1,Low,11,N,N,Y
D,5,Z4,Q2,Heteropogon contortus,2,Moderate,11.4,NA,NA,NA
D,5,Z4,Q2,Panicum maximum,3,High,10.9,NA,NA,NA
D,5,Z4,Q2,NA,NA,NA,11,NA,NA,NA
D,5,Z4,Q3,Cymbopogon excavatus,1,Low,11.6,N,Y,N
D,5,Z4,Q3,NA,NA,NA,11.6,NA,NA,NA
D,5,Z4,Q3,NA,NA,NA,17.8,NA,NA,NA
D,5,Z4,Q3,NA,NA,NA,20,NA,NA,NA
D,5,Z4,Q4,Enteropogon macrostachyus,2,High,14,N,Y,N
D,5,Z4,Q4,Eragrostis gummiflua,1,Low,14.6,NA,NA,NA
D,5,Z4,Q4,Aristida diffusa,3,Low,10.5,NA,NA,NA
D,5,Z4,Q4,NA,NA,NA,12,NA,NA,NA
D,5,Z4,Q5,Heteropogon contortus,1,Moderate,10.3,N,Y,N
D,5,Z4,Q5,Enteropogon macrostachyus,2,High,9.7,NA,NA,NA
D,5,Z4,Q5,Eragrostis cylindriflora,3,Moderate,9.1,NA,NA,NA
D,5,Z4,Q5,NA,NA,NA,8.4,NA,NA,NA
E,1,Z1,Q1,Heteropogon contortus,1,Moderate,3.9,N,N,N
E,1,Z1,Q1,Aristida adscensionis,2,Low,4.2,NA,NA,NA
E,1,Z1,Q1,NA,NA,NA,9.5,NA,NA,NA
E,1,Z1,Q1,NA,NA,NA,7.8,NA,NA,NA
E,1,Z1,Q2,Heteropogon contortus,1,Moderate,22,N,Y,N
E,1,Z1,Q2,Brachiaria nigropedata,2,High,17,NA,NA,NA
E,1,Z1,Q2,NA,NA,NA,14.3,NA,NA,NA
E,1,Z1,Q2,NA,NA,NA,13.6,NA,NA,NA
E,1,Z1,Q3,Brachiaria nigropedata,NA,High,6.6,N,Y,N
E,1,Z1,Q3,Heteropogon contortus,1,Moderate,5.8,NA,NA,NA
E,1,Z1,Q3,Eragrostis superba,3,Moderate,6.2,NA,NA,NA
E,1,Z1,Q3,Eragrostis gummiflua,2,Low,6.2,NA,NA,NA
E,1,Z1,Q4,Heteropogon contortus,1,Moderate,3.2,N,Y,N
E,1,Z1,Q4,Panicum maximum,2,High,3.2,NA,NA,NA
E,1,Z1,Q4,NA,NA,NA,3.2,NA,NA,NA
E,1,Z1,Q4,NA,NA,NA,3.2,NA,NA,NA
E,1,Z1,Q5,Brachiaria nigropedata,2,High,2.5,N,Y,N
E,1,Z1,Q5,Aristida adscensionis,NA,Low,3.9,NA,NA,NA
E,1,Z1,Q5,Eragrostis gummiflua,1,Low,3.6,NA,NA,NA
E,1,Z1,Q5,Heteropogon contortus,NA,Moderate,3.9,NA,NA,NA
E,1,Z1,Q5,Eragrostis rigidior,3,Moderate,NA,NA,NA,NA
E,1,Z2,Q1,Panicum maximum,2,High,10.3,N,Y,N
E,1,Z2,Q1,Eragrostis gummiflua,NA,Low,10.1,NA,NA,NA
E,1,Z2,Q1,Aristida adscensionis,1,Low,9.5,NA,NA,NA
E,1,Z2,Q1,Pogonarthria squarrosa,3,Low,9,NA,NA,NA
E,1,Z2,Q2,Digitaria eriantha,1,High,10.2,N,Y,N
E,1,Z2,Q2,Eragrostis rigidior,2,Moderate,12.4,NA,NA,NA
E,1,Z2,Q2,NA,NA,NA,19.2,NA,NA,NA
E,1,Z2,Q2,NA,NA,NA,18.7,NA,NA,NA
E,1,Z2,Q3,Digitaria eriantha,2,High,11.2,N,Y,N
E,1,Z2,Q3,Heteropogon contortus,1,Moderate,10.4,NA,NA,NA
E,1,Z2,Q3,NA,NA,NA,10.7,NA,NA,NA
E,1,Z2,Q3,NA,NA,NA,9.9,NA,NA,NA
E,1,Z2,Q4,Andropogon eucomus,1,Low,8.6,N,N,N
E,1,Z2,Q4,Aristida adscensionis,2,Low,9.2,NA,NA,NA
E,1,Z2,Q4,Pogonarthria squarrosa,3,Low,10.2,NA,NA,NA
E,1,Z2,Q4,NA,NA,NA,10.5,NA,NA,NA
E,1,Z2,Q5,Digitaria eriantha,1,High,2.5,N,Y,N
E,1,Z2,Q5,NA,NA,NA,4.1,NA,NA,NA
E,1,Z2,Q5,NA,NA,NA,4.6,NA,NA,NA
E,1,Z2,Q5,NA,NA,NA,4.8,NA,NA,NA
E,1,Z3,Q1,Panicum maximum,1,High,6.7,N,Y,N
E,1,Z3,Q1,NA,NA,NA,10.6,NA,NA,NA
E,1,Z3,Q1,NA,NA,NA,9.9,NA,NA,NA
E,1,Z3,Q1,NA,NA,NA,9.1,NA,NA,NA
E,1,Z3,Q2,Panicum maximum,3,High,3.2,N,Y,N
E,1,Z3,Q2,Heteropogon contortus,1,Moderate,9.7,NA,NA,NA
E,1,Z3,Q2,Eragrostis rigidior,2,Moderate,9,NA,NA,NA
E,1,Z3,Q2,NA,NA,NA,7.6,NA,NA,NA
E,1,Z3,Q3,Digitaria eriantha,2,High,8.9,N,N,N
E,1,Z3,Q3,Eragrostis rigidior,1,Moderate,12.6,NA,NA,NA
E,1,Z3,Q3,Brachiaria nigropedata,3,High,12.7,NA,NA,NA
E,1,Z3,Q3,NA,NA,NA,11.1,NA,NA,NA
E,1,Z3,Q4,Heteropogon contortus,3,Moderate,13.5,N,Y,N
E,1,Z3,Q4,Digitaria eriantha,1,High,12,NA,NA,NA
E,1,Z3,Q4,Eragrostis gummiflua,2,Low,11.1,NA,NA,NA
E,1,Z3,Q4,Aristida adscensionis,NA,Low,10.7,NA,NA,NA
E,1,Z3,Q5,Brachiaria nigropedata,1,High,2.1,N,N,N
E,1,Z3,Q5,Aristida adscensionis,2,Low,5.6,NA,NA,NA
E,1,Z3,Q5,Enteropogon macrostachyus,3,High,5.7,NA,NA,NA
E,1,Z3,Q5,NA,NA,NA,0,NA,NA,NA
E,1,Z4,Q1,Digitaria eriantha,1,High,6.2,N,N,N
E,1,Z4,Q1,NA,NA,NA,4.9,NA,NA,NA
E,1,Z4,Q1,NA,NA,NA,5.1,NA,NA,NA
E,1,Z4,Q1,NA,NA,NA,8.3,NA,NA,NA
E,1,Z4,Q2,Digitaria eriantha,1,High,6.8,N,Y,N
E,1,Z4,Q2,Aristida adscensionis,2,Low,5.7,NA,NA,NA
E,1,Z4,Q2,Pogonarthria squarrosa,3,Low,3.9,NA,NA,NA
E,1,Z4,Q2,Chloris virgata,NA,Moderate,3.8,NA,NA,NA
E,1,Z4,Q3,Digitaria eriantha,1,High,11.9,N,N,Y
E,1,Z4,Q3,Aristida adscensionis,2,Low,14.2,NA,NA,NA
E,1,Z4,Q3,NA,NA,NA,12.1,NA,NA,NA
E,1,Z4,Q3,NA,NA,NA,12,NA,NA,NA
E,1,Z4,Q4,Digitaria eriantha,NA,High,10.9,N,N,N
E,1,Z4,Q4,Eragrostis gummiflua,2,Low,6,NA,NA,NA
E,1,Z4,Q4,Andropogon eucomus,1,Low,12.4,NA,NA,NA
E,1,Z4,Q4,Eragrostis superba,3,Moderate,11.5,NA,NA,NA
E,1,Z4,Q5,Digitaria eriantha,2,High,7.3,N,Y,N
E,1,Z4,Q5,Panicum maximum,1,High,17.7,NA,NA,NA
E,1,Z4,Q5,NA,NA,NA,18,NA,NA,NA
E,1,Z4,Q5,NA,NA,NA,16.5,NA,NA,NA
E,1,Z4,Q5,NA,NA,NA,NA,NA,NA,NA
E,2,Z1,Q1,Panicum maximum,1,High,8.3,Y,Y,N
E,2,Z1,Q1,NA,NA,NA,8.7,NA,NA,NA
E,2,Z1,Q1,NA,NA,NA,8.1,NA,NA,NA
E,2,Z1,Q1,NA,NA,NA,8.1,NA,NA,NA
E,2,Z1,Q2,Heteropogon contortus,2,Moderate,4.1,N,Y,N
E,2,Z1,Q2,Enteropogon macrostachyus,1,High,3.4,NA,NA,NA
E,2,Z1,Q2,NA,NA,NA,3.4,NA,NA,NA
E,2,Z1,Q2,NA,NA,NA,5.1,NA,NA,NA
E,2,Z1,Q3,Urochloa mosambicensis,1,Moderate,5.6,N,Y,N
E,2,Z1,Q3,Eragrostis gummiflua,2,Low,4.6,NA,NA,NA
E,2,Z1,Q3,Aristida adscensionis,3,Low,0,NA,NA,NA
E,2,Z1,Q3,NA,NA,NA,7.3,NA,NA,NA
E,2,Z1,Q4,NA,NA,NA,0,N,N,N
E,2,Z1,Q5,Panicum maximum,3,High,4.7,N,Y,N
E,2,Z1,Q5,Heteropogon contortus,1,Moderate,4.6,NA,NA,NA
E,2,Z1,Q5,Enteropogon macrostachyus,2,High,4.4,NA,NA,NA
E,2,Z1,Q5,NA,NA,NA,4.7,NA,NA,NA
E,2,Z2,Q1,Urochloa mosambicensis,1,Moderate,11.3,N,Y,N
E,2,Z2,Q1,Enteropogon macrostachyus,2,High,11.1,NA,NA,NA
E,2,Z2,Q1,Eragrostis gummiflua,NA,Low,10.9,NA,NA,NA
E,2,Z2,Q1,Heteropogon contortus,3,Moderate,10.7,NA,NA,NA
E,2,Z2,Q2,Enteropogon macrostachyus,2,High,11.3,N,Y,N
E,2,Z2,Q2,Eragrostis gummiflua,3,Low,12.9,NA,NA,NA
E,2,Z2,Q2,Eragrostis rigidior,1,Moderate,12.5,NA,NA,NA
E,2,Z2,Q2,NA,NA,NA,12.7,NA,NA,NA
E,2,Z2,Q3,Heteropogon contortus,2,Moderate,10.9,N,N,N
E,2,Z2,Q3,Enteropogon macrostachyus,1,High,10.7,NA,NA,NA
E,2,Z2,Q3,NA,NA,NA,11.3,NA,NA,NA
E,2,Z2,Q3,NA,NA,NA,12.7,NA,NA,NA
E,2,Z2,Q4,Enteropogon macrostachyus,1,High,12.3,Y,Y,N
E,2,Z2,Q4,Panicum maximum,2,High,11.9,NA,NA,NA
E,2,Z2,Q4,Aristida adscensionis,3,Low,11.4,NA,NA,NA
E,2,Z2,Q4,NA,NA,NA,11.2,NA,NA,NA
E,2,Z2,Q5,Heteropogon contortus,1,Moderate,10.8,N,Y,N
E,2,Z2,Q5,Urochloa mosambicensis,2,Moderate,10.6,NA,NA,NA
E,2,Z2,Q5,NA,NA,NA,4.6,NA,NA,NA
E,2,Z2,Q5,NA,NA,NA,4.7,NA,NA,NA
E,2,Z3,Q1,Panicum maximum,2,High,4.2,N,Y,N
E,2,Z3,Q1,Heteropogon contortus,1,Moderate,4,NA,NA,NA
E,2,Z3,Q1,NA,NA,NA,5.8,NA,NA,NA
E,2,Z3,Q1,NA,NA,NA,5.5,NA,NA,NA
E,2,Z3,Q2,Heteropogon contortus,2,High,2.5,N,N,N
E,2,Z3,Q2,Eragrostis rigidior,1,Moderate,3.5,NA,NA,NA
E,2,Z3,Q2,NA,NA,NA,0,NA,NA,NA
E,2,Z3,Q2,NA,NA,NA,0,NA,NA,NA
E,2,Z3,Q3,Panicum maximum,1,High,7.6,N,Y,N
E,2,Z3,Q3,Enteropogon macrostachyus,2,High,8.3,NA,NA,NA
E,2,Z3,Q3,NA,NA,NA,7.6,NA,NA,NA
E,2,Z3,Q3,NA,NA,NA,9.2,NA,NA,NA
E,2,Z3,Q4,Panicum maximum,1,High,8.7,N,N,N
E,2,Z3,Q4,NA,NA,NA,4,NA,NA,NA
E,2,Z3,Q4,NA,NA,NA,15.1,NA,NA,NA
E,2,Z3,Q4,NA,NA,NA,15.3,NA,NA,NA
E,2,Z3,Q5,Enteropogon macrostachyus,1,High,6.3,N,Y,N
E,2,Z3,Q5,Panicum maximum,2,High,6.1,NA,NA,NA
