Site,Spp_name,Max_Height,Stem_count
C,Grewia Bicolor,0.3,25
C,Vachellia Karroo,0.35,3
C,Dichrostachys Cinerea,0.05,3
C,Diospyros Lycioides,0.1,1
C,Combretum Zeyheri,0.35,5
C,Terminalia Sericea,0.2,5
C,Vachellia Karroo,0.4,9
C,Euclea Divinorum,0.6,5
C,Dichrostachys Cinerea,0.3,4
C,Fluegga Virosa,0.15,13
C,Combretum Hereroense,0.15,4
C,Boscia Angustifolia,0.7,2
C,Grewia Monticola,0.4,2
C,Euclea Divinorum,0.6,7
C,Diospyros Lycioides,0.5,6
C,Ziziphus Mucronata,0.25,5
C,Grewia Decomovulata,0.5,6
C,Sclerocarya Birrea,0.2,2
C,Grewia Decomovulata,0.15,3
C,Gardenia Spathulifolia,0.15,6
C,Combretum Zeyheri,0.3,8
C,Senegalia Rehmanniana,0.8,7
C,Dichrostachys Cinerea,0.25,11
C,Terminalia Sericea,0.2,1
C,Combretum Hereroense,0.3,5
C,Diospyros Lycioides,0.15,1
C,Diospyros Lycioides,0.15,4
C,Gardenia Spathulifolia,0.6,6
C,Ziziphus Mucronata,0.5,5
C,Albizia Harveyi,0.2,1
C,Combretum Zeyheri,0.7,4
C,Senegalia Rehmanniana,0.6,11
C,Peltophorum Africanum,0.3,4
C,Lippia Javanica,0.3,3
C,Peltophorum Africanum,0.3,2
C,Combretum Zeyheri,0.3,30
C,Dichrostachys Cinerea,1.5,15
C,Dichrostachys Cinerea,1.5,11
C,Dichrostachys Cinerea,1.7,8
C,Dichrostachys Cinerea,3,8
C,Dichrostachys Cinerea,2.5,7
C,Albizia Harveyi,1.5,15
C,Combretum Apiculatum,1.5,4
C,Dichrostachys Cinerea,3.5,5
C,Combretum Hereroense,4,4
C,Ziziphus Mucronata,2,2
C,Combretum Apiculatum,2.5,2
C,Ziziphus Mucronata,5,4
C,Ziziphus Mucronata,5,1
C,Grewia Decomovulata,2.5,2
C,Combretum Hereroense,3,1
C,Dichrostachys Cinerea,3,13
C,Vachellia Karroo,3,1
C,Dichrostachys Cinerea,2.8,5
C,Diospyros Lycioides,1.5,7
C,Senegalia Rehmanniana,1.2,5
C,Combretum Apiculatum,1.4,8
C,Dichrostachys Cinerea,3.2,5
C,Combretum Apiculatum,4.5,1
C,Diospyros Lycioides,3.2,8
C,Combretum Hereroense,1.4,1
C,Ziziphus Mucronata,6,1
C,Ozoroa Insignis,7,12
C,Grewia Decomovulata,1.7,8
C,Ziziphus Mucronata,7,1
C,Grewia Decomovulata,1,12
C,Combretum Zeyheri,2.8,4
C,Combretum Zeyheri,6.5,1
C,Dichrostachys Cinerea,3.5,4
C,Grewia Monticola,2.3,7
C,Combretum Apiculatum,1.6,1
C,Fluegga Virosa,2,2
C,Gymnosporia Senegalensis,1.5,1
C,Combretum Apiculatum,3.1,1
C,Euclea Divinorum,3,2
C,Ozoroa Insignis,3.2,2
C,Combretum Apiculatum,2,1
C,Dichrostachys Cinerea,6,2
C,Dichrostachys Cinerea,6,1
C,Grewia Decomovulata,3,2
C,Combretum Apiculatum,1.8,1
C,Dichrostachys Cinerea,3.5,8
C,Dichrostachys Cinerea,3.5,7
C,Dichrostachys Cinerea,3.5,10
C,Vachellia Nilotica,3.3,1
C,Terminalia Sericea,1.5,2
C,Terminalia Sericea,1.5,1
C,Combretum Hereroense,2,9
C,Ziziphus Mucronata,6,2
C,Dichrostachys Cinerea,4.5,5
C,Peltophorum Africanum,3.4,5
C,Peltophorum Africanum,1.6,6
C,Boscia Angustifolia,0.5,6
C,Grewia Monticola,0.2,4
C,Combretum Apiculatum,0.3,20
C,Vachellia Gerrardii,0.5,11
C,Vachellia Karroo,0.35,6
C,Dichrostachys Cinerea,0.1,2
C,Terminalia Sericea,0.25,6
C,Vachellia Gerrardii,0.3,14
C,Burkea Africana,0.2,5
C,Ziziphus Mucronata,0.7,3
C,Combretum Hereroense,0.6,7
C,Vachellia Nilotica,0.15,4
C,Combretum Apiculatum,0.05,8
C,Terminalia Sericea,0.1,7
C,Vachellia Nilotica,0.2,6
C,Combretum Hereroense,0.1,7
C,Combretum Apiculatum,0.3,2
C,Ziziphus Mucronata,0.6,10
C,Grewia Decomovulata,1.4,8
C,Combretum Apiculatum,0.03,5
C,Sclerocarya Birrea,0.1,3
C,Terminalia Sericea,0.05,2
C,Vachellia Karroo,0.7,12
C,Terminalia Sericea,0.4,5
C,Combretum Apiculatum,0.25,12
C,Combretum Zeyheri,0.7,8
C,Grewia Decomovulata,0.4,10
C,Combretum Apiculatum,0.1,10
C,Combretum Hereroense,0.4,10
C,Vachellia Gerrardii,1,7
C,Combretum Apiculatum,0.2,9
C,Combretum Apiculatum,0.15,5
C,Combretum Apiculatum,0.3,12
C,Vachellia Karroo,0.35,5
C,Vachellia Karroo,0.15,3
C,Dichrostachys Cinerea,0.05,5
C,Combretum Apiculatum,0.25,6
C,Combretum Apiculatum,0.05,4
C,Vachellia Nilotica,0.3,9
C,Terminalia Sericea,0.4,10
C,Combretum Zeyheri,0.5,15
C,Combretum Zeyheri,0.5,10
C,Vachellia Gerrardii,0.3,4
C,Commiphora Africana,0.25,9
C,Vachellia Gerrardii,1.2,6
C,Terminalia Sericea,0.3,11
C,Vachellia Nilotica,0.3,25
C,Dichrostachys Cinerea,0.35,8
C,Dichrostachys Cinerea,0.3,6
C,Grewia Decomovulata,0.6,5
C,Vachellia Karroo,0.2,2
C,Combretum Zeyheri,0.35,3
C,Vachellia Gerrardii,0.2,5
C,Peltophorum Africanum,0.2,5
C,Combretum Apiculatum,0.5,4
C,Combretum Apiculatum,0.2,5
C,Dichrostachys Cinerea,0.4,1
C,Peltophorum Africanum,0.3,1
C,Grewia Decomovulata,0.4,12
C,Vachellia Nilotica,2,1
C,Dichrostachys Cinerea,2.5,8
C,Dichrostachys Cinerea,3.5,3
C,Peltophorum Africanum,3.5,2
C,Combretum Apiculatum,2.5,9
C,Vachellia Nilotica,1.2,4
C,Vachellia Nilotica,1.3,3
C,Peltophorum Africanum,1.5,13
C,Dichrostachys Cinerea,1.4,6
C,Combretum Apiculatum,1.5,5
C,Dichrostachys Cinerea,1,11
C,Vachellia Karroo,3.5,3
C,Combretum Apiculatum,2.5,1
C,Combretum Apiculatum,1,7
C,Albizia Harveyi,1.5,2
C,Allophylus Africanus,2.5,6
C,Dichrostachys Cinerea,5,5
C,Rhus Leptodictya,2,2
C,Euclea Divinorum,2,2
C,Ziziphus Mucronata,3.5,1
C,Dichrostachys Cinerea,5,4
C,Dichrostachys Cinerea,5,7
C,Combretum Apiculatum,1.7,4
C,Combretum Apiculatum,1.7,1
C,Dichrostachys Cinerea,4,7
C,Dichrostachys Cinerea,2.8,3
C,Canthium Inerme,1.8,4
C,Combretum Apiculatum,4,1
C,Combretum Hereroense,1,9
C,Ozoroa Insignis,4,3
C,Ziziphus Mucronata,8.5,2
C,Ziziphus Mucronata,8.5,7
C,Allophylus Africanus,4.5,1
C,Gymnosporia Senegalensis,3.5,1
C,Allophylus Africanus,4,4
C,Dichrostachys Cinerea,0.3,2
C,Vachellia Karroo,0.8,2
C,Combretum Zeyheri,0.3,16
C,Gardenia Spathulifolia,0.05,7
C,Vachellia Nilotica,0.35,10
C,Terminalia Sericea,0.4,12
C,Vachellia Karroo,1.1,3
C,Vachellia Nilotica,0.25,8
C,Dichrostachys Cinerea,0.25,3
C,Combretum Apiculatum,0.25,4
C,Grewia Decomovulata,0.3,1
C,Combretum Apiculatum,0.35,5
C,Ziziphus Mucronata,0.8,4
C,Combretum Apiculatum,0.35,2
C,Combretum Apiculatum,0.3,6
C,Vachellia Gerrardii,0.4,8
C,Vachellia Nilotica,0.8,1
C,Vachellia Gerrardii,0.45,2
C,Dichrostachys Cinerea,0.05,12
C,Dichrostachys Cinerea,0.05,8
C,Terminalia Sericea,0.4,9
C,Terminalia Sericea,0.45,2
C,Combretum Apiculatum,0.4,3
C,Combretum Apiculatum,0.2,12
C,Combretum Apiculatum,0.15,3
C,Combretum Apiculatum,0.45,4
C,Combretum Apiculatum,0.4,2
C,Combretum Apiculatum,0.6,3
C,Combretum Hereroense,0.8,4
C,Ziziphus Mucronata,0.35,12
C,Combretum Hereroense,0.3,11
C,Peltophorum Africanum,0.4,2
C,Vachellia Nilotica,0.25,6
C,Combretum Apiculatum,0.3,1
C,Combretum Apiculatum,0.4,6
C,Vachellia Nilotica,0.15,10
C,Rhus Lancea,0.5,8
C,Combretum Apiculatum,0.3,3
C,Combretum Apiculatum,0.2,14
C,Terminalia Sericea,0.4,8
C,Combretum Apiculatum,0.15,8
C,Boscia Angustifolia,0.25,3
C,Combretum Apiculatum,0.15,2
C,Boscia Angustifolia,0.35,15
C,Albizia Harveyi,0.4,10
C,Ziziphus Mucronata,0.4,9
C,Euclea Divinorum,0.25,4
C,Azanza Garckeana,0.35,4
C,Peltophorum Africanum,0.1,7
C,Combretum Apiculatum,0.2,2
C,Grewia Decomovulata,0.5,4
C,Combretum Hereroense,0.25,4
C,Vachellia Nilotica,0.6,1
C,Gymnosporia Senegalensis,0.3,6
C,Grewia Monticola,0.8,2
C,Dichrostachys Cinerea,0.15,2
C,Dichrostachys Cinerea,0.15,12
C,Dichrostachys Cinerea,0.15,1
C,Gymnosporia Senegalensis,0.25,3
C,Combretum Hereroense,0.15,2
C,Dichrostachys Cinerea,0.08,1
C,Combretum Apiculatum,0.08,1
C,Combretum Apiculatum,1,1
C,Combretum Apiculatum,1,2
C,Euclea Divinorum,0.35,4
C,Combretum Apiculatum,0.35,1
C,Vachellia Nilotica,0.45,7
C,Combretum Hereroense,0.35,4
C,Vachellia Karroo,0.5,2
C,Combretum Apiculatum,0.8,2
C,Vachellia Nilotica,4.5,4
C,Dichrostachys Cinerea,4.5,1
C,Allophylus Africanus,3.3,1
C,Combretum Apiculatum,0.5,5
C,Combretum Hereroense,2.8,3
C,Grewia Decomovulata,2.5,8
C,Grewia Monticola,1.6,3
C,Grewia Decomovulata,2,1
C,Combretum Hereroense,1,1
C,Dichrostachys Cinerea,1.1,2
C,Combretum Apiculatum,0.9,3
C,Gymnosporia Senegalensis,2,2
C,Albizia Harveyi,1.2,4
C,Allophylus Africanus,2.6,3
C,Dichrostachys Cinerea,1.4,1
C,Grewia Monticola,0.8,1
C,Lippia Javanica,1.2,8
C,Vachellia Karroo,1.4,7
C,Dichrostachys Cinerea,1.6,2
C,Sclerocarya Birrea,16,19
C,Euclea Divinorum,2.3,2
C,Albizia Harveyi,0.41,2
C,Albizia Harveyi,0.41,4
C,Combretum Apiculatum,1.5,3
C,Combretum Apiculatum,1.2,4
C,Dichrostachys Cinerea,2.3,1
C,Vachellia Nilotica,5.5,1
C,Dichrostachys Cinerea,4.5,14
C,Dichrostachys Cinerea,2,10
C,Dichrostachys Cinerea,2.3,2
C,Dichrostachys Cinerea,3.1,5
C,Grewia Monticola,1.1,4
C,Grewia Decomovulata,1.7,2
C,Dichrostachys Cinerea,5,11
C,Euclea Divinorum,2.5,9
C,Dichrostachys Cinerea,3.4,10
C,Dichrostachys Cinerea,3.4,6
C,Commiphora Africana,2,4
C,Dichrostachys Cinerea,2.1,6
C,Combretum Apiculatum,1,5
C,Combretum Hereroense,2.5,3
C,Dichrostachys Cinerea,4.5,6
C,Ozoroa Insignis,1,5
C,Gymnosporia Senegalensis,2,1
C,Allophylus Africanus,1.8,1
C,Grewia Monticola,3,6
C,Combretum Hereroense,3.5,11
C,Dichrostachys Cinerea,3.2,13
C,Ziziphus Mucronata,3,6
C,Euclea Divinorum,4,5
C,Grewia Monticola,3,8
C,Grewia Decomovulata,1.5,3
C,Grewia Decomovulata,1.5,4
C,Vachellia Nilotica,1.6,1
C,Ozoroa Insignis,1.8,7
C,Combretum Apiculatum,3.5,10
C,Dichrostachys Cinerea,4.2,15
C,Grewia Monticola,1.2,5
C,Vachellia Nilotica,4,5
C,Dichrostachys Cinerea,2,13
C,Vachellia Nilotica,3,5
C,Albizia Harveyi,1.6,6
C,Gymnosporia Senegalensis,2,7
C,Ziziphus Mucronata,1.5,4
C,Albizia Harveyi,2,16
C,Grewia Monticola,0.8,10
C,Dichrostachys Cinerea,0.1,5
C,Euclea Divinorum,1,3
C,Euclea Divinorum,0.8,1
C,Azanza Garckeana,0.2,6
C,Albizia Harveyi,0.45,1
C,Ziziphus Mucronata,0.2,11
C,Ziziphus Mucronata,0.2,9
C,Vachellia Karroo,1.4,4
C,Combretum Hereroense,0.2,13
C,Commiphora Africana,0.3,4
C,Dichrostachys Cinerea,0.45,4
C,Euclea Divinorum,1.2,4
C,Dichrostachys Cinerea,1,8
C,Dichrostachys Cinerea,1,3
C,Grewia Decomovulata,0.7,4
C,Dichrostachys Cinerea,0.45,2
C,Grewia Monticola,0.2,1
C,Grewia Monticola,0.4,8
C,Albizia Harveyi,0.3,9
C,Lippia Javanica,0.7,5
C,Ozoroa Insignis,0.6,6
C,Dichrostachys Cinerea,0.2,5
C,Commiphora Africana,0.7,4
C,Grewia Monticola,0.5,1
C,Peltophorum Africanum,0.15,4
C,Combretum Hereroense,0.1,1
C,Combretum Hereroense,0.1,9
C,Ziziphus Mucronata,0.45,12
C,Vachellia Nilotica,0.2,8
C,Vachellia Nilotica,0.25,7
C,Albizia Harveyi,0.08,3
C,Dichrostachys Cinerea,0.2,3
C,Combretum Hereroense,0.7,6
C,Grewia Monticola,0.15,2
C,Combretum Hereroense,0.05,4
C,Combretum Apiculatum,0.35,4
C,Grewia Monticola,0.1,4
C,Dichrostachys Cinerea,0.5,4
C,Ziziphus Mucronata,2.7,4
C,Combretum Hereroense,6.5,4
C,Combretum Apiculatum,2.5,4
C,Allophylus Africanus,4,3
C,Ziziphus Mucronata,2.8,3
C,Ziziphus Mucronata,2.8,12
C,Ziziphus Mucronata,3,11
C,Ziziphus Mucronata,4,6
C,Grewia Decomovulata,3.5,20
C,Commiphora Africana,1.8,1
C,Grewia Bicolor,2.6,3
C,Combretum Hereroense,6,5
C,Allophylus Africanus,3,15
C,Sclerocarya Birrea,4.8,6
C,Dichrostachys Cinerea,3.5,6
C,Peltophorum Africanum,4.5,5
C,Terminalia Sericea,5.7,12
C,Dichrostachys Cinerea,1.7,3
C,Grewia Monticola,2.2,16
C,Vachellia Nilotica,1.8,4
C,Dichrostachys Cinerea,3.3,6
C,Dichrostachys Cinerea,3.3,7
C,Vachellia Nilotica,3,8
C,Ziziphus Mucronata,6,5
C,Grewia Monticola,2.5,2
C,Dichrostachys Cinerea,3,9
C,Dichrostachys Cinerea,3,14
C,Ziziphus Mucronata,3.7,6
C,Grewia Decomovulata,2.5,6
C,Euclea Divinorum,3,7
C,Fluegga Virosa,1.6,4
C,Ziziphus Mucronata,2.1,9
C,Combretum Zeyheri,1.4,5
C,Combretum Zeyheri,2.1,3
C,Euclea Divinorum,1,2
C,Vachellia Karroo,1.4,3
C,Combretum Zeyheri,1.4,4
C,Dichrostachys Cinerea,5,6
C,Lippia Javanica,2,7
C,Combretum Hereroense,2,7
C,Combretum Hereroense,6.5,6
C,Ziziphus Mucronata,6.5,1
C,Grewia Decomovulata,4,1
C,Sclerocarya Birrea,3.3,1
C,Dichrostachys Cinerea,4,13
C,Dichrostachys Cinerea,1.2,1
C,Lippia Javanica,1.2,1
C,Dichrostachys Cinerea,1.2,7
C,Dichrostachys Cinerea,1.2,2
C,Dichrostachys Cinerea,1,1
C,Grewia Decomovulata,2.3,1
C,Vachellia Nilotica,2.8,7
C,Vachellia Nilotica,2.3,6
C,Euclea Divinorum,3.4,1
C,Grewia Monticola,1.8,1
C,Ziziphus Mucronata,1.3,1
C,Grewia Decomovulata,1.4,1
C,Vachellia Karroo,3.2,4
C,Vachellia Karroo,3.2,11
C,Dichrostachys Cinerea,3.8,1
C,Dichrostachys Cinerea,3.1,1
C,Allophylus Africanus,1.4,1
C,Dichrostachys Cinerea,3.1,2
C,Vachellia Nilotica,3.2,2
C,Vachellia Nilotica,2.8,3
C,Ziziphus Mucronata,3.1,3
C,Grewia Decomovulata,2.6,1
C,Albizia Harveyi,2.4,1
C,Combretum Zeyheri,2.4,1
C,Vachellia Nilotica,3.3,3
C,Vachellia Nilotica,3.8,4
C,Dichrostachys Cinerea,4.3,3
C,Dichrostachys Cinerea,2.1,4
C,Ziziphus Mucronata,3.5,5
C,Allophylus Africanus,2.5,2
C,Dichrostachys Cinerea,3.8,2
C,Dichrostachys Cinerea,3.8,6
C,Dichrostachys Cinerea,4.3,1
C,Boscia Angustifolia,1,3
C,Ziziphus Mucronata,1.8,5
C,Grewia Decomovulata,2.2,1
C,Dichrostachys Cinerea,4.5,10
C,Ozoroa Insignis,3.7,15
C,Euclea Divinorum,3.1,1
C,Euclea Divinorum,3,4
C,Combretum Apiculatum,1.2,6
C,Dichrostachys Cinerea,4.2,2
C,Dichrostachys Cinerea,4.2,3
C,Dichrostachys Cinerea,4.2,4
C,Fluegga Virosa,2.2,1
C,Dichrostachys Cinerea,4.8,1
C,Gymnosporia Senegalensis,1,1
C,Combretum Apiculatum,2,2
C,Combretum Apiculatum,0.25,1
C,Combretum Hereroense,0.4,1
C,Azanza Garckeana,0.2,2
C,Ziziphus Mucronata,0.25,7
C,Ziziphus Mucronata,0.1,2
C,Ziziphus Mucronata,0.1,18
C,Ziziphus Mucronata,0.1,7
C,Allophylus Africanus,0.4,4
C,Combretum Apiculatum,0.4,5
C,Vachellia Karroo,0.2,1
C,Fluegga Virosa,0.4,4
C,Combretum Apiculatum,0.45,2
C,Grewia Bicolor,0.3,2
C,Grewia Bicolor,0.3,7
C,Boscia Angustifolia,0.4,4
C,Vachellia Nilotica,0.28,4
C,Gymnosporia Senegalensis,0.45,5
C,Gymnosporia Senegalensis,0.2,1
C,Gymnosporia Senegalensis,0.2,2
C,Gymnosporia Senegalensis,0.15,2
C,Gymnosporia Senegalensis,0.15,6
C,Gymnosporia Senegalensis,0.15,1
C,Gymnosporia Senegalensis,0.15,8
C,Fluegga Virosa,1.1,3
C,Fluegga Virosa,0.8,5
C,Diospyros Lycioides,0.35,1
C,Vachellia Karroo,0.25,5
C,Diospyros Lycioides,0.65,2
C,Diospyros Lycioides,0.65,1
C,Vachellia Karroo,0.25,10
C,Combretum Hereroense,0.8,3
C,Dichrostachys Cinerea,0.35,5
C,Dichrostachys Cinerea,0.35,9
C,Diospyros Lycioides,0.4,6
C,Diospyros Lycioides,0.4,2
C,Vachellia Karroo,0.3,1
C,Vachellia Karroo,0.5,11
C,Diospyros Lycioides,0.95,2
C,Diospyros Lycioides,0.5,4
C,Diospyros Lycioides,0.5,12
C,Diospyros Lycioides,0.45,3
C,Diospyros Lycioides,0.45,2
C,Diospyros Lycioides,0.45,10
C,Diospyros Lycioides,0.45,1
C,Combretum Apiculatum,0.4,1
C,Grewia Monticola,0.5,3
C,Grewia Decomovulata,0.25,2
C,Vachellia Gerrardii,0.35,2
C,Euclea Divinorum,0.7,2
C,Combretum Apiculatum,0.9,1
C,Dichrostachys Cinerea,0.5,1
C,Ziziphus Mucronata,0.45,1
C,Dichrostachys Cinerea,0.15,5
C,Diospyros Lycioides,0.3,4
C,Diospyros Lycioides,0.3,7
C,Allophylus Africanus,0.3,3
C,Diospyros Lycioides,0.3,6
C,Euclea Divinorum,0.5,5
C,Diospyros Lycioides,0.25,2
C,Diospyros Lycioides,0.25,4
C,Ziziphus Mucronata,0.08,3
C,Vachellia Karroo,0.1,5
C,Diospyros Lycioides,0.6,2
C,Azanza Garckeana,1.4,4
C,Vachellia Karroo,0.5,1
C,Gymnosporia Senegalensis,0.25,2
C,Vachellia Karroo,1,6
C,Combretum Apiculatum,0.8,6
C,Combretum Apiculatum,1.1,2
C,Boscia Angustifolia,0.5,5
C,Boscia Angustifolia,0.5,3
C,Grewia Decomovulata,0.15,10
C,Dichrostachys Cinerea,1.1,6
C,Combretum Apiculatum,1.3,4
C,Grewia Monticola,0.5,4
C,Boscia Angustifolia,0.1,2
C,Gardenia Spathulifolia,0.5,1
C,Dichrostachys Cinerea,0.45,5
C,Dichrostachys Cinerea,0.45,1
C,Albizia Harveyi,0.1,8
C,Commiphora Africana,1.6,2
C,Grewia Monticola,0.3,3
C,Lippia Javanica,1,2
C,Lippia Javanica,1,8
C,Dichrostachys Cinerea,1.4,2
C,Dichrostachys Cinerea,0.15,8
C,Sclerocarya Birrea,0.2,3
C,Dichrostachys Cinerea,1.1,1
C,Gymnosporia Senegalensis,0.2,4
C,Dichrostachys Cinerea,0.05,11
C,Grewia Decomovulata,0.2,2
C,Euclea Divinorum,0.2,3
C,Boscia Angustifolia,0.9,4
C,Ziziphus Mucronata,0.45,2
D,Allophylus Africanus,2.6,2
D,Grewia Decomovulata,1.9,3
D,Dichrostachys Cinerea,1,1
D,Dichrostachys Cinerea,2.3,2
D,Azanza Garckeana,1,3
D,Grewia Monticola,1,7
D,Grewia Decomovulata,2,2
D,Vachellia Nilotica,2.3,5
D,Vachellia Nilotica,2.3,2
D,Vachellia Nilotica,1,3
D,Dichrostachys Cinerea,2.6,3
D,Vachellia Nilotica,2.4,2
D,Euclea Divinorum,0.4,2
D,Fluegga Virosa,2.3,4
D,Grewia Decomovulata,1.5,2
D,Allophylus Africanus,2.8,3
D,Combretum Apiculatum,0.5,5
D,Combretum Apiculatum,0.5,3
D,Combretum Apiculatum,1,3
D,Combretum Apiculatum,1.4,3
D,Vachellia Gerrardii,1.2,5
D,Euclea Divinorum,1.8,4
D,Vachellia Nilotica,0.44,5
D,Lannea Discolor,0.2,8
D,Euclea Divinorum,0.22,2
D,Melhania Velutina Sensu,0.75,1
D,Vachellia Nilotica,0.7,3
D,Dichrostachys Cinerea,0.2,3
D,Euclea Divinorum,0.38,11
D,Euclea Divinorum,2.2,3
D,Vachellia Nilotica,0.5,3
D,Grewia Decomovulata,0.75,3
D,Dichrostachys Cinerea,1,4
D,Ziziphus Mucronata,1,2
D,Vachellia Nilotica,0.75,2
D,Allophylus Africanus,0.7,9
D,Fluegga Virosa,0.6,4
D,Albizia Harveyi,0.4,7
D,Albizia Harveyi,0.4,3
D,Albizia Harveyi,0.4,2
D,Grewia Decomovulata,0.4,8
D,Albizia Harveyi,0.2,8
D,Dichrostachys Cinerea,0.6,3
D,Vachellia Nilotica,4.3,2
D,Vachellia Nilotica,2.5,3
D,Dichrostachys Cinerea,2.7,1
D,Dichrostachys Cinerea,2.5,6
D,Grewia Decomovulata,1.7,5
D,Ziziphus Mucronata,1,4
D,Vachellia Nilotica,3.3,4
D,Vachellia Nilotica,2.3,4
D,Dichrostachys Cinerea,1.5,4
D,Lippia Javanica,1,4
D,Lippia Javanica,1,6
D,Commiphora Africana,0.5,5
D,Commiphora Africana,0.5,1
D,Commiphora Africana,0.5,8
D,Commiphora Africana,0.5,10
D,Commiphora Africana,0.5,2
D,Commiphora Africana,0.5,9
D,Commiphora Africana,0.5,6
D,Commiphora Africana,0.5,11
D,Commiphora Africana,0.5,4
D,Dichrostachys Cinerea,1.3,5
D,Gardenia Spathulifolia,2,3
D,Vachellia Nilotica,4.3,4
D,Dichrostachys Cinerea,2,2
D,Dichrostachys Cinerea,2.3,5
D,Dichrostachys Cinerea,3.8,1
D,Dichrostachys Cinerea,3.5,5
D,Dichrostachys Cinerea,3,4
D,Dichrostachys Cinerea,3.8,5
D,Dichrostachys Cinerea,3,3
D,Dichrostachys Cinerea,4.3,3
D,Dichrostachys Cinerea,0.6,1
D,Albizia Harveyi,0.25,1
D,Diospyros Lycioides,0.75,1
D,Dichrostachys Cinerea,0.4,1
D,Dichrostachys Cinerea,0.25,7
D,Vachellia Nilotica,4.3,1
D,Vachellia Nilotica,4.4,1
D,Vachellia Nilotica,1.8,1
D,Vachellia Gerrardii,2.5,1
D,Combretum Hereroense,2.3,7
D,Dichrostachys Cinerea,3.5,7
D,Dichrostachys Cinerea,3.3,2
D,Dichrostachys Cinerea,3.3,1
D,Combretum Apiculatum,2.2,1
D,Vachellia Nilotica,3.3,1
D,Euclea Divinorum,2.2,1
D,Allophylus Africanus,1.6,2
D,Diospyros Lycioides,1.7,8
D,Euclea Divinorum,1,4
D,Combretum Hereroense,0.6,15
D,Grewia Monticola,0.75,10
D,Dichrostachys Cinerea,0.48,2
D,Euclea Divinorum,2.8,5
D,Euclea Divinorum,2.3,4
D,Euclea Divinorum,1.8,1
D,Euclea Divinorum,1.5,1
D,Fluegga Virosa,2.3,2
D,Fluegga Virosa,3.3,4
D,Fluegga Virosa,4.3,3
D,Allophylus Africanus,1.4,3
D,Dichrostachys Cinerea,1.5,9
D,Grewia Monticola,1,2
D,Clerodendrum Glabrum,1.3,1
D,Ziziphus Mucronata,0.2,3
D,Combretum Hereroense,0.25,1
D,Dichrostachys Cinerea,1.6,1
D,Vachellia Nilotica,3.4,4
D,Dichrostachys Cinerea,2,5
D,Dichrostachys Cinerea,1.4,1
D,Dichrostachys Cinerea,0.8,4
D,Dichrostachys Cinerea,0.8,5
D,Allophylus Africanus,2,1
D,Dichrostachys Cinerea,2.5,1
D,Allophylus Africanus,4.3,1
D,Vachellia Gerrardii,3.4,1
D,Combretum Hereroense,1,1
D,Allophylus Africanus,3.4,1
D,Allophylus Africanus,2.5,7
D,Fluegga Virosa,2.4,10
D,Ziziphus Mucronata,2.3,9
D,Euclea Divinorum,3.3,12
D,Euclea Divinorum,1.6,3
D,Commiphora Africana,2,3
D,Commiphora Africana,2,7
D,Ziziphus Mucronata,2,1
D,Allophylus Africanus,1.3,1
D,Grewia Monticola,1.6,2
D,Vachellia Nilotica,1.5,1
D,Dichrostachys Cinerea,4,3
D,Commiphora Africana,1,1
D,Commiphora Africana,1,3
D,Commiphora Africana,1,11
D,Commiphora Africana,1,7
D,Commiphora Africana,1,2
D,Commiphora Africana,1,9
D,Dichrostachys Cinerea,4.4,3
D,Dichrostachys Cinerea,3,1
D,Dichrostachys Cinerea,2,4
D,Vachellia Gerrardii,3.4,4
D,Grewia Decomovulata,2.5,1
D,Vachellia Nilotica,2,2
D,Vachellia Nilotica,4.5,17
D,Vachellia Nilotica,3.3,3
D,Fluegga Virosa,2,7
D,Fluegga Virosa,1.5,3
D,Fluegga Virosa,2.5,5
D,Colophospermum Mopane,2.3,1
D,Vachellia Nilotica,2.6,1
D,Fluegga Virosa,2.2,1
D,Fluegga Virosa,1.7,1
D,Dichrostachys Cinerea,2,1
D,Dichrostachys Cinerea,1.5,3
D,Dichrostachys Cinerea,1.5,1
D,Dichrostachys Cinerea,1.5,2
D,Dichrostachys Cinerea,1,3
D,Peltophorum Africanum,0.5,1
D,Grewia Decomovulata,0.15,6
D,Allophylus Africanus,2.3,1
D,Grewia Monticola,0.75,5
D,Dichrostachys Cinerea,1.3,1
D,Dichrostachys Cinerea,1.3,4
D,Dichrostachys Cinerea,1.3,6
D,Dichrostachys Cinerea,0.8,6
D,Euclea Divinorum,2,4
D,Euclea Divinorum,3,5
D,Euclea Divinorum,1.5,4
D,Combretum Hereroense,0.7,2
D,Combretum Hereroense,0.7,1
D,Combretum Hereroense,0.8,12
D,Combretum Hereroense,0.8,3
D,Combretum Hereroense,0.8,7
D,Vachellia Gerrardii,0.6,1
D,Euclea Divinorum,0.7,3
D,Euclea Divinorum,0.7,1
D,Zanthoxylum Capense,0.4,1
D,Zanthoxylum Capense,0.4,2
D,Zanthoxylum Capense,0.4,5
D,Grewia Monticola,0.5,2
D,Grewia Monticola,0.5,6
D,Grewia Monticola,0.5,1
D,Albizia Harveyi,0.7,7
D,Albizia Harveyi,0.7,2
D,Lippia Javanica,1.2,4
D,Lippia Javanica,1.2,1
D,Colophospermum Mopane,0.8,2
D,Vachellia Nilotica,0.6,2
D,Vachellia Gerrardii,0.7,1
D,Ziziphus Mucronata,0.5,2
D,Dichrostachys Cinerea,0.5,10
D,Dichrostachys Cinerea,0.5,2
D,Dichrostachys Cinerea,0.5,6
