Site,Spp_name,Max_Height,Stem_count
B,Combretum Hereroense,1.1,1
B,Peltophorum Africanum,3.1,2
B,Peltophorum Africanum,3.1,5
B,Peltophorum Africanum,1.3,5
B,Gymnosporia Senegalensis,1.7,5
B,Gymnosporia Senegalensis,1.7,2
B,Gymnosporia Senegalensis,1.7,1
B,Fluegga Virosa,1,2
B,Combretum Hereroense,3.3,1
B,Peltophorum Africanum,1.7,6
B,Allophylus Africanus,5,5
B,Dichrostachys Cinerea,3.1,2
B,Gymnosporia Senegalensis,2,9
B,Diospyros Lycioides,1.7,3
B,Senegalia Ataxacantha,1.3,11
B,Fluegga Virosa,2.5,3
B,Dichrostachys Cinerea,1.5,1
B,Diospyros Lycioides,2.1,1
B,Gymnosporia Senegalensis,1.8,7
B,Gymnosporia Senegalensis,1.8,2
B,Fluegga Virosa,1.8,2
B,Dichrostachys Cinerea,1.7,1
B,Senegalia Ataxacantha,1.7,8
B,Allophylus Africanus,3,4
B,Fluegga Virosa,3.5,4
B,Fluegga Virosa,3.5,6
B,Fluegga Virosa,1.7,6
B,Fluegga Virosa,1.7,2
B,Allophylus Africanus,1.5,1
B,Fluegga Virosa,2,5
B,Fluegga Virosa,1.2,7
B,Fluegga Virosa,1.2,3
B,Grewia Decomovulata,1,15
B,Fluegga Virosa,2,9
B,Dichrostachys Cinerea,1,3
B,Euclea Divinorum,1.1,4
B,Rhus Lancea,6.6,4
B,Gymnosporia Senegalensis,3.5,3
B,Combretum Hereroense,1,2
B,Combretum Hereroense,4,2
B,Senegalia Ataxacantha,1,18
B,Peltophorum Africanum,1,5
B,Peltophorum Africanum,3,1
B,Senegalia Ataxacantha,1.8,5
B,Diospyros Lycioides,1.3,1
B,Combretum Hereroense,1,3
B,Vachellia Karroo,1.7,2
B,Gymnosporia Senegalensis,2,6
B,Senegalia Ataxacantha,1.6,7
B,Allophylus Africanus,1.8,10
B,Ziziphus Mucronata,1.7,1
B,Peltophorum Africanum,3.4,3
B,Diospyros Lycioides,3,3
B,Fluegga Virosa,2.5,14
B,Vachellia Karroo,1.4,1
B,Combretum Hereroense,2.3,1
B,Ziziphus Mucronata,2.5,2
B,Fluegga Virosa,1.5,8
B,Senegalia Ataxacantha,1,9
B,Fluegga Virosa,1.1,10
B,Dichrostachys Cinerea,1.5,4
B,Combretum Hereroense,5,4
B,Ziziphus Mucronata,2.2,2
B,Combretum Hereroense,1.5,2
B,Gymnosporia Senegalensis,1.4,1
B,Carissa Bispinosa,1.1,3
B,Carissa Bispinosa,1.1,1
B,Carissa Bispinosa,1.1,5
B,Euclea Divinorum,1,1
B,Carissa Bispinosa,2,8
B,Diospyros Lycioides,2,2
B,Dichrostachys Cinerea,2,1
B,Peltophorum Africanum,5,3
B,Gymnosporia Senegalensis,1.1,2
B,Allophylus Africanus,3,1
B,Diospyros Lycioides,1.6,1
B,Ziziphus Mucronata,1.6,1
B,Carissa Bispinosa,2,3
B,Gymnosporia Senegalensis,1.3,7
B,Allophylus Africanus,1.7,8
B,Gymnosporia Senegalensis,2.3,6
B,Diospyros Lycioides,1.7,2
B,Rhus Leptodictya,1.7,4
B,Peltophorum Africanum,5.2,2
B,Gymnosporia Senegalensis,2,3
B,Gymnosporia Senegalensis,1.5,10
B,Peltophorum Africanum,2.5,3
B,Gymnosporia Senegalensis,2,4
B,Gymnosporia Senegalensis,1.3,1
B,Allophylus Africanus,2,6
B,Ziziphus Mucronata,1,1
B,Allophylus Africanus,2,4
B,Combretum Hereroense,5,1
B,Grewia Monticola,2,1
B,Gymnosporia Senegalensis,2,5
B,Gymnosporia Senegalensis,3,3
B,Terminalia Sericea,1.4,1
B,Senegalia Ataxacantha,1,7
B,Dichrostachys Cinerea,1.7,6
B,Allophylus Africanus,3,3
B,Gymnosporia Senegalensis,1.9,1
B,Gymnosporia Senegalensis,2.8,1
B,Vachellia Karroo,4,2
B,Fluegga Virosa,3,9
B,Dichrostachys Cinerea,3,1
B,Allophylus Africanus,2.5,2
B,Dichrostachys Cinerea,2,2
B,Dichrostachys Cinerea,2,4
B,Dichrostachys Cinerea,2,3
B,Fluegga Virosa,1.6,8
B,Dichrostachys Cinerea,1.3,1
B,Gymnosporia Senegalensis,2,7
B,Dichrostachys Cinerea,4,2
B,Ziziphus Mucronata,6.7,1
B,Diospyros Lycioides,1.8,1
B,Dichrostachys Cinerea,1.3,2
B,Dichrostachys Cinerea,1.6,5
B,Vachellia Karroo,1.7,1
B,Fluegga Virosa,3,10
B,Fluegga Virosa,3,7
B,Fluegga Virosa,3,3
B,Fluegga Virosa,3,8
B,Vachellia Karroo,5,2
B,Fluegga Virosa,3,18
B,Ziziphus Mucronata,1,3
B,Fluegga Virosa,2.7,5
B,Allophylus Africanus,2.7,11
B,Diospyros Lycioides,3,2
B,Allophylus Africanus,2.5,7
B,Fluegga Virosa,2.1,6
B,Fluegga Virosa,2.1,5
B,Ziziphus Mucronata,5.3,3
B,Peltophorum Africanum,3.8,1
B,Gymnosporia Senegalensis,3.3,4
B,Diospyros Lycioides,5.5,1
B,Fluegga Virosa,1.5,5
B,Dichrostachys Cinerea,1,1
B,Combretum Hereroense,3.5,2
B,Allophylus Africanus,1.7,3
B,Combretum Hereroense,4.8,1
B,Allophylus Africanus,2,7
B,Vachellia Gerrardii,1.3,1
B,Allophylus Africanus,1.6,7
B,Terminalia Sericea,1,1
B,Bolusanthus Speciosus,2,6
B,Gymnosporia Senegalensis,1.8,1
B,Combretum Hereroense,1.7,3
B,Allophylus Africanus,1.2,1
B,Vachellia Karroo,2.7,1
B,Vachellia Karroo,3.4,2
B,Ziziphus Mucronata,2.3,2
B,Gymnosporia Senegalensis,3.3,1
B,Carissa Bispinosa,2.3,2
B,Allophylus Africanus,4.5,7
B,Ziziphus Mucronata,2.7,2
B,Allophylus Africanus,2.5,3
B,Allophylus Africanus,2.5,11
B,Vachellia Karroo,1,3
B,Gymnosporia Senegalensis,1.5,15
B,Allophylus Africanus,2.6,3
B,Allophylus Africanus,1.7,5
B,Gymnosporia Senegalensis,1.1,1
B,Vachellia Karroo,0.4,5
B,Vachellia Karroo,0.32,4
B,Vachellia Karroo,0.5,4
B,Vachellia Karroo,0.2,2
B,Diospyros Lycioides,0.7,1
B,Grewia Decomovulata,0.5,4
B,Fluegga Virosa,0.8,3
B,Allophylus Africanus,0.8,5
B,Dichrostachys Cinerea,0.3,4
B,Gymnosporia Senegalensis,0.4,1
B,Vachellia Karroo,0.3,5
B,Dichrostachys Cinerea,0.2,3
B,Vachellia Karroo,0.25,4
B,Vachellia Karroo,0.8,4
B,Dichrostachys Cinerea,0.15,1
B,Allophylus Africanus,0.4,5
B,Dichrostachys Cinerea,0.3,2
B,Carissa Bispinosa,0.3,11
B,Ziziphus Mucronata,0.4,5
B,Vachellia Nilotica,0.25,3
B,Vachellia Karroo,0.6,4
B,Senegalia Rehmanniana,0.6,4
B,Vachellia Karroo,0.9,3
B,Combretum Hereroense,0.6,8
B,Vachellia Karroo,0.6,3
B,Diospyros Lycioides,0.3,2
B,Vachellia Karroo,0.5,3
B,Dichrostachys Cinerea,0.7,6
B,Ziziphus Mucronata,0.3,3
B,Combretum Hereroense,0.7,8
B,Ziziphus Mucronata,0.5,3
B,Gymnosporia Senegalensis,0.3,2
B,Gymnosporia Senegalensis,0.25,5
B,Dichrostachys Cinerea,0.4,4
B,Vachellia Karroo,0.3,3
B,Vachellia Karroo,0.2,4
B,Vachellia Karroo,0.7,4
B,Albizia Harveyi,0.4,3
B,Albizia Harveyi,0.62,4
B,Vachellia Karroo,0.2,5
B,Dichrostachys Cinerea,0.4,6
B,Vachellia Nilotica,0.35,3
B,Vachellia Karroo,0.3,7
B,Diospyros Lycioides,0.35,2
B,Allophylus Africanus,0.6,3
B,Ziziphus Mucronata,0.3,4
B,Vachellia Nilotica,0.6,5
B,Combretum Apiculatum,1.8,3
B,Fluegga Virosa,1.1,5
B,Allophylus Africanus,3.5,7
B,Allophylus Africanus,1.5,4
B,Ziziphus Mucronata,5,2
B,Ziziphus Mucronata,5,1
B,Diospyros Lycioides,3,1
B,Allophylus Africanus,4,3
B,Vachellia Nilotica,2,1
B,Allophylus Africanus,1,4
B,Ziziphus Mucronata,3.1,1
B,Combretum Hereroense,7.1,1
B,Ziziphus Mucronata,2,2
B,Vachellia Karroo,7.6,1
B,Carissa Bispinosa,2,2
B,Peltophorum Africanum,2.5,4
B,Vachellia Karroo,1.1,1
B,Ziziphus Mucronata,2.5,1
B,Allophylus Africanus,1.7,9
B,Terminalia Sericea,4.3,1
B,Allophylus Africanus,1.7,7
B,Berchemia Zeyheri,1.5,5
B,Allophylus Africanus,2.1,3
B,Diospyros Lycioides,1.9,1
B,Diospyros Lycioides,1.5,3
B,Vachellia Nilotica,1.7,1
B,Fluegga Virosa,1.2,4
B,Allophylus Africanus,1.3,9
B,Fluegga Virosa,1.7,13
B,Ziziphus Mucronata,1.3,2
B,Ziziphus Mucronata,1.3,1
B,Diospyros Lycioides,1,2
B,Allophylus Africanus,2,5
B,Diospyros Lycioides,1,5
B,Lippia Javanica,0.7,10
B,Allophylus Africanus,0.3,4
B,Gymnosporia Senegalensis,0.7,4
B,Combretum Hereroense,0.9,6
B,Vachellia Karroo,0.08,1
B,Vachellia Karroo,0.15,1
B,Dichrostachys Cinerea,0.2,1
B,Vachellia Karroo,0.35,3
B,Ziziphus Mucronata,0.3,1
B,Diospyros Lycioides,0.7,2
B,Fluegga Virosa,0.5,5
B,Fluegga Virosa,0.5,4
B,Vachellia Karroo,0.3,6
B,Fluegga Virosa,0.6,8
B,Vachellia Karroo,0.3,1
B,Fluegga Virosa,0.7,6
B,Gymnosporia Senegalensis,0.2,1
B,Diospyros Lycioides,0.6,4
B,Gymnosporia Senegalensis,0.7,8
B,Lippia Javanica,0.6,8
B,Euclea Divinorum,0.2,1
B,Ziziphus Mucronata,0.6,5
B,Euclea Divinorum,0.3,1
B,Fluegga Virosa,0.2,3
B,Fluegga Virosa,0.9,8
B,Lippia Javanica,0.3,6
B,Vachellia Karroo,0.15,4
B,Fluegga Virosa,0.35,4
B,Allophylus Africanus,0.2,3
B,Vachellia Karroo,0.35,1
B,Allophylus Africanus,0.25,2
B,Gymnosporia Senegalensis,0.3,3
B,Vachellia Karroo,0.35,7
B,Ziziphus Mucronata,0.5,5
B,Peltophorum Africanum,0.3,1
B,Berchemia Zeyheri,0.6,9
B,Fluegga Virosa,0.6,9
B,Vachellia Nilotica,0.3,4
B,Vachellia Karroo,0.7,3
B,Vachellia Karroo,0.25,6
B,Combretum Hereroense,0.7,5
B,Gymnosporia Senegalensis,0.3,6
B,Vachellia Karroo,0.6,5
B,Lippia Javanica,0.5,10
B,Vachellia Karroo,0.35,6
B,Combretum Hereroense,0.15,6
B,Euclea Divinorum,0.25,2
B,Boscia Angustifolia,0.6,5
B,Allophylus Africanus,0.65,12
B,Allophylus Africanus,0.4,3
B,Ziziphus Mucronata,0.4,3
B,Pappea Capensis,0.3,2
B,Ziziphus Mucronata,0.6,3
B,Euclea Divinorum,0.6,2
B,Fluegga Virosa,0.6,7
B,Lippia Javanica,0.6,5
B,Zanthoxylum Capense,0.5,2
B,Fluegga Virosa,0.3,3
B,Boscia Angustifolia,0.5,5
B,Gymnosporia Senegalensis,0.6,6
B,Ziziphus Mucronata,0.6,1
B,Gymnosporia Senegalensis,0.2,3
B,Allophylus Africanus,0.3,3
B,Euclea Divinorum,0.2,2
B,Diospyros Lycioides,0.6,3
B,Grewia Monticola,0.3,6
B,Vachellia Karroo,0.35,4
B,Euclea Divinorum,0.3,3
B,Ziziphus Mucronata,0.3,5
B,Ziziphus Mucronata,0.1,1
B,Ziziphus Mucronata,0.5,4
B,Allophylus Africanus,0.4,6
B,Peltophorum Africanum,0.2,2
B,Lippia Javanica,0.5,7
B,Vachellia Karroo,0.6,6
B,Allophylus Africanus,0.2,1
B,Combretum Hereroense,0.5,8
B,Dichrostachys Cinerea,0.7,8
B,Dichrostachys Cinerea,0.4,3
B,Combretum Hereroense,0.4,6
B,Dichrostachys Cinerea,0.6,5
B,Peltophorum Africanum,0.9,5
B,Dichrostachys Cinerea,0.5,6
B,Peltophorum Africanum,0.6,3
B,Allophylus Africanus,0.4,2
B,Combretum Hereroense,0.9,3
B,Grewia Decomovulata,0.35,8
B,Gymnosporia Senegalensis,0.1,1
B,Fluegga Virosa,0.8,5
B,Allophylus Africanus,0.8,10
B,Combretum Hereroense,0.6,3
B,Gymnosporia Senegalensis,1.8,8
B,Combretum Hereroense,2.7,3
B,Combretum Imberbe,3,4
B,Combretum Hereroense,1.2,1
B,Fluegga Virosa,2,1
B,Vachellia Karroo,0.9,4
B,Gymnosporia Senegalensis,0.3,1
B,Gymnosporia Senegalensis,0.05,1
B,Allophylus Africanus,0.05,2
B,Vachellia Karroo,0.1,1
B,Allophylus Africanus,0.3,1
B,Combretum Hereroense,0.1,1
B,Vachellia Karroo,0.45,3
B,Diospyros Lycioides,0.9,1
B,Gymnosporia Senegalensis,0.5,4
B,Allophylus Africanus,0.6,7
B,Vachellia Karroo,0.5,5
B,Allophylus Africanus,0.8,7
B,Gymnosporia Senegalensis,0.6,5
B,Ziziphus Mucronata,0.3,6
B,Peltophorum Africanum,0.4,2
B,Grewia Decomovulata,0.3,6
B,Allophylus Africanus,0.9,4
B,Dichrostachys Cinerea,0.6,9
B,Vachellia Karroo,0.4,6
B,Diospyros Lycioides,0.4,5
B,Combretum Hereroense,0.2,4
B,Fluegga Virosa,0.9,9
B,Vachellia Karroo,0.9,2
B,Vachellia Nilotica,0.9,4
B,Ziziphus Mucronata,0.25,1
B,Allophylus Africanus,0.4,7
B,Senegalia Rehmanniana,0.7,5
B,Vachellia Nilotica,0.9,3
B,Diospyros Lycioides,0.3,3
B,Ziziphus Mucronata,0.7,4
B,Gymnosporia Senegalensis,0.25,1
B,Gymnosporia Senegalensis,0.9,3
B,Gymnosporia Senegalensis,0.2,2
B,Zanthoxylum Capense,0.5,1
B,Allophylus Africanus,0.6,6
B,Diospyros Lycioides,0.7,5
B,Fluegga Virosa,0.9,10
B,Fluegga Virosa,0.8,11
B,Euclea Divinorum,0.8,5
B,Fluegga Virosa,0.9,7
B,Dichrostachys Cinerea,0.58,4
B,Combretum Hereroense,0.4,5
B,Vachellia Nilotica,0.4,4
B,Berchemia Zeyheri,0.3,4
B,Allophylus Africanus,0.3,5
B,Ziziphus Mucronata,0.1,3
B,Lippia Javanica,0.6,2
B,Senegalia Rehmanniana,0.2,6
B,Allophylus Africanus,0.8,3
B,Allophylus Africanus,2.3,6
B,Peltophorum Africanum,3,6
B,Combretum Hereroense,2.1,2
B,Gymnosporia Senegalensis,1.4,5
B,Allophylus Africanus,1,7
B,Gymnosporia Senegalensis,3.2,3
B,Vachellia Karroo,3,7
B,Combretum Hereroense,5.8,2
B,Allophylus Africanus,2,1
B,Carissa Bispinosa,1,3
B,Ziziphus Mucronata,4,4
B,Carissa Bispinosa,2.5,4
B,Gymnosporia Senegalensis,2,15
B,Fluegga Virosa,1.7,7
B,Euclea Divinorum,2,2
B,Gymnosporia Senegalensis,1.7,7
B,Ziziphus Mucronata,3,2
B,Vachellia Karroo,2,2
B,Vachellia Karroo,2,3
B,Euclea Divinorum,1.7,2
B,Vachellia Karroo,6.8,1
B,Senegalia Ataxacantha,0.9,10
B,Vachellia Karroo,0.4,8
B,Lippia Javanica,0.8,12
B,Dichrostachys Cinerea,0.6,6
B,Allophylus Africanus,0.5,2
B,Dichrostachys Cinerea,0.8,4
B,Combretum Hereroense,0.7,4
B,Vachellia Karroo,0.1,3
B,Fluegga Virosa,0.9,4
B,Combretum Hereroense,0.7,3
B,Gymnosporia Senegalensis,0.8,3
B,Combretum Hereroense,0.3,3
B,Gardenia Spathulifolia,0.6,4
B,Fluegga Virosa,0.3,5
B,Dichrostachys Cinerea,0.3,8
B,Fluegga Virosa,0.9,3
B,Allophylus Africanus,0.4,1
B,Vachellia Karroo,0.5,8
B,Lippia Javanica,0.9,6
B,Ziziphus Mucronata,0.8,3
B,Lippia Javanica,0.8,5
B,Senegalia Rehmanniana,0.3,7
B,Lippia Javanica,0.3,5
B,Vachellia Nilotica,0.3,5
B,Vachellia Karroo,0.6,7
B,Combretum Hereroense,0.3,5
B,Ziziphus Mucronata,0.6,4
B,Allophylus Africanus,0.9,1
B,Dichrostachys Cinerea,0.3,6
B,Lippia Javanica,0.8,8
B,Allophylus Africanus,0.9,6
B,Lippia Javanica,0.65,5
B,Vachellia Karroo,0.9,1
B,Diospyros Lycioides,0.8,1
B,Fluegga Virosa,0.9,5
B,Combretum Hereroense,0.6,5
B,Allophylus Africanus,0.1,1
B,Combretum Apiculatum,0.3,4
B,Gardenia Spathulifolia,0.2,3
B,Combretum Zeyheri,0.2,1
B,Gardenia Spathulifolia,0.2,4
B,Fluegga Virosa,2.5,2
B,Fluegga Virosa,1.5,2
B,Ziziphus Mucronata,1,4
B,Vachellia Karroo,2.1,1
B,Ziziphus Mucronata,2.2,1
B,Vachellia Karroo,1.5,2
B,Fluegga Virosa,1.5,7
B,Combretum Hereroense,2.3,3
B,Ziziphus Mucronata,2,3
B,Diospyros Lycioides,1.6,5
B,Boscia Angustifolia,1,1
B,Diospyros Lycioides,2.3,1
B,Allophylus Africanus,3,6
B,Allophylus Africanus,2.5,4
B,Gymnosporia Senegalensis,0.5,2
B,Combretum Hereroense,0.15,3
B,Dichrostachys Cinerea,0.3,3
B,Dichrostachys Cinerea,0.7,4
B,Carissa Bispinosa,0.45,12
B,Vachellia Nilotica,0.7,9
B,Dichrostachys Cinerea,0.15,4
B,Gymnosporia Senegalensis,0.15,3
B,Dichrostachys Cinerea,0.25,5
B,Diospyros Lycioides,0.6,2
B,Vachellia Nilotica,0.05,1
B,Fluegga Virosa,0.3,4
B,Vachellia Karroo,0.1,4
B,Ziziphus Mucronata,0.4,4
B,Lippia Javanica,0.7,8
B,Diospyros Lycioides,0.2,5
B,Combretum Hereroense,0.2,5
B,Dichrostachys Cinerea,0.8,3
B,Fluegga Virosa,0.7,5
B,Allophylus Africanus,0.6,5
B,Combretum Hereroense,0.2,3
B,Ziziphus Mucronata,0.6,6
B,Diospyros Lycioides,0.3,1
B,Diospyros Lycioides,0.15,2
B,Lippia Javanica,0.9,3
B,Vachellia Karroo,0.4,7
B,Fluegga Virosa,0.6,5
B,Fluegga Virosa,0.25,6
B,Lippia Javanica,0.4,7
B,Dichrostachys Cinerea,0.15,3
B,Senegalia Rehmanniana,0.6,6
B,Vachellia Karroo,0.8,8
B,Vachellia Nilotica,0.3,6
B,Combretum Hereroense,0.05,2
B,Rhus Lancea,0.15,3
B,Allophylus Africanus,0.6,2
B,Diospyros Lycioides,0.4,2
B,Euclea Divinorum,0.1,1
B,Senegalia Rehmanniana,0.8,3
B,Senegalia Rehmanniana,0.5,3
B,Dichrostachys Cinerea,0.25,3
B,Lippia Javanica,0.9,5
B,Combretum Hereroense,0.5,7
B,Allophylus Africanus,0.7,5
B,Sclerocarya Birrea,0.4,4
B,Allophylus Africanus,0.25,4
B,Dichrostachys Cinerea,0.2,4
B,Vachellia Karroo,0.5,6
B,Vachellia Nilotica,0.3,7
B,Combretum Hereroense,0.15,1
B,Dichrostachys Cinerea,0.15,6
B,Lippia Javanica,0.9,8
B,Dichrostachys Cinerea,0.4,8
B,Terminalia Prunioides,0.5,6
B,Vachellia Nilotica,0.2,6
B,Vachellia Karroo,0.35,2
B,Combretum Hereroense,0.7,6
B,Fluegga Virosa,2.5,7
B,Carissa Bispinosa,2,5
B,Berchemia Zeyheri,2,1
B,Vachellia Karroo,5.3,1
B,Dichrostachys Cinerea,1.5,2
B,Combretum Hereroense,1.4,2
B,Ziziphus Mucronata,4,2
B,Vachellia Karroo,3,2
B,Vachellia Gerrardii,1.7,1
B,Ormocarpum Trichocarpum,1.5,1
B,Fluegga Virosa,1.5,12
B,Allophylus Africanus,2.1,7
B,Ziziphus Mucronata,1.2,2
B,Bolusanthus Speciosus,1,11
B,Diospyros Lycioides,3.5,1
B,Fluegga Virosa,1.7,1
B,Gymnosporia Senegalensis,1,8
B,Ziziphus Mucronata,4,1
B,Allophylus Africanus,3,7
B,Vachellia Karroo,0.5,2
B,Dichrostachys Cinerea,0.35,4
B,Vachellia Karroo,0.25,7
B,Vachellia Nilotica,0.25,5
B,Vachellia Karroo,0.4,1
B,Dichrostachys Cinerea,0.8,5
B,Ziziphus Mucronata,0.7,5
B,Vachellia Nilotica,0.5,6
B,Ziziphus Mucronata,0.21,3
B,Peltophorum Africanum,0.8,5
B,Lippia Javanica,0.6,6
B,Dichrostachys Cinerea,0.6,13
B,Combretum Hereroense,0.8,5
B,Gymnosporia Senegalensis,0.4,6
B,Dichrostachys Cinerea,0.2,2
B,Diospyros Lycioides,0.8,2
B,Lippia Javanica,0.7,5
B,Peltophorum Africanum,0.5,6
B,Gymnosporia Senegalensis,0.05,2
B,Gymnosporia Senegalensis,0.25,3
B,Ziziphus Mucronata,0.2,4
B,Ormocarpum Trichocarpum,0.4,5
B,Ormocarpum Trichocarpum,0.2,4
B,Ormocarpum Trichocarpum,0.3,4
B,Ormocarpum Trichocarpum,0.7,1
B,Grewia Decomovulata,0.3,4
B,Ormocarpum Trichocarpum,0.5,6
B,Ziziphus Mucronata,0.2,3
B,Vachellia Karroo,0.25,5
B,Bolusanthus Speciosus,0.9,14
B,Gymnosporia Senegalensis,0.8,6
B,Albizia Harveyi,0.3,1
B,Combretum Hereroense,0.35,4
B,Peltophorum Africanum,0.2,1
B,Combretum Apiculatum,0.08,2
B,Gymnosporia Senegalensis,0.6,4
B,Gymnosporia Senegalensis,0.15,1
B,Vachellia Karroo,0.3,10
B,Peltophorum Africanum,3.2,4
B,Bolusanthus Speciosus,6,4
B,Fluegga Virosa,2,6
B,Dichrostachys Cinerea,3,2
B,Fluegga Virosa,1.7,3
B,Dichrostachys Cinerea,1.4,4
B,Euclea Divinorum,1.5,1
B,Vachellia Karroo,6.3,1
B,Dichrostachys Cinerea,4,4
B,Dichrostachys Cinerea,4,3
B,Grewia Monticola,1.4,3
B,Fluegga Virosa,2,4
B,Vachellia Nilotica,4.2,2
B,Dichrostachys Cinerea,3.8,1
B,Diospyros Lycioides,1,3
B,Fluegga Virosa,4,2
B,Fluegga Virosa,2.5,4
B,Fluegga Virosa,2.5,15
B,Vachellia Karroo,5.5,4
B,Berchemia Zeyheri,1,4
B,Allophylus Africanus,1.4,4
B,Allophylus Africanus,1.3,5
B,Vachellia Nilotica,1.7,2
B,Combretum Hereroense,1.7,2
B,Ziziphus Mucronata,2.5,3
B,Diospyros Lycioides,1.3,3
B,Euclea Divinorum,2.5,2
B,Dichrostachys Cinerea,0.35,5
B,Rhus Lancea,0.2,2
B,Senegalia Rehmanniana,0.5,2
B,Allophylus Africanus,0.3,2
B,Lippia Javanica,0.4,6
B,Combretum Hereroense,0.9,4
B,Combretum Hereroense,0.3,4
B,Allophylus Africanus,0.9,5
B,Ziziphus Mucronata,0.7,10
B,Senegalia Rehmanniana,0.25,3
B,Vachellia Nilotica,0.4,3
B,Combretum Hereroense,0.4,6
B,Dichrostachys Cinerea,0.5,8
B,Dichrostachys Cinerea,0.9,4
B,Berchemia Zeyheri,0.7,4
B,Fluegga Virosa,0.7,1
B,Fluegga Virosa,0.7,7
B,Euclea Divinorum,0.6,1
B,Diospyros Lycioides,0.7,3
B,Dichrostachys Cinerea,0.9,5
B,Ziziphus Mucronata,0.25,4
B,Senegalia Rehmanniana,0.5,6
B,Carissa Bispinosa,0.9,3
B,Euclea Divinorum,0.7,1
B,Dichrostachys Cinerea,0.3,5
B,Grewia Decomovulata,0.25,5
B,Allophylus Africanus,0.45,4
B,Dichrostachys Cinerea,0.7,5
B,Ozoroa Insignis,0.7,3
B,Combretum Hereroense,0.6,3
B,Dichrostachys Cinerea,0.35,8
B,Vachellia Nilotica,0.8,4
B,Ziziphus Mucronata,0.9,1
B,Diospyros Lycioides,0.5,3
B,Fluegga Virosa,0.7,10
B,Fluegga Virosa,0.3,1
B,Gymnosporia Senegalensis,0.5,5
B,Ziziphus Mucronata,0.25,6
B,Allophylus Africanus,0.05,1
B,Vachellia Nilotica,0.4,8
B,Dichrostachys Cinerea,0.25,6
B,Ziziphus Mucronata,3.3,1
B,Euclea Divinorum,1,3
B,Grewia Decomovulata,2.5,1
B,Allophylus Africanus,2.3,5
B,Peltophorum Africanum,3,7
B,Vachellia Nilotica,1.2,1
B,Vachellia Karroo,6.2,1
B,Fluegga Virosa,2.2,2
B,Allophylus Africanus,1,9
B,Carissa Bispinosa,1.2,4
B,Allophylus Africanus,1.3,4
B,Dichrostachys Cinerea,3.5,2
B,Vachellia Karroo,6,3
B,Lippia Javanica,0.8,16
B,Vachellia Nilotica,0.5,7
B,Lippia Javanica,0.7,2
B,Ziziphus Mucronata,0.2,1
B,Vachellia Nilotica,0.4,6
B,Ormocarpum Trichocarpum,0.4,3
B,Allophylus Africanus,0.9,2
B,Ormocarpum Trichocarpum,0.25,4
B,Vachellia Karroo,0.8,9
B,Combretum Hereroense,0.6,4
B,Ormocarpum Trichocarpum,0.3,1
B,Vachellia Karroo,0.8,5
B,Combretum Hereroense,0.35,3
B,Combretum Hereroense,0.3,2
B,Ormocarpum Trichocarpum,0.1,3
B,Ormocarpum Trichocarpum,0.3,3
B,Euclea Divinorum,0.1,2
B,Ozoroa Insignis,0.9,2
B,Gymnosporia Senegalensis,0.4,3
B,Ziziphus Mucronata,0.7,1
B,Diospyros Lycioides,0.6,6
B,Combretum Apiculatum,0.3,2
B,Ziziphus Mucronata,0.8,6
B,Senegalia Rehmanniana,0.35,3
B,Combretum Hereroense,0.8,4
B,Ziziphus Mucronata,0.35,3
B,Grewia Decomovulata,0.9,4
B,Fluegga Virosa,0.35,1
B,Senegalia Rehmanniana,0.25,8
B,Dichrostachys Cinerea,0.9,3
B,Fluegga Virosa,0.5,6
B,Euclea Divinorum,0.9,3
B,Ziziphus Mucronata,0.3,2
B,Diospyros Lycioides,0.8,4
B,Dichrostachys Cinerea,0.4,5
B,Vachellia Nilotica,1.3,2
B,Vachellia Nilotica,1.9,1
B,Allophylus Africanus,2.7,3
B,Grewia Flavescens,1.7,6
B,Allophylus Africanus,2.4,5
B,Rhus Lancea,3.6,3
B,Allophylus Africanus,2.1,5
B,Combretum Imberbe,4,4
B,Vachellia Karroo,2.4,2
B,Rhus Lancea,4,1
B,Rhus Lancea,4.1,1
B,Allophylus Africanus,2.1,2
B,Grewia Flavescens,2.3,1
B,Vachellia Karroo,2.6,1
B,Vachellia Karroo,3.1,1
B,Vachellia Karroo,5.6,1
B,Lannea Discolor,1.1,1
B,Rhus Lancea,3.8,1
B,Allophylus Africanus,2.4,2
B,Allophylus Africanus,4,2
B,Allophylus Africanus,4.1,3
B,Combretum Hereroense,1.8,1
B,Allophylus Africanus,2.6,5
B,Dichrostachys Cinerea,2.7,1
B,Fluegga Virosa,1.6,3
B,Vachellia Karroo,7.3,1
B,Vachellia Nilotica,1.6,2
B,Ziziphus Mucronata,3.4,5
B,Vachellia Nilotica,0.5,4
B,Vachellia Karroo,1,4
B,Grewia Flavescens,0.3,2
B,Gymnosporia Senegalensis,0.5,3
B,Boscia Angustifolia,0.5,4
B,Lippia Javanica,0.3,4
B,Ozoroa Insignis,1,2
B,Fluegga Virosa,0.55,3
B,Ziziphus Mucronata,0.45,3
B,Vachellia Nilotica,1.2,2
B,Vachellia Nilotica,1,3
B,Dichrostachys Cinerea,0.8,2
B,Vachellia Karroo,5.1,1
B,Ziziphus Mucronata,1.8,2
B,Euclea Divinorum,1.6,1
B,Vachellia Nilotica,1,2
B,Fluegga Virosa,2,8
B,Vachellia Nilotica,3,2
B,Allophylus Africanus,2.3,2
B,Vachellia Nilotica,2,2
