I.D code,Latitude,Longitude,Elevation,Date,Time
E4Z3CR2,-19.62765698,29.25805796,1330.406372,2024-04-16T10:52:54Z,
E4Z3CR3,-19.62742598,29.25817396,1330.54248,2024-04-16T10:45:01Z,
E4Z3Q1,-19.62769202,29.25824597,1324.802124,2024-04-16T08:40:51Z,
E4Z3Q2,-19.62766604,29.25810398,1330.536743,2024-04-16T10:53:36Z,
E4Z3Q3,-19.62747501,29.25820699,1330.130859,2024-04-16T10:45:47Z,
E4Z3Q4,-19.62750301,29.25831998,1326.85791,2024-04-16T08:55:35Z,
E4Z3Q5,-19.62753,29.25822903,1330.321899,2024-04-16T10:59:00Z,
E4Z4,-19.62749404,29.25800901,1330.575073,2024-04-02T10:16:23Z,
E4Z4CR3,-19.62716999,29.25827396,1327.54541,2024-04-16T11:16:29Z,
E4Z4Q1,-19.62743696,29.25835501,1330.766113,2024-04-16T10:30:05Z,
E4Z4Q2,-19.62740896,29.25824102,1328.332886,2024-04-16T11:11:08Z,
E4Z4Q3,-19.62717804,29.25826801,1326.982544,2024-04-16T11:17:37Z,
E4Z4Q4,-19.62727502,29.25846297,1316.589722,2024-04-16T12:47:36Z,
E4Z4Q5,-19.62733101,29.25833398,1316.885254,2024-04-16T12:59:54Z,
E4Z5,-19.62748096,29.25836499,1331.453857,2024-04-02T10:21:10Z,
E4Z6,-19.62746797,29.25876296,1331.817871,2024-04-02T10:27:21Z,
E5Z1,-19.62661704,29.26258704,1328.713867,2024-04-02T10:50:47Z,
E5Z1CR1,-19.626998,29.26225796,1328.001709,2024-04-19T10:15:01Z,
E5Z1CR4,-19.62671301,29.26231203,1326.345947,2024-04-19T10:19:23Z,
E5Z1Q1,-19.62696103,29.26224296,1327.458496,2024-04-19T10:17:06Z,
E5Z1Q2,-19.62700898,29.26210499,1327.216675,2024-04-19T09:26:32Z,
E5Z1Q3,-19.62676599,29.26213198,1328.691406,2024-04-19T09:42:03Z,
E5Z1Q4,-19.62675098,29.26228596,1326.26001,2024-04-19T10:20:32Z,
E5Z1Q5,-19.62683497,29.26220097,1325.53772,2024-04-19T10:28:32Z,
E5Z2,-19.626452,29.262869,1329.080444,2024-04-02T10:53:37Z,
E5Z2CR2,-19.62703102,29.26185697,1326.564941,2024-04-19T09:14:55Z,
E5Z2CR3,-19.62644496,29.26213098,1316.611328,2024-04-19T11:16:40Z,
E5Z2CR4,-19.62644102,29.26236902,1326.368164,2024-04-19T11:13:15Z,
E5Z2Q1,-19.62669097,29.26225897,1325.457764,2024-04-19T10:24:26Z,
E5Z2Q2,-19.62671704,29.26213802,1328.569336,2024-04-19T09:45:35Z,
E5Z2Q3,-19.62647798,29.26218404,1316.44812,2024-04-19T11:15:57Z,
E5Z2Q4,-19.62646902,29.26231203,1316.529785,2024-04-19T11:14:51Z,
E5Z2Q5,-19.62657597,29.26220097,1316.173218,2024-04-19T11:19:58Z,
E5Z3,-19.62625603,29.26323404,1329.372803,2024-04-02T10:56:35Z,
E5Z3CR1,-19.62702901,29.26206501,1327.145752,2024-04-19T09:22:21Z,
E5Z3CR3,-19.62671796,29.26192302,1329.202271,2024-04-19T09:57:47Z,
E5Z3Q1,-19.62698702,29.26202998,1327.635498,2024-04-19T09:23:01Z,
E5Z3Q2,-19.62699196,29.26189897,1326.421265,2024-04-19T09:16:30Z,
E5Z3Q3,-19.62678401,29.26195999,1329.118042,2024-04-19T09:58:36Z,
E5Z3Q4,-19.62674696,29.26207297,1327.252563,2024-04-19T09:35:20Z,
E5Z3Q5,-19.62690496,29.26201397,1328.778442,2024-04-19T10:08:55Z,
E5Z4,-19.62594397,29.26313303,1328.528809,2024-04-02T11:01:00Z,
E5Z4CR3,-19.62648,29.26195303,1317.09668,2024-04-19T11:23:06Z,
E5Z4Q1,-19.626711,29.262063,1329.094604,2024-04-19T09:51:43Z,
E5Z4Q2,-19.62672701,29.26194901,1328.824097,2024-04-19T10:00:38Z,
E5Z4Q3,-19.62651,29.261991,1317.901611,2024-04-19T11:27:00Z,
E5Z4Q4,-19.62647698,29.262106,1315.858765,2024-04-19T11:20:59Z,
E5Z4Q5,-19.62657697,29.26203299,1317.800903,2024-04-19T11:28:27Z,
E5Z5,-19.62607096,29.26283296,1328.166382,2024-04-02T11:06:46Z,
E5Z6,-19.62695399,29.26140703,1326.257935,2024-04-02T08:47:46Z,
E5Z61,-19.62637698,29.26247397,1328.389526,2024-04-02T11:18:11Z,
E5ZCNT,-19.62674403,29.262106,1328.342651,2024-04-19T09:33:42Z,
EZ1CR4,-19.627731,29.25973501,1322.016479,2024-04-17T08:04:03Z,
EZ3Q2,-19.62777098,29.25930804,1323.591675,2024-04-17T07:18:30Z,
EZ3Q21,-19.62775799,29.26025704,1317.014893,2024-04-17T12:41:25Z,
F1Z1,-19.52967103,29.184749,1279.18689,2024-04-03T08:30:21Z,
F1Z11,-19.53074601,29.18478202,1289.577393,2024-04-03T08:49:15Z,
F1Z1CR4,-19.52983598,29.18482804,1295.1521,2024-04-08T07:23:44Z,
F1Z1Q1,-19.52967698,29.18480298,1295.817871,2024-04-08T07:31:05Z,
F1Z1Q2,-19.52970103,29.18506499,1296.173828,2024-04-08T07:38:54Z,
F1Z1Q3,-19.52984797,29.18501101,1296.702271,2024-04-08T07:45:23Z,
F1Z1Q4,-19.52981704,29.18484304,1295.747192,2024-04-08T07:55:49Z,
F1Z1Q5,-19.52975401,29.18491303,1295.99231,2024-04-08T07:59:02Z,
F1Z2,-19.52996397,29.18481102,1281.063232,2024-04-03T08:32:59Z,
F1Z2CR1,-19.52986599,29.18484204,1297.327515,2024-04-08T10:04:53Z,
F1Z2CR3,-19.53004897,29.18513004,1301.907715,2024-04-08T10:19:09Z,
F1Z2Q1,-19.52988904,29.18484103,1296.994751,2024-04-08T10:03:32Z,
F1Z2Q2,-19.52991804,29.18504999,1298.409424,2024-04-08T10:08:43Z,
F1Z2Q3,-19.53002097,29.18508201,1301.634399,2024-04-08T10:18:03Z,
F1Z2Q4,-19.52999096,29.18485997,1303.794922,2024-04-08T10:23:10Z,
F1Z2Q5,-19.52994696,29.18498201,1303.490601,2024-04-08T10:27:50Z,
F1Z3,-19.53035801,29.18476601,1283.034302,2024-04-03T08:34:51Z,
F1Z3CR3NEW,-19.52972802,29.18534797,1306.216675,2024-04-09T10:20:38Z,
F1Z3CR4,-19.53059698,29.18477699,1279.626587,2024-04-09T07:47:44Z,
F1Z3CR41,-19.52989801,29.18537403,1305.94873,2024-04-09T10:25:17Z,
F1Z3Q1,-19.53007101,29.18484002,1290.806396,2024-04-09T08:31:40Z,
F1Z3Q1N,-19.52980002,29.18510296,1306.681519,2024-04-09T10:38:57Z,
F1Z3Q2,-19.53009197,29.18505603,1292.019897,2024-04-09T08:37:00Z,
F1Z3Q2N,-19.52971696,29.18508796,1305.807739,2024-04-09T10:44:32Z,
F1Z3Q3,-19.53020504,29.18508897,1294.155762,2024-04-09T08:44:24Z,
F1Z3Q3N,-19.52973397,29.18534302,1291.608765,2024-04-09T11:41:56Z,
F1Z3Q4,-19.53017998,29.18484899,1294.247314,2024-04-09T08:47:02Z,
F1Z3Q4N,-19.529867,29.185325,1292.605469,2024-04-09T11:44:39Z,
F1Z3Q5,-19.53009297,29.18491798,1294.780884,2024-04-09T08:52:28Z,
F1Z3Q5N,-19.52978804,29.18518402,1296.08313,2024-04-09T11:50:33Z,
F1Z4,-19.53040796,29.18505804,1284.229614,2024-04-03T08:37:06Z,
F1Z4CR3,-19.53028098,29.185094,1296.775269,2024-04-09T09:02:24Z,
F1Z4CR4NEW,-19.53008601,29.185354,1307.068726,2024-04-09T10:32:28Z,
F1Z4Q1,-19.53039296,29.18481404,1298.810791,2024-04-09T09:18:11Z,
F1Z4Q1N,-19.53000203,29.185153,1298.312256,2024-04-09T11:54:16Z,
F1Z4Q2,-19.53026698,29.18483801,1295.902588,2024-04-09T08:55:59Z,
F1Z4Q2N,-19.52987496,29.18512601,1301.115845,2024-04-09T11:58:53Z,
F1Z4Q3,-19.53028601,29.18504303,1297.040894,2024-04-09T09:05:33Z,
F1Z4Q3N,-19.52990798,29.18534797,1301.96875,2024-04-09T12:03:29Z,
F1Z4Q4,-19.53038701,29.185037,1297.943237,2024-04-09T09:11:23Z,
F1Z4Q41,-19.53007202,29.18528301,1303.128418,2024-04-09T12:07:16Z,
F1Z4Q5,-19.53034803,29.18492401,1299.529175,2024-04-09T09:22:59Z,
F1Z4Q5N,-19.53001401,29.18521,1303.186523,2024-04-09T12:12:41Z,
F1Z5,-19.53006699,29.18509098,1284.493408,2024-04-03T08:40:10Z,
F1Z6,-19.52965996,29.18507497,1286.624023,2024-04-03T08:44:51Z,
F2Z06,-19.53081197,29.18504203,1295.347778,2024-04-03T09:08:55Z,
F2Z1CR1,-19.53058599,29.18476601,1299.096558,2024-04-09T12:46:04Z,
F2Z1Q1,-19.53059404,29.18484103,1298.604736,2024-04-09T12:42:00Z,
F2Z1Q2N,-19.53043504,29.18481203,1298.071167,2024-04-09T12:50:59Z,
F2Z1Q3,-19.53046697,29.18499601,1296.928589,2024-04-09T12:56:16Z,
F2Z1Q4,-19.53059698,29.18501202,1297.595703,2024-04-09T12:59:21Z,
F2Z1Q5,-19.53050402,29.18491404,1297.492676,2024-04-09T13:03:39Z,
F2Z2,-19.53107902,29.18475101,1290.339233,2024-04-03T08:51:12Z,
F2Z2C4,-19.53083603,29.18502199,1297.177856,2024-04-09T13:24:50Z,
F2Z2Q1,-19.53073896,29.18483198,1297.661621,2024-04-09T13:10:45Z,
F2Z2Q2,-19.53063,29.18478504,1296.435913,2024-04-09T13:14:45Z,
F2Z2Q21,-19.53061701,29.18479401,1297.417236,2024-04-09T13:22:12Z,
F2Z2Q3,-19.530659,29.18501202,1296.1521,2024-04-09T13:23:30Z,
F2Z2Q4,-19.53079504,29.18500397,1296.442627,2024-04-09T13:25:52Z,
F2Z2Q5,-19.53073896,29.18488797,1296.53125,2024-04-09T13:29:38Z,
F2Z3,-19.53145796,29.184749,1291.707764,2024-04-03T08:53:40Z,
F2Z3C3,-19.53046001,29.18534302,1303.235962,2024-04-10T06:40:19Z,
F2Z3Q1,-19.53058599,29.18513297,1303.510986,2024-04-10T06:44:49Z,
F2Z3Q2,-19.530487,29.185123,1302.741333,2024-04-10T06:50:14Z,
F2Z3Q3,-19.53052003,29.18529097,1303.359863,2024-04-10T06:55:46Z,
F2Z3Q4,-19.53062003,29.18531704,1303.870117,2024-04-10T06:57:48Z,
F2Z3Q5,-19.53055599,29.18521998,1303.389771,2024-04-10T07:01:08Z,
F2Z4,-19.53157598,29.18502401,1292.957642,2024-04-03T08:56:32Z,
F2Z4C1,-19.53088397,29.18508503,1300.758179,2024-04-10T06:27:49Z,
F2Z4C3,-19.53067099,29.18534797,1302.646606,2024-04-10T06:35:27Z,
F2Z4C4,-19.53082002,29.18537303,1302.500244,2024-04-10T06:32:47Z,
F2Z4Q1,-19.53081901,29.18511302,1303.972412,2024-04-10T07:05:15Z,
F2Z4Q2,-19.53065598,29.18511101,1303.334717,2024-04-10T07:08:03Z,
F2Z4Q3,-19.530674,29.18531402,1303.009521,2024-04-10T07:13:12Z,
F2Z4Q4,-19.53079303,29.18531704,1303.081665,2024-04-10T07:16:00Z,
F2Z4Q41,-19.53079102,29.18533104,1303.639404,2024-04-10T07:19:22Z,
F2Z4Q5,-19.53072396,29.18518703,1302.563599,2024-04-10T07:21:50Z,
F2Z5,-19.53119603,29.18502099,1294.739502,2024-04-03T09:02:48Z,
F32,-19.53223203,29.18475302,1299.297363,2024-04-03T09:20:00Z,
F33,-19.53256697,29.18469996,1299.262329,2024-04-03T09:24:13Z,
F34,-19.532629,29.18500104,1300.542969,2024-04-03T09:26:58Z,
F35,-19.53224603,29.18502904,1300.032349,2024-04-03T09:31:40Z,
F3Z1,-19.53186298,29.18471597,1298.039429,2024-04-03T09:16:20Z,
F3Z1C11,-19.53131497,29.184792,1302.884277,2024-04-10T07:37:58Z,
F3Z1C3,-19.53122403,29.18504697,1302.472168,2024-04-10T07:53:50Z,
F3Z1C4,-19.53137197,29.18504898,1303.512695,2024-04-10T07:58:15Z,
F3Z1N,-19.53117097,29.18477196,1302.154663,2024-04-10T07:34:13Z,
F3Z1Q1,-19.53135503,29.18480398,1304.549805,2024-04-10T08:53:19Z,
F3Z1Q2,-19.53115697,29.18476702,1305.360352,2024-04-10T09:03:34Z,
F3Z1Q3,-19.53123501,29.18501303,1304.758911,2024-04-10T09:07:29Z,
F3Z1Q4,-19.53136199,29.18500104,1304.446777,2024-04-10T09:11:21Z,
F3Z1Q5,-19.53128102,29.18487699,1305.66687,2024-04-10T09:16:11Z,
F3Z2C1,-19.53148797,29.18476702,1306.083618,2024-04-10T09:23:41Z,
F3Z2C4,-19.53155603,29.18503004,1304.409668,2024-04-10T08:01:05Z,
F3Z2C41,-19.53156098,29.18502199,1309.579956,2024-04-10T09:57:28Z,
F3Z2Q1,-19.53145,29.184807,1305.456055,2024-04-10T09:29:37Z,
F3Z2Q11,-19.53135101,29.18480599,1307.259033,2024-04-10T09:35:14Z,
F3Z2Q3,-19.53140398,29.18501697,1308.529297,2024-04-10T09:51:38Z,
F3Z2Q4,-19.531551,29.18497698,1309.048096,2024-04-10T09:59:48Z,
F3Z2Q5,-19.53146098,29.18489803,1308.814697,2024-04-10T10:08:00Z,
F3Z3C2,-19.53128303,29.18532601,1303.696167,2024-04-10T08:07:05Z,
F3Z3C3,-19.53125001,29.18532399,1308.342041,2024-04-10T10:47:55Z,
F3Z3C4,-19.53143097,29.18530497,1304.235352,2024-04-10T08:18:37Z,
F3Z3Q1,-19.53135998,29.18508897,1309.244629,2024-04-10T10:38:52Z,
F3Z3Q2,-19.53125202,29.18507203,1309.02478,2024-04-10T10:43:19Z,
F3Z3Q3,-19.53126099,29.18528996,1308.438354,2024-04-10T10:48:32Z,
F3Z3Q4,-19.53138596,29.18527999,1307.194214,2024-04-10T10:51:16Z,
F3Z3Q5,-19.53128597,29.18520497,1307.186035,2024-04-10T10:54:48Z,
F3Z4C4,-19.53159903,29.18528703,1308.822144,2024-04-10T10:32:30Z,
F3Z4Q1,-19.53151404,29.18508301,1304.822388,2024-04-10T12:09:42Z,
F3Z4Q2,-19.53143399,29.18504999,1305.191406,2024-04-10T12:13:44Z,
F3Z4Q3,-19.53145,29.18527002,1304.877197,2024-04-10T12:16:23Z,
F3Z4Q4,-19.53158797,29.18527697,1304.551392,2024-04-10T12:19:02Z,
F3Z4Q5,-19.53151102,29.18514504,1302.991455,2024-04-10T12:22:44Z,
F45,-19.53164496,29.18568199,1299.019775,2024-04-03T09:56:38Z,
F46,-19.53125697,29.18569003,1299.35144,2024-04-03T09:59:19Z,
F4Z1,-19.53127398,29.18541896,1288.063599,2024-04-03T09:50:33Z,
F4Z1C1,-19.53195099,29.18445898,1298.284546,2024-04-10T13:20:23Z,
F4Z1C1N,-19.53192098,29.184462,1298.315796,2024-04-10T13:21:22Z,
F4Z1C2,-19.53178201,29.18446301,1299.115234,2024-04-10T12:54:55Z,
F4Z1C2N,-19.53176499,29.18445303,1297.47644,2024-04-10T13:27:42Z,
F4Z1C3,-19.53191503,29.18502501,1301.964844,2024-04-10T12:31:06Z,
F4Z1C3N,-19.53185803,29.18468102,1297.797974,2024-04-10T13:31:49Z,
F4Z1Q1,-19.53193598,29.18446602,1298.02832,2024-04-10T13:23:26Z,
F4Z1Q2,-19.53181696,29.18445102,1296.114746,2024-04-10T13:29:56Z,
F4Z1Q3,-19.53188997,29.18464397,1297.502563,2024-04-10T13:32:35Z,
F4Z1Q4,-19.53201301,29.18471396,1298.865601,2024-04-10T13:15:46Z,
F4Z1Q5,-19.53188502,29.18457096,1297.107666,2024-04-10T13:35:40Z,
F4Z2,-19.53154396,29.18542801,1299.109985,2024-04-03T09:52:10Z,
F4Z2C1,-19.532112,29.18446401,1299.603638,2024-04-10T12:49:16Z,
F4Z2C1N,-19.53213003,29.18444901,1295.027588,2024-04-10T13:47:05Z,
F4Z2C3N,-19.53204101,29.18471497,1297.159912,2024-04-10T13:38:30Z,
F4Z2C4N,-19.53220203,29.18472301,1296.069336,2024-04-10T13:42:06Z,
F4Z2Q1,-19.53209599,29.18448203,1293.899902,2024-04-10T13:48:55Z,
F4Z2Q2,-19.53196599,29.18446602,1297.404175,2024-04-10T13:25:27Z,
F4Z2Q3,-19.53205601,29.18468496,1296.515259,2024-04-10T13:39:45Z,
F4Z2Q31,-19.53219197,29.18470499,1295.570068,2024-04-10T13:43:23Z,
F4Z2Q5,-19.53201301,29.18457298,1295.192871,2024-04-10T13:52:03Z,
F4Z3,-19.53188997,29.18534897,1299.645752,2024-04-03T09:53:46Z,
F4Z3C4N,-19.53208996,29.18500104,1290.244385,2024-04-11T06:12:39Z,
F4Z3CR3N,-19.53188997,29.18498796,1288.793945,2024-04-11T06:09:32Z,
F4Z3Q1,-19.53200698,29.18478001,1290.920654,2024-04-11T06:22:07Z,
F4Z3Q2,-19.53190397,29.18474799,1286.428833,2024-04-11T06:05:45Z,
F4Z3Q3,-19.53191302,29.18497296,1289.61145,2024-04-11T06:10:46Z,
F4Z3Q4,-19.532053,29.18497296,1290.246704,2024-04-11T06:13:23Z,
F4Z3Q5,-19.53195199,29.18486902,1294.213013,2024-04-11T06:29:34Z,
F4Z4,-19.53196004,29.185656,1299.649902,2024-04-03T09:55:09Z,
F4Z4C4,-19.53204403,29.18472997,1299.154175,2024-04-10T13:13:26Z,
F4Z4C41,-19.53226497,29.18498201,1290.621582,2024-04-11T06:18:10Z,
F4Z4Q1,-19.53221602,29.18476299,1295.567139,2024-04-11T06:36:37Z,
F4Z4Q2,-19.53206096,29.18475302,1292.291626,2024-04-11T06:24:22Z,
F4Z4Q3,-19.53212097,29.18496299,1290.901245,2024-04-11T06:15:30Z,
F4Z4Q4,-19.53222399,29.18498302,1291.68103,2024-04-11T06:20:01Z,
F4Z4Q5,-19.53214,29.18483198,1298.604858,2024-04-11T06:46:53Z,
F53,-19.53055096,29.18616302,1298.650635,2024-04-03T10:10:33Z,
F54,-19.530601,29.186447,1298.75,2024-04-03T10:13:44Z,
F55,-19.53093803,29.18638296,1300.366333,2024-04-03T10:19:03Z,
F56,-19.53129804,29.18638296,1301.557129,2024-04-03T10:24:52Z,
F5Z1,-19.53123702,29.18611499,1299.22522,2024-04-03T10:05:24Z,
F5Z1C1N,-19.53240202,29.18427802,1297.34375,2024-04-11T07:55:27Z,
F5Z1C2,-19.53223497,29.184275,1298.30835,2024-04-11T08:04:48Z,
F5Z1C3,-19.53234896,29.18450299,1298.597656,2024-04-11T08:08:49Z,
F5Z1C4,-19.53253998,29.18452998,1299.036255,2024-04-11T08:13:24Z,
F5Z1Q1,-19.53236002,29.18429897,1297.921387,2024-04-11T07:57:30Z,
F5Z1Q2,-19.53224201,29.18427399,1298.484131,2024-04-11T08:05:37Z,
F5Z1Q3,-19.53236698,29.18447801,1298.604858,2024-04-11T08:09:58Z,
F5Z1Q4,-19.53249699,29.18451003,1297.910889,2024-04-11T08:14:17Z,
F5Z1Q5,-19.53240403,29.18439302,1298.475952,2024-04-11T08:19:12Z,
F5Z2,-19.53088297,29.18611097,1298.839966,2024-04-03T10:07:48Z,
F5Z2C1,-19.53259698,29.18430802,1297.437866,2024-04-11T08:32:47Z,
F5Z2C4N,-19.53269304,29.18451799,1298.835938,2024-04-11T08:26:41Z,
F5Z2Q1,-19.53256899,29.18430098,1296.505371,2024-04-11T08:33:42Z,
F5Z2Q2,-19.53244099,29.18430702,1298.004761,2024-04-11T08:00:28Z,
F5Z2Q3,-19.53256999,29.18446602,1298.811401,2024-04-11T08:23:32Z,
F5Z2Q4,-19.53269002,29.18449301,1298.561401,2024-04-11T08:27:38Z,
F5Z2Q5,-19.532529,29.18439302,1297.850464,2024-04-11T08:40:21Z,
F5Z3C3N,-19.53248802,29.18479904,1300.13208,2024-04-11T09:19:02Z,
F5Z3C4,-19.53265398,29.18480901,1301.178589,2024-04-11T09:24:08Z,
F5Z3Q1,-19.53250998,29.18458303,1300.486572,2024-04-11T09:11:14Z,
F5Z3Q2,-19.53238601,29.18453601,1299.39978,2024-04-11T08:50:16Z,
F5Z3Q3,-19.53247997,29.18476199,1301.053589,2024-04-11T09:19:56Z,
F5Z3Q4,-19.53262297,29.18476802,1300.604126,2024-04-11T09:25:20Z,
F5Z3Q5,-19.53248399,29.18465503,1306.010986,2024-04-11T09:46:42Z,
F5Z4C4,-19.532844,29.18483097,1307.745239,2024-04-11T09:54:11Z,
F5Z4Q1,-19.53268901,29.18459401,1307.915161,2024-04-11T10:02:38Z,
F5Z4Q2,-19.53256303,29.18458697,1300.124756,2024-04-11T09:13:29Z,
F5Z4Q3,-19.53267301,29.18478001,1301.532837,2024-04-11T09:28:35Z,
F5Z4Q4,-19.53280896,29.18479803,1307.640625,2024-04-11T09:55:52Z,
F5Z4Q5,-19.53266898,29.18469099,1307.492554,2024-04-11T10:10:21Z,
,,,,,
SC2CNT,-19.66242998,29.33258104,1316.955688,2024-05-20T12:33:13Z,
SC2Z1,-19.662261,29.33282504,1317.076904,2024-05-20T12:18:03Z,
SC2Z11,-19.66240198,29.33283602,1318.053223,2024-05-20T12:36:39Z,
SC2Z2,-19.66251103,29.33230301,1317.937134,2024-05-20T12:29:50Z,
SC2Z21,-19.66267699,29.3323,1317.96936,2024-05-20T12:30:45Z,
SC2Z3,-19.66264699,29.33259202,1317.044678,2024-05-20T12:14:17Z,
SC2Z31,-19.66260198,29.332861,1317.921021,2024-05-20T12:15:54Z,
SCZ2,-19.66226201,29.33254802,1317.734619,2024-05-20T12:27:21Z,
SCZ21,-19.66229302,29.33227804,1317.932861,2024-05-20T12:28:22Z,
SE2CNT,-19.62745297,29.26036801,1319.45813,2024-05-19T05:35:56Z,
SE2Z1,-19.62768397,29.26045401,1319.508179,2024-05-19T05:22:07Z,
SE2Z3,-19.62776,29.26028696,1337.605713,2024-05-19T04:48:07Z,
SE3CNT,-19.62764701,29.25954801,1327.72876,2024-05-17T12:25:16Z,
SE3Z1,-19.62790601,29.25946604,1328.03772,2024-05-17T12:16:55Z,
SE3Z11,-19.62795597,29.25962504,1327.862427,2024-05-17T12:21:07Z,
SE3Z12,-19.62774097,29.25973702,1328.070679,2024-05-17T12:23:51Z,
SE3Z2,-19.62747199,29.25982101,1326.577026,2024-05-17T12:27:31Z,
SE3Z21,-19.627373,29.25962999,1326.609131,2024-05-17T12:28:42Z,
SE3Z3,-19.62779998,29.259287,1328.65332,2024-05-17T12:15:18Z,
SE3Z31,-19.62755799,29.25939403,1327.137451,2024-05-17T12:34:14Z,
SE3Z4,-19.62728701,29.25945103,1325.808472,2024-05-17T12:31:02Z,
SE4CNT,-19.62748004,29.25838502,1331.53418,2024-05-17T06:23:39Z,
SE4Z1,-19.627717,29.25844001,1335.077026,2024-05-17T06:14:23Z,
SE4Z11,-19.62748901,29.25856004,1331.248779,2024-05-17T06:25:02Z,
SE4Z12,-19.627732,29.25825703,1328.929443,2024-05-17T06:39:08Z,
SE4Z2,-19.62723797,29.25870303,1327.176392,2024-05-17T07:36:28Z,
SE4Z21,-19.62722003,29.258525,1327.428345,2024-05-17T07:39:08Z,
SE4Z3,-19.62745397,29.25818704,1329.681519,2024-05-17T06:32:05Z,
SE4Z31,-19.62766503,29.25806601,1328.977295,2024-05-17T06:37:04Z,
SE4Z4,-19.62719204,29.258266,1328.7229,2024-05-17T06:34:42Z,
SF4Z11,-19.53186298,29.18474103,1296.482666,2024-05-26T06:28:30Z,
SF4Z12,-19.53175703,29.18448597,1295.444092,2024-05-26T06:30:14Z,
SF4Z2,-19.53213204,29.184491,1281.380859,2024-05-26T06:16:55Z,
SF4Z21,-19.53221602,29.18475604,1296.729004,2024-05-26T06:38:56Z,
SF4Z3,-19.53205199,29.18501898,1297.92334,2024-05-26T08:34:21Z,
SF4Z31,-19.53186801,29.18501101,1295.613037,2024-05-26T09:06:26Z,
SF4Z4,-19.53224704,29.18504002,1293.269775,2024-05-26T08:41:02Z,
SF5CNT,-19.53254501,29.18452604,1299.104248,2024-05-26T09:34:05Z,
SF5Z1,-19.53233899,29.18449804,1298.468018,2024-05-26T09:35:59Z,
SF5Z11,-19.53222902,29.18426402,1297.315308,2024-05-26T09:37:53Z,
SF5Z12,-19.53240403,29.18426402,1298.008057,2024-05-26T09:40:02Z,
SF5Z13,-19.53259204,29.18427198,1297.940308,2024-05-26T09:41:39Z,
SF5Z2,-19.53270804,29.18452503,1299.011841,2024-05-26T09:33:10Z,
SF5Z2N,-19.53259204,29.184275,1297.628784,2024-05-26T09:43:29Z,
SF5Z3,-19.53246002,29.18474003,1299.673828,2024-05-26T09:28:49Z,
SF5Z31,-19.53263797,29.18477599,1299.509033,2024-05-26T09:30:04Z,
SF5Z4,-19.53283,29.18479501,1299.623535,2024-05-26T09:30:58Z,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
