Site,Plot,Subplot,Quadrat,Spp_name,DPM Height
B,2,Z3,Q4,Cymbopogon excavatus,4.5
B,2,Z3,Q4,Setaria pumila,4.7
B,2,Z3,Q4,,3.8
B,2,Z3,Q5,Aristida adscensionis,10.6
B,2,Z3,Q5,Heteropogon contortus,13
B,2,Z3,Q5,Digitaria eriantha,12.3
B,2,Z3,Q5,,
B,2,Z4,Q1,Heteropogon contortus,16.8
B,2,Z4,Q1,Cymbopogon excavatus,19.1
B,2,Z4,Q1,,16.8
B,2,Z4,Q1,,17.2
B,2,Z4,Q2,Heteropogon contortus,12.2
B,2,Z4,Q2,Cymbopogon excavatus,19.4
B,2,Z4,Q2,,14.9
B,2,Z4,Q2,,13.2
B,2,Z4,Q3,Heteropogon contortus,9.3
B,2,Z4,Q3,Cymbopogon excavatus,10.1
B,2,Z4,Q3,Eragrostis rigidior,10.8
B,2,Z4,Q3,Aristida  canescens,10
B,2,Z4,Q3,Setaria incrassata,
B,2,Z4,Q3,Eragrostis gummiflua,
B,2,Z4,Q4,Heteropogon contortus,9.8
B,2,Z4,Q4,Aristida congesta B,7.6
B,2,Z4,Q4,,10
B,2,Z4,Q4,,9
B,2,Z4,Q4,Heteropogon contortus,9.8
B,2,Z4,Q4,Aristida congesta B,7.6
B,2,Z4,Q4,,10
B,2,Z4,Q4,,9
B,2,Z4,Q5,Heteropogon contortus,8.6
B,2,Z4,Q5,Eragrostis gummiflua,5.2
B,2,Z4,Q5,,5.4
B,2,Z4,Q5,,4
B,3,Z1,Q1,Cymbopogon excavatus,6.8
B,3,Z1,Q1,Cynodon dactylon,8.1
B,3,Z1,Q1,Eragrostis superba,8.7
B,3,Z1,Q1,Themeda triandra,10.5
B,3,Z1,Q1,Bothriochloa insculpta,
B,3,Z1,Q2,Cymbopogon plurinodis,9.5
B,3,Z1,Q2,Cymbopogon excavatus,9.9
B,3,Z1,Q2,Setaria incrassata,9.1
B,3,Z1,Q2,Eragrostis superba,10.2
B,3,Z1,Q2,Digitaria eriantha,
B,3,Z1,Q2,Heteropogon contortus,
B,3,Z1,Q2,Melinis repens,
B,3,Z1,Q3,Heteropogon contortus,7.5
B,3,Z1,Q3,Melinis repens,6.8
B,3,Z1,Q3,Aristida adscensionis,7.3
B,3,Z1,Q3,Bothriochloa insculpta,8.6
B,3,Z1,Q4,Cynodon dactylon,14.1
B,3,Z1,Q4,Melinis repens,10.9
B,3,Z1,Q4,Aristida adscensionis,10.1
B,3,Z1,Q4,Cymbopogon excavatus,10.4
B,3,Z1,Q4,Cymbopogon plurinodis,
B,3,Z1,Q5,Heteropogon contortus,15.4
B,3,Z1,Q5,Melinis repens,16.2
B,3,Z1,Q5,Aristida adscensionis,17.1
B,3,Z1,Q5,Bothriochloa insculpta,16.9
B,3,Z1,Q5,Cymbopogon plurinodis,
B,3,Z2,Q1,Cynodon dactylon,10.2
B,3,Z2,Q1,Themeda triandra,15.3
B,3,Z2,Q1,Melinis repens,16.6
B,3,Z2,Q1,Eragrostis gummiflua,17.2
B,3,Z2,Q2,Themeda triandra,16.9
B,3,Z2,Q2,Hyperrhenia filipendula,17.3
B,3,Z2,Q2,Cymbopogon excavatus,15
B,3,Z2,Q2,Setaria pumila,13.6
B,3,Z2,Q2,Sporobolus africanus,
B,3,Z2,Q3,Heteropogon contortus,17.3
B,3,Z2,Q3,Melinis repens,15.8
B,3,Z2,Q3,Aristida adscensionis,14.8
B,3,Z2,Q3,Cymbopogon plurinodis,14.6
B,3,Z2,Q4,Cymbopogon excavatus,24.7
B,3,Z2,Q4,Heteropogon contortus,26.3
B,3,Z2,Q4,Melinis repens,19.7
B,3,Z2,Q4,Eragrostis gummiflua,21.3
B,3,Z2,Q5,Heteropogon contortus,7.5
B,3,Z2,Q5,Cymbopogon excavatus,8.5
B,3,Z2,Q5,Eragrostis gummiflua,12.4
B,3,Z2,Q5,,13.5
B,3,Z3,Q1,Eragrostis superba,7.9
B,3,Z3,Q1,Heteropogon contortus,10.7
B,3,Z3,Q1,Melinis repens,10.2
B,3,Z3,Q1,Eragrostis gummiflua,9.6
B,3,Z3,Q2,Digitaria eriantha,3.2
B,3,Z3,Q2,Heteropogon contortus,2.8
B,3,Z3,Q2,Melinis repens,5.7
B,3,Z3,Q2,Eragrostis gummiflua,10.1
B,3,Z3,Q3,Heteropogon contortus,7.3
B,3,Z3,Q3,Setaria sphacelata,9.7
B,3,Z3,Q3,Themeda triandra,11.3
B,3,Z3,Q3,Digitaria eriantha,11.9
B,3,Z3,Q4,Heteropogon contortus,13
B,3,Z3,Q4,Cymbopogon plurinodis,16.9
B,3,Z3,Q4,Cymbopogon excavatus,16.7
B,3,Z3,Q4,,16.2
B,3,Z3,Q5,Heteropogon contortus,5.9
B,3,Z3,Q5,Aristida adscensionis,9.5
B,3,Z3,Q5,Eragrostis superba,10.8
B,3,Z3,Q5,Eragrostis gummiflua,10.1
B,3,Z4,Q1,Heteropogon contortus,8.4
B,3,Z4,Q1,Aristida adscensionis,7.2
B,3,Z4,Q1,Digitaria eriantha,10.7
B,3,Z4,Q1,Eragrostis gummiflua,10.1
B,3,Z4,Q1,Cymbopogon plurinodis,
B,3,Z4,Q2,Heteropogon contortus,13.1
B,3,Z4,Q2,Aristida adscensionis,12.6
B,3,Z4,Q2,Digitaria eriantha,14.6
B,3,Z4,Q2,,13.1
B,3,Z4,Q3,Heteropogon contortus,15
B,3,Z4,Q3,Aristida adscensionis,14.5
B,3,Z4,Q3,Setaria pumila,14.1
B,3,Z4,Q3,,15
B,3,Z4,Q4,Heteropogon contortus,7.9
B,3,Z4,Q4,Melinis repens,10
B,3,Z4,Q4,Eragrostis gummiflua,10.3
B,3,Z4,Q4,,10.1
B,3,Z4,Q5,Heteropogon contortus,6
B,3,Z4,Q5,Digitaria eriantha,7.8
B,3,Z4,Q5,Eragrostis gummiflua,6.6
B,3,Z4,Q5,,8.1
B,4,Z1,Q1,Cymbopogon excavatus,17.7
B,4,Z1,Q1,Eragrostis superba,17.6
B,4,Z1,Q1,Heteropogon contortus,20
B,4,Z1,Q1,,15.4
B,4,Z1,Q2,Eragrostis gummiflua,11.8
B,4,Z1,Q2,Heteropogon contortus,13
B,4,Z1,Q2,Aristida adscensionis,11.2
B,4,Z1,Q2,Digitaria eriantha,13.4
B,4,Z1,Q2,Eragrostis superba,
B,4,Z1,Q2,Cymbopogon plurinodis,
B,4,Z1,Q3,Heteropogon contortus,10.2
B,4,Z1,Q3,Eragrostis rigidior,9
B,4,Z1,Q3,Melinis repens,9
B,4,Z1,Q3,Bothriochloa insculpta,10.2
B,4,Z1,Q4,Heteropogon contortus,7.8
B,4,Z1,Q4,Eragrostis superba,7.4
B,4,Z1,Q4,Aristida congesta C,8
B,4,Z1,Q4,Themeda triandra,10
B,4,Z1,Q5,Heteropogon contortus,17.3
B,4,Z1,Q5,Aristida adscensionis,12.7
B,4,Z1,Q5,Melinis repens,13.3
B,4,Z1,Q5,Aristida diffusa,12.7
B,4,Z1,Q5,Hyperrhenia filipendula,
B,4,Z1,Q5,Setaria pumila,
B,4,Z2,Q1,Cymbopogon excavatus,3.7
B,4,Z2,Q1,Heteropogon contortus,3.3
B,4,Z2,Q1,Melinis repens,8.4
B,4,Z2,Q1,,12.3
B,4,Z2,Q2,Cymbopogon excavatus,17.7
B,4,Z2,Q2,Heteropogon contortus,17.1
B,4,Z2,Q2,Eragrostis gummiflua,13.3
B,4,Z2,Q2,Setaria pumila,12.7
B,4,Z2,Q3,Cymbopogon excavatus,4.1
B,4,Z2,Q3,Heteropogon contortus,10.4
B,4,Z2,Q3,Aristida diffusa,8.8
B,4,Z2,Q3,,6.9
B,4,Z2,Q4,Eragrostis gummiflua,6.4
B,4,Z2,Q4,Cymbopogon excavatus,6.6
B,4,Z2,Q4,Heteropogon contortus,7.3
B,4,Z2,Q4,Melinis repens,7.6
B,4,Z2,Q4,Eragrostis rigidior,
B,4,Z2,Q4,Aristida  canescens,
B,4,Z2,Q5,Cymbopogon excavatus,21.1
B,4,Z2,Q5,Heteropogon contortus,15.1
B,4,Z2,Q5,Eragrostis superba,12.2
B,4,Z2,Q5,,14.9
B,4,Z3,Q1,Heteropogon contortus,18.3
B,4,Z3,Q1,Melinis repens,26
B,4,Z3,Q1,Hyperrhenia filipendula,24.6
B,4,Z3,Q1,Themeda triandra,21
B,4,Z3,Q2,Heteropogon contortus,18.8
B,4,Z3,Q2,Melinis repens,11.2
B,4,Z3,Q2,Eragrostis rigidior,2
B,4,Z3,Q2,,3.3
B,4,Z3,Q3,Heteropogon contortus,4.4
B,4,Z3,Q3,Digitaria eriantha,4.2
B,4,Z3,Q3,,4.1
B,4,Z3,Q3,,5
B,4,Z3,Q4,Heteropogon contortus,14.1
B,4,Z3,Q4,Melinis repens,23.2
B,4,Z3,Q4,Hyperrhenia filipendula,19.2
B,4,Z3,Q4,Themeda triandra,11.4
B,4,Z3,Q4,Eragrostis superba,
B,4,Z3,Q5,Digitaria eriantha,7.3
B,4,Z3,Q5,Heteropogon contortus,7.7
B,4,Z3,Q5,Melinis repens,7.8
B,4,Z3,Q5,Aristida adscensionis,9.4
B,4,Z4,Q1,Eragrostis rigidior,10.7
B,4,Z4,Q1,Heteropogon contortus,33.7
B,4,Z4,Q1,Digitaria eriantha,29.4
B,4,Z4,Q1,Cymbopogon excavatus,20.7
B,4,Z4,Q1,Eragrostis superba,
B,4,Z4,Q2,Heteropogon contortus,17.1
B,4,Z4,Q2,Melinis repens,17.2
B,4,Z4,Q2,Aristida adscensionis,16.3
B,4,Z4,Q2,Setaria pumila,14.7
B,4,Z4,Q3,Heteropogon contortus,16
B,4,Z4,Q3,Aristida adscensionis,15
B,4,Z4,Q3,Setaria pumila,18.1
B,4,Z4,Q3,Eragrostis superba,19.4
B,4,Z4,Q4,Cymbopogon excavatus,7.8
B,4,Z4,Q4,Melinis repens,7.6
B,4,Z4,Q4,Heteropogon contortus,7.5
B,4,Z4,Q4,Eragrostis gummiflua,7.6
B,4,Z4,Q5,Cymbopogon excavatus,33.7
B,4,Z4,Q5,Melinis repens,31.6
B,4,Z4,Q5,Heteropogon contortus,31
B,4,Z4,Q5,Eragrostis gummiflua,26.4
B,5,Z1,Q1,Cynodon dactylon,13.2
B,5,Z1,Q1,Heteropogon contortus,10.8
B,5,Z1,Q1,Setaria pumila,11.6
B,5,Z1,Q1,Aristida congesta B,11
B,5,Z1,Q2,Heteropogon contortus,14.5
B,5,Z1,Q2,Melinis repens,14.6
B,5,Z1,Q2,Hyperrhenia filipendula,14
B,5,Z1,Q2,Themeda triandra,14.9
B,5,Z1,Q2,Setaria pumila,
B,5,Z1,Q3,Cynodon dactylon,4.3
B,5,Z1,Q3,Heteropogon contortus,5.5
B,5,Z1,Q3,Cymbopogon excavatus,10.1
B,5,Z1,Q3,,9.7
B,5,Z1,Q4,Cynodon dactylon,13.9
B,5,Z1,Q4,Cymbopogon excavatus,8.2
B,5,Z1,Q4,Setaria pumila,8.5
B,5,Z1,Q4,,9.1
B,5,Z1,Q5,Bothriochloa insculpta,9.7
B,5,Z1,Q5,Heteropogon contortus,8.6
B,5,Z1,Q5,,7.1
B,5,Z1,Q5,,7.5
B,5,Z2,Q1,Cynodon dactylon,12.5
B,5,Z2,Q1,Heteropogon contortus,10
B,5,Z2,Q1,Aristida congesta B,10.1
B,5,Z2,Q1,Melinis repens,9.9
B,5,Z2,Q1,Eragrostis gummiflua,
B,5,Z2,Q1,Eragrostis superba,
B,5,Z2,Q2,Cynodon dactylon,5
B,5,Z2,Q2,Heteropogon contortus,3.4
B,5,Z2,Q2,Setaria pumila,4.1
B,5,Z2,Q2,,4.2
B,5,Z2,Q3,Heteropogon contortus,6
B,5,Z2,Q3,Eragrostis superba,7.1
B,5,Z2,Q3,Bothriochloa insculpta,6.4
B,5,Z2,Q3,Themeda triandra,5.8
B,5,Z2,Q4,Setaria pumila,20.4
B,5,Z2,Q4,Heteropogon contortus,11.8
B,5,Z2,Q4,Bracharia serata,8.8
B,5,Z2,Q4,Aristida congesta B,9.7
B,5,Z2,Q5,Eragrostis superba,6.9
B,5,Z2,Q5,Setaria pumila,10.1
B,5,Z2,Q5,Heteropogon contortus,10.4
B,5,Z2,Q5,Cymbopogon excavatus,10.4
B,5,Z3,Q1,Heteropogon contortus,8.6
B,5,Z3,Q1,Setaria pumila,6.3
B,5,Z3,Q1,,6
B,5,Z3,Q1,,6.1
B,5,Z3,Q2,Cynodon dactylon,6.3
B,5,Z3,Q2,Heteropogon contortus,17.1
B,5,Z3,Q2,Eragrostis superba,16.8
B,5,Z3,Q2,Setaria pumila,8.5
B,5,Z3,Q2,Sporobolus africanus,
B,5,Z3,Q2,Aristida congesta B,
B,5,Z3,Q3,Cymbopogon plurinodis,12.1
B,5,Z3,Q3,Cynodon dactylon,9.5
B,5,Z3,Q3,Heteropogon contortus,9.7
B,5,Z3,Q3,Eragrostis superba,9.6
B,5,Z3,Q3,Aristida congesta B,
B,5,Z3,Q3,Eragrostis gummiflua,
B,5,Z3,Q4,Heteropogon contortus,7.5
B,5,Z3,Q4,Setaria pumila,6
B,5,Z3,Q4,,2
B,5,Z3,Q4,,3.9
B,5,Z3,Q5,Aristida congesta B,5.7
B,5,Z3,Q5,Heteropogon contortus,5.3
B,5,Z3,Q5,Eragrostis gummiflua,8.4
B,5,Z3,Q5,,6.5
B,5,Z4,Q1,Cynodon dactylon,8.6
B,5,Z4,Q1,Heteropogon contortus,9.2
B,5,Z4,Q1,Setaria pumila,13.2
B,5,Z4,Q1,Aristida congesta B,13.2
B,5,Z4,Q1,Melinis repens,
B,5,Z4,Q2,Bothriochloa insculpta,10.7
B,5,Z4,Q2,Heteropogon contortus,3.1
B,5,Z4,Q2,Eragrostis superba,8.5
B,5,Z4,Q2,,6.5
B,5,Z4,Q3,Cynodon dactylon,13.6
B,5,Z4,Q3,Eragrostis rigidior,12.1
B,5,Z4,Q3,Digitaria eriantha,9.4
B,5,Z4,Q3,Sporobolus africanus,10.1
B,5,Z4,Q4,Heteropogon contortus,9.3
B,5,Z4,Q4,Eragrostis superba,10
B,5,Z4,Q4,Bothriochloa insculpta,12
B,5,Z4,Q4,Themeda triandra,12.5
B,5,Z4,Q4,Setaria pumila,
B,5,Z4,Q4,Cynodon dactylon,
B,5,Z4,Q5,Heteropogon contortus,8.8
B,5,Z4,Q5,Eragrostis superba,7.7
B,5,Z4,Q5,Bothriochloa insculpta,6.4
B,5,Z4,Q5,Aristida adscensionis,7
B,5,Z4,Q5,Aristida congesta B,
C,1,Z1,Q1,,0
C,1,Z1,Q2,Cynodon dactylon,5.8
C,1,Z1,Q2,Aristida adscensionis,6.8
C,1,Z1,Q2,,6.8
C,1,Z1,Q2,,6.1
C,1,Z1,Q3,Heteropogon contortus,2.5
C,1,Z1,Q3,Brachiaria brizantha,2.4
C,1,Z1,Q3,,2.7
C,1,Z1,Q3,,2.5
C,1,Z1,Q4,Setaria incrassata,4.6
C,1,Z1,Q4,Heteropogon contortus,4.2
C,1,Z1,Q4,,4.4
C,1,Z1,Q4,,4.6
C,1,Z1,Q5,Heteropogon contortus,2
C,1,Z1,Q5,,2.4
C,1,Z1,Q5,,2.4
C,1,Z1,Q5,,2.3
C,1,Z2,Q1,Setaria incrassata,4.1
C,1,Z2,Q1,Heteropogon contortus,2.9
C,1,Z2,Q1,,3.3
C,1,Z2,Q1,,4.8
C,1,Z2,Q2,Eragrostis gummiflua,2.2
C,1,Z2,Q2,Heteropogon contortus,4
C,1,Z2,Q2,,2.4
C,1,Z2,Q2,,4.1
C,1,Z2,Q3,Sporobolus africanus,3.3
C,1,Z2,Q3,Aristida  canescens,3.9
C,1,Z2,Q3,Brachiaria brizantha,3.6
C,1,Z2,Q3,Eragrostis gummiflua,3.5
C,1,Z2,Q3,Heteropogon contortus,
C,1,Z2,Q4,Heteropogon contortus,5.3
C,1,Z2,Q4,Panicum maximum,5
C,1,Z2,Q4,,5
C,1,Z2,Q4,,4.7
C,1,Z2,Q5,Hyperrhenia filipendula,1.9
C,1,Z2,Q5,,2.1
C,1,Z2,Q5,,2.8
C,1,Z2,Q5,,2
C,1,Z3,Q1,Setaria incrassata,3.9
C,1,Z3,Q1,Melinis repens,3.9
C,1,Z3,Q1,,4
C,1,Z3,Q1,,4.1
C,1,Z3,Q2,Heteropogon contortus,2.2
C,1,Z3,Q2,,3
C,1,Z3,Q2,,2.6
C,1,Z3,Q2,,2.8
C,1,Z3,Q3,Heteropogon contortus,3.5
C,1,Z3,Q3,Melinis repens,3.8
C,1,Z3,Q3,,3.2
C,1,Z3,Q3,,3.1
C,1,Z3,Q4,Eragrostis gummiflua,4.4
C,1,Z3,Q4,Panicum maximum,4.1
C,1,Z3,Q4,Digitaria eriantha,3.2
C,1,Z3,Q4,,2.1
C,1,Z3,Q5,Eragrostis gummiflua,3.6
C,1,Z3,Q5,Heteropogon contortus,3.1
C,1,Z3,Q5,Setaria incrassata,3.1
C,1,Z3,Q5,,3.3
C,1,Z4,Q1,Heteropogon contortus,2.6
C,1,Z4,Q1,Melinis repens,3.5
C,1,Z4,Q1,,3
C,1,Z4,Q1,,2.8
C,1,Z4,Q2,Heteropogon contortus,4.9
C,1,Z4,Q2,Setaria incrassata,5
C,1,Z4,Q2,,4.4
C,1,Z4,Q2,,4.4
C,1,Z4,Q3,Heteropogon contortus,3.7
C,1,Z4,Q3,Digitaria eriantha,3.7
C,1,Z4,Q3,,3.5
C,1,Z4,Q3,,3.4
C,1,Z4,Q4,Heteropogon contortus,4.4
C,1,Z4,Q4,,3.8
C,1,Z4,Q4,,3.3
C,1,Z4,Q4,,3.6
C,1,Z4,Q5,Eragrostis gummiflua,2.5
C,1,Z4,Q5,,2.3
C,1,Z4,Q5,,2.3
C,1,Z4,Q5,,2.2
C,2,Z1,Q1,Panicum maximum,4.4
C,2,Z1,Q1,,3.9
C,2,Z1,Q1,,6.2
C,2,Z1,Q1,,3.5
C,2,Z1,Q2,Panicum maximum,8.1
C,2,Z1,Q2,Eragrostis superba,7.3
C,2,Z1,Q2,Heteropogon contortus,6.9
C,2,Z1,Q2,,6.2
C,2,Z1,Q3,Panicum maximum,4
C,2,Z1,Q3,,4.3
C,2,Z1,Q3,,4
C,2,Z1,Q3,,4.1
C,2,Z1,Q4,Panicum maximum,1.9
C,2,Z1,Q4,,2.5
C,2,Z1,Q4,,2.5
C,2,Z1,Q4,,2.6
C,2,Z1,Q5,Eragrostis rigidior,2.2
C,2,Z1,Q5,Eragrostis gummiflua,2.3
C,2,Z1,Q5,,2
C,2,Z1,Q5,,3
C,2,Z2,Q1,Panicum maximum,4.3
C,2,Z2,Q1,,5
C,2,Z2,Q1,,5.3
C,2,Z2,Q1,,5
C,2,Z2,Q2,Panicum maximum,4.3
C,2,Z2,Q2,,5
C,2,Z2,Q2,,5.3
C,2,Z2,Q2,,5
C,2,Z2,Q2,Panicum maximum,4.2
C,2,Z2,Q2,,3.6
C,2,Z2,Q2,,4
C,2,Z2,Q2,,3.7
C,2,Z2,Q4,,0
C,2,Z2,Q5,Panicum maximum,6.7
C,2,Z2,Q5,,6.9
C,2,Z2,Q5,,6.4
C,2,Z2,Q5,,6.4
C,2,Z3,Q1,Digitaria eriantha,5.3
C,2,Z3,Q1,Heteropogon contortus,5.1
C,2,Z3,Q1,Eragrostis rigidior,6.1
C,2,Z3,Q1,,6.2
C,2,Z3,Q2,Eragrostis rigidior,1.7
C,2,Z3,Q2,,2.8
C,2,Z3,Q2,,2.8
C,2,Z3,Q2,,2.8
C,2,Z3,Q3,Panicum maximum,20.7
C,2,Z3,Q3,,19.4
C,2,Z3,Q3,,26.5
C,2,Z3,Q3,,24
C,2,Z3,Q4,Panicum maximum,10.3
C,2,Z3,Q4,,7.8
C,2,Z3,Q4,,6.8
C,2,Z3,Q4,,7.8
C,2,Z3,Q5,Eragrostis viscosa,1.9
C,2,Z3,Q5,Eragrostis gummiflua,1.8
C,2,Z3,Q5,,1.7
C,2,Z3,Q5,,2
C,2,Z4,Q1,Panicum maximum,3
C,2,Z4,Q1,,3.1
C,2,Z4,Q1,,2.8
C,2,Z4,Q1,,3.3
C,2,Z4,Q2,Brachiaria brizantha,8
C,2,Z4,Q2,Eragrostis rigidior,7.2
C,2,Z4,Q2,,8.4
C,2,Z4,Q2,,9.1
C,2,Z4,Q3,Panicum maximum,4.7
C,2,Z4,Q3,,4.9
C,2,Z4,Q3,,5.3
C,2,Z4,Q3,,6.1
C,2,Z4,Q4,Panicum maximum,3.8
C,2,Z4,Q4,,4
C,2,Z4,Q4,,3.9
C,2,Z4,Q4,,3.3
C,2,Z4,Q5,,0
C,3,Z1,Q1,Heteropogon contortus,12.2
C,3,Z1,Q1,Eragrostis rigidior,11.8
C,3,Z1,Q1,Pogonarthria squarrosa ,11.2
C,3,Z1,Q1,,10.6
C,3,Z1,Q2,Heteropogon contortus,8.8
C,3,Z1,Q2,Digitaria eriantha,8.6
C,3,Z1,Q2,Brachiaria brizantha,8.4
C,3,Z1,Q2,,8.3
C,3,Z1,Q3,Heteropogon contortus,4.9
C,3,Z1,Q3,Panicum maximum,4.3
C,3,Z1,Q3,Digitaria eriantha,4
C,3,Z1,Q3,Melinis repens,5.9
C,3,Z1,Q4,Heteropogon contortus,4.2
C,3,Z1,Q4,,4
C,3,Z1,Q4,,4.3
C,3,Z1,Q4,,5.1
C,3,Z1,Q5,Heteropogon contortus,2.2
C,3,Z1,Q5,Panicum maximum,3.6
C,3,Z1,Q5,,3.8
C,3,Z1,Q5,,3.5
C,3,Z2,Q1,Digitaria eriantha,2.4
C,3,Z2,Q1,Pogonarthria squarrosa ,3.2
C,3,Z2,Q1,Bracharia brizantha,3.2
C,3,Z2,Q1,Setaria incrassata,3.3
C,3,Z2,Q2,Digitaria eriantha,4.1
C,3,Z2,Q2,Pogonarthria squarrosa ,4.4
C,3,Z2,Q2,Bracharia brizantha,5.1
C,3,Z2,Q2,,5.1
C,3,Z2,Q3,Panicum maximum,12.8
C,3,Z2,Q3,,8.3
C,3,Z2,Q3,,7.2
C,3,Z2,Q3,,6.6
C,3,Z2,Q4,Heteropogon contortus,4.4
C,3,Z2,Q4,,4.6
C,3,Z2,Q4,,4
C,3,Z2,Q4,,3.7
C,3,Z2,Q5,Pogonarthria squarrosa ,5.3
C,3,Z2,Q5,Bracharia brizantha,5.2
C,3,Z2,Q5,Heteropogon contortus,4.4
C,3,Z2,Q5,,4.4
C,3,Z3,Q1,Pogonarthria squarrosa ,2.2
C,3,Z3,Q1,Setaria incrassata,2.4
C,3,Z3,Q1,Heteropogon contortus,3.8
C,3,Z3,Q1,,4.7
C,3,Z3,Q2,Pogonarthria squarrosa ,5.9
C,3,Z3,Q2,Heteropogon contortus,5.4
C,3,Z3,Q2,Eragrostis rigidior,4.9
C,3,Z3,Q2,,4.7
C,3,Z3,Q3,Pogonarthria squarrosa ,2
C,3,Z3,Q3,Eragrostis rigidior,2.5
C,3,Z3,Q3,Digitaria eriantha,3.5
C,3,Z3,Q3,,4.9
C,3,Z3,Q4,Heteropogon contortus,3.4
C,3,Z3,Q4,Pogonarthria squarrosa ,2.9
C,3,Z3,Q4,Melinis repens,3
C,3,Z3,Q4,,2.2
C,3,Z3,Q5,Cynodon dactylon,2.9
C,3,Z3,Q5,Hyperrhenia filipendula,2
C,3,Z3,Q5,,4.1
C,3,Z3,Q5,,2.9
C,3,Z4,Q1,Pogonarthria squarrosa ,2.4
C,3,Z4,Q1,Heteropogon contortus,3.5
C,3,Z4,Q1,Hyperrhenia filipendula,4.2
C,3,Z4,Q1,,4
C,3,Z4,Q2,Melinis repens,4.4
C,3,Z4,Q2,Eragrostis rigidior,5.2
C,3,Z4,Q2,Digitaria eriantha,6.5
C,3,Z4,Q2,Bracharia brizantha,5.5
C,3,Z4,Q3,Pogonarthria squarrosa ,4.9
C,3,Z4,Q3,Eragrostis rigidior,6.9
C,3,Z4,Q3,Digitaria eriantha,4.9
C,3,Z4,Q3,,4.5
C,3,Z4,Q4,Heteropogon contortus,5.3
C,3,Z4,Q4,Digitaria eriantha,5.5
C,3,Z4,Q4,Bracharia brizantha,5.3
C,3,Z4,Q4,,4.6
C,3,Z4,Q5,Eragrostis rigidior,4
C,3,Z4,Q5,Digitaria eriantha,5.5
C,3,Z4,Q5,Bracharia brizantha,4.4
C,3,Z4,Q5,Pogonarthria squarrosa ,4.1
C,3,Z4,Q5,Eragrostis gummiflua,
C,4,Z1,Q1,Heteropogon contortus,3.4
C,4,Z1,Q1,Eragrostis rigidior,5.8
C,4,Z1,Q1,,4.8
C,4,Z1,Q1,,4.4
C,4,Z1,Q2,Pogonarthria squarrosa ,3.2
C,4,Z1,Q2,Heteropogon contortus,3.8
C,4,Z1,Q2,Panicum maximum,3.7
C,4,Z1,Q2,,4.3
C,4,Z1,Q3,Eragrostis rigidior,2.7
C,4,Z1,Q3,Digitaria eriantha,4.8
C,4,Z1,Q3,,4.6
C,4,Z1,Q3,,4.7
C,4,Z1,Q4,Pogonarthria squarrosa ,2.9
C,4,Z1,Q4,Heteropogon contortus,3.8
C,4,Z1,Q4,,3.7
C,4,Z1,Q4,,3.6
C,4,Z1,Q5,Heteropogon contortus,4.2
C,4,Z1,Q5,Panicum maximum,6.4
C,4,Z1,Q5,Digitaria eriantha,7.1
C,4,Z1,Q5,,6.8
C,4,Z2,Q1,Heteropogon contortus,3
C,4,Z2,Q1,Aristida congesta C,3.1
C,4,Z2,Q1,,2.9
C,4,Z2,Q1,,2.8
C,4,Z2,Q2,Pogonarthria squarrosa ,8
C,4,Z2,Q2,Heteropogon contortus,7.1
C,4,Z2,Q2,Panicum maximum,6.6
C,4,Z2,Q2,Digitaria eriantha,5.8
C,4,Z2,Q2,Eragrostis gummiflua,
C,4,Z2,Q2,Eragrostis superba,
C,4,Z2,Q3,Heteropogon contortus,6.6
C,4,Z2,Q3,Digitaria eriantha,6.2
C,4,Z2,Q3,Eragrostis rigidior,6.3
C,4,Z2,Q3,Setaria incrassata,6.5
C,4,Z2,Q4,Pogonarthria squarrosa ,3.6
C,4,Z2,Q4,Heteropogon contortus,3.7
C,4,Z2,Q4,Panicum maximum,5.3
C,4,Z2,Q4,Aristida congesta B,4.5
C,4,Z2,Q5,Pogonarthria squarrosa ,6.6
C,4,Z2,Q5,Heteropogon contortus,5.8
C,4,Z2,Q5,,5
C,4,Z2,Q5,,5
C,4,Z3,Q1,Heteropogon contortus,5.4
C,4,Z3,Q1,Eragrostis gummiflua,5
C,4,Z3,Q1,Digitaria eriantha,4.8
C,4,Z3,Q1,Eragrostis rigidior,5
C,4,Z3,Q2,Heteropogon contortus,5.4
C,4,Z3,Q2,Eragrostis gummiflua,5.4
C,4,Z3,Q2,Pogonarthria squarrosa ,5.5
C,4,Z3,Q2,Panicum maximum,5.4
C,4,Z3,Q3,Heteropogon contortus,4
C,4,Z3,Q3,Melinis repens,7.8
C,4,Z3,Q3,Aristida adscensionis,4.7
C,4,Z3,Q4,Panicum maximum,2.3
C,4,Z3,Q4,Digitaria eriantha,2.7
C,4,Z3,Q4,Eragrostis gummiflua,2.8
C,4,Z3,Q4,,2.5
C,4,Z3,Q5,Heteropogon contortus,6.7
C,4,Z3,Q5,Panicum maximum,5.5
C,4,Z3,Q5,,5.4
C,4,Z3,Q5,,5.3
C,4,Z4,Q1,Hyperrhenia filipendula,22
C,4,Z4,Q1,Eragrostis gummiflua,19
C,4,Z4,Q1,Pogonarthria squarrosa ,14.3
C,4,Z4,Q1,Panicum maximum,14.1
C,4,Z4,Q1,Heteropogon contortus,
C,4,Z4,Q1,Aristida adscensionis,
C,4,Z4,Q1,Eragrostis superba,
C,4,Z4,Q2,Setaria incrassata,18.3
C,4,Z4,Q2,Hyperrhenia filipendula,20.9
