Site,Plot,Subplot,Quadrat,Spp_name,DPM Height
C,4,Z4,Q2,,30
C,4,Z4,Q2,,18.8
C,4,Z4,Q3,Eragrostis gummiflua,8.7
C,4,Z4,Q3,Heteropogon contortus,7.6
C,4,Z4,Q3,Aristida adscensionis,5.8
C,4,Z4,Q3,,5.4
C,4,Z4,Q4,Heteropogon contortus,1.7
C,4,Z4,Q4,Aristida adscensionis,1.4
C,4,Z4,Q4,,1.6
C,4,Z4,Q4,,2.1
C,4,Z4,Q5,Aristida adscensionis,3.9
C,4,Z4,Q5,Bracharia brizantha,2.9
C,4,Z4,Q5,Chloris virgata,2.9
C,4,Z4,Q5,,3.2
C,5,Z1,Q1,Eragrostis gummiflua,6.7
C,5,Z1,Q1,Digitaria eriantha,6
C,5,Z1,Q1,,5.5
C,5,Z1,Q1,,5.1
C,5,Z1,Q2,Digitaria eriantha,5
C,5,Z1,Q2,Heteropogon contortus,5.3
C,5,Z1,Q2,,5.2
C,5,Z1,Q2,,5
C,5,Z1,Q3,Pogonarthria squarrosa ,4.9
C,5,Z1,Q3,Heteropogon contortus,5.2
C,5,Z1,Q3,Digitaria eriantha,5.2
C,5,Z1,Q3,Eragrostis rigidior,4.2
C,5,Z1,Q4,Pogonarthria squarrosa ,9.8
C,5,Z1,Q4,Digitaria eriantha,8.4
C,5,Z1,Q4,,7.1
C,5,Z1,Q4,,7.5
C,5,Z1,Q5,Panicum maximum,12.5
C,5,Z1,Q5,Melinis repens,5.5
C,5,Z1,Q5,,8.4
C,5,Z1,Q5,,5.9
C,5,Z2,Q1,Heteropogon contortus,7.5
C,5,Z2,Q1,,7.4
C,5,Z2,Q1,,7.3
C,5,Z2,Q1,,7.1
C,5,Z2,Q2,Heteropogon contortus,2.3
C,5,Z2,Q2,Bracharia brizantha,1.9
C,5,Z2,Q2,,2.3
C,5,Z2,Q2,,2.6
C,5,Z2,Q3,Pogonarthria squarrosa ,5.6
C,5,Z2,Q3,Perotis patens,5.3
C,5,Z2,Q3,Digitaria eriantha,5.1
C,5,Z2,Q3,,5
C,5,Z2,Q4,Heteropogon contortus,5.6
C,5,Z2,Q4,Pogonarthria squarrosa ,6
C,5,Z2,Q4,Diheteropogon amplectens,6
C,5,Z2,Q4,Perotis patens,5.8
C,5,Z2,Q5,Panicum maximum,6.7
C,5,Z2,Q5,Digitaria eriantha,6.6
C,5,Z2,Q5,,6.5
C,5,Z2,Q5,,6.3
C,5,Z3,Q1,Eragrostis gummiflua,3.1
C,5,Z3,Q1,Panicum maximum,3.1
C,5,Z3,Q1,Heteropogon contortus,3.1
C,5,Z3,Q1,Aristida adscensionis,2.4
C,5,Z3,Q1,Digitaria eriantha,
C,5,Z3,Q2,Eragrostis gummiflua,5.9
C,5,Z3,Q2,Aristida adscensionis,5.5
C,5,Z3,Q2,Digitaria eriantha,5.2
C,5,Z3,Q2,Eragrostis viscosa,4.9
C,5,Z3,Q2,Bracharia brizantha,
C,5,Z3,Q2,Pogonarthria squarrosa ,
C,5,Z3,Q3,,0
C,5,Z3,Q4,Panicum maximum,8.8
C,5,Z3,Q4,Digitaria eriantha,5.4
C,5,Z3,Q4,,4.2
C,5,Z3,Q4,,5.7
C,5,Z3,Q5,Panicum maximum,4.2
C,5,Z3,Q5,,5.3
C,5,Z3,Q5,,7.7
C,5,Z3,Q5,,7.4
C,5,Z4,Q1,Eragrostis gummiflua,3.3
C,5,Z4,Q1,Pogonarthria squarrosa ,2.9
C,5,Z4,Q1,Eragrostis superba,3.5
C,5,Z4,Q1,,3.1
C,5,Z4,Q2,Digitaria eriantha,7.8
C,5,Z4,Q2,Heteropogon contortus,7.1
C,5,Z4,Q2,Eragrostis rigidior,6.6
C,5,Z4,Q2,,6.2
C,5,Z4,Q3,Eragrostis gummiflua,3.3
C,5,Z4,Q3,Digitaria eriantha,3.2
C,5,Z4,Q3,Heteropogon contortus,3.2
C,5,Z4,Q3,Bracharia brizantha,3.1
C,5,Z4,Q4,Panicum maximum,4
C,5,Z4,Q4,,4.7
C,5,Z4,Q4,,4.6
C,5,Z4,Q4,,5
C,5,Z4,Q5,Heteropogon contortus,6.6
C,5,Z4,Q5,Pogonarthria squarrosa ,4.8
C,5,Z4,Q5,Aristida adscensionis,3.8
C,5,Z4,Q5,Bracharia brizantha,4
D,1,Z1,Q1,Brachiaria nigropedata,1.8
D,1,Z1,Q1,Eragrostis rigidior,2.9
D,1,Z1,Q1,Heteropogon contortus,2.9
D,1,Z1,Q1,,2.7
D,1,Z1,Q2,,0
D,1,Z1,Q3,Eragrostis rigidior,6.8
D,1,Z1,Q3,Heteropogon contortus,6.6
D,1,Z1,Q3,,5.5
D,1,Z1,Q3,,5
D,1,Z1,Q4,Brachiaria nigropedata,2.6
D,1,Z1,Q4,Chloris virgata,2.6
D,1,Z1,Q4,,2.6
D,1,Z1,Q4,,2.6
D,1,Z1,Q5,Eragrostis rigidior,17.3
D,1,Z1,Q5,Sporobolus ioclados,12.7
D,1,Z1,Q5,,12.8
D,1,Z1,Q5,,12.3
D,1,Z2,Q1,Chloris virgata,7.5
D,1,Z2,Q1,Aristida adscensionis,5.8
D,1,Z2,Q1,,5.8
D,1,Z2,Q1,,6.6
D,1,Z2,Q2,Eragrostis rigidior,8
D,1,Z2,Q2,Sporobolus ioclados,11.5
D,1,Z2,Q2,,17.2
D,1,Z2,Q2,,15.6
D,1,Z2,Q3,Chloris virgata,6.2
D,1,Z2,Q3,Brachiaria nigropedata,5.8
D,1,Z2,Q3,,5.6
D,1,Z2,Q3,,5.8
D,1,Z2,Q4,Enteropogon macrostachyus,6.9
D,1,Z2,Q4,Aristida adscensionis,7
D,1,Z2,Q4,Digitaria eriantha,6.6
D,1,Z2,Q4,,6.5
D,1,Z2,Q5,Heteropogon contortus,3.2
D,1,Z2,Q5,Themeda triandra,8.9
D,1,Z2,Q5,,8.4
D,1,Z2,Q5,,8.5
D,1,Z3,Q1,Aristida diffusa,11.7
D,1,Z3,Q1,Chloris virgata,9
D,1,Z3,Q1,,11.4
D,1,Z3,Q1,,10.9
D,1,Z3,Q2,Aristida adscensionis,6.6
D,1,Z3,Q2,Panicum maximum,5.6
D,1,Z3,Q2,,5.6
D,1,Z3,Q2,,6.1
D,1,Z3,Q3,Heteropogon contortus,2.2
D,1,Z3,Q3,Aristida adscensionis,2.3
D,1,Z3,Q3,Digitaria eriantha,2.1
D,1,Z3,Q3,,3.3
D,1,Z3,Q4,,0
D,1,Z3,Q5,Aristida diffusa,2.3
D,1,Z3,Q5,Aristida adscensionis,2.3
D,1,Z3,Q5,,2.3
D,1,Z3,Q5,,2.3
D,1,Z4,Q1,Heteropogon contortus,3
D,1,Z4,Q1,Setaria pumila ,3
D,1,Z4,Q1,,3
D,1,Z4,Q1,,3
D,1,Z4,Q2,Enteropogon macrostachyus,9.9
D,1,Z4,Q2,Andropogon eucomus,10.5
D,1,Z4,Q2,Aristida adscensionis,11.1
D,1,Z4,Q2,,11.6
D,1,Z4,Q3,Andropogon eucomus,10
D,1,Z4,Q3,Heteropogon contortus,13.2
D,1,Z4,Q3,Eragrostis rigidior,11.8
D,1,Z4,Q3,,12.4
D,1,Z4,Q4,Chloris virgata,7.2
D,1,Z4,Q4,,7.5
D,1,Z4,Q4,,7.5
D,1,Z4,Q4,,5.4
D,1,Z4,Q5,Chloris virgata,4.6
D,1,Z4,Q5,Eragrostis rigidior,4.1
D,1,Z4,Q5,Brachiaria nigropedata,3.8
D,1,Z4,Q5,,3.8
D,2,Z1,Q1,Panicum maximum,3.2
D,2,Z1,Q1,,3.3
D,2,Z1,Q1,,3
D,2,Z1,Q1,,3
D,2,Z1,Q2,Andropogon eucomus,18.5
D,2,Z1,Q2,Enteropogon macrostachyus,17.5
D,2,Z1,Q2,,19.2
D,2,Z1,Q2,,15
D,2,Z1,Q3,Heteropogon contortus,8
D,2,Z1,Q3,Aristida adscensionis,6.4
D,2,Z1,Q3,Enteropogon macrostachyus,9.8
D,2,Z1,Q3,,10.3
D,2,Z1,Q4,Brachiaria nigropedata,3.4
D,2,Z1,Q4,Heteropogon contortus,5.5
D,2,Z1,Q4,Aristida adscensionis,6.1
D,2,Z1,Q4,Enteropogon macrostachyus,6.6
D,2,Z1,Q5,Eragrostis rigidior,11.7
D,2,Z1,Q5,Chloris virgata,6.5
D,2,Z1,Q5,Setaria incrassata,8.6
D,2,Z1,Q5,,8.7
D,2,Z2,Q1,Heteropogon contortus,5
D,2,Z2,Q1,Aristida adscensionis,5.1
D,2,Z2,Q1,Aristida diffusa,5.1
D,2,Z2,Q1,,5.7
D,2,Z2,Q2,Enteropogon macrostachyus,14.1
D,2,Z2,Q2,Aristida adscensionis,9.2
D,2,Z2,Q2,,9.2
D,2,Z2,Q2,,9.2
D,2,Z2,Q3,Panicum maximum,7.5
D,2,Z2,Q3,Brachiaria nigropedata,9.6
D,2,Z2,Q3,Eragrostis rigidior,11.4
D,2,Z2,Q3,Chloris virgata,8.9
D,2,Z2,Q4,Heteropogon contortus,20.4
D,2,Z2,Q4,Brachiaria nigropedata,15.5
D,2,Z2,Q4,,13.4
D,2,Z2,Q4,,13.2
D,2,Z2,Q5,Enteropogon macrostachyus,8.5
D,2,Z2,Q5,Brachiaria nigropedata,8.5
D,2,Z2,Q5,,6.6
D,2,Z2,Q5,,6.5
D,2,Z3,Q1,Heteropogon contortus,9.1
D,2,Z3,Q1,Andropogon eucomus,6.6
D,2,Z3,Q1,Aristida adscensionis,5.2
D,2,Z3,Q1,Eragrostis rigidior,5.2
D,2,Z3,Q1,Eragrostis gummiflua,
D,2,Z3,Q2,Heteropogon contortus,7.2
D,2,Z3,Q2,Andropogon eucomus,6.8
D,2,Z3,Q2,Eragrostis rigidior,6.8
D,2,Z3,Q2,,20.5
D,2,Z3,Q3,Andropogon eucomus,11.9
D,2,Z3,Q3,Setaria incrassata,17.2
D,2,Z3,Q3,,13.9
D,2,Z3,Q3,,12.9
D,2,Z3,Q4,Heteropogon contortus,7.5
D,2,Z3,Q4,Enteropogon macrostachyus,6
D,2,Z3,Q4,,5.9
D,2,Z3,Q4,,7.7
D,2,Z3,Q5,Heteropogon contortus,2.4
D,2,Z3,Q5,,2.4
D,2,Z3,Q5,,5.9
D,2,Z3,Q5,,4.9
D,2,Z4,Q1,Enteropogon macrostachyus,7.1
D,2,Z4,Q1,Panicum maximum,6.6
D,2,Z4,Q1,Heteropogon contortus,7.3
D,2,Z4,Q1,,8.4
D,2,Z4,Q2,Andropogon eucomus,17.8
D,2,Z4,Q2,Heteropogon contortus,16.8
D,2,Z4,Q2,Aristida adscensionis,17.4
D,2,Z4,Q2,,18.8
D,2,Z4,Q3,Heteropogon contortus,14.8
D,2,Z4,Q3,Aristida adscensionis,16.1
D,2,Z4,Q3,Chloris virgata,16.9
D,2,Z4,Q3,,16.8
D,2,Z4,Q4,Panicum maximum,21.3
D,2,Z4,Q4,Heteropogon contortus,18.3
D,2,Z4,Q4,,11.9
D,2,Z4,Q4,,12.8
D,2,Z4,Q5,Heteropogon contortus,20.4
D,2,Z4,Q5,Chloris virgata,17.1
D,2,Z4,Q5,,17.9
D,2,Z4,Q5,,16.2
D,3,Z1,Q1,Heteropogon contortus,33.5
D,3,Z1,Q1,Chloris virgata,33.6
D,3,Z1,Q1,Sporobolus ioclados,26.4
D,3,Z1,Q1,,24.4
D,3,Z1,Q2,Aristida adscensionis,14.9
D,3,Z1,Q2,,14.5
D,3,Z1,Q2,,14.5
D,3,Z1,Q2,,14.6
D,3,Z1,Q3,Heteropogon contortus,8.3
D,3,Z1,Q3,Setaria incrassata,7.3
D,3,Z1,Q3,,6
D,3,Z1,Q3,,6
D,3,Z1,Q4,Heteropogon contortus,3.7
D,3,Z1,Q4,Aristida adscensionis,3.6
D,3,Z1,Q4,Chloris virgata,3.8
D,3,Z1,Q4,Brachiaria nigropedata,3.8
D,3,Z1,Q4,Aristida diffusa,
D,3,Z1,Q5,Enteropogon macrostachyus,5
D,3,Z1,Q5,Heteropogon contortus,4.8
D,3,Z1,Q5,Setaria incrassata,8.1
D,3,Z1,Q5,,8.7
D,3,Z2,Q1,Andropogon eucomus,13.1
D,3,Z2,Q1,Heteropogon contortus,14.4
D,3,Z2,Q1,,11.9
D,3,Z2,Q1,,11.5
D,3,Z2,Q2,Heteropogon contortus,30.2
D,3,Z2,Q2,Enteropogon macrostachyus,21.3
D,3,Z2,Q2,,21.3
D,3,Z2,Q2,,20.4
D,3,Z2,Q3,Panicum maximum,6.1
D,3,Z2,Q3,,6.1
D,3,Z2,Q3,,6.1
D,3,Z2,Q3,,6.1
D,3,Z2,Q4,Enteropogon macrostachyus,5.5
D,3,Z2,Q4,Aristida adscensionis,5.9
D,3,Z2,Q4,Heteropogon contortus,5.6
D,3,Z2,Q4,Chloris virgata,4.8
D,3,Z2,Q5,Enteropogon macrostachyus,5.8
D,3,Z2,Q5,Aristida adscensionis,8.5
D,3,Z2,Q5,Heteropogon contortus,8.7
D,3,Z2,Q5,,8.3
D,3,Z3,Q1,Aristida diffusa,16.5
D,3,Z3,Q1,,16.4
D,3,Z3,Q1,,15.6
D,3,Z3,Q1,,15.7
D,3,Z3,Q2,Aristida diffusa,17.5
D,3,Z3,Q2,Heteropogon contortus,16.3
D,3,Z3,Q2,Aristida adscensionis,15.7
D,3,Z3,Q2,,15.6
D,3,Z3,Q3,Andropogon eucomus,7.5
D,3,Z3,Q3,Heteropogon contortus,5.5
D,3,Z3,Q3,Brachiaria nigropedata,10.6
D,3,Z3,Q3,Eragrostis gummiflua ,9.5
D,3,Z3,Q4,Enteropogon macrostachyus,11.7
D,3,Z3,Q4,Setaria pumila ,11
D,3,Z3,Q4,,10.7
D,3,Z3,Q4,,9.7
D,3,Z3,Q5,,0
D,3,Z4,Q1,Panicum maximum,7.8
D,3,Z4,Q1,Enteropogon macrostachyus,7.5
D,3,Z4,Q1,Aristida adscensionis,7.5
D,3,Z4,Q1,,9.1
D,3,Z4,Q2,Heteropogon contortus,1.9
D,3,Z4,Q2,Aristida adscensionis,4.4
D,3,Z4,Q2,Brachiaria nigropedata,4.8
D,3,Z4,Q2,,4.1
D,3,Z4,Q3,Themeda triandra,10
D,3,Z4,Q3,Heteropogon contortus,4.3
D,3,Z4,Q3,Andropogon eucomus,7.7
D,3,Z4,Q3,,7.7
D,3,Z4,Q4,Heteropogon contortus,8.3
D,3,Z4,Q4,Digitaria eriantha,7.6
D,3,Z4,Q4,,6.7
D,3,Z4,Q4,,7.3
D,3,Z4,Q5,,0
D,4,Z1,Q1,Enteropogon macrostachyus,12.5
D,4,Z1,Q1,Heteropogon contortus,11.2
D,4,Z1,Q1,,11
D,4,Z1,Q1,,10
D,4,Z1,Q2,Sporobolus ioclados,2.5
D,4,Z1,Q2,Setaria incrassata,5.2
D,4,Z1,Q2,Heteropogon contortus,6.3
D,4,Z1,Q2,Brachiaria nigropedata,5.9
D,4,Z1,Q2,Melinis repens,
D,4,Z1,Q3,Enteropogon macrostachyus,2.6
D,4,Z1,Q3,Sporobolus ioclados,2.6
D,4,Z1,Q3,Heteropogon contortus,2.6
D,4,Z1,Q3,Aristida adscensionis,5.1
D,4,Z1,Q4,Enteropogon macrostachyus,2.4
D,4,Z1,Q4,Heteropogon contortus,2
D,4,Z1,Q4,,5.1
D,4,Z1,Q4,,4.2
D,4,Z1,Q5,Themeda triandra ,11.9
D,4,Z1,Q5,Aristida adscensionis,11.1
D,4,Z1,Q5,Enteropogon macrostachyus,10.7
D,4,Z1,Q5,Melinis repens,10.2
D,4,Z1,Q5,Eragrostis gummiflua ,
D,4,Z2,Q1,Enteropogon macrostachyus,7
D,4,Z2,Q1,Aristida adscensionis,7.5
D,4,Z2,Q1,,7.7
D,4,Z2,Q1,,7.8
D,4,Z2,Q2,Enteropogon macrostachyus,3.8
D,4,Z2,Q2,Aristida adscensionis,4.4
D,4,Z2,Q2,Heteropogon contortus,4.2
D,4,Z2,Q2,,4.6
D,4,Z2,Q3,Enteropogon macrostachyus,8.2
D,4,Z2,Q3,Digitaria eriantha,8.2
D,4,Z2,Q3,Setaria incrassata,6.7
D,4,Z2,Q3,Sporobolus ioclados,6
D,4,Z2,Q4,Heteropogon contortus,9.5
D,4,Z2,Q4,Aristida diffusa ,8.8
D,4,Z2,Q4,,8.6
D,4,Z2,Q4,,8.4
D,4,Z2,Q5,Heteropogon contortus,5.6
D,4,Z2,Q5,Sporobolus ioclados,7
D,4,Z2,Q5,Aristida diffusa ,6.8
D,4,Z2,Q5,Eragrostis rigidior,6.4
D,4,Z2,Q5,Andropogon eucomus,
D,4,Z3,Q1,Heteropogon contortus,10.5
D,4,Z3,Q1,Setaria incrassata,8.1
D,4,Z3,Q1,Andropogon eucomus,8.1
D,4,Z3,Q1,,7.8
D,4,Z3,Q2,Enteropogon macrostachyus,11.5
D,4,Z3,Q2,Heteropogon contortus,11.5
D,4,Z3,Q2,Andropogon eucomus,13.8
D,4,Z3,Q2,,14.9
D,4,Z3,Q3,Enteropogon macrostachyus,11.9
D,4,Z3,Q3,Eragrostis superba,18.5
D,4,Z3,Q3,Aristida adscensionis,17.7
D,4,Z3,Q3,,18.4
D,4,Z3,Q4,Heteropogon contortus,4.6
D,4,Z3,Q4,Aristida adscensionis,3.2
D,4,Z3,Q4,Pogonarthria squarrosa ,3.6
D,4,Z3,Q4,,4
D,4,Z3,Q5,Digitaria eriantha,11.7
D,4,Z3,Q5,Enteropogon macrostachyus,12.9
D,4,Z3,Q5,Panicum maximum,13
D,4,Z3,Q5,Aristida adscensionis,14.1
D,4,Z3,Q5,Heteropogon contortus,
D,4,Z4,Q1,Pogonarthria squarrosa ,11.4
D,4,Z4,Q1,Digitaria eriantha,10
D,4,Z4,Q1,Heteropogon contortus,10.6
D,4,Z4,Q1,Sporobolus ioclados,10.1
D,4,Z4,Q2,Heteropogon contortus,23
D,4,Z4,Q2,Eragrostis superba,28.2
D,4,Z4,Q2,Eragrostis gummiflua,29.2
D,4,Z4,Q2,Enteropogon macrostachyus,29
D,4,Z4,Q3,Enteropogon macrostachyus,6.2
D,4,Z4,Q3,Heteropogon contortus,6.2
D,4,Z4,Q3,Sporobolus ioclados,6.2
D,4,Z4,Q3,Brachiaria nigropedata,6
D,4,Z4,Q4,Heteropogon contortus,6.8
D,4,Z4,Q4,Enteropogon macrostachyus,6.6
D,4,Z4,Q4,Sporobolus ioclados,4.9
D,4,Z4,Q4,Aristida diffusa,5.3
D,4,Z4,Q5,Themeda triandra ,7.5
D,4,Z4,Q5,Heteropogon contortus,7.4
D,4,Z4,Q5,,8.9
D,4,Z4,Q5,,9.8
D,5,Z1,Q1,Andropogon eucomus,17.2
D,5,Z1,Q1,Enteropogon macrostachyus,16.6
D,5,Z1,Q1,Heteropogon contortus,16.7
D,5,Z1,Q1,,16
D,5,Z1,Q2,Aristida diffusa,10
D,5,Z1,Q2,Heteropogon contortus,9.3
D,5,Z1,Q2,,10.9
D,5,Z1,Q2,,10.7
D,5,Z1,Q3,Enteropogon macrostachyus,16
D,5,Z1,Q3,Hyperrhenia hirta,15.2
D,5,Z1,Q3,,13.4
D,5,Z1,Q3,,17.2
D,5,Z1,Q4,Enteropogon macrostachyus,9.5
D,5,Z1,Q4,Heteropogon contortus,13.8
D,5,Z1,Q4,,14.5
D,5,Z1,Q4,,17.8
D,5,Z1,Q5,Enteropogon macrostachyus,13.3
D,5,Z1,Q5,Heteropogon contortus,13.9
D,5,Z1,Q5,Setaria incrassata,17.1
D,5,Z1,Q5,,17.3
D,5,Z2,Q1,Heteropogon contortus,7.7
D,5,Z2,Q1,Aristida congesta B,7.6
D,5,Z2,Q1,Eragrostis rigidior,7.8
D,5,Z2,Q1,Eragrostis gummiflua,7.8
D,5,Z2,Q2,Aristida diffusa ,4.5
D,5,Z2,Q2,Enteropogon macrostachyus,4.2
D,5,Z2,Q2,Heteropogon contortus,4.6
D,5,Z2,Q2,Brachiaria nigropedata,4.9
D,5,Z2,Q3,Enteropogon macrostachyus,2.9
D,5,Z2,Q3,Brachiaria nigropedata,2.7
D,5,Z2,Q3,Sporobolus ioclados,2.7
D,5,Z2,Q3,Aristida diffusa,2.7
D,5,Z2,Q3,Perotis patens,
D,5,Z2,Q4,Brachiaria nigropedata,6.5
D,5,Z2,Q4,Enteropogon macrostachyus,6.4
D,5,Z2,Q4,Aristida diffusa,7.5
D,5,Z2,Q4,Aristida adscensionis,7.9
D,5,Z2,Q5,Brachiaria nigropedata,8.2
D,5,Z2,Q5,Eragrostis rigidior,7.7
D,5,Z2,Q5,,7.3
D,5,Z2,Q5,,6
D,5,Z3,Q1,Heteropogon contortus,5.7
D,5,Z3,Q1,Enteropogon macrostachyus,6.8
D,5,Z3,Q1,Sporobolus ioclados,7.4
D,5,Z3,Q1,Aristida adscensionis,7.7
D,5,Z3,Q1,Themeda triandra,
D,5,Z3,Q2,Heteropogon contortus,1.8
D,5,Z3,Q2,Aristida diffusa,1.8
D,5,Z3,Q2,,1.8
D,5,Z3,Q2,,1.8
D,5,Z3,Q3,Cymbopogon excavatus,8.1
D,5,Z3,Q3,Cynodon dactylon,9.6
D,5,Z3,Q3,,10
D,5,Z3,Q3,,11.4
D,5,Z3,Q4,Enteropogon macrostachyus,7
D,5,Z3,Q4,Heteropogon contortus,9.9
D,5,Z3,Q4,Hyperrhenia hirta,10.9
D,5,Z3,Q4,,11.4
D,5,Z3,Q5,Enteropogon macrostachyus,6.3
D,5,Z3,Q5,Eragrostis rigidior,7.4
D,5,Z3,Q5,Heteropogon contortus,8
D,5,Z3,Q5,,8.8
D,5,Z4,Q1,Sporobolus ioclados,1.5
D,5,Z4,Q1,Aristida diffusa,1.5
D,5,Z4,Q1,Cymbopogon excavatus,6
D,5,Z4,Q1,,6
D,5,Z4,Q2,Aristida diffusa,11
D,5,Z4,Q2,Heteropogon contortus,11.4
D,5,Z4,Q2,Panicum maximum,10.9
D,5,Z4,Q2,,11
D,5,Z4,Q3,Cymbopogon excavatus,11.6
D,5,Z4,Q3,,11.6
D,5,Z4,Q3,,17.8
D,5,Z4,Q3,,20
D,5,Z4,Q4,Enteropogon macrostachyus,14
D,5,Z4,Q4,Eragrostis gummiflua,14.6
D,5,Z4,Q4,Aristida diffusa,10.5
D,5,Z4,Q4,,12
D,5,Z4,Q5,Heteropogon contortus,10.3
D,5,Z4,Q5,Enteropogon macrostachyus,9.7
D,5,Z4,Q5,Eragrostis cylindriflora,9.1
D,5,Z4,Q5,,8.4
E,1,Z1,Q1,Heteropogon contortus,3.9
E,1,Z1,Q1,Aristida adscensionis,4.2
E,1,Z1,Q1,,9.5
E,1,Z1,Q1,,7.8
E,1,Z1,Q2,Heteropogon contortus,22
E,1,Z1,Q2,Brachiaria nigropedata,17
E,1,Z1,Q2,,14.3
E,1,Z1,Q2,,13.6
E,1,Z1,Q3,Brachiaria nigropedata,6.6
E,1,Z1,Q3,Heteropogon contortus,5.8
E,1,Z1,Q3,Eragrostis superba,6.2
E,1,Z1,Q3,Eragrostis gummiflua,6.2
E,1,Z1,Q4,Heteropogon contortus,3.2
E,1,Z1,Q4,Panicum maximum,3.2
E,1,Z1,Q4,,3.2
E,1,Z1,Q4,,3.2
E,1,Z1,Q5,Brachiaria nigropedata,2.5
E,1,Z1,Q5,Aristida adscensionis,3.9
E,1,Z1,Q5,Eragrostis gummiflua,3.6
E,1,Z1,Q5,Heteropogon contortus,3.9
E,1,Z1,Q5,Eragrostis rigidior,
E,1,Z2,Q1,Panicum maximum,10.3
E,1,Z2,Q1,Eragrostis gummiflua,10.1
E,1,Z2,Q1,Aristida adscensionis,9.5
E,1,Z2,Q1,Pogonarthria squarrosa ,9
E,1,Z2,Q2,Digitaria eriantha,10.2
E,1,Z2,Q2,Eragrostis rigidior,12.4
E,1,Z2,Q2,,19.2
E,1,Z2,Q2,,18.7
E,1,Z2,Q3,Digitaria eriantha,11.2
E,1,Z2,Q3,Heteropogon contortus,10.4
E,1,Z2,Q3,,10.7
E,1,Z2,Q3,,9.9
E,1,Z2,Q4,Andropogon eucomus,8.6
E,1,Z2,Q4,Aristida adscensionis,9.2
E,1,Z2,Q4,Pogonarthria squarrosa ,10.2
E,1,Z2,Q4,,10.5
E,1,Z2,Q5,Digitaria eriantha,2.5
E,1,Z2,Q5,,4.1
E,1,Z2,Q5,,4.6
E,1,Z2,Q5,,4.8
E,1,Z3,Q1,Panicum maximum,6.7
E,1,Z3,Q1,,10.6
E,1,Z3,Q1,,9.9
E,1,Z3,Q1,,9.1
E,1,Z3,Q2,Panicum maximum,3.2
E,1,Z3,Q2,Heteropogon contortus,9.7
E,1,Z3,Q2,Eragrostis rigidior,9
E,1,Z3,Q2,,7.6
E,1,Z3,Q3,Digitaria eriantha,8.9
E,1,Z3,Q3,Eragrostis rigidior,12.6
E,1,Z3,Q3,Brachiaria nigropedata,12.7
E,1,Z3,Q3,,11.1
E,1,Z3,Q4,Heteropogon contortus,13.5
E,1,Z3,Q4,Digitaria eriantha,12
E,1,Z3,Q4,Eragrostis gummiflua,11.1
E,1,Z3,Q4,Aristida adscensionis,10.7
E,1,Z3,Q5,Brachiaria nigropedata,2.1
E,1,Z3,Q5,Aristida adscensionis,5.6
E,1,Z3,Q5,Enteropogon macrostachyus,5.7
E,1,Z3,Q5,,0
E,1,Z4,Q1,Digitaria eriantha,6.2
E,1,Z4,Q1,,4.9
E,1,Z4,Q1,,5.1
E,1,Z4,Q1,,8.3
E,1,Z4,Q2,Digitaria eriantha,6.8
E,1,Z4,Q2,Aristida adscensionis,5.7
E,1,Z4,Q2,Pogonarthria squarrosa ,3.9
E,1,Z4,Q2,Chloris virgata,3.8
E,1,Z4,Q3,Digitaria eriantha,11.9
E,1,Z4,Q3,Aristida adscensionis,14.2
E,1,Z4,Q3,,12.1
E,1,Z4,Q3,,12
E,1,Z4,Q4,Digitaria eriantha,10.9
E,1,Z4,Q4,Eragrostis gummiflua,6
E,1,Z4,Q4,Andropogon eucomus,12.4
E,1,Z4,Q4,Eragrostis superba,11.5
E,1,Z4,Q5,Digitaria eriantha,7.3
E,1,Z4,Q5,Panicum maximum,17.7
E,1,Z4,Q5,,18
E,1,Z4,Q5,,16.5
E,1,Z4,Q5,,
E,2,Z1,Q1,Panicum maximum,8.3
E,2,Z1,Q1,,8.7
E,2,Z1,Q1,,8.1
E,2,Z1,Q1,,8.1
E,2,Z1,Q2,Heteropogon contortus,4.1
E,2,Z1,Q2,Enteropogon macrostachyus,3.4
E,2,Z1,Q2,,3.4
E,2,Z1,Q2,,5.1
E,2,Z1,Q3,Urochloa mosambicensis,5.6
E,2,Z1,Q3,Eragrostis gummiflua,4.6
E,2,Z1,Q3,Aristida adscensionis,0
E,2,Z1,Q3,,7.3
E,2,Z1,Q4,,0
E,2,Z1,Q5,Panicum maximum,4.7
E,2,Z1,Q5,Heteropogon contortus,4.6
E,2,Z1,Q5,Enteropogon macrostachyus,4.4
E,2,Z1,Q5,,4.7
E,2,Z2,Q1,Urochloa mosambicensis,11.3
E,2,Z2,Q1,Enteropogon macrostachyus,11.1
E,2,Z2,Q1,Eragrostis gummiflua,10.9
E,2,Z2,Q1,Heteropogon contortus,10.7
E,2,Z2,Q2,Enteropogon macrostachyus,11.3
E,2,Z2,Q2,Eragrostis gummiflua,12.9
E,2,Z2,Q2,Eragrostis rigidior,12.5
E,2,Z2,Q2,,12.7
E,2,Z2,Q3,Heteropogon contortus,10.9
E,2,Z2,Q3,Enteropogon macrostachyus,10.7
E,2,Z2,Q3,,11.3
E,2,Z2,Q3,,12.7
E,2,Z2,Q4,Enteropogon macrostachyus,12.3
E,2,Z2,Q4,Panicum maximum,11.9
E,2,Z2,Q4,Aristida adscensionis,11.4
E,2,Z2,Q4,,11.2
E,2,Z2,Q5,Heteropogon contortus,10.8
