Site,Plot,Subplot,Spp_name,Max_Height,Seedlings,Saplings,Trees
C,3,Z3,Vachellia nilotica,0.1,0.1,NA,NA
C,3,Z3,Vachellia nilotica,0.1,0.1,NA,NA
C,3,Z3,Terminalia sericea,0.5,0.5,NA,NA
C,3,Z3,Terminalia sericea,0.5,0.5,NA,NA
C,3,Z3,Terminalia sericea,0.5,0.5,NA,NA
C,3,Z3,Terminalia sericea,0.5,0.5,NA,NA
C,3,Z3,Terminalia sericea,0.5,0.5,NA,NA
C,3,Z3,Terminalia sericea,0.5,0.5,NA,NA
C,3,Z3,Vachellia nilotica,0.1,0.1,NA,NA
C,3,Z3,Combretum hereroense,0.7,NA,0.7,NA
C,3,Z3,Vachellia nilotica,0.1,0.1,NA,NA
C,3,Z3,Vachellia nilotica,0.4,0.4,NA,NA
C,3,Z3,Vachellia nilotica,0.4,0.4,NA,NA
C,3,Z3,Dichrostachys cinerea,0.25,0.25,NA,NA
C,3,Z3,Vachellia nilotica,0.25,0.25,NA,NA
C,3,Z3,Vachellia karroo,0.3,0.3,NA,NA
C,3,Z3,Vachellia nilotica,0.2,0.2,NA,NA
C,3,Z3,Grewia monticola,0.6,NA,0.6,NA
C,3,Z3,Vachellia nilotica,0.45,0.45,NA,NA
C,3,Z3,Terminalia sericea,0.25,0.25,NA,NA
C,3,Z3,Vachellia nilotica,0.25,0.25,NA,NA
C,3,Z3,Vachellia nilotica,0.3,0.3,NA,NA
C,3,Z3,Ziziphus mucronata,0.45,0.45,NA,NA
C,3,Z3,Ziziphus mucronata,0.6,NA,0.6,NA
C,3,Z3,Combretum hereroense,0.3,0.3,NA,NA
C,3,Z3,Terminalia sericea,0.5,0.5,NA,NA
C,3,Z3,Terminalia sericea,0.5,0.5,NA,NA
C,3,Z3,Terminalia sericea,0.5,0.5,NA,NA
C,3,Z3,Terminalia sericea,0.5,0.5,NA,NA
C,3,Z3,Terminalia sericea,0.5,0.5,NA,NA
C,3,Z3,Terminalia sericea,0.5,0.5,NA,NA
C,3,Z3,Combretum hereroense,0.7,NA,0.7,NA
C,3,Z3,Vachellia nilotica,0.4,0.4,NA,NA
C,3,Z3,Vachellia nilotica,0.15,0.15,NA,NA
C,3,Z3,Vachellia nilotica,0.15,0.15,NA,NA
C,3,Z3,Vachellia nilotica,0.15,0.15,NA,NA
C,3,Z3,Vachellia nilotica,0.4,0.4,NA,NA
C,3,Z3,Vachellia nilotica,0.4,0.4,NA,NA
C,3,Z3,Vachellia nilotica,0.4,0.4,NA,NA
C,3,Z3,Vachellia nilotica,0.45,0.45,NA,NA
C,3,Z3,Albizia harveyi,0.5,0.5,NA,NA
C,3,Z3,Dovyalis caffra,0.2,0.2,NA,NA
C,3,Z3,Albizia harveyi,0.3,0.3,NA,NA
C,3,Z3,Vachellia nilotica,0.45,0.45,NA,NA
C,3,Z3,Vachellia nilotica,0.45,0.45,NA,NA
C,3,Z3,Vachellia nilotica,0.45,0.45,NA,NA
C,3,Z3,Vachellia nilotica,0.45,0.45,NA,NA
C,3,Z3,Combretum hereroense,0.1,0.1,NA,NA
C,3,Z3,Combretum hereroense,0.1,0.1,NA,NA
C,3,Z3,Terminalia sericea,0.6,NA,0.6,NA
C,3,Z3,Terminalia sericea,0.6,NA,0.6,NA
C,3,Z3,Terminalia sericea,0.6,NA,0.6,NA
C,3,Z3,Terminalia sericea,0.6,NA,0.6,NA
C,3,Z3,Terminalia sericea,0.6,NA,0.6,NA
C,3,Z3,Terminalia sericea,0.6,NA,0.6,NA
C,3,Z3,Terminalia sericea,0.6,NA,0.6,NA
C,3,Z3,Terminalia sericea,0.6,NA,0.6,NA
C,3,Z3,Terminalia sericea,0.6,NA,0.6,NA
C,3,Z3,Terminalia sericea,0.6,NA,0.6,NA
C,3,Z3,Terminalia sericea,0.6,NA,0.6,NA
C,3,Z3,Terminalia sericea,0.6,NA,0.6,NA
C,3,Z3,Terminalia sericea,0.6,NA,0.6,NA
C,3,Z3,Terminalia sericea,0.6,NA,0.6,NA
C,3,Z3,Terminalia sericea,0.6,NA,0.6,NA
C,3,Z3,Terminalia sericea,0.6,NA,0.6,NA
C,3,Z3,Terminalia sericea,0.6,NA,0.6,NA
C,3,Z3,Terminalia sericea,0.6,NA,0.6,NA
C,3,Z3,Combretum apiculatum,0.6,NA,0.6,NA
C,3,Z3,Terminalia sericea,0.25,0.25,NA,NA
C,3,Z3,Terminalia sericea,0.25,0.25,NA,NA
C,3,Z3,Terminalia sericea,0.25,0.25,NA,NA
C,3,Z3,Terminalia sericea,0.25,0.25,NA,NA
C,3,Z3,Terminalia sericea,0.25,0.25,NA,NA
C,3,Z3,Terminalia sericea,0.25,0.25,NA,NA
C,3,Z3,Terminalia sericea,0.25,0.25,NA,NA
C,3,Z3,Terminalia sericea,0.25,0.25,NA,NA
C,3,Z3,Terminalia sericea,0.25,0.25,NA,NA
C,3,Z3,Terminalia sericea,0.25,0.25,NA,NA
C,3,Z3,Terminalia sericea,0.25,0.25,NA,NA
C,3,Z3,Grewia decomovulata,0.4,0.4,NA,NA
C,3,Z3,Grewia decomovulata,0.4,0.4,NA,NA
C,3,Z3,Dichrostachys cinerea,0.25,0.25,NA,NA
C,3,Z3,Dichrostachys cinerea,0.25,0.25,NA,NA
C,3,Z3,Dichrostachys cinerea,0.25,0.25,NA,NA
C,3,Z3,Dichrostachys cinerea,0.25,0.25,NA,NA
C,3,Z3,Dichrostachys cinerea,0.25,0.25,NA,NA
C,3,Z3,Terminalia sericea,0.35,0.35,NA,NA
C,3,Z3,Terminalia sericea,0.35,0.35,NA,NA
C,3,Z3,Terminalia sericea,0.35,0.35,NA,NA
C,3,Z3,Terminalia sericea,0.35,0.35,NA,NA
C,3,Z3,Terminalia sericea,0.35,0.35,NA,NA
C,3,Z3,Albizia harveyi,0.3,0.3,NA,NA
C,3,Z3,Terminalia sericea,0.3,0.3,NA,NA
C,3,Z3,Terminalia sericea,0.3,0.3,NA,NA
C,3,Z3,Terminalia sericea,0.3,0.3,NA,NA
C,3,Z3,Terminalia sericea,0.3,0.3,NA,NA
C,3,Z3,Terminalia sericea,0.3,0.3,NA,NA
C,3,Z3,Terminalia sericea,0.3,0.3,NA,NA
C,3,Z3,Terminalia sericea,0.3,0.3,NA,NA
C,3,Z3,Terminalia sericea,0.3,0.3,NA,NA
C,3,Z3,Vachellia nilotica,0.15,0.15,NA,NA
C,3,Z3,Vachellia nilotica,0.15,0.15,NA,NA
C,3,Z3,Vachellia nilotica,0.15,0.15,NA,NA
C,3,Z3,Vachellia nilotica,0.4,0.4,NA,NA
C,3,Z3,Vachellia nilotica,0.4,0.4,NA,NA
C,3,Z3,Dichrostachys cinerea,0.1,0.1,NA,NA
C,3,Z3,Peltophorum africanum,0.1,0.1,NA,NA
C,3,Z3,Terminalia sericea,0.3,0.3,NA,NA
C,3,Z3,Terminalia sericea,0.3,0.3,NA,NA
C,3,Z3,Terminalia sericea,0.3,0.3,NA,NA
C,3,Z3,Terminalia sericea,0.3,0.3,NA,NA
C,3,Z3,Terminalia sericea,0.3,0.3,NA,NA
C,3,Z3,Terminalia sericea,0.3,0.3,NA,NA
C,3,Z3,Terminalia sericea,0.3,0.3,NA,NA
C,3,Z3,Terminalia sericea,0.3,0.3,NA,NA
C,3,Z3,Albizia harveyi,0.35,0.35,NA,NA
C,3,Z3,Ziziphus mucronata,0.3,0.3,NA,NA
C,3,Z3,Ziziphus mucronata,0.4,0.4,NA,NA
C,3,Z3,Albizia harveyi,0.3,0.3,NA,NA
C,3,Z3,Vachellia nilotica,0.1,0.1,NA,NA
C,3,Z3,Vachellia nilotica,0.1,0.1,NA,NA
C,3,Z3,Vachellia nilotica,0.1,0.1,NA,NA
C,3,Z3,Vachellia nilotica,0.1,0.1,NA,NA
C,3,Z3,Vachellia nilotica,0.1,0.1,NA,NA
C,3,Z3,Vachellia nilotica,0.1,0.1,NA,NA
C,3,Z3,Vachellia nilotica,0.1,0.1,NA,NA
C,3,Z3,Vachellia nilotica,0.1,0.1,NA,NA
C,3,Z3,Vachellia nilotica,0.1,0.1,NA,NA
C,3,Z3,Vachellia nilotica,0.1,0.1,NA,NA
C,3,Z3,Albizia harveyi,0.55,NA,0.55,NA
C,3,Z3,Albizia harveyi,0.55,NA,0.55,NA
C,3,Z3,Albizia harveyi,0.55,NA,0.55,NA
C,3,Z3,Terminalia sericea,0.7,NA,0.7,NA
C,3,Z3,Terminalia sericea,0.7,NA,0.7,NA
C,3,Z3,Terminalia sericea,0.7,NA,0.7,NA
C,3,Z3,Terminalia sericea,0.7,NA,0.7,NA
C,3,Z3,Dichrostachys cinerea,0.15,0.15,NA,NA
C,3,Z3,Albizia harveyi,0.15,0.15,NA,NA
C,3,Z3,Vachellia nilotica,0.3,0.3,NA,NA
C,3,Z3,Vachellia nilotica,0.3,0.3,NA,NA
C,3,Z3,Peltophorum africanum,0.15,0.15,NA,NA
C,3,Z3,Vachellia nilotica,0.3,0.3,NA,NA
C,3,Z3,Vachellia nilotica,0.4,0.4,NA,NA
C,3,Z3,Vachellia nilotica,0.25,0.25,NA,NA
C,3,Z3,Combretum apiculatum,0.35,0.35,NA,NA
C,3,Z3,Combretum apiculatum,0.25,0.25,NA,NA
C,3,Z3,Piliostigma thonningii,0.6,NA,0.6,NA
C,3,Z3,Vachellia nilotica,0.35,0.35,NA,NA
C,3,Z3,Vachellia nilotica,0.35,0.35,NA,NA
C,3,Z3,Peltophorum africanum,0.45,0.45,NA,NA
C,3,Z3,Grewia decomovulata,0.3,0.3,NA,NA
C,3,Z3,Combretum hereroense,0.55,NA,0.55,NA
C,3,Z3,Dichrostachys cinerea,0.2,0.2,NA,NA
C,3,Z3,Dichrostachys cinerea,0.2,0.2,NA,NA
C,3,Z3,Dichrostachys cinerea,0.2,0.2,NA,NA
C,3,Z3,Dichrostachys cinerea,0.2,0.2,NA,NA
C,3,Z3,Dichrostachys cinerea,0.2,0.2,NA,NA
C,3,Z3,Dichrostachys cinerea,0.2,0.2,NA,NA
C,3,Z3,Dichrostachys cinerea,0.2,0.2,NA,NA
C,3,Z3,Dichrostachys cinerea,0.2,0.2,NA,NA
C,3,Z3,Dichrostachys cinerea,0.2,0.2,NA,NA
C,3,Z3,Dichrostachys cinerea,0.2,0.2,NA,NA
C,3,Z3,Grewia monticola,0.3,0.3,NA,NA
C,3,Z3,Grewia monticola,0.3,0.3,NA,NA
C,3,Z3,Grewia monticola,0.3,0.3,NA,NA
C,3,Z3,Albizia harveyi,0.4,0.4,NA,NA
C,3,Z3,Albizia harveyi,0.4,0.4,NA,NA
C,3,Z3,Albizia harveyi,0.4,0.4,NA,NA
C,3,Z3,Vachellia nilotica,0.25,0.25,NA,NA
C,3,Z3,Vachellia nilotica,0.25,0.25,NA,NA
C,3,Z3,Vachellia nilotica,0.25,0.25,NA,NA
C,3,Z3,Vachellia nilotica,0.25,0.25,NA,NA
C,3,Z3,Vachellia nilotica,0.25,0.25,NA,NA
C,3,Z4,Dichrostachys cinerea,2,NA,NA,2
C,3,Z4,Dichrostachys cinerea,2,NA,NA,2
C,3,Z4,Dichrostachys cinerea,2,NA,NA,2
C,3,Z4,Dichrostachys cinerea,2,NA,NA,2
C,3,Z4,Dichrostachys cinerea,1,NA,1,NA
C,3,Z4,Vachellia karroo,4.2,NA,NA,4.2
C,3,Z4,Gymnosporia senegalensis,2.6,NA,NA,2.6
C,3,Z4,Peltophorum africanum,4,NA,NA,4
C,3,Z4,Peltophorum africanum,2.2,NA,NA,2.2
C,3,Z4,Vachellia karroo,4,NA,NA,4
C,3,Z4,Combretum hereroense,2.2,NA,NA,2.2
C,3,Z4,Terminalia sericea,1.2,NA,1.2,NA
C,3,Z4,Combretum hereroense,3,NA,NA,3
C,3,Z4,Dichrostachys cinerea,1.2,NA,1.2,NA
C,3,Z4,Dichrostachys cinerea,1.2,NA,1.2,NA
C,3,Z4,Dichrostachys cinerea,1.2,NA,1.2,NA
C,3,Z4,Dichrostachys cinerea,1.2,NA,1.2,NA
C,3,Z4,Dichrostachys cinerea,1.2,NA,1.2,NA
C,3,Z4,Dichrostachys cinerea,1.2,NA,1.2,NA
C,3,Z4,Dichrostachys cinerea,1.2,NA,1.2,NA
C,3,Z4,Vachellia nilotica,2,NA,NA,2
C,3,Z4,Vachellia nilotica,2,NA,NA,2
C,3,Z4,Vachellia nilotica,2,NA,NA,2
C,3,Z4,Vachellia nilotica,2,NA,NA,2
C,3,Z4,Terminalia sericea,1,NA,1,NA
C,3,Z4,Terminalia sericea,6.5,NA,NA,6.5
C,3,Z4,Terminalia sericea,6.5,NA,NA,6.5
C,3,Z4,Terminalia sericea,3.2,NA,NA,3.2
C,3,Z4,Vachellia karroo,3.2,NA,NA,3.2
C,3,Z4,Peltophorum africanum,2.4,NA,NA,2.4
C,3,Z4,Peltophorum africanum,2.4,NA,NA,2.4
C,3,Z4,Senegalia rehmanniana,1,NA,1,NA
C,3,Z4,Albizia harveyi,1,NA,1,NA
C,3,Z4,Vachellia nilotica,2,NA,NA,2
C,3,Z4,Combretum hereroense,2,NA,NA,2
C,3,Z4,Combretum hereroense,2,NA,NA,2
C,3,Z4,Combretum hereroense,2,NA,NA,2
C,3,Z4,Combretum hereroense,3.2,NA,NA,3.2
C,3,Z4,Peltophorum africanum,1.2,NA,1.2,NA
C,3,Z4,Vachellia nilotica,1.8,NA,NA,1.8
C,3,Z4,Terminalia sericea,2.8,NA,NA,2.8
C,3,Z4,Terminalia sericea,2.1,NA,NA,2.1
C,3,Z4,Combretum hereroense,5,NA,NA,5
C,3,Z4,Peltophorum africanum,2.5,NA,NA,2.5
C,3,Z4,Dichrostachys cinerea,1,NA,1,NA
C,3,Z4,Dichrostachys cinerea,1,NA,1,NA
C,3,Z4,Terminalia sericea,1.3,NA,1.3,NA
C,3,Z4,Terminalia sericea,2.5,NA,NA,2.5
C,3,Z4,Terminalia sericea,6,NA,NA,6
C,3,Z4,Terminalia sericea,6,NA,NA,6
C,3,Z4,Vachellia nilotica,2.8,NA,NA,2.8
C,3,Z4,Vachellia karroo,2,NA,NA,2
C,3,Z4,Vachellia nilotica,2,NA,NA,2
C,3,Z4,Dichrostachys cinerea,1.8,NA,NA,1.8
C,3,Z4,Dichrostachys cinerea,1.8,NA,NA,1.8
C,3,Z4,Dichrostachys cinerea,1.8,NA,NA,1.8
C,3,Z4,Dichrostachys cinerea,1.8,NA,NA,1.8
C,3,Z4,Dichrostachys cinerea,1.8,NA,NA,1.8
C,3,Z4,Dichrostachys cinerea,1.8,NA,NA,1.8
C,3,Z4,Dichrostachys cinerea,1.8,NA,NA,1.8
C,3,Z4,Dichrostachys cinerea,1.8,NA,NA,1.8
C,3,Z4,Vachellia karroo,3.2,NA,NA,3.2
C,3,Z4,Vachellia karroo,2,NA,NA,2
C,3,Z4,Ziziphus mucronata,1.6,NA,NA,1.6
C,3,Z4,Ziziphus mucronata,1.6,NA,NA,1.6
C,3,Z4,Terminalia sericea,2.8,NA,NA,2.8
C,3,Z4,Terminalia sericea,2,NA,NA,2
C,3,Z4,Terminalia sericea,6.3,NA,NA,6.3
C,3,Z4,Terminalia sericea,6.3,NA,NA,6.3
C,3,Z4,Terminalia sericea,6.3,NA,NA,6.3
C,3,Z4,Terminalia sericea,6.3,NA,NA,6.3
C,3,Z4,Peltophorum africanum,1.5,NA,NA,1.5
C,3,Z4,Peltophorum africanum,1.5,NA,NA,1.5
C,3,Z4,Vachellia karroo,6,NA,NA,6
C,3,Z4,Vachellia gerrardii,4.3,NA,NA,4.3
C,3,Z4,Albizia harveyi,3.6,NA,NA,3.6
C,3,Z4,Albizia harveyi,1.4,NA,1.4,NA
C,3,Z4,Terminalia sericea,3,NA,NA,3
C,3,Z4,Dichrostachys cinerea,2.5,NA,NA,2.5
C,3,Z4,Combretum zeyheri,0.6,NA,0.6,NA
C,3,Z4,Vachellia nilotica,0.3,0.3,NA,NA
C,3,Z4,Albizia harveyi,0.45,0.45,NA,NA
C,3,Z4,Terminalia sericea,0.25,0.25,NA,NA
C,3,Z4,Terminalia sericea,0.35,0.35,NA,NA
C,3,Z4,Vachellia nilotica,0.2,0.2,NA,NA
C,3,Z4,Vachellia nilotica,0.25,0.25,NA,NA
C,3,Z4,Dichrostachys cinerea,0.2,0.2,NA,NA
C,3,Z4,Terminalia sericea,0.3,0.3,NA,NA
C,3,Z4,Vachellia nilotica,0.1,0.1,NA,NA
C,3,Z4,Terminalia sericea,0.5,0.5,NA,NA
C,3,Z4,Grewia decomovulata,0.65,NA,0.65,NA
C,3,Z4,Terminalia sericea,0.65,NA,0.65,NA
C,3,Z4,Vachellia nilotica,0.45,0.45,NA,NA
C,3,Z4,Albizia harveyi,0.65,NA,0.65,NA
C,3,Z4,Terminalia sericea,0.45,0.45,NA,NA
C,3,Z4,Terminalia sericea,0.45,0.45,NA,NA
C,3,Z4,Terminalia sericea,0.45,0.45,NA,NA
C,3,Z4,Terminalia sericea,0.45,0.45,NA,NA
C,3,Z4,Terminalia sericea,0.4,0.4,NA,NA
C,3,Z4,Albizia harveyi,0.45,0.45,NA,NA
C,3,Z4,Vachellia nilotica,0.15,0.15,NA,NA
C,3,Z4,Terminalia sericea,0.35,0.35,NA,NA
C,3,Z4,Dichrostachys cinerea,0.3,0.3,NA,NA
C,3,Z4,Vachellia nilotica,0.75,NA,0.75,NA
C,3,Z4,Combretum hereroense,0.35,0.35,NA,NA
C,3,Z4,Gymnosporia senegalensis,0.4,0.4,NA,NA
C,3,Z4,Albizia harveyi,0.35,0.35,NA,NA
C,3,Z4,Dichrostachys cinerea,0.7,NA,0.7,NA
C,3,Z4,Dichrostachys cinerea,0.65,NA,0.65,NA
C,3,Z4,Terminalia sericea,0.6,NA,0.6,NA
C,3,Z4,Combretum zeyheri,0.2,0.2,NA,NA
C,3,Z4,Combretum hereroense,0.3,0.3,NA,NA
C,3,Z4,Dichrostachys cinerea,0.25,0.25,NA,NA
C,3,Z4,Annona senegalensis,0.6,NA,0.6,NA
C,3,Z4,Albizia harveyi,0.25,0.25,NA,NA
C,3,Z4,Albizia harveyi,0.3,0.3,NA,NA
C,3,Z4,Albizia harveyi,0.3,0.3,NA,NA
C,3,Z4,Albizia harveyi,0.3,0.3,NA,NA
C,3,Z4,Albizia harveyi,0.3,0.3,NA,NA
C,3,Z4,Albizia harveyi,0.3,0.3,NA,NA
C,3,Z4,Albizia harveyi,0.3,0.3,NA,NA
C,3,Z4,Albizia harveyi,0.3,0.3,NA,NA
C,3,Z4,Albizia harveyi,0.3,0.3,NA,NA
C,3,Z4,Albizia harveyi,0.3,0.3,NA,NA
C,3,Z4,Albizia harveyi,0.3,0.3,NA,NA
C,3,Z4,Albizia harveyi,0.3,0.3,NA,NA
C,3,Z4,Combretum hereroense,0.6,NA,0.6,NA
C,3,Z4,Vachellia nilotica,0.3,0.3,NA,NA
C,3,Z4,Albizia harveyi,0.65,NA,0.65,NA
C,3,Z4,Terminalia sericea,0.4,0.4,NA,NA
C,3,Z4,Combretum apiculatum,0.35,0.35,NA,NA
C,3,Z4,Combretum zeyheri,0.45,0.45,NA,NA
C,3,Z4,Terminalia sericea,0.5,0.5,NA,NA
C,3,Z4,Vachellia nilotica,0.3,0.3,NA,NA
C,3,Z4,Terminalia sericea,0.7,NA,0.7,NA
C,3,Z4,Terminalia sericea,0.7,NA,0.7,NA
C,3,Z4,Albizia harveyi,0.45,0.45,NA,NA
C,3,Z4,Vachellia nilotica,0.15,0.15,NA,NA
C,3,Z4,Albizia harveyi,0.6,NA,0.6,NA
C,3,Z4,Vachellia nilotica,0.15,0.15,NA,NA
C,3,Z4,Albizia harveyi,0.4,0.4,NA,NA
C,3,Z4,Combretum hereroense,0.3,0.3,NA,NA
C,3,Z4,Peltophorum africanum,0.15,0.15,NA,NA
C,3,Z4,Albizia harveyi,0.55,NA,0.55,NA
C,3,Z4,Vachellia nilotica,0.3,0.3,NA,NA
C,3,Z4,Terminalia sericea,0.4,0.4,NA,NA
C,3,Z4,Vachellia nilotica,0.25,0.25,NA,NA
C,3,Z4,Albizia harveyi,0.6,NA,0.6,NA
C,3,Z4,Ziziphus mucronata,0.3,0.3,NA,NA
C,3,Z4,Vachellia nilotica,0.15,0.15,NA,NA
C,3,Z4,Vachellia nilotica,0.15,0.15,NA,NA
C,3,Z4,Terminalia sericea,0.1,0.1,NA,NA
C,3,Z4,Albizia harveyi,0.25,0.25,NA,NA
C,3,Z4,Albizia harveyi,0.25,0.25,NA,NA
C,3,Z4,Terminalia sericea,0.15,0.15,NA,NA
C,3,Z4,Dichrostachys cinerea,0.9,NA,0.9,NA
C,3,Z4,Albizia harveyi,0.6,NA,0.6,NA
C,3,Z4,Terminalia sericea,0.8,NA,0.8,NA
C,3,Z4,Terminalia sericea,0.8,NA,0.8,NA
C,3,Z4,Terminalia sericea,0.5,0.5,NA,NA
C,3,Z4,Terminalia sericea,0.5,0.5,NA,NA
C,3,Z4,Terminalia sericea,0.5,0.5,NA,NA
C,3,Z4,Terminalia sericea,0.5,0.5,NA,NA
C,3,Z4,Terminalia sericea,0.5,0.5,NA,NA
C,3,Z4,Terminalia sericea,0.5,0.5,NA,NA
C,3,Z4,Terminalia sericea,0.6,NA,0.6,NA
C,3,Z4,Terminalia sericea,0.6,NA,0.6,NA
C,3,Z4,Terminalia sericea,0.6,NA,0.6,NA
C,3,Z4,Terminalia sericea,0.6,NA,0.6,NA
C,3,Z4,Terminalia sericea,0.6,NA,0.6,NA
C,3,Z4,Terminalia sericea,0.6,NA,0.6,NA
C,3,Z4,Dichrostachys cinerea,0.05,0.05,NA,NA
C,3,Z4,Peltophorum africanum,0.2,0.2,NA,NA
C,3,Z4,Peltophorum africanum,0.2,0.2,NA,NA
C,3,Z4,Terminalia sericea,0.45,0.45,NA,NA
C,3,Z4,Terminalia sericea,0.45,0.45,NA,NA
C,3,Z4,Terminalia sericea,0.45,0.45,NA,NA
C,3,Z4,Terminalia sericea,0.45,0.45,NA,NA
C,3,Z4,Terminalia sericea,0.45,0.45,NA,NA
C,3,Z4,Terminalia sericea,0.45,0.45,NA,NA
C,3,Z4,Vachellia nilotica,0.15,0.15,NA,NA
C,3,Z4,Terminalia sericea,0.45,0.45,NA,NA
C,3,Z4,Albizia harveyi,0.4,0.4,NA,NA
C,3,Z4,Albizia harveyi,0.4,0.4,NA,NA
C,3,Z4,Dichrostachys cinerea,0.1,0.1,NA,NA
C,3,Z4,Dichrostachys cinerea,0.1,0.1,NA,NA
C,3,Z4,Dichrostachys cinerea,0.2,0.2,NA,NA
C,3,Z4,Dichrostachys cinerea,0.2,0.2,NA,NA
C,3,Z4,Dichrostachys cinerea,0.2,0.2,NA,NA
C,3,Z4,Vachellia karroo,0.8,NA,0.8,NA
C,3,Z4,Vachellia nilotica,0.1,0.1,NA,NA
C,3,Z4,Vachellia karroo,0.65,NA,0.65,NA
C,3,Z4,Combretum hereroense,0.5,0.5,NA,NA
C,3,Z4,Terminalia sericea,0.5,0.5,NA,NA
C,3,Z4,Terminalia sericea,0.5,0.5,NA,NA
C,3,Z4,Terminalia sericea,0.5,0.5,NA,NA
C,3,Z4,Terminalia sericea,0.7,NA,0.7,NA
C,3,Z4,Terminalia sericea,0.7,NA,0.7,NA
C,3,Z4,Terminalia sericea,0.7,NA,0.7,NA
C,3,Z4,Terminalia sericea,0.7,NA,0.7,NA
C,3,Z4,Terminalia sericea,0.7,NA,0.7,NA
C,3,Z4,Terminalia sericea,0.25,0.25,NA,NA
C,3,Z4,Terminalia sericea,0.6,NA,0.6,NA
C,3,Z4,Terminalia sericea,0.6,NA,0.6,NA
C,3,Z4,Terminalia sericea,0.6,NA,0.6,NA
C,3,Z4,Terminalia sericea,0.6,NA,0.6,NA
C,3,Z4,Terminalia sericea,0.6,NA,0.6,NA
C,3,Z4,Terminalia sericea,0.6,NA,0.6,NA
C,3,Z4,Terminalia sericea,0.6,NA,0.6,NA
C,3,Z4,Terminalia sericea,0.6,NA,0.6,NA
C,3,Z4,Albizia harveyi,0.6,NA,0.6,NA
C,3,Z4,Albizia harveyi,0.6,NA,0.6,NA
C,3,Z4,Albizia harveyi,0.6,NA,0.6,NA
C,3,Z4,Dichrostachys cinerea,0.7,NA,0.7,NA
C,3,Z4,Ziziphus mucronata,0.25,0.25,NA,NA
C,3,Z4,Terminalia sericea,0.35,0.35,NA,NA
C,3,Z4,Terminalia sericea,0.35,0.35,NA,NA
C,3,Z4,Terminalia sericea,0.45,0.45,NA,NA
C,3,Z4,Terminalia sericea,0.45,0.45,NA,NA
C,3,Z4,Terminalia sericea,0.45,0.45,NA,NA
C,3,Z4,Albizia harveyi,0.15,0.15,NA,NA
C,3,Z4,Albizia harveyi,0.15,0.15,NA,NA
C,3,Z4,Dichrostachys cinerea,0.3,0.3,NA,NA
C,3,Z4,Albizia harveyi,0.25,0.25,NA,NA
C,3,Z4,Terminalia sericea,0.55,NA,0.55,NA
C,3,Z4,Terminalia sericea,0.55,NA,0.55,NA
C,3,Z4,Terminalia sericea,0.55,NA,0.55,NA
C,3,Z4,Terminalia sericea,0.55,NA,0.55,NA
C,3,Z4,Terminalia sericea,0.55,NA,0.55,NA
C,3,Z4,Terminalia sericea,0.55,NA,0.55,NA
C,3,Z4,Terminalia sericea,0.55,NA,0.55,NA
C,3,Z4,Terminalia sericea,0.55,NA,0.55,NA
C,3,Z4,Terminalia sericea,0.55,NA,0.55,NA
C,3,Z4,Terminalia sericea,0.55,NA,0.55,NA
C,3,Z4,Colophospermum mopane,0.25,0.25,NA,NA
C,3,Z4,Albizia harveyi,0.7,NA,0.7,NA
C,3,Z4,Vachellia nilotica,0.35,0.35,NA,NA
C,3,Z4,Albizia harveyi,0.25,0.25,NA,NA
C,3,Z4,Combretum hereroense,0.5,0.5,NA,NA
C,3,Z4,Combretum hereroense,0.3,0.3,NA,NA
C,3,Z4,Terminalia sericea,0.45,0.45,NA,NA
C,3,Z4,Terminalia sericea,0.45,0.45,NA,NA
C,3,Z4,Terminalia sericea,0.45,0.45,NA,NA
C,3,Z4,Terminalia sericea,0.6,NA,0.6,NA
C,3,Z4,Terminalia sericea,0.6,NA,0.6,NA
C,3,Z4,Terminalia sericea,0.6,NA,0.6,NA
C,3,Z4,Diospyros lycioides,0.25,0.25,NA,NA
C,3,Z4,Vachellia nilotica,0.15,0.15,NA,NA
C,3,Z4,Lannea edulis,0.15,0.15,NA,NA
C,4,Z1,Dichrostachys cinerea,2.2,NA,NA,2.2
C,4,Z1,Dichrostachys cinerea,2.2,NA,NA,2.2
C,4,Z1,Dichrostachys cinerea,2.2,NA,NA,2.2
C,4,Z1,Grewia decomovulata,3.2,NA,NA,3.2
C,4,Z1,Grewia decomovulata,3.2,NA,NA,3.2
C,4,Z1,Grewia decomovulata,3.2,NA,NA,3.2
C,4,Z1,Dichrostachys cinerea,3,NA,NA,3
C,4,Z1,Dichrostachys cinerea,3,NA,NA,3
C,4,Z1,Dichrostachys cinerea,3,NA,NA,3
C,4,Z1,Dichrostachys cinerea,3,NA,NA,3
C,4,Z1,Vachellia karroo,2.4,NA,NA,2.4
C,4,Z1,Albizia harveyi,2.6,NA,NA,2.6
C,4,Z1,Albizia harveyi,2.6,NA,NA,2.6
C,4,Z1,Grewia monticola,1,NA,1,NA
C,4,Z1,Vachellia nilotica,5.4,NA,NA,5.4
C,4,Z1,Grewia monticola,1.9,NA,NA,1.9
C,4,Z1,Vachellia nilotica,2.1,NA,NA,2.1
C,4,Z1,Vachellia karroo,2.8,NA,NA,2.8
C,4,Z1,Vachellia karroo,3.2,NA,NA,3.2
C,4,Z1,Grewia monticola,1.6,NA,NA,1.6
C,4,Z1,Combretum zeyheri,1.6,NA,NA,1.6
C,4,Z1,Peltophorum africanum,2.2,NA,NA,2.2
