Site,Plot,Subplot,Spp_name,Max_Height,Seedlings,Saplings,Trees
A,4,Z1,Carissa bispinosa,1.5,NA,NA,1.5
A,4,Z1,Dovyalis caffra,1.1,NA,1.1,NA
A,4,Z1,Warburgia salutaris,1.5,NA,NA,1.5
A,4,Z1,Gymnosporia senegalensis,1.5,NA,NA,1.5
A,4,Z1,Dovyalis caffra,1.5,NA,NA,1.5
A,4,Z1,Dovyalis caffra,1.5,NA,NA,1.5
A,4,Z1,Combretum apiculatum,2.3,NA,NA,2.3
A,4,Z1,Diplorhynchus condylocarpon,3,NA,NA,3
A,4,Z1,Ziziphus mucronata,2,NA,NA,2
A,4,Z1,Ziziphus mucronata,2,NA,NA,2
A,4,Z1,Euclea divinorum,1.4,NA,1.4,NA
A,4,Z1,Grewia monticola,2,NA,NA,2
A,4,Z1,Vachellia gerrardii,2,NA,NA,2
A,4,Z1,Combretum hereroense,1.5,NA,NA,1.5
A,4,Z1,Combretum apiculatum,1,NA,1,NA
A,4,Z1,Dichrostachys cinerea,1.21,NA,1.21,NA
A,4,Z1,Combretum hereroense,2,NA,NA,2
A,4,Z1,Euclea divinorum,1.8,NA,NA,1.8
A,4,Z1,Combretum hereroense,1.8,NA,NA,1.8
A,4,Z1,Carissa bispinosa,2,NA,NA,2
A,4,Z1,Dovyalis caffra,1,NA,1,NA
A,4,Z1,Commiphora africana,1,NA,1,NA
A,4,Z1,Dovyalis caffra,2,NA,NA,2
A,4,Z1,Dovyalis caffra,2,NA,NA,2
A,4,Z1,Gymnosporia senegalensis,2,NA,NA,2
A,4,Z1,Allophylus africanus,2.4,NA,NA,2.4
A,4,Z1,Euclea divinorum,1.5,NA,NA,1.5
A,4,Z1,Euclea divinorum,1.5,NA,NA,1.5
A,4,Z1,Carissa bispinosa,1.4,NA,1.4,NA
A,4,Z1,Bolusanthus speciosus,2.1,NA,NA,2.1
A,4,Z1,Ozoroa insignis,1.5,NA,NA,1.5
A,4,Z1,Bolusanthus speciosus,5.5,NA,NA,5.5
A,4,Z1,Albizia versicolor,4,NA,NA,4
A,4,Z1,Gymnosporia senegalensis,1.8,NA,NA,1.8
A,4,Z1,Dovyalis caffra,1.5,NA,NA,1.5
A,4,Z1,Dovyalis caffra,1.5,NA,NA,1.5
A,4,Z1,Combretum hereroense,3,NA,NA,3
A,4,Z1,Combretum apiculatum,2,NA,NA,2
A,4,Z1,Combretum hereroense,2,NA,NA,2
A,4,Z1,Combretum hereroense,2,NA,NA,2
A,4,Z1,Combretum hereroense,2,NA,NA,2
A,4,Z1,Combretum hereroense,2,NA,NA,2
A,4,Z1,Combretum hereroense,2,NA,NA,2
A,4,Z1,Combretum hereroense,2,NA,NA,2
A,4,Z1,Dichrostachys cinerea,1.5,NA,NA,1.5
A,4,Z1,Combretum apiculatum,3,NA,NA,3
A,4,Z1,Combretum apiculatum,1.5,NA,NA,1.5
A,4,Z1,Combretum apiculatum,1.8,NA,NA,1.8
A,4,Z1,Combretum apiculatum,1.8,NA,NA,1.8
A,4,Z1,Combretum apiculatum,1.8,NA,NA,1.8
A,4,Z1,Combretum apiculatum,1.8,NA,NA,1.8
A,4,Z1,Combretum hereroense,2.2,NA,NA,2.2
A,4,Z1,Combretum apiculatum,2,NA,NA,2
A,4,Z1,Vachellia nilotica,2,NA,NA,2
A,4,Z1,Combretum hereroense,2,NA,NA,2
A,4,Z1,Dichrostachys cinerea,2,NA,NA,2
A,4,Z1,Dichrostachys cinerea,2,NA,NA,2
A,4,Z1,Combretum hereroense,3,NA,NA,3
A,4,Z1,Combretum hereroense,3,NA,NA,3
A,4,Z1,Bolusanthus speciosus,1.8,NA,NA,1.8
A,4,Z1,Dichrostachys cinerea,2,NA,NA,2
A,4,Z1,Dichrostachys cinerea,2,NA,NA,2
A,4,Z1,Combretum apiculatum,2.2,NA,NA,2.2
A,4,Z1,Vachellia nilotica,1.8,NA,NA,1.8
A,4,Z1,Dichrostachys cinerea,1.5,NA,NA,1.5
A,4,Z1,Dichrostachys cinerea,1.5,NA,NA,1.5
A,4,Z1,Dichrostachys cinerea,1.5,NA,NA,1.5
A,4,Z1,Gymnosporia senegalensis,1.8,NA,NA,1.8
A,4,Z1,Carissa bispinosa,1.5,NA,NA,1.5
A,4,Z1,Dichrostachys cinerea,1.8,NA,NA,1.8
A,4,Z1,Dichrostachys cinerea,1.8,NA,NA,1.8
A,4,Z1,Dichrostachys cinerea,3,NA,NA,3
A,4,Z1,Dichrostachys cinerea,3,NA,NA,3
A,4,Z1,Ziziphus mucronata,2.5,NA,NA,2.5
A,4,Z1,Vachellia nilotica,2.2,NA,NA,2.2
A,4,Z1,Fluegga virosa,1.3,NA,1.3,NA
A,4,Z1,Carissa bispinosa,3,NA,NA,3
A,4,Z1,Grewia decomovulata,1.5,NA,NA,1.5
A,4,Z1,Dichrostachys cinerea,1.7,NA,NA,1.7
A,4,Z1,Fluegga virosa,2,NA,NA,2
A,4,Z1,Combretum apiculatum,1.8,NA,NA,1.8
A,4,Z1,Dichrostachys cinerea,2.8,NA,NA,2.8
A,4,Z1,Dichrostachys cinerea,2.8,NA,NA,2.8
A,4,Z1,Dichrostachys cinerea,2.8,NA,NA,2.8
A,4,Z1,Dichrostachys cinerea,2.8,NA,NA,2.8
A,4,Z1,Combretum hereroense,1,NA,1,NA
A,4,Z1,Ormocarpum trichocarpum,0.5,0.5,NA,NA
A,4,Z1,Ormocarpum trichocarpum,0.5,0.5,NA,NA
A,4,Z1,Ormocarpum trichocarpum,0.5,0.5,NA,NA
A,4,Z1,Vachellia nilotica,0.2,0.2,NA,NA
A,4,Z1,Vachellia nilotica,0.2,0.2,NA,NA
A,4,Z1,Combretum apiculatum,0.7,NA,0.7,NA
A,4,Z1,Combretum apiculatum,0.7,NA,0.7,NA
A,4,Z1,Combretum apiculatum,0.7,NA,0.7,NA
A,4,Z1,Combretum apiculatum,0.7,NA,0.7,NA
A,4,Z1,Combretum apiculatum,0.7,NA,0.7,NA
A,4,Z1,Ziziphus mucronata,0.3,0.3,NA,NA
A,4,Z1,Combretum hereroense,0.3,0.3,NA,NA
A,4,Z1,Combretum hereroense,0.3,0.3,NA,NA
A,4,Z1,Combretum hereroense,0.3,0.3,NA,NA
A,4,Z1,Combretum hereroense,0.3,0.3,NA,NA
A,4,Z1,Vachellia gerrardii,0.4,0.4,NA,NA
A,4,Z1,Albizia harveyi,0.5,0.5,NA,NA
A,4,Z1,Albizia harveyi,0.5,0.5,NA,NA
A,4,Z1,Albizia harveyi,0.5,0.5,NA,NA
A,4,Z1,Albizia harveyi,0.5,0.5,NA,NA
A,4,Z1,Albizia harveyi,0.5,0.5,NA,NA
A,4,Z1,Diplorhynchus condylocarpon,0.7,NA,0.7,NA
A,4,Z1,Combretum hereroense,0.4,0.4,NA,NA
A,4,Z1,Combretum hereroense,0.4,0.4,NA,NA
A,4,Z1,Combretum hereroense,0.4,0.4,NA,NA
A,4,Z1,Gymnosporia senegalensis,0.9,NA,0.9,NA
A,4,Z1,Euclea divinorum,0.8,NA,0.8,NA
A,4,Z1,Euclea divinorum,0.5,0.5,NA,NA
A,4,Z1,Ozoroa insignis,0.8,NA,0.8,NA
A,4,Z1,Dovyalis caffra,0.3,0.3,NA,NA
A,4,Z1,Dovyalis caffra,0.3,0.3,NA,NA
A,4,Z1,Dovyalis caffra,0.3,0.3,NA,NA
A,4,Z1,Dovyalis caffra,0.3,0.3,NA,NA
A,4,Z1,Dovyalis caffra,0.3,0.3,NA,NA
A,4,Z1,Dovyalis caffra,0.3,0.3,NA,NA
A,4,Z1,Dovyalis caffra,0.3,0.3,NA,NA
A,4,Z1,Commiphora africana,0.9,NA,0.9,NA
A,4,Z1,Piliostigma thonningii,0.5,0.5,NA,NA
A,4,Z1,Vachellia gerrardii,0.9,NA,0.9,NA
A,4,Z1,Combretum apiculatum,0.3,0.3,NA,NA
A,4,Z1,Combretum apiculatum,0.3,0.3,NA,NA
A,4,Z1,Combretum apiculatum,0.3,0.3,NA,NA
A,4,Z1,Vachellia gerrardii,0.7,NA,0.7,NA
A,4,Z1,Vachellia gerrardii,0.7,NA,0.7,NA
A,4,Z1,Combretum apiculatum,0.9,NA,0.9,NA
A,4,Z1,Dichrostachys cinerea,0.9,NA,0.9,NA
A,4,Z1,Dovyalis caffra,0.6,NA,0.6,NA
A,4,Z1,Dichrostachys cinerea,0.6,NA,0.6,NA
A,4,Z1,Dichrostachys cinerea,0.6,NA,0.6,NA
A,4,Z1,Gardenia spathulifolia,0.55,NA,0.55,NA
A,4,Z1,Gardenia spathulifolia,0.55,NA,0.55,NA
A,4,Z1,Gardenia spathulifolia,0.1,0.1,NA,NA
A,4,Z1,Vachellia gerrardii,0.9,NA,0.9,NA
A,4,Z1,Combretum hereroense,0.7,NA,0.7,NA
A,4,Z1,Terminalia prunioides,0.4,0.4,NA,NA
A,4,Z1,Vachellia nilotica,0.6,NA,0.6,NA
A,4,Z1,Combretum apiculatum,0.6,NA,0.6,NA
A,4,Z1,Peltophorum africanum,0.4,0.4,NA,NA
A,4,Z1,Vachellia nilotica,0.9,NA,0.9,NA
A,4,Z1,Gymnosporia senegalensis,0.6,NA,0.6,NA
A,4,Z1,Vachellia nilotica,0.4,0.4,NA,NA
A,4,Z1,Combretum hereroense,0.6,NA,0.6,NA
A,4,Z1,Combretum hereroense,0.6,NA,0.6,NA
A,4,Z1,Combretum hereroense,0.6,NA,0.6,NA
A,4,Z1,Combretum hereroense,0.6,NA,0.6,NA
A,4,Z1,Combretum hereroense,0.6,NA,0.6,NA
A,4,Z1,Combretum hereroense,0.6,NA,0.6,NA
A,4,Z1,Combretum hereroense,0.6,NA,0.6,NA
A,4,Z1,Lannea discolor,1,NA,1,NA
A,4,Z1,Combretum hereroense,0.6,NA,0.6,NA
A,4,Z1,Combretum hereroense,0.6,NA,0.6,NA
A,4,Z1,Combretum hereroense,0.6,NA,0.6,NA
A,4,Z1,Vachellia gerrardii,0.6,NA,0.6,NA
A,4,Z1,Vachellia nilotica,0.9,NA,0.9,NA
A,4,Z1,Vachellia nilotica,0.9,NA,0.9,NA
A,4,Z1,Vachellia nilotica,0.9,NA,0.9,NA
A,4,Z1,Grewia monticola,0.6,NA,0.6,NA
A,4,Z1,Dichrostachys cinerea,0.8,NA,0.8,NA
A,4,Z1,Dichrostachys cinerea,0.8,NA,0.8,NA
A,4,Z1,Grewia monticola,0.7,NA,0.7,NA
A,4,Z1,Grewia monticola,0.7,NA,0.7,NA
A,4,Z1,Combretum hereroense,0.7,NA,0.7,NA
A,4,Z1,Combretum hereroense,0.4,0.4,NA,NA
A,4,Z1,Combretum hereroense,0.4,0.4,NA,NA
A,4,Z1,Combretum hereroense,0.4,0.4,NA,NA
A,4,Z1,Combretum hereroense,0.4,0.4,NA,NA
A,4,Z1,Vachellia gerrardii,0.6,NA,0.6,NA
A,4,Z1,Dichrostachys cinerea,0.3,0.3,NA,NA
A,4,Z1,Vachellia gerrardii,0.8,NA,0.8,NA
A,4,Z1,Combretum apiculatum,0.5,0.5,NA,NA
A,4,Z1,Combretum apiculatum,0.5,0.5,NA,NA
A,4,Z1,Vachellia gerrardii,0.3,0.3,NA,NA
A,4,Z1,Vachellia gerrardii,0.3,0.3,NA,NA
A,4,Z1,Allophylus africanus,0.9,NA,0.9,NA
A,4,Z1,Ormocarpum trichocarpum,0.6,NA,0.6,NA
A,4,Z1,Ormocarpum trichocarpum,0.6,NA,0.6,NA
A,4,Z1,Ormocarpum trichocarpum,0.6,NA,0.6,NA
A,4,Z1,Peltophorum africanum,0.5,0.5,NA,NA
A,4,Z1,Dichrostachys cinerea,0.6,NA,0.6,NA
A,4,Z1,Ormocarpum trichocarpum,0.4,0.4,NA,NA
A,4,Z1,Ormocarpum trichocarpum,0.4,0.4,NA,NA
A,4,Z1,Ormocarpum trichocarpum,0.4,0.4,NA,NA
A,4,Z1,Ormocarpum trichocarpum,0.9,NA,0.9,NA
A,4,Z1,Vachellia nilotica,0.3,0.3,NA,NA
A,4,Z1,Vachellia nilotica,0.3,0.3,NA,NA
A,4,Z1,Vachellia nilotica,0.3,0.3,NA,NA
A,4,Z1,Dichrostachys cinerea,0.8,NA,0.8,NA
A,4,Z1,Vachellia nilotica,0.9,NA,0.9,NA
A,4,Z1,Gymnosporia senegalensis,0.9,NA,0.9,NA
A,4,Z1,Dovyalis caffra,0.8,NA,0.8,NA
A,4,Z1,Berchemia zeyheri,0.9,NA,0.9,NA
A,4,Z1,Dichrostachys cinerea,0.7,NA,0.7,NA
A,4,Z1,Diplorhynchus condylocarpon,0.4,0.4,NA,NA
A,4,Z1,Diplorhynchus condylocarpon,0.4,0.4,NA,NA
A,4,Z1,Peltophorum africanum,0.5,0.5,NA,NA
A,4,Z1,Dichrostachys cinerea,0.7,NA,0.7,NA
A,4,Z1,Combretum hereroense,0.7,NA,0.7,NA
A,4,Z1,Combretum apiculatum,0.4,0.4,NA,NA
A,4,Z1,Combretum apiculatum,0.4,0.4,NA,NA
A,4,Z1,Combretum apiculatum,0.6,NA,0.6,NA
A,4,Z1,Combretum apiculatum,0.6,NA,0.6,NA
A,4,Z1,Combretum apiculatum,0.6,NA,0.6,NA
A,4,Z1,Combretum apiculatum,0.6,NA,0.6,NA
A,4,Z1,Combretum hereroense,0.3,0.3,NA,NA
A,4,Z1,Combretum hereroense,0.3,0.3,NA,NA
A,4,Z1,Ormocarpum trichocarpum,0.5,0.5,NA,NA
A,4,Z1,Ormocarpum trichocarpum,0.5,0.5,NA,NA
A,4,Z1,Combretum apiculatum,0.8,NA,0.8,NA
A,4,Z1,Combretum apiculatum,0.8,NA,0.8,NA
A,4,Z1,Combretum apiculatum,0.8,NA,0.8,NA
A,4,Z1,Combretum apiculatum,0.8,NA,0.8,NA
A,4,Z1,Combretum apiculatum,0.8,NA,0.8,NA
A,4,Z1,Lannea schweinfurthii,0.8,NA,0.8,NA
A,4,Z1,Vachellia nilotica,0.6,NA,0.6,NA
A,4,Z1,Vachellia nilotica,0.6,NA,0.6,NA
A,4,Z1,Lippia javanica,0.7,NA,0.7,NA
A,4,Z1,Lippia javanica,0.7,NA,0.7,NA
A,4,Z1,Lippia javanica,0.7,NA,0.7,NA
A,4,Z1,Lippia javanica,0.7,NA,0.7,NA
A,4,Z1,Lippia javanica,0.7,NA,0.7,NA
A,4,Z1,Lippia javanica,0.7,NA,0.7,NA
A,4,Z1,Lippia javanica,0.7,NA,0.7,NA
A,4,Z1,Lippia javanica,0.7,NA,0.7,NA
A,4,Z1,Lippia javanica,0.7,NA,0.7,NA
A,4,Z1,Lippia javanica,0.7,NA,0.7,NA
A,4,Z1,Lippia javanica,0.7,NA,0.7,NA
A,4,Z1,Lippia javanica,0.7,NA,0.7,NA
A,4,Z1,Lippia javanica,0.7,NA,0.7,NA
A,4,Z1,Lippia javanica,0.7,NA,0.7,NA
A,4,Z1,Lippia javanica,0.7,NA,0.7,NA
A,4,Z1,Lippia javanica,0.7,NA,0.7,NA
A,4,Z1,Lippia javanica,0.7,NA,0.7,NA
A,4,Z1,Lippia javanica,0.7,NA,0.7,NA
A,4,Z1,Lippia javanica,0.7,NA,0.7,NA
A,4,Z1,Lippia javanica,0.7,NA,0.7,NA
A,4,Z1,Lippia javanica,0.15,0.15,NA,NA
A,4,Z2,Ziziphus mucronata,2,NA,NA,2
A,4,Z2,Combretum hereroense,2.5,NA,NA,2.5
A,4,Z2,Grewia monticola,1.5,NA,NA,1.5
A,4,Z2,Combretum apiculatum,1.8,NA,NA,1.8
A,4,Z2,Bolusanthus speciosus,3,NA,NA,3
A,4,Z2,Grewia monticola,1.5,NA,NA,1.5
A,4,Z2,Combretum apiculatum,1.7,NA,NA,1.7
A,4,Z2,Dichrostachys cinerea,1.8,NA,NA,1.8
A,4,Z2,Combretum hereroense,1.8,NA,NA,1.8
A,4,Z2,Combretum hereroense,3.5,NA,NA,3.5
A,4,Z2,Gymnosporia senegalensis,2.5,NA,NA,2.5
A,4,Z2,Dichrostachys cinerea,2.5,NA,NA,2.5
A,4,Z2,Dichrostachys cinerea,2.5,NA,NA,2.5
A,4,Z2,Dichrostachys cinerea,2.5,NA,NA,2.5
A,4,Z2,Dichrostachys cinerea,2.5,NA,NA,2.5
A,4,Z2,Dichrostachys cinerea,2.5,NA,NA,2.5
A,4,Z2,Dichrostachys cinerea,2.5,NA,NA,2.5
A,4,Z2,Combretum apiculatum,3.5,NA,NA,3.5
A,4,Z2,Combretum apiculatum,3.5,NA,NA,3.5
A,4,Z2,Combretum apiculatum,3.5,NA,NA,3.5
A,4,Z2,Combretum apiculatum,3.5,NA,NA,3.5
A,4,Z2,Combretum apiculatum,3.5,NA,NA,3.5
A,4,Z2,Vachellia gerrardii,1.5,NA,NA,1.5
A,4,Z2,Combretum apiculatum,1.5,NA,NA,1.5
A,4,Z2,Vachellia gerrardii,2,NA,NA,2
A,4,Z2,Vachellia gerrardii,4.1,NA,NA,4.1
A,4,Z2,Vachellia gerrardii,2,NA,NA,2
A,4,Z2,Vachellia gerrardii,2,NA,NA,2
A,4,Z2,Vachellia gerrardii,2,NA,NA,2
A,4,Z2,Ziziphus mucronata,2,NA,NA,2
A,4,Z2,Combretum hereroense,2,NA,NA,2
A,4,Z2,Combretum hereroense,2,NA,NA,2
A,4,Z2,Combretum hereroense,1.5,NA,NA,1.5
A,4,Z2,Combretum apiculatum,2.8,NA,NA,2.8
A,4,Z2,Combretum apiculatum,2.8,NA,NA,2.8
A,4,Z2,Combretum apiculatum,2.8,NA,NA,2.8
A,4,Z2,Combretum hereroense,1.8,NA,NA,1.8
A,4,Z2,Combretum hereroense,1.8,NA,NA,1.8
A,4,Z2,Combretum hereroense,1.8,NA,NA,1.8
A,4,Z2,Dichrostachys cinerea,3,NA,NA,3
A,4,Z2,Dichrostachys cinerea,3,NA,NA,3
A,4,Z2,Dichrostachys cinerea,3,NA,NA,3
A,4,Z2,Combretum hereroense,1.7,NA,NA,1.7
A,4,Z2,Ziziphus mucronata,3.5,NA,NA,3.5
A,4,Z2,Warburgia salutaris,3,NA,NA,3
A,4,Z2,Vachellia gerrardii,2.5,NA,NA,2.5
A,4,Z2,Dichrostachys cinerea,2.8,NA,NA,2.8
A,4,Z2,Dichrostachys cinerea,2.8,NA,NA,2.8
A,4,Z2,Ziziphus mucronata,2,NA,NA,2
A,4,Z2,Combretum hereroense,2,NA,NA,2
A,4,Z2,Combretum apiculatum,3,NA,NA,3
A,4,Z2,Dichrostachys cinerea,2,NA,NA,2
A,4,Z2,Dichrostachys cinerea,2,NA,NA,2
A,4,Z2,Dichrostachys cinerea,2,NA,NA,2
A,4,Z2,Ximenia caffra,2,NA,NA,2
A,4,Z2,Dichrostachys cinerea,2,NA,NA,2
A,4,Z2,Dichrostachys cinerea,2.5,NA,NA,2.5
A,4,Z2,Combretum apiculatum,1.7,NA,NA,1.7
A,4,Z2,Combretum apiculatum,1.7,NA,NA,1.7
A,4,Z2,Combretum apiculatum,1.7,NA,NA,1.7
A,4,Z2,Combretum apiculatum,1.7,NA,NA,1.7
A,4,Z2,Combretum apiculatum,1.7,NA,NA,1.7
A,4,Z2,Combretum apiculatum,1.7,NA,NA,1.7
A,4,Z2,Ziziphus mucronata,1.7,NA,NA,1.7
A,4,Z2,Dichrostachys cinerea,3.5,NA,NA,3.5
A,4,Z2,Dichrostachys cinerea,3.5,NA,NA,3.5
A,4,Z2,Carissa bispinosa,2,NA,NA,2
A,4,Z2,Euclea divinorum,1.5,NA,NA,1.5
A,4,Z2,Warburgia salutaris,2,NA,NA,2
A,4,Z2,Combretum hereroense,1.5,NA,NA,1.5
A,4,Z2,Vachellia gerrardii,1.8,NA,NA,1.8
A,4,Z2,Vachellia gerrardii,1.8,NA,NA,1.8
A,4,Z2,Vachellia gerrardii,1.8,NA,NA,1.8
A,4,Z2,Vachellia gerrardii,2.1,NA,NA,2.1
A,4,Z2,Dichrostachys cinerea,2.7,NA,NA,2.7
A,4,Z2,Dichrostachys cinerea,1.5,NA,NA,1.5
A,4,Z2,Dichrostachys cinerea,1.5,NA,NA,1.5
A,4,Z2,Dichrostachys cinerea,1.5,NA,NA,1.5
A,4,Z2,Euclea divinorum,1.5,NA,NA,1.5
A,4,Z2,Combretum apiculatum,3,NA,NA,3
A,4,Z2,Combretum apiculatum,3,NA,NA,3
A,4,Z2,Combretum apiculatum,3,NA,NA,3
A,4,Z2,Combretum hereroense,3.7,NA,NA,3.7
A,4,Z2,Bolusanthus speciosus,3.1,NA,NA,3.1
A,4,Z2,Combretum hereroense,3,NA,NA,3
A,4,Z2,Dichrostachys cinerea,2,NA,NA,2
A,4,Z2,Combretum hereroense,2,NA,NA,2
A,4,Z2,Dichrostachys cinerea,1.7,NA,NA,1.7
A,4,Z2,Dichrostachys cinerea,1.7,NA,NA,1.7
A,4,Z2,Dichrostachys cinerea,1.7,NA,NA,1.7
A,4,Z2,Dichrostachys cinerea,2.8,NA,NA,2.8
A,4,Z2,Dichrostachys cinerea,2.8,NA,NA,2.8
A,4,Z2,Combretum hereroense,2,NA,NA,2
A,4,Z2,Combretum apiculatum,2,NA,NA,2
A,4,Z2,Vachellia gerrardii,1.5,NA,NA,1.5
A,4,Z2,Dichrostachys cinerea,1.5,NA,NA,1.5
A,4,Z2,Grewia monticola,3,NA,NA,3
A,4,Z2,Combretum hereroense,2.5,NA,NA,2.5
A,4,Z2,Combretum hereroense,1.8,NA,NA,1.8
A,4,Z2,Combretum hereroense,1.8,NA,NA,1.8
A,4,Z2,Combretum hereroense,1.8,NA,NA,1.8
A,4,Z2,Vachellia gerrardii,1.5,NA,NA,1.5
A,4,Z2,Ziziphus mucronata,1.5,NA,NA,1.5
A,4,Z2,Bolusanthus speciosus,2,NA,NA,2
A,4,Z2,Vachellia gerrardii,2,NA,NA,2
A,4,Z2,Allophylus africanus,2,NA,NA,2
A,4,Z2,Carissa bispinosa,1.5,NA,NA,1.5
A,4,Z2,Fluegga virosa,2,NA,NA,2
A,4,Z2,Warburgia salutaris,1.5,NA,NA,1.5
A,4,Z2,Grewia monticola,2,NA,NA,2
A,4,Z2,Combretum hereroense,1.5,NA,NA,1.5
A,4,Z2,Vachellia gerrardii,2,NA,NA,2
A,4,Z2,Fluegga virosa,3,NA,NA,3
A,4,Z2,Combretum apiculatum,1.5,NA,NA,1.5
A,4,Z2,Ormocarpum trichocarpum,1.5,NA,NA,1.5
A,4,Z2,Dichrostachys cinerea,1.8,NA,NA,1.8
A,4,Z2,Vachellia nilotica,2.3,NA,NA,2.3
A,4,Z2,Combretum apiculatum,3,NA,NA,3
A,4,Z2,Combretum hereroense,1.8,NA,NA,1.8
A,4,Z2,Lannea discolor,0.2,0.2,NA,NA
A,4,Z2,Vachellia nilotica,0.7,NA,0.7,NA
A,4,Z2,Grewia monticola,0.8,NA,0.8,NA
A,4,Z2,Diplorhynchus condylocarpon,0.8,NA,0.8,NA
A,4,Z2,Gymnosporia senegalensis,0.4,0.4,NA,NA
A,4,Z2,Gymnosporia senegalensis,0.4,0.4,NA,NA
A,4,Z2,Diplorhynchus condylocarpon,0.4,0.4,NA,NA
A,4,Z2,Ziziphus mucronata,0.9,NA,0.9,NA
A,4,Z2,Combretum apiculatum,0.5,0.5,NA,NA
A,4,Z2,Combretum hereroense,0.7,NA,0.7,NA
A,4,Z2,Combretum hereroense,0.7,NA,0.7,NA
A,4,Z2,Lannea discolor,0.6,NA,0.6,NA
A,4,Z2,Lannea discolor,0.6,NA,0.6,NA
A,4,Z2,Lannea discolor,0.6,NA,0.6,NA
A,4,Z2,Lannea discolor,0.6,NA,0.6,NA
A,4,Z2,Lannea discolor,0.6,NA,0.6,NA
A,4,Z2,Combretum hereroense,0.3,0.3,NA,NA
A,4,Z2,Elaeodendron papillosum,0.9,NA,0.9,NA
A,4,Z2,Elaeodendron papillosum,0.9,NA,0.9,NA
A,4,Z2,Elaeodendron papillosum,0.9,NA,0.9,NA
A,4,Z2,Elaeodendron papillosum,0.4,0.4,NA,NA
A,4,Z2,Elaeodendron papillosum,0.4,0.4,NA,NA
A,4,Z2,Elaeodendron papillosum,0.4,0.4,NA,NA
A,4,Z2,Combretum apiculatum,0.8,NA,0.8,NA
A,4,Z2,Combretum apiculatum,0.8,NA,0.8,NA
A,4,Z2,Combretum apiculatum,0.8,NA,0.8,NA
A,4,Z2,Combretum hereroense,0.7,NA,0.7,NA
A,4,Z2,Combretum hereroense,0.7,NA,0.7,NA
A,4,Z2,Combretum hereroense,0.7,NA,0.7,NA
A,4,Z2,Combretum apiculatum,0.3,0.3,NA,NA
A,4,Z2,Dichrostachys cinerea,0.5,0.5,NA,NA
A,4,Z2,Dichrostachys cinerea,0.5,0.5,NA,NA
A,4,Z2,Dichrostachys cinerea,0.5,0.5,NA,NA
A,4,Z2,Dichrostachys cinerea,0.5,0.5,NA,NA
A,4,Z2,Vachellia nilotica,0.5,0.5,NA,NA
A,4,Z2,Combretum apiculatum,0.6,NA,0.6,NA
A,4,Z2,Ziziphus mucronata,0.6,NA,0.6,NA
A,4,Z2,Combretum hereroense,0.7,NA,0.7,NA
A,4,Z2,Combretum hereroense,0.7,NA,0.7,NA
A,4,Z2,Combretum hereroense,0.7,NA,0.7,NA
A,4,Z2,Combretum hereroense,0.7,NA,0.7,NA
A,4,Z2,Combretum hereroense,0.9,NA,0.9,NA
A,4,Z2,Ziziphus mucronata,0.8,NA,0.8,NA
A,4,Z2,Vachellia karroo,0.7,NA,0.7,NA
A,4,Z2,Diplorhynchus condylocarpon,0.7,NA,0.7,NA
A,4,Z2,Vachellia nilotica,0.5,0.5,NA,NA
A,4,Z2,Vachellia gerrardii,0.7,NA,0.7,NA
A,4,Z2,Vachellia gerrardii,0.7,NA,0.7,NA
A,4,Z2,Combretum imberbe,0.8,NA,0.8,NA
A,4,Z2,Vachellia gerrardii,0.8,NA,0.8,NA
A,4,Z2,Vachellia gerrardii,0.8,NA,0.8,NA
A,4,Z2,Dichrostachys cinerea,0.7,NA,0.7,NA
A,4,Z2,Dichrostachys cinerea,0.7,NA,0.7,NA
A,4,Z2,Dichrostachys cinerea,0.7,NA,0.7,NA
A,4,Z2,Dichrostachys cinerea,0.7,NA,0.7,NA
A,4,Z2,Combretum hereroense,0.7,NA,0.7,NA
A,4,Z2,Gymnosporia senegalensis,0.7,NA,0.7,NA
A,4,Z2,Gymnosporia senegalensis,0.7,NA,0.7,NA
A,4,Z2,Gymnosporia senegalensis,0.7,NA,0.7,NA
A,4,Z2,Gymnosporia senegalensis,0.7,NA,0.7,NA
A,4,Z2,Gymnosporia senegalensis,0.7,NA,0.7,NA
A,4,Z2,Gymnosporia senegalensis,0.7,NA,0.7,NA
A,4,Z2,Diplorhynchus condylocarpon,0.6,NA,0.6,NA
A,4,Z2,Gymnosporia senegalensis,0.8,NA,0.8,NA
A,4,Z2,Cassia abbreviata,0.9,NA,0.9,NA
A,4,Z2,Vachellia gerrardii,0.6,NA,0.6,NA
A,4,Z2,Vachellia nilotica,0.3,0.3,NA,NA
A,4,Z2,Ziziphus mucronata,0.3,0.3,NA,NA
A,4,Z2,Dichrostachys cinerea,0.9,NA,0.9,NA
A,4,Z2,Combretum hereroense,0.6,NA,0.6,NA
A,4,Z2,Combretum hereroense,1,NA,1,NA
A,4,Z2,Gardenia spathulifolia,0.25,0.25,NA,NA
A,4,Z2,Vachellia nilotica,0.6,NA,0.6,NA
A,4,Z2,Dichrostachys cinerea,0.8,NA,0.8,NA
A,4,Z2,Dichrostachys cinerea,0.8,NA,0.8,NA
A,4,Z2,Dichrostachys cinerea,0.8,NA,0.8,NA
A,4,Z2,Vachellia gerrardii,0.25,0.25,NA,NA
A,4,Z2,Ormocarpum trichocarpum,0.9,NA,0.9,NA
A,4,Z2,Ormocarpum trichocarpum,0.9,NA,0.9,NA
