Year,Site,Plot,Subplot,Spp_name,Grazing_value,DPM_Height,Biomass,Treatment
2024,C,3,Z3,Setaria incrassata,High,2.4,642,TF
2024,C,3,Z3,Heteropogon contortus,Moderate,3.8,1181,TF
2024,C,3,Z3,,,4.7,1493,TF
2024,C,3,Z3,Pogonarthria squarrosa ,Low,5.9,1873,TF
2024,C,3,Z3,Heteropogon contortus,Moderate,5.4,1719,TF
2024,C,3,Z3,Eragrostis rigidior,Moderate,4.9,1559,TF
2024,C,3,Z3,,,4.7,1493,TF
2024,C,3,Z3,Pogonarthria squarrosa ,Low,2,480,TF
2024,C,3,Z3,Eragrostis rigidior,Moderate,2.5,683,TF
2024,C,3,Z3,Digitaria eriantha,High,3.5,1071,TF
2024,C,3,Z3,,,4.9,1559,TF
2024,C,3,Z3,Heteropogon contortus,Moderate,3.4,1033,TF
2024,C,3,Z3,Pogonarthria squarrosa ,Low,2.9,842,TF
2024,C,3,Z3,Melinis repens,Low,3,881,TF
2024,C,3,Z3,,,2.2,561,TF
2024,C,3,Z3,Cynodon dactylon,High,2.9,842,TF
2024,C,3,Z3,Hyperrhenia filipendula,Moderate,2,480,TF
2024,C,3,Z3,,,4.1,1288,TF
2024,C,3,Z3,,,2.9,842,TF
2024,C,3,Z4,Pogonarthria squarrosa ,Low,2.4,642,TF
2024,C,3,Z4,Heteropogon contortus,Moderate,3.5,1071,TF
2024,C,3,Z4,Hyperrhenia filipendula,Moderate,4.2,1323,TF
2024,C,3,Z4,,,4,1252,TF
2024,C,3,Z4,Melinis repens,Low,4.4,1392,TF
2024,C,3,Z4,Eragrostis rigidior,Moderate,5.2,1656,TF
2024,C,3,Z4,Digitaria eriantha,High,6.5,2051,TF
2024,C,3,Z4,Brachiaria brizantha,Moderate,5.5,1751,TF
2024,C,3,Z4,Pogonarthria squarrosa ,Low,4.9,1559,TF
2024,C,3,Z4,Eragrostis rigidior,Moderate,6.9,2164,TF
2024,C,3,Z4,Digitaria eriantha,High,4.9,1559,TF
2024,C,3,Z4,,,4.5,1426,TF
2024,C,3,Z4,Heteropogon contortus,Moderate,5.3,1688,TF
2024,C,3,Z4,Digitaria eriantha,High,5.5,1751,TF
2024,C,3,Z4,Brachiaria brizantha,Moderate,5.3,1688,TF
2024,C,3,Z4,,,4.6,1459,TF
2024,C,3,Z4,Eragrostis rigidior,Moderate,4,1252,TF
2024,C,3,Z4,Digitaria eriantha,High,5.5,1751,TF
2024,C,3,Z4,Brachiaria brizantha,Moderate,4.4,1392,TF
2024,C,3,Z4,Pogonarthria squarrosa ,Low,4.1,1288,TF
2024,C,3,Z4,Eragrostis gummiflua,Low,0,0,TF
2024,C,4,Z1,Heteropogon contortus,Moderate,3.4,1033,F
2024,C,4,Z1,Eragrostis rigidior,Moderate,5.8,1843,F
2024,C,4,Z1,,,4.8,1526,F
2024,C,4,Z1,,,4.4,1392,F
2024,C,4,Z1,Pogonarthria squarrosa ,Low,3.2,958,F
2024,C,4,Z1,Heteropogon contortus,Moderate,3.8,1181,F
2024,C,4,Z1,Panicum maximum,High,3.7,1144,F
2024,C,4,Z1,,,4.3,1357,F
2024,C,4,Z1,Eragrostis rigidior,Moderate,2.7,763,F
2024,C,4,Z1,Digitaria eriantha,High,4.8,1526,F
2024,C,4,Z1,,,4.6,1459,F
2024,C,4,Z1,,,4.7,1493,F
2024,C,4,Z1,Pogonarthria squarrosa ,Low,2.9,842,F
2024,C,4,Z1,Heteropogon contortus,Moderate,3.8,1181,F
2024,C,4,Z1,,,3.7,1144,F
2024,C,4,Z1,,,3.6,1108,F
2024,C,4,Z1,Heteropogon contortus,Moderate,4.2,1323,F
2024,C,4,Z1,Panicum maximum,High,6.4,2022,F
2024,C,4,Z1,Digitaria eriantha,High,7.1,2220,F
2024,C,4,Z1,,,6.8,2136,F
2024,C,4,Z2,Heteropogon contortus,Moderate,3,881,F
2024,C,4,Z2,Aristida congesta C,Low,3.1,919,F
2024,C,4,Z2,,,2.9,842,F
2024,C,4,Z2,,,2.8,802,F
2024,C,4,Z2,Pogonarthria squarrosa ,Low,8,2463,F
2024,C,4,Z2,Heteropogon contortus,Moderate,7.1,2220,F
2024,C,4,Z2,Panicum maximum,High,6.6,2079,F
2024,C,4,Z2,Digitaria eriantha,High,5.8,1843,F
2024,C,4,Z2,Eragrostis gummiflua,Low,0,0,F
2024,C,4,Z2,Eragrostis superba,Moderate,0,0,F
2024,C,4,Z2,Heteropogon contortus,Moderate,6.6,2079,F
2024,C,4,Z2,Digitaria eriantha,Moderate,6.2,1963,F
2024,C,4,Z2,Eragrostis rigidior,Moderate,6.3,1992,F
2024,C,4,Z2,Setaria incrassata,High,6.5,2051,F
2024,C,4,Z2,Pogonarthria squarrosa ,Low,3.6,1108,F
2024,C,4,Z2,Heteropogon contortus,Moderate,3.7,1144,F
2024,C,4,Z2,Panicum maximum,High,5.3,1688,F
2024,C,4,Z2,Aristida congesta B,Low,4.5,1426,F
2024,C,4,Z2,Pogonarthria squarrosa ,Low,6.6,2079,F
2024,C,4,Z2,Heteropogon contortus,Moderate,5.8,1843,F
2024,C,4,Z2,,,5,1592,F
2024,C,4,Z2,,,5,1592,F
2024,C,4,Z3,Heteropogon contortus,Moderate,5.4,1719,F
2024,C,4,Z3,Eragrostis gummiflua,Low,5,1592,F
2024,C,4,Z3,Digitaria eriantha,High,4.8,1526,F
2024,C,4,Z3,Eragrostis rigidior,Moderate,5,1592,F
2024,C,4,Z3,Heteropogon contortus,Moderate,5.4,1719,F
2024,C,4,Z3,Eragrostis gummiflua,Low,5.4,1719,F
2024,C,4,Z3,Pogonarthria squarrosa ,Low,5.5,1751,F
2024,C,4,Z3,Panicum maximum,High,5.4,1719,F
2024,C,4,Z3,Heteropogon contortus,Moderate,4,1252,F
2024,C,4,Z3,Melinis repens,Low,7.8,2410,F
2024,C,4,Z3,Aristida adscensionis,Low,4.7,1493,F
2024,C,4,Z3,Panicum maximum,High,2.3,602,F
2024,C,4,Z3,Digitaria eriantha,High,2.7,763,F
2024,C,4,Z3,Eragrostis gummiflua,Low,2.8,802,F
2024,C,4,Z3,,,2.5,683,F
2024,C,4,Z3,Heteropogon contortus,Moderate,6.7,2108,F
2024,C,4,Z3,Panicum maximum,High,5.5,1751,F
2024,C,4,Z3,,,5.4,1719,F
2024,C,4,Z3,,,5.3,1688,F
2024,C,4,Z4,Hyperrhenia filipendula,Moderate,22,5233,F
2024,C,4,Z4,Eragrostis gummiflua,Low,19,4738,F
2024,C,4,Z4,Pogonarthria squarrosa ,Low,14.3,3878,F
2024,C,4,Z4,Panicum maximum,High,14.1,3838,F
2024,C,4,Z4,Heteropogon contortus,Moderate,0,0,F
2024,C,4,Z4,Aristida adscensionis,Low,0,0,F
2024,C,4,Z4,Eragrostis superba,Moderate,0,0,F
2024,C,4,Z4,Setaria incrassata,High,18.3,4617,F
2024,C,4,Z4,Hyperrhenia filipendula,Moderate,20.9,5055,F
2024,C,4,Z4,,,30,6275,F
2024,C,4,Z4,,,18.8,4703,F
2024,C,4,Z4,Eragrostis gummiflua,Low,8.7,2642,F
2024,C,4,Z4,Heteropogon contortus,Moderate,7.6,2357,F
2024,C,4,Z4,Aristida adscensionis,Low,5.8,1843,F
2024,C,4,Z4,,,5.4,1719,F
2024,C,4,Z4,Heteropogon contortus,Moderate,1.7,358,F
2024,C,4,Z4,Aristida adscensionis,Low,1.4,241,F
2024,C,4,Z4,,,1.6,318,F
2024,C,4,Z4,,,2.1,520,F
2024,C,4,Z4,Aristida adscensionis,Low,3.9,1217,F
2024,C,4,Z4,Brachiaria brizantha,Moderate,2.9,842,F
2024,C,4,Z4,Chloris virgata,Moderate,2.9,842,F
2024,C,4,Z4,,,3.2,958,F
2024,C,5,Z1,Eragrostis gummiflua,Low,6.7,2108,THF
2024,C,5,Z1,Digitaria eriantha,High,6,1903,THF
2024,C,5,Z1,,,5.5,1751,THF
2024,C,5,Z1,,,5.1,1624,THF
2024,C,5,Z1,Digitaria eriantha,High,5,1592,THF
2024,C,5,Z1,Heteropogon contortus,Moderate,5.3,1688,THF
2024,C,5,Z1,,,5.2,1656,THF
2024,C,5,Z1,,,5,1592,THF
2024,C,5,Z1,Pogonarthria squarrosa ,Low,4.9,1559,THF
2024,C,5,Z1,Heteropogon contortus,Moderate,5.2,1656,THF
2024,C,5,Z1,Digitaria eriantha,High,5.2,1656,THF
2024,C,5,Z1,Eragrostis rigidior,Moderate,4.2,1323,THF
2024,C,5,Z1,Pogonarthria squarrosa ,Low,9.8,2910,THF
2024,C,5,Z1,Digitaria eriantha,High,8.4,2566,THF
2024,C,5,Z1,,,7.1,2220,THF
2024,C,5,Z1,,,7.5,2330,THF
2024,C,5,Z1,Panicum maximum,High,12.5,3512,THF
2024,C,5,Z1,Melinis repens,Low,5.5,1751,THF
2024,C,5,Z1,,,8.4,2566,THF
2024,C,5,Z1,,,5.9,1873,THF
2024,C,5,Z2,Heteropogon contortus,Moderate,7.5,2330,THF
2024,C,5,Z2,,,7.4,2303,THF
2024,C,5,Z2,,,7.3,2275,THF
2024,C,5,Z2,,,7.1,2220,THF
2024,C,5,Z2,Heteropogon contortus,Moderate,2.3,602,THF
2024,C,5,Z2,Brachiaria brizantha,,1.9,439,THF
2024,C,5,Z2,,,2.3,602,THF
2024,C,5,Z2,,,2.6,723,THF
2024,C,5,Z2,Pogonarthria squarrosa ,Low,5.6,1782,THF
2024,C,5,Z2,Perotis patens,Low,5.3,1688,THF
2024,C,5,Z2,Digitaria eriantha,High,5.1,1624,THF
2024,C,5,Z2,,,5,1592,THF
2024,C,5,Z2,Heteropogon contortus,Moderate,5.6,1782,THF
2024,C,5,Z2,Pogonarthria squarrosa ,Low,6,1903,THF
2024,C,5,Z2,Diheteropogon amplectens,Moderate,6,1903,THF
2024,C,5,Z2,Perotis patens,Low,5.8,1843,THF
2024,C,5,Z2,Panicum maximum,High,6.7,2108,THF
2024,C,5,Z2,Digitaria eriantha,High,6.6,2079,THF
2024,C,5,Z2,,,6.5,2051,THF
2024,C,5,Z2,,,6.3,1992,THF
2024,C,5,Z3,Eragrostis gummiflua,Low,3.1,919,THF
2024,C,5,Z3,Panicum maximum,High,3.1,919,THF
2024,C,5,Z3,Heteropogon contortus,Moderate,3.1,919,THF
2024,C,5,Z3,Aristida adscensionis,Low,2.4,642,THF
2024,C,5,Z3,Digitaria eriantha,High,0,0,THF
2024,C,5,Z3,Eragrostis gummiflua,Low,5.9,1873,THF
2024,C,5,Z3,Aristida adscensionis,Low,5.5,1751,THF
2024,C,5,Z3,Digitaria eriantha,High,5.2,1656,THF
2024,C,5,Z3,Eragrostis viscosa,Low,4.9,1559,THF
2024,C,5,Z3,Brachiaria brizantha,Moderate,0,0,THF
2024,C,5,Z3,Pogonarthria squarrosa ,Low,0,0,THF
2024,C,5,Z3,,,0,0,THF
2024,C,5,Z3,,,0,0,THF
2024,C,5,Z3,,,0,0,THF
2024,C,5,Z3,,,0,0,THF
2024,C,5,Z3,Panicum maximum,High,8.8,2667,THF
2024,C,5,Z3,Digitaria eriantha,High,5.4,1719,THF
2024,C,5,Z3,,,4.2,1323,THF
2024,C,5,Z3,,,5.7,1813,THF
2024,C,5,Z3,Panicum maximum,High,4.2,1323,THF
2024,C,5,Z3,,,5.3,1688,THF
2024,C,5,Z3,,,7.7,2383,THF
2024,C,5,Z3,,,7.4,2303,THF
2024,C,5,Z4,Eragrostis gummiflua,Low,3.3,996,THF
2024,C,5,Z4,Pogonarthria squarrosa ,Low,2.9,842,THF
2024,C,5,Z4,Eragrostis superba,Moderate,3.5,1071,THF
2024,C,5,Z4,,,3.1,919,THF
2024,C,5,Z4,Digitaria eriantha,High,7.8,2410,THF
2024,C,5,Z4,Heteropogon contortus,Moderate,7.1,2220,THF
2024,C,5,Z4,Eragrostis rigidior,Moderate,6.6,2079,THF
2024,C,5,Z4,,,6.2,1963,THF
2024,C,5,Z4,Eragrostis gummiflua,Low,3.3,996,THF
2024,C,5,Z4,Digitaria eriantha,High,3.2,958,THF
2024,C,5,Z4,Heteropogon contortus,Moderate,3.2,958,THF
2024,C,5,Z4,Brachiaria brizantha,Moderate,3.1,919,THF
2024,C,5,Z4,Panicum maximum,High,4,1252,THF
2024,C,5,Z4,,,4.7,1493,THF
2024,C,5,Z4,,,4.6,1459,THF
2024,C,5,Z4,,,5,1592,THF
2024,C,5,Z4,Heteropogon contortus,Moderate,6.6,2079,THF
2024,C,5,Z4,Pogonarthria squarrosa ,Low,4.8,1526,THF
2024,C,5,Z4,Aristida adscensionis,Low,3.8,1181,THF
2024,C,5,Z4,Brachiaria brizantha,Moderate,4,1252,THF
2024,D,1,Z1,Brachiaria nigropedata,High,1.8,398,C
2024,D,1,Z1,Eragrostis rigidior,Moderate,2.9,842,C
2024,D,1,Z1,Heteropogon contortus,Moderate,2.9,842,C
2024,D,1,Z1,,,2.7,763,C
2024,D,1,Z1,,,0,0,C
2024,D,1,Z1,,,0,0,C
2024,D,1,Z1,,,0,0,C
2024,D,1,Z1,,,0,0,C
2024,D,1,Z1,Eragrostis rigidior,Moderate,6.8,2136,C
2024,D,1,Z1,Heteropogon contortus,Moderate,6.6,2079,C
2024,D,1,Z1,,,5.5,1751,C
2024,D,1,Z1,,,5,1592,C
2024,D,1,Z1,Brachiaria nigropedata,High,2.6,723,C
2024,D,1,Z1,Chloris virgata,Moderate,2.6,723,C
2024,D,1,Z1,,,2.6,723,C
2024,D,1,Z1,,,2.6,723,C
2024,D,1,Z1,Eragrostis rigidior,Moderate,17.3,4440,C
2024,D,1,Z1,Sporobolus ioclados,Moderate,12.7,3554,C
2024,D,1,Z1,,,12.8,3575,C
2024,D,1,Z1,,,12.3,3470,C
2024,D,1,Z2,Chloris virgata,Moderate,7.5,2330,C
2024,D,1,Z2,Aristida adscensionis,Low,5.8,1843,C
2024,D,1,Z2,,,5.8,1843,C
2024,D,1,Z2,,,6.6,2079,C
2024,D,1,Z2,Eragrostis rigidior,Moderate,8,2463,C
2024,D,1,Z2,Sporobolus ioclados,Moderate,11.5,3297,C
2024,D,1,Z2,,,17.2,4422,C
2024,D,1,Z2,,,15.6,4128,C
2024,D,1,Z2,Chloris virgata,Moderate,6.2,1963,C
2024,D,1,Z2,Brachiaria nigropedata,High,5.8,1843,C
2024,D,1,Z2,,,5.6,1782,C
2024,D,1,Z2,,,5.8,1843,C
2024,D,1,Z2,Enteropogon macrostachyus,High,6.9,2164,C
2024,D,1,Z2,Aristida adscensionis,Low,7,2192,C
2024,D,1,Z2,Digitaria eriantha,High,6.6,2079,C
2024,D,1,Z2,,,6.5,2051,C
2024,D,1,Z2,Heteropogon contortus,Moderate,3.2,958,C
2024,D,1,Z2,Themeda triandra,High,8.9,2692,C
2024,D,1,Z2,,,8.4,2566,C
2024,D,1,Z2,,,8.5,2592,C
2024,D,1,Z3,Aristida diffusa,Low,11.7,3341,C
2024,D,1,Z3,Chloris virgata,Moderate,9,2717,C
2024,D,1,Z3,,,11.4,3276,C
2024,D,1,Z3,,,10.9,3164,C
2024,D,1,Z3,Aristida adscensionis,Low,6.6,2079,C
2024,D,1,Z3,Panicum maximum,High,5.6,1782,C
2024,D,1,Z3,,,5.6,1782,C
2024,D,1,Z3,,,6.1,1933,C
2024,D,1,Z3,Heteropogon contortus,Moderate,2.2,561,C
2024,D,1,Z3,Aristida adscensionis,Low,2.3,602,C
2024,D,1,Z3,Digitaria eriantha,High,2.1,520,C
2024,D,1,Z3,,,3.3,996,C
2024,D,1,Z3,,,0,0,C
2024,D,1,Z3,,,0,0,C
2024,D,1,Z3,,,0,0,C
2024,D,1,Z3,,,0,0,C
2024,D,1,Z3,Aristida diffusa,Low,2.3,602,C
2024,D,1,Z3,Aristida adscensionis,Low,2.3,602,C
2024,D,1,Z3,,,2.3,602,C
2024,D,1,Z3,,,2.3,602,C
2024,D,1,Z4,Heteropogon contortus,Moderate,3,881,C
2024,D,1,Z4,Setaria pumila ,Moderate,3,881,C
2024,D,1,Z4,,,3,881,C
2024,D,1,Z4,,,3,881,C
2024,D,1,Z4,Enteropogon macrostachyus,High,9.9,2934,C
2024,D,1,Z4,Andropogon eucomus,Low,10.5,3073,C
2024,D,1,Z4,Aristida adscensionis,Low,11.1,3209,C
2024,D,1,Z4,,,11.6,3319,C
2024,D,1,Z4,Andropogon eucomus,Low,10,2958,C
2024,D,1,Z4,Heteropogon contortus,Moderate,13.2,3657,C
2024,D,1,Z4,Eragrostis rigidior,Moderate,11.8,3363,C
2024,D,1,Z4,,,12.4,3491,C
2024,D,1,Z4,Chloris virgata,Moderate,7.2,2248,C
2024,D,1,Z4,,,7.5,2330,C
2024,D,1,Z4,,,7.5,2330,C
2024,D,1,Z4,,,5.4,1719,C
2024,D,1,Z4,Chloris virgata,Moderate,4.6,1459,C
2024,D,1,Z4,Eragrostis rigidior,Moderate,4.1,1288,C
2024,D,1,Z4,Brachiaria nigropedata,High,3.8,1181,C
2024,D,1,Z4,,,3.8,1181,C
2024,D,2,Z1,Panicum maximum,High,3.2,958,F
2024,D,2,Z1,,,3.3,996,F
2024,D,2,Z1,,,3,881,F
2024,D,2,Z1,,,3,881,F
2024,D,2,Z1,Andropogon eucomus,Low,18.5,4652,F
2024,D,2,Z1,Enteropogon macrostachyus,High,17.5,4476,F
2024,D,2,Z1,,,19.2,4772,F
2024,D,2,Z1,,,15,4014,F
2024,D,2,Z1,Heteropogon contortus,Moderate,8,2463,F
2024,D,2,Z1,Aristida adscensionis,Low,6.4,2022,F
2024,D,2,Z1,Enteropogon macrostachyus,High,9.8,2910,F
2024,D,2,Z1,,,10.3,3027,F
2024,D,2,Z1,Brachiaria nigropedata,High,3.4,1033,F
2024,D,2,Z1,Heteropogon contortus,Moderate,5.5,1751,F
2024,D,2,Z1,Aristida adscensionis,Low,6.1,1933,F
2024,D,2,Z1,Enteropogon macrostachyus,High,6.6,2079,F
2024,D,2,Z1,Eragrostis rigidior,Moderate,11.7,3341,F
2024,D,2,Z1,Chloris virgata,Moderate,6.5,2051,F
2024,D,2,Z1,Setaria incrassata,High,8.6,2617,F
2024,D,2,Z1,,,8.7,2642,F
2024,D,2,Z2,Heteropogon contortus,Moderate,5,1592,F
2024,D,2,Z2,Aristida adscensionis,Low,5.1,1624,F
2024,D,2,Z2,Aristida diffusa,Low,5.1,1624,F
2024,D,2,Z2,,,5.7,1813,F
2024,D,2,Z2,Enteropogon macrostachyus,High,14.1,3838,F
2024,D,2,Z2,Aristida adscensionis,Low,9.2,2766,F
2024,D,2,Z2,,,9.2,2766,F
2024,D,2,Z2,,,9.2,2766,F
2024,D,2,Z2,Panicum maximum,High,7.5,2330,F
2024,D,2,Z2,Brachiaria nigropedata,High,9.6,2863,F
2024,D,2,Z2,Eragrostis rigidior,Moderate,11.4,3276,F
2024,D,2,Z2,Chloris virgata,Moderate,8.9,2692,F
2024,D,2,Z2,Heteropogon contortus,Moderate,20.4,4973,F
2024,D,2,Z2,Brachiaria nigropedata,High,15.5,4109,F
2024,D,2,Z2,,,13.4,3698,F
2024,D,2,Z2,,,13.2,3657,F
2024,D,2,Z2,Enteropogon macrostachyus,High,8.5,2592,F
2024,D,2,Z2,Brachiaria nigropedata,High,8.5,2592,F
2024,D,2,Z2,,,6.6,2079,F
2024,D,2,Z2,,,6.5,2051,F
2024,D,2,Z3,Heteropogon contortus,Moderate,9.1,2741,F
2024,D,2,Z3,Andropogon eucomus,Low,6.6,2079,F
2024,D,2,Z3,Aristida adscensionis,Low,5.2,1656,F
2024,D,2,Z3,Eragrostis rigidior,Moderate,5.2,1656,F
2024,D,2,Z3,Eragrostis gummiflua,Low,0,0,F
2024,D,2,Z3,Heteropogon contortus,Moderate,7.2,2248,F
2024,D,2,Z3,Andropogon eucomus,Low,6.8,2136,F
2024,D,2,Z3,Eragrostis rigidior,Moderate,6.8,2136,F
2024,D,2,Z3,,,20.5,4990,F
2024,D,2,Z3,Andropogon eucomus,Low,11.9,3384,F
2024,D,2,Z3,Setaria incrassata,High,17.2,4422,F
2024,D,2,Z3,,,13.9,3799,F
2024,D,2,Z3,,,12.9,3595,F
2024,D,2,Z3,Heteropogon contortus,Moderate,7.5,2330,F
2024,D,2,Z3,Enteropogon macrostachyus,High,6,1903,F
2024,D,2,Z3,,,5.9,1873,F
2024,D,2,Z3,,,7.7,2383,F
2024,D,2,Z3,Heteropogon contortus,Moderate,2.4,642,F
2024,D,2,Z3,,,2.4,642,F
2024,D,2,Z3,,,5.9,1873,F
2024,D,2,Z3,,,4.9,1559,F
2024,D,2,Z4,Enteropogon macrostachyus,High,7.1,2220,F
2024,D,2,Z4,Panicum maximum,High,6.6,2079,F
2024,D,2,Z4,Heteropogon contortus,Moderate,7.3,2275,F
2024,D,2,Z4,,,8.4,2566,F
2024,D,2,Z4,Andropogon eucomus,Low,17.8,4529,F
2024,D,2,Z4,Heteropogon contortus,Moderate,16.8,4350,F
2024,D,2,Z4,Aristida adscensionis,Low,17.4,4458,F
2024,D,2,Z4,,,18.8,4703,F
2024,D,2,Z4,Heteropogon contortus,Moderate,14.8,3975,F
2024,D,2,Z4,Aristida adscensionis,Low,16.1,4222,F
2024,D,2,Z4,Chloris virgata,Moderate,16.9,4368,F
2024,D,2,Z4,,,16.8,4350,F
2024,D,2,Z4,Panicum maximum,High,21.3,5120,F
2024,D,2,Z4,Heteropogon contortus,Moderate,18.3,4617,F
2024,D,2,Z4,,,11.9,3384,F
2024,D,2,Z4,,,12.8,3575,F
2024,D,2,Z4,Heteropogon contortus,Moderate,20.4,4973,F
2024,D,2,Z4,Chloris virgata,Moderate,17.1,4404,F
2024,D,2,Z4,,,17.9,4547,F
2024,D,2,Z4,,,16.2,4240,F
2024,D,3,Z1,Heteropogon contortus,Moderate,33.5,6558,TF
2024,D,3,Z1,Chloris virgata,Moderate,33.6,6566,TF
2024,D,3,Z1,Sporobolus ioclados,Moderate,26.4,5904,TF
2024,D,3,Z1,,,24.4,5606,TF
2024,D,3,Z1,Aristida adscensionis,Low,14.9,3995,TF
2024,D,3,Z1,,,14.5,3917,TF
2024,D,3,Z1,,,14.5,3917,TF
2024,D,3,Z1,,,14.6,3937,TF
2024,D,3,Z1,Heteropogon contortus,Low,8.3,2540,TF
2024,D,3,Z1,Setaria incrassata,High,7.3,2275,TF
2024,D,3,Z1,,,6,1903,TF
2024,D,3,Z1,,,6,1903,TF
2024,D,3,Z1,Heteropogon contortus,Moderate,3.7,1144,TF
2024,D,3,Z1,Aristida adscensionis,Low,3.6,1108,TF
2024,D,3,Z1,Chloris virgata,Moderate,3.8,1181,TF
2024,D,3,Z1,Brachiaria nigropedata,High,3.8,1181,TF
2024,D,3,Z1,Aristida diffusa,Low,0,0,TF
2024,D,3,Z1,Enteropogon macrostachyus,High,5,1592,TF
2024,D,3,Z1,Heteropogon contortus,Moderate,4.8,1526,TF
2024,D,3,Z1,Setaria incrassata,High,8.1,2489,TF
2024,D,3,Z1,,,8.7,2642,TF
2024,D,3,Z2,Andropogon eucomus,Low,13.1,3637,TF
2024,D,3,Z2,Heteropogon contortus,Moderate,14.4,3897,TF
2024,D,3,Z2,,,11.9,3384,TF
2024,D,3,Z2,,,11.5,3297,TF
2024,D,3,Z2,Heteropogon contortus,Moderate,30.2,6293,TF
2024,D,3,Z2,Enteropogon macrostachyus,High,21.3,5120,TF
2024,D,3,Z2,,,21.3,5120,TF
2024,D,3,Z2,,,20.4,4973,TF
2024,D,3,Z2,Panicum maximum,High,6.1,1933,TF
2024,D,3,Z2,,,6.1,1933,TF
2024,D,3,Z2,,,6.1,1933,TF
2024,D,3,Z2,,,6.1,1933,TF
2024,D,3,Z2,Enteropogon macrostachyus,High,5.5,1751,TF
2024,D,3,Z2,Aristida adscensionis,Low,5.9,1873,TF
2024,D,3,Z2,Heteropogon contortus,Moderate,5.6,1782,TF
2024,D,3,Z2,Chloris virgata,Moderate,4.8,1526,TF
2024,D,3,Z2,Enteropogon macrostachyus,High,5.8,1843,TF
2024,D,3,Z2,Aristida adscensionis,Low,8.5,2592,TF
2024,D,3,Z2,Heteropogon contortus,Moderate,8.7,2642,TF
2024,D,3,Z2,,,8.3,2540,TF
2024,D,3,Z3,Aristida diffusa,Low,16.5,4295,TF
2024,D,3,Z3,,,16.4,4277,TF
2024,D,3,Z3,,,15.6,4128,TF
2024,D,3,Z3,,,15.7,4147,TF
2024,D,3,Z3,Aristida diffusa,Low,17.5,4476,TF
2024,D,3,Z3,Heteropogon contortus,Moderate,16.3,4259,TF
2024,D,3,Z3,Aristida adscensionis,Low,15.7,4147,TF
2024,D,3,Z3,,,15.6,4128,TF
2024,D,3,Z3,Andropogon eucomus,Low,7.5,2330,TF
2024,D,3,Z3,Heteropogon contortus,Moderate,5.5,1751,TF
2024,D,3,Z3,Brachiaria nigropedata,High,10.6,3096,TF
2024,D,3,Z3,Eragrostis gummiflua ,Low,9.5,2839,TF
2024,D,3,Z3,Enteropogon macrostachyus,High,11.7,3341,TF
2024,D,3,Z3,Setaria pumila ,Moderate,11,3187,TF
2024,D,3,Z3,,,10.7,3119,TF
2024,D,3,Z3,,,9.7,2887,TF
2024,D,3,Z3,,,0,0,TF
2024,D,3,Z3,,,0,0,TF
2024,D,3,Z3,,,0,0,TF
2024,D,3,Z3,,,0,0,TF
2024,D,3,Z4,Panicum maximum,High,7.8,2410,TF
2024,D,3,Z4,Enteropogon macrostachyus,High,7.5,2330,TF
2024,D,3,Z4,Aristida adscensionis,Low,7.5,2330,TF
2024,D,3,Z4,,,9.1,2741,TF
2024,D,3,Z4,Heteropogon contortus,Moderate,1.9,439,TF
2024,D,3,Z4,Aristida adscensionis,Low,4.4,1392,TF
2024,D,3,Z4,Brachiaria nigropedata,High,4.8,1526,TF
2024,D,3,Z4,,,4.1,1288,TF
2024,D,3,Z4,Themeda triandra,High,10,2958,TF
2024,D,3,Z4,Heteropogon contortus,Moderate,4.3,1357,TF
2024,D,3,Z4,Andropogon eucomus,Low,7.7,2383,TF
2024,D,3,Z4,,,7.7,2383,TF
2024,D,3,Z4,Heteropogon contortus,Moderate,8.3,2540,TF
2024,D,3,Z4,Digitaria eriantha,High,7.6,2357,TF
2024,D,3,Z4,,,6.7,2108,TF
2024,D,3,Z4,,,7.3,2275,TF
2024,D,3,Z4,,,0,0,TF
2024,D,3,Z4,,,0,0,TF
2024,D,3,Z4,,,0,0,TF
2024,D,3,Z4,,,0,0,TF
2024,D,4,Z1,Enteropogon macrostachyus,High,12.5,3512,TFB
2024,D,4,Z1,Heteropogon contortus,Moderate,11.2,3231,TFB
2024,D,4,Z1,,,11,3187,TFB
2024,D,4,Z1,,,10,2958,TFB
2024,D,4,Z1,Sporobolus ioclados,Moderate,2.5,683,TFB
2024,D,4,Z1,Setaria incrassata,High,5.2,1656,TFB
2024,D,4,Z1,Heteropogon contortus,Moderate,6.3,1992,TFB
2024,D,4,Z1,Brachiaria nigropedata,High,5.9,1873,TFB
2024,D,4,Z1,Melinis repens,Low,0,0,TFB
2024,D,4,Z1,Enteropogon macrostachyus,High,2.6,723,TFB
2024,D,4,Z1,Sporobolus ioclados,Moderate,2.6,723,TFB
2024,D,4,Z1,Heteropogon contortus,Moderate,2.6,723,TFB
2024,D,4,Z1,Aristida adscensionis,Low,5.1,1624,TFB
2024,D,4,Z1,Enteropogon macrostachyus,High,2.4,642,TFB
2024,D,4,Z1,Heteropogon contortus,Moderate,2,480,TFB
2024,D,4,Z1,,,5.1,1624,TFB
2024,D,4,Z1,,,4.2,1323,TFB
2024,D,4,Z1,Themeda triandra ,High,11.9,3384,TFB
2024,D,4,Z1,Aristida adscensionis,Low,11.1,3209,TFB
2024,D,4,Z1,Enteropogon macrostachyus,High,10.7,3119,TFB
2024,D,4,Z1,Melinis repens,Low,10.2,3004,TFB
