Year,Site,Plot,Subplot,Fenced,Treatment,Species_name,Max_height(m),No_of_resprouts ,Length_of_ longest_ resprout_(cm),Mode_of_resprouting ,Stem_diameter_(cm),Woody_class,Dead (m)
2024,D,4,Z1,Fenced,TFB,Combretum hereroense,0.3,,,,,,
2024,D,4,Z1,Fenced,TFB,Combretum hereroense,0.3,,,,,,
2024,D,4,Z1,Fenced,TFB,Combretum hereroense,0.3,,,,,,
2024,D,4,Z1,Fenced,TFB,Combretum hereroense,0.3,,,,,,
2024,D,4,Z1,Fenced,TFB,Combretum hereroense,0.3,,,,,,
2024,D,4,Z1,Fenced,TFB,Cassia abbreviata,0.3,,,,,,
2024,D,4,Z1,Fenced,TFB,Cassia abbreviata,0.3,,,,,,
2024,D,4,Z1,Fenced,TFB,Cassia abbreviata,0.3,,,,,,
2024,D,4,Z1,Fenced,TFB,Burkea africana,0.5,,,,,,
2024,D,4,Z1,Fenced,TFB,Burkea africana,0.5,,,,,,
2024,D,4,Z1,Fenced,TFB,Burkea africana,0.5,,,,,,
2024,D,4,Z1,Fenced,TFB,Burkea africana,0.5,,,,,,
2024,D,4,Z1,Fenced,TFB,Burkea africana,0.5,,,,,,
2024,D,4,Z1,Fenced,TFB,Burkea africana,0.5,,,,,,
2024,D,4,Z1,Fenced,TFB,Terminalia sericea,0.4,,,,,,
2024,D,4,Z1,Fenced,TFB,Combretum hereroense,0.5,,,,,,
2024,D,4,Z1,Fenced,TFB,Combretum hereroense,0.5,,,,,,
2024,D,4,Z1,Fenced,TFB,Combretum hereroense,0.5,,,,,,
2024,D,4,Z1,Fenced,TFB,Combretum hereroense,0.5,,,,,,
2024,D,4,Z1,Fenced,TFB,Combretum hereroense,0.5,,,,,,
2024,D,4,Z1,Fenced,TFB,Combretum hereroense,0.5,,,,,,
2024,D,4,Z1,Fenced,TFB,Combretum hereroense,0.5,,,,,,
2024,D,4,Z1,Fenced,TFB,Combretum hereroense,0.5,,,,,,
2024,D,4,Z1,Fenced,TFB,Combretum hereroense,0.5,,,,,,
2024,D,4,Z1,Fenced,TFB,Combretum hereroense,0.5,,,,,,
2024,D,4,Z1,Fenced,TFB,Combretum hereroense,0.5,,,,,,
2024,D,4,Z1,Fenced,TFB,Combretum hereroense,0.5,,,,,,
2024,D,4,Z1,Fenced,TFB,Combretum hereroense,0.5,,,,,,
2024,D,4,Z1,Fenced,TFB,Combretum hereroense,0.5,,,,,,
2024,D,4,Z1,Fenced,TFB,Combretum hereroense,0.5,,,,,,
2024,D,4,Z1,Fenced,TFB,Combretum hereroense,0.5,,,,,,
2024,D,4,Z1,Fenced,TFB,Combretum hereroense,0.5,,,,,,
2024,D,4,Z1,Fenced,TFB,Combretum hereroense,0.5,,,,,,
2024,D,4,Z1,Fenced,TFB,Combretum hereroense,0.5,,,,,,
2024,D,4,Z1,Fenced,TFB,Combretum hereroense,0.5,,,,,,
2024,D,4,Z1,Fenced,TFB,Combretum apiculatum,0.5,,,,,,
2024,D,4,Z1,Fenced,TFB,Combretum apiculatum,0.5,,,,,,
2024,D,4,Z1,Fenced,TFB,Combretum apiculatum,0.5,,,,,,
2024,D,4,Z1,Fenced,TFB,Combretum apiculatum,0.5,,,,,,
2024,D,4,Z1,Fenced,TFB,Combretum apiculatum,0.5,,,,,,
2024,D,4,Z1,Fenced,TFB,Combretum apiculatum,0.5,,,,,,
2024,D,4,Z1,Fenced,TFB,Combretum apiculatum,0.5,,,,,,
2024,D,4,Z1,Fenced,TFB,Combretum apiculatum,0.5,,,,,,
2024,D,4,Z1,Fenced,TFB,Combretum apiculatum,0.5,,,,,,
2024,D,4,Z1,Fenced,TFB,Combretum apiculatum,0.5,,,,,,
2024,D,4,Z1,Fenced,TFB,Albizia harveyi,0.5,,,,,,
2024,D,4,Z1,Fenced,TFB,Albizia harveyi,0.5,,,,,,
2024,D,4,Z1,Fenced,TFB,Albizia harveyi,0.5,,,,,,
2024,D,4,Z1,Fenced,TFB,Albizia harveyi,0.5,,,,,,
2024,D,4,Z1,Fenced,TFB,Vachellia nilotica,0.7,,,,,,
2024,D,4,Z1,Fenced,TFB,Vachellia nilotica,0.7,,,,,,
2024,D,4,Z1,Fenced,TFB,Vachellia nilotica,0.7,,,,,,
2024,D,4,Z1,Fenced,TFB,Vachellia nilotica,0.7,,,,,,
2024,D,4,Z1,Fenced,TFB,Vachellia nilotica,0.7,,,,,,
2024,D,4,Z1,Fenced,TFB,Vachellia nilotica,0.7,,,,,,
2024,D,4,Z1,Fenced,TFB,Vachellia nilotica,0.7,,,,,,
2024,D,4,Z1,Fenced,TFB,Ormocarpum kirkii,0.6,,,,,,
2024,D,4,Z1,Fenced,TFB,Ormocarpum kirkii,0.6,,,,,,
2024,D,4,Z1,Fenced,TFB,Ormocarpum kirkii,0.6,,,,,,
2024,D,4,Z1,Fenced,TFB,Ormocarpum kirkii,0.6,,,,,,
2024,D,4,Z1,Fenced,TFB,Dichrostachys cinerea,0.6,,,,,,
2024,D,4,Z1,Fenced,TFB,Dichrostachys cinerea,0.6,,,,,,
2024,D,4,Z1,Fenced,TFB,Dichrostachys cinerea,0.6,,,,,,
2024,D,4,Z1,Fenced,TFB,Dichrostachys cinerea,0.6,,,,,,
2024,D,4,Z1,Fenced,TFB,Dichrostachys cinerea,0.6,,,,,,
2024,D,4,Z1,Fenced,TFB,Dichrostachys cinerea,0.6,,,,,,
2024,D,4,Z1,Fenced,TFB,Dichrostachys cinerea,0.6,,,,,,
2024,D,4,Z1,Fenced,TFB,Dichrostachys cinerea,0.6,,,,,,
2024,D,4,Z1,Fenced,TFB,Vachellia gerrardii,0.5,,,,,,
2024,D,4,Z1,Fenced,TFB,Vachellia gerrardii,0.5,,,,,,
2024,D,4,Z1,Fenced,TFB,Vachellia gerrardii,0.5,,,,,,
2024,D,4,Z1,Fenced,TFB,Vachellia gerrardii,0.5,,,,,,
2024,D,4,Z1,Fenced,TFB,Vachellia gerrardii,0.5,,,,,,
2024,D,4,Z1,Fenced,TFB,Vachellia gerrardii,0.5,,,,,,
2024,D,4,Z1,Fenced,TFB,Lippia javanica,0.5,,,,,,
2024,D,4,Z1,Fenced,TFB,Lippia javanica,0.5,,,,,,
2024,D,4,Z1,Fenced,TFB,Lippia javanica,0.5,,,,,,
2024,D,4,Z1,Fenced,TFB,Lippia javanica,0.5,,,,,,
2024,D,4,Z1,Fenced,TFB,Ximenia caffra,1,,,,,,
2024,D,4,Z1,Fenced,TFB,Boscia angustifolia,0.6,,,,,,
2024,D,4,Z1,Fenced,TFB,Boscia angustifolia,0.6,,,,,,
2024,D,4,Z1,Fenced,TFB,Boscia angustifolia,0.6,,,,,,
2024,D,4,Z1,Fenced,TFB,Boscia angustifolia,0.6,,,,,,
2024,D,4,Z1,Fenced,TFB,Boscia angustifolia,0.6,,,,,,
2024,D,4,Z1,Fenced,TFB,Cassia abbreviata,0.5,,,,,,
2024,D,4,Z1,Fenced,TFB,Grewia decomovulata,0.5,,,,,,
2024,D,4,Z1,Fenced,TFB,Grewia decomovulata,0.5,,,,,,
2024,D,4,Z1,Fenced,TFB,Grewia decomovulata,0.5,,,,,,
2024,D,4,Z1,Fenced,TFB,Grewia decomovulata,0.5,,,,,,
2024,D,4,Z1,Fenced,TFB,Grewia decomovulata,0.5,,,,,,
2024,D,4,Z1,Fenced,TFB,Grewia decomovulata,0.5,,,,,,
2024,D,4,Z1,Fenced,TFB,Euclea divinorum,0.6,,,,,,
2024,D,4,Z1,Fenced,TFB,Euclea divinorum,0.6,,,,,,
2024,D,4,Z1,Fenced,TFB,Euclea divinorum,0.6,,,,,,
2024,D,4,Z1,Fenced,TFB,Euclea divinorum,0.6,,,,,,
2024,D,4,Z1,Fenced,TFB,Peltophorum africanum,0.6,,,,,,
2024,D,4,Z1,Fenced,TFB,Peltophorum africanum,0.6,,,,,,
2024,D,4,Z1,Fenced,TFB,Colophospermum mopane,0.5,,,,,,
2024,D,4,Z1,Fenced,TFB,Fluegga virosa,0.7,,,,,,
2024,D,4,Z1,Fenced,TFB,Fluegga virosa,0.7,,,,,,
2024,D,4,Z1,Fenced,TFB,Fluegga virosa,0.7,,,,,,
2024,D,4,Z1,Fenced,TFB,Fluegga virosa,0.7,,,,,,
2024,D,4,Z1,Fenced,TFB,Fluegga virosa,0.7,,,,,,
2024,D,4,Z1,Fenced,TFB,Gymnosporia senegalensis,0.4,,,,,,
2024,D,4,Z1,Fenced,TFB,Gymnosporia senegalensis,0.4,,,,,,
2024,D,4,Z1,Fenced,TFB,Grewia monticola,0.6,,,,,,
2024,D,4,Z1,Fenced,TFB,Grewia monticola,0.6,,,,,,
2024,D,4,Z1,Fenced,TFB,Gardenia spathulifolia,0.2,,,,,,
2024,D,4,Z1,Fenced,TFB,Gardenia spathulifolia,0.2,,,,,,
2024,D,4,Z1,Fenced,TFB,Euclea divinorum,0.5,,,,,,
2024,D,4,Z1,Fenced,TFB,Euclea divinorum,0.5,,,,,,
2024,D,4,Z1,Fenced,TFB,Euclea divinorum,0.5,,,,,,
2024,D,4,Z1,Fenced,TFB,Euclea divinorum,0.5,,,,,,
2024,D,4,Z1,Fenced,TFB,Euclea divinorum,0.5,,,,,,
2024,D,4,Z1,Fenced,TFB,Euclea divinorum,0.5,,,,,,
2024,D,4,Z1,Fenced,TFB,Euclea divinorum,0.5,,,,,,
2024,D,4,Z1,Fenced,TFB,Euclea divinorum,0.5,,,,,,
2024,D,4,Z1,Fenced,TFB,Euclea divinorum,0.5,,,,,,
2024,D,4,Z1,Fenced,TFB,Combretum hereroense,0.4,,,,,,
2024,D,4,Z1,Fenced,TFB,Combretum hereroense,0.4,,,,,,
2024,D,4,Z1,Fenced,TFB,Combretum hereroense,0.4,,,,,,
2024,D,4,Z1,Fenced,TFB,Combretum hereroense,0.4,,,,,,
2024,D,4,Z1,Fenced,TFB,Combretum hereroense,0.4,,,,,,
2024,D,4,Z1,Fenced,TFB,Maclura africana,0.7,,,,,,
2024,D,4,Z1,Fenced,TFB,Maclura africana,0.7,,,,,,
2024,D,4,Z1,Fenced,TFB,Maclura africana,0.7,,,,,,
2024,D,4,Z1,Fenced,TFB,Maclura africana,0.7,,,,,,
2024,D,4,Z1,Fenced,TFB,Maclura africana,0.7,,,,,,
2024,D,4,Z1,Fenced,TFB,Maclura africana,0.7,,,,,,
2024,D,4,Z1,Fenced,TFB,Maclura africana,0.7,,,,,,
2024,D,4,Z1,Fenced,TFB,Maclura africana,0.7,,,,,,
2024,D,4,Z1,Fenced,TFB,Lannea discolor,0.5,,,,,,
2024,D,4,Z1,Fenced,TFB,Vachellia nilotica,0.5,,,,,,
2024,D,4,Z1,Fenced,TFB,Vachellia nilotica,0.5,,,,,,
2024,D,4,Z1,Fenced,TFB,Vachellia nilotica,0.5,,,,,,
2024,D,4,Z1,Fenced,TFB,Vachellia nilotica,0.5,,,,,,
2024,D,4,Z1,Fenced,TFB,Vachellia nilotica,0.5,,,,,,
2024,D,4,Z1,Fenced,TFB,Vachellia nilotica,0.5,,,,,,
2024,D,4,Z1,Fenced,TFB,Combretum apiculatum,0.5,,,,,,
2024,D,4,Z1,Fenced,TFB,Combretum apiculatum,0.5,,,,,,
2024,D,4,Z1,Fenced,TFB,Combretum apiculatum,0.5,,,,,,
2024,D,4,Z1,Fenced,TFB,Combretum apiculatum,0.5,,,,,,
2024,D,4,Z1,Fenced,TFB,Combretum apiculatum,0.5,,,,,,
2024,D,4,Z1,Fenced,TFB,Combretum apiculatum,0.5,,,,,,
2024,D,4,Z1,Fenced,TFB,Combretum apiculatum,0.5,,,,,,
2024,D,4,Z1,Fenced,TFB,Combretum apiculatum,0.5,,,,,,
2024,D,4,Z1,Fenced,TFB,Combretum apiculatum,0.5,,,,,,
2024,D,4,Z1,Fenced,TFB,Combretum apiculatum,0.5,,,,,,
2024,D,4,Z1,Fenced,TFB,Combretum apiculatum,0.5,,,,,,
2024,D,4,Z1,Fenced,TFB,Combretum apiculatum,0.5,,,,,,
2024,D,4,Z1,Fenced,TFB,Combretum apiculatum,0.5,,,,,,
2024,D,4,Z1,Fenced,TFB,Combretum apiculatum,0.5,,,,,,
2024,D,4,Z1,Fenced,TFB,Combretum apiculatum,0.5,,,,,,
2024,D,4,Z1,Fenced,TFB,Gardenia spathulifolia,0.4,,,,,,
2024,D,4,Z1,Fenced,TFB,Gardenia spathulifolia,0.4,,,,,,
2024,D,4,Z1,Fenced,TFB,Gardenia spathulifolia,0.4,,,,,,
2024,D,4,Z1,Fenced,TFB,Vachellia gerrardii,0.7,,,,,,
2024,D,4,Z1,Fenced,TFB,Vachellia gerrardii,0.7,,,,,,
2024,D,4,Z1,Fenced,TFB,Vachellia gerrardii,0.7,,,,,,
2024,D,4,Z1,Fenced,TFB,Vachellia gerrardii,0.7,,,,,,
2024,D,4,Z1,Fenced,TFB,Vachellia gerrardii,0.7,,,,,,
2024,D,4,Z1,Fenced,TFB,Vachellia gerrardii,0.7,,,,,,
2024,D,4,Z1,Fenced,TFB,Grewia decomovulata,0.6,,,,,,
2024,D,4,Z1,Fenced,TFB,Grewia decomovulata,0.6,,,,,,
2024,D,4,Z1,Fenced,TFB,Grewia decomovulata,0.6,,,,,,
2024,D,4,Z1,Fenced,TFB,Grewia decomovulata,0.6,,,,,,
2024,D,4,Z1,Fenced,TFB,Grewia decomovulata,0.6,,,,,,
2024,D,4,Z1,Fenced,TFB,Colophospermum mopane,0.5,,,,,,
2024,D,4,Z1,Fenced,TFB,Colophospermum mopane,0.5,,,,,,
2024,D,4,Z1,Fenced,TFB,Colophospermum mopane,0.5,,,,,,
2024,D,4,Z1,Fenced,TFB,Colophospermum mopane,0.5,,,,,,
2024,D,4,Z1,Fenced,TFB,Zanthoxylum capense,0.5,,,,,,
2024,D,4,Z1,Fenced,TFB,Zanthoxylum capense,0.5,,,,,,
2024,D,4,Z1,Fenced,TFB,Zanthoxylum capense,0.5,,,,,,
2024,D,4,Z1,Fenced,TFB,Zanthoxylum capense,0.5,,,,,,
2024,D,4,Z1,Fenced,TFB,Zanthoxylum capense,0.5,,,,,,
2024,D,4,Z1,Fenced,TFB,Zanthoxylum capense,0.5,,,,,,
2024,D,4,Z1,Fenced,TFB,Zanthoxylum capense,0.5,,,,,,
2024,D,4,Z1,Fenced,TFB,Zanthoxylum capense,0.5,,,,,,
2024,D,4,Z1,Fenced,TFB,Fluegga virosa,0.5,,,,,,
2024,D,4,Z1,Fenced,TFB,Fluegga virosa,0.5,,,,,,
2024,D,4,Z1,Fenced,TFB,Fluegga virosa,0.5,,,,,,
2024,D,4,Z1,Fenced,TFB,Fluegga virosa,0.5,,,,,,
2024,D,4,Z1,Fenced,TFB,Fluegga virosa,0.5,,,,,,
2024,D,4,Z1,Fenced,TFB,Fluegga virosa,0.5,,,,,,
2024,D,4,Z1,Fenced,TFB,Fluegga virosa,0.5,,,,,,
2024,D,4,Z1,Fenced,TFB,Cassia abbreviata,0.3,,,,,,
2024,D,4,Z1,Fenced,TFB,Cassia abbreviata,0.3,,,,,,
2024,D,4,Z1,Fenced,TFB,Steganotaenia araliacea,0.2,,,,,,
2024,D,4,Z1,Fenced,TFB,Pappea capensis,0.5,,,,,,
2024,D,4,Z1,Fenced,TFB,Pappea capensis,0.5,,,,,,
2024,D,4,Z1,Fenced,TFB,Grewia monticola,0.3,,,,,,
2024,D,4,Z1,Fenced,TFB,Grewia monticola,0.3,,,,,,
2024,D,4,Z1,Fenced,TFB,Grewia monticola,0.3,,,,,,
2024,D,4,Z1,Fenced,TFB,Grewia monticola,0.3,,,,,,
2024,D,4,Z1,Fenced,TFB,Gymnosporia senegalensis,0.3,,,,,,
2024,D,4,Z1,Fenced,TFB,Gymnosporia senegalensis,0.3,,,,,,
2024,D,4,Z1,Fenced,TFB,Gymnosporia senegalensis,0.3,,,,,,
2024,D,4,Z1,Fenced,TFB,Gymnosporia senegalensis,0.3,,,,,,
2024,D,4,Z1,Fenced,TFB,Gymnosporia senegalensis,0.3,,,,,,
2024,D,4,Z1,Fenced,TFB,Gymnosporia senegalensis,0.3,,,,,,
2024,D,4,Z1,Fenced,TFB,Gymnosporia senegalensis,0.3,,,,,,
2024,D,4,Z1,Fenced,TFB,Gymnosporia senegalensis,0.3,,,,,,
2024,D,4,Z1,Fenced,TFB,Gymnosporia senegalensis,0.3,,,,,,
2024,D,4,Z2,Unfenced,TFB,Combretum apiculatum,4,,,,,,
2024,D,4,Z2,Unfenced,TFB,Dichrostachys cinerea,4,,,,,,
2024,D,4,Z2,Unfenced,TFB,Vachellia nilotica,4.5,,,,,,
2024,D,4,Z2,Unfenced,TFB,Grewia decomovulata,4,,,,,,
2024,D,4,Z2,Unfenced,TFB,Dichrostachys cinerea,3,,,,,,
2024,D,4,Z2,Unfenced,TFB,Dichrostachys cinerea,3,,,,,,
2024,D,4,Z2,Unfenced,TFB,Dichrostachys cinerea,3,,,,,,
2024,D,4,Z2,Unfenced,TFB,Combretum hereroense,1.3,,,,,,
2024,D,4,Z2,Unfenced,TFB,Combretum hereroense,1.3,,,,,,
2024,D,4,Z2,Unfenced,TFB,Euclea divinorum,4,,,,,,
2024,D,4,Z2,Unfenced,TFB,Grewia decomovulata,4,,,,,,
2024,D,4,Z2,Unfenced,TFB,Allophylus africanus,3.1,,,,,,
2024,D,4,Z2,Unfenced,TFB,Dichrostachys cinerea,3.5,,,,,,
2024,D,4,Z2,Unfenced,TFB,Dichrostachys cinerea,3.5,,,,,,
2024,D,4,Z2,Unfenced,TFB,Dichrostachys cinerea,3.5,,,,,,
2024,D,4,Z2,Unfenced,TFB,Dichrostachys cinerea,3.5,,,,,,
2024,D,4,Z2,Unfenced,TFB,Dichrostachys cinerea,3.5,,,,,,
2024,D,4,Z2,Unfenced,TFB,Dichrostachys cinerea,3.5,,,,,,
2024,D,4,Z2,Unfenced,TFB,Vachellia nilotica,3.5,,,,,,
2024,D,4,Z2,Unfenced,TFB,Vachellia nilotica,3.5,,,,,,
2024,D,4,Z2,Unfenced,TFB,Euclea divinorum,4,,,,,,
2024,D,4,Z2,Unfenced,TFB,Euclea divinorum,3.8,,,,,,
2024,D,4,Z2,Unfenced,TFB,Dichrostachys cinerea,3.5,,,,,,
2024,D,4,Z2,Unfenced,TFB,Grewia monticola,2,,,,,,
2024,D,4,Z2,Unfenced,TFB,Dichrostachys cinerea,3,,,,,,
2024,D,4,Z2,Unfenced,TFB,Euclea divinorum,1.5,,,,,,
2024,D,4,Z2,Unfenced,TFB,Combretum apiculatum,4,,,,,,
2024,D,4,Z2,Unfenced,TFB,Combretum apiculatum,3,,,,,,
2024,D,4,Z2,Unfenced,TFB,Vachellia nilotica,3,,,,,,
2024,D,4,Z2,Unfenced,TFB,Combretum apiculatum,4.2,,,,,,
2024,D,4,Z2,Unfenced,TFB,Carissa bispinosa,2,,,,,,
2024,D,4,Z2,Unfenced,TFB,Combretum apiculatum,3.2,,,,,,
2024,D,4,Z2,Unfenced,TFB,Vachellia nilotica,3,,,,,,
2024,D,4,Z2,Unfenced,TFB,Grewia decomovulata,1,,,,,,
2024,D,4,Z2,Unfenced,TFB,Combretum apiculatum,1.4,,,,,,
2024,D,4,Z2,Unfenced,TFB,Vachellia gerrardii,2.5,,,,,,
2024,D,4,Z2,Unfenced,TFB,Dichrostachys cinerea,3.1,,,,,,
2024,D,4,Z2,Unfenced,TFB,Vachellia nilotica,3,,,,,,
2024,D,4,Z2,Unfenced,TFB,Fluegga virosa,1.8,,,,,,
2024,D,4,Z2,Unfenced,TFB,Colophospermum mopane,1,,,,,,
2024,D,4,Z2,Unfenced,TFB,Colophospermum mopane,1,,,,,,
2024,D,4,Z2,Unfenced,TFB,Brachystegia spiciformis,4.3,,,,,,
2024,D,4,Z2,Unfenced,TFB,Allophylus africanus,2,,,,,,
2024,D,4,Z2,Unfenced,TFB,Bolusanthus speciosus,4,,,,,,
2024,D,4,Z2,Unfenced,TFB,Diospyros lycioides,1.7,,,,,,
2024,D,4,Z2,Unfenced,TFB,Dichrostachys cinerea,1.3,,,,,,
2024,D,4,Z2,Unfenced,TFB,Combretum apiculatum,4,,,,,,
2024,D,4,Z2,Unfenced,TFB,Combretum apiculatum,4,,,,,,
2024,D,4,Z2,Unfenced,TFB,Euclea divinorum,1.7,,,,,,
2024,D,4,Z2,Unfenced,TFB,Dichrostachys cinerea,4,,,,,,
2024,D,4,Z2,Unfenced,TFB,Allophylus africanus,3,,,,,,
2024,D,4,Z2,Unfenced,TFB,Peltophorum africanum,2,,,,,,
2024,D,4,Z2,Unfenced,TFB,Euclea divinorum,3.4,,,,,,
2024,D,4,Z2,Unfenced,TFB,Vachellia nilotica,3.5,,,,,,
2024,D,4,Z2,Unfenced,TFB,Dichrostachys cinerea,3.5,,,,,,
2024,D,4,Z2,Unfenced,TFB,Combretum apiculatum,3,,,,,,
2024,D,4,Z2,Unfenced,TFB,Vachellia nilotica,3,,,,,,
2024,D,4,Z2,Unfenced,TFB,Allophylus africanus,2,,,,,,
2024,D,4,Z2,Unfenced,TFB,Dichrostachys cinerea,4,,,,,,
2024,D,4,Z2,Unfenced,TFB,Dichrostachys cinerea,4,,,,,,
2024,D,4,Z2,Unfenced,TFB,Dichrostachys cinerea,4,,,,,,
2024,D,4,Z2,Unfenced,TFB,Dichrostachys cinerea,4,,,,,,
2024,D,4,Z2,Unfenced,TFB,Dichrostachys cinerea,4,,,,,,
2024,D,4,Z2,Unfenced,TFB,Combretum hereroense,2,,,,,,
2024,D,4,Z2,Unfenced,TFB,Euclea divinorum,3,,,,,,
2024,D,4,Z2,Unfenced,TFB,Euclea divinorum,1.5,,,,,,
2024,D,4,Z2,Unfenced,TFB,Euclea divinorum,1.5,,,,,,
2024,D,4,Z2,Unfenced,TFB,Euclea divinorum,1.5,,,,,,
2024,D,4,Z2,Unfenced,TFB,Euclea divinorum,1.5,,,,,,
2024,D,4,Z2,Unfenced,TFB,Allophylus africanus,1,,,,,,
2024,D,4,Z2,Unfenced,TFB,Allophylus africanus,1.7,,,,,,
2024,D,4,Z2,Unfenced,TFB,Euclea divinorum,1,,,,,,
2024,D,4,Z2,Unfenced,TFB,Euclea divinorum,1,,,,,,
2024,D,4,Z2,Unfenced,TFB,Euclea divinorum,1,,,,,,
2024,D,4,Z2,Unfenced,TFB,Euclea divinorum,1,,,,,,
2024,D,4,Z2,Unfenced,TFB,Dichrostachys cinerea,4,,,,,,
2024,D,4,Z2,Unfenced,TFB,Dichrostachys cinerea,4.1,,,,,,
2024,D,4,Z2,Unfenced,TFB,Allophylus africanus,2.5,,,,,,
2024,D,4,Z2,Unfenced,TFB,Dichrostachys cinerea,1.1,,,,,,
2024,D,4,Z2,Unfenced,TFB,Dichrostachys cinerea,4,,,,,,
2024,D,4,Z2,Unfenced,TFB,Ziziphus mucronata,2,,,,,,
2024,D,4,Z2,Unfenced,TFB,Combretum apiculatum,3,,,,,,
2024,D,4,Z2,Unfenced,TFB,Allophylus africanus,4,,,,,,
2024,D,4,Z2,Unfenced,TFB,Bolusanthus speciosus,4.3,,,,,,
2024,D,4,Z2,Unfenced,TFB,Zanthoxylum capense,1.3,,,,,,
2024,D,4,Z2,Unfenced,TFB,Grewia decomovulata,1.2,,,,,,
2024,D,4,Z2,Unfenced,TFB,Dichrostachys cinerea,4.5,,,,,,
2024,D,4,Z2,Unfenced,TFB,Dichrostachys cinerea,4.5,,,,,,
2024,D,4,Z2,Unfenced,TFB,Combretum apiculatum,1.1,,,,,,
2024,D,4,Z2,Unfenced,TFB,Euclea divinorum,2,,,,,,
2024,D,4,Z2,Unfenced,TFB,Dichrostachys cinerea,5,,,,,,
2024,D,4,Z2,Unfenced,TFB,Dichrostachys cinerea,5,,,,,,
2024,D,4,Z2,Unfenced,TFB,Dichrostachys cinerea,5,,,,,,
2024,D,4,Z2,Unfenced,TFB,Grewia decomovulata,1.5,,,,,,
2024,D,4,Z2,Unfenced,TFB,Vachellia nilotica,2,,,,,,
2024,D,4,Z2,Unfenced,TFB,Dichrostachys cinerea,4,,,,,,
2024,D,4,Z2,Unfenced,TFB,Dichrostachys cinerea,4,,,,,,
2024,D,4,Z2,Unfenced,TFB,Ximenia caffra,2,,,,,,
2024,D,4,Z2,Unfenced,TFB,Peltophorum africanum,4,,,,,,
2024,D,4,Z2,Unfenced,TFB,Euclea divinorum,2,,,,,,
2024,D,4,Z2,Unfenced,TFB,Grewia decomovulata,2,,,,,,
2024,D,4,Z2,Unfenced,TFB,Dichrostachys cinerea,3.5,,,,,,
2024,D,4,Z2,Unfenced,TFB,Combretum hereroense,1,,,,,,
2024,D,4,Z2,Unfenced,TFB,Grewia decomovulata,2,,,,,,
2024,D,4,Z2,Unfenced,TFB,Vachellia nilotica,3.5,,,,,,
2024,D,4,Z2,Unfenced,TFB,Vachellia gerrardii,2.5,,,,,,
2024,D,4,Z2,Unfenced,TFB,Euclea divinorum,2.5,,,,,,
2024,D,4,Z2,Unfenced,TFB,Dichrostachys cinerea,3.5,,,,,,
2024,D,4,Z2,Unfenced,TFB,Dichrostachys cinerea,3.5,,,,,,
2024,D,4,Z2,Unfenced,TFB,Vachellia nilotica,4,,,,,,
2024,D,4,Z2,Unfenced,TFB,Combretum apiculatum,2,,,,,,
2024,D,4,Z2,Unfenced,TFB,Brachystegia spiciformis,4,,,,,,
2024,D,4,Z2,Unfenced,TFB,Brachystegia spiciformis,4,,,,,,
2024,D,4,Z2,Unfenced,TFB,Euclea divinorum,2,,,,,,
2024,D,4,Z2,Unfenced,TFB,Combretum hereroense,1,,,,,,
2024,D,4,Z2,Unfenced,TFB,Vachellia gerrardii,2,,,,,,
2024,D,4,Z2,Unfenced,TFB,Combretum apiculatum,4,,,,,,
2024,D,4,Z2,Unfenced,TFB,Gymnosporia senegalensis,2,,,,,,
2024,D,4,Z2,Unfenced,TFB,Fluegga virosa,2,,,,,,
2024,D,4,Z2,Unfenced,TFB,Combretum apiculatum,2,,,,,,
2024,D,4,Z2,Unfenced,TFB,Brachystegia spiciformis,2,,,,,,
2024,D,4,Z2,Unfenced,TFB,Dichrostachys cinerea,4.5,,,,,,
2024,D,4,Z2,Unfenced,TFB,Allophylus africanus,4,,,,,,
2024,D,4,Z2,Unfenced,TFB,Combretum hereroense,4,,,,,,
2024,D,4,Z2,Unfenced,TFB,Euclea divinorum,1.5,,,,,,
2024,D,4,Z2,Unfenced,TFB,Vachellia gerrardii,2,,,,,,
2024,D,4,Z2,Unfenced,TFB,Brachystegia spiciformis,1,,,,,,
2024,D,4,Z2,Unfenced,TFB,Brachystegia spiciformis,1,,,,,,
2024,D,4,Z2,Unfenced,TFB,Brachystegia spiciformis,1,,,,,,
2024,D,4,Z2,Unfenced,TFB,Brachystegia spiciformis,1,,,,,,
2024,D,4,Z2,Unfenced,TFB,Euclea divinorum,3.5,,,,,,
2024,D,4,Z2,Unfenced,TFB,Carissa bispinosa,3,,,,,,
2024,D,4,Z2,Unfenced,TFB,Gardenia spathulifolia,3.5,,,,,,
2024,D,4,Z2,Unfenced,TFB,Vachellia nilotica,4,,,,,,
2024,D,4,Z2,Unfenced,TFB,Vachellia gerrardii,3.5,,,,,,
2024,D,4,Z2,Unfenced,TFB,Dichrostachys cinerea,4,,,,,,
2024,D,4,Z2,Unfenced,TFB,Dichrostachys cinerea,4,,,,,,
2024,D,4,Z2,Unfenced,TFB,Vachellia gerrardii,2.3,,,,,,
2024,D,4,Z2,Unfenced,TFB,Vachellia nilotica,2,,,,,,
2024,D,4,Z2,Unfenced,TFB,Euclea divinorum,3,,,,,,
2024,D,4,Z2,Unfenced,TFB,Vachellia nilotica,3,,,,,,
2024,D,4,Z2,Unfenced,TFB,Vachellia nilotica,3,,,,,,
2024,D,4,Z2,Unfenced,TFB,Vachellia gerrardii,3,,,,,,
