Year,Site,Plot,Subplot,Species_name,DPM_Height,Fencing,Treatment,Encroachment_level,Biomass
2025,A,5,Z3,NA,12.1,Fenced,THF,Moderate,1865
2025,A,5,Z3,Bothriochloa insculpta,17,Fenced,THF,Moderate,2911
2025,A,5,Z3,NA,2.7,Fenced,THF,Moderate,156
2025,A,5,Z3,NA,2.8,Fenced,THF,Moderate,169
2025,A,5,Z3,NA,2.8,Fenced,THF,Moderate,169
2025,A,5,Z3,Urochloa mosambicensis,26.8,Fenced,THF,Moderate,5122
2025,A,5,Z3,Hyperrhenia filipendula,19.4,Fenced,THF,Moderate,3441
2025,A,5,Z3,Bothriochloa insculpta,17.3,Fenced,THF,Moderate,2977
2025,A,5,Z3,Eragrostis gummiflua,16.8,Fenced,THF,Moderate,2867
2025,A,5,Z3,Urochloa mosambicensis,7.4,Fenced,THF,Moderate,931
2025,A,5,Z3,Cymbopogon excavatus,9.8,Fenced,THF,Moderate,1396
2025,A,5,Z3,Bothriochloa insculpta,13,Fenced,THF,Moderate,2053
2025,A,5,Z3,NA,14.3,Fenced,THF,Moderate,2328
2025,A,5,Z3,Hyperrhenia filipendula,12,Fenced,THF,Moderate,1844
2025,A,5,Z3,Bothriochloa insculpta,9.5,Fenced,THF,Moderate,1337
2025,A,5,Z3,NA,7.8,Fenced,THF,Moderate,1006
2025,A,5,Z3,NA,13.1,Fenced,THF,Moderate,2074
2025,A,5,Z1,Urochloa mosambicensis,22.3,Fenced,THF,Moderate,4092
2025,A,5,Z1,Bothriochloa insculpta,20.3,Fenced,THF,Moderate,3642
2025,A,5,Z1,NA,20.6,Fenced,THF,Moderate,3709
2025,A,5,Z1,NA,19.7,Fenced,THF,Moderate,3508
2025,A,5,Z1,Hyperrhenia filipendula,18.7,Fenced,THF,Moderate,3285
2025,A,5,Z1,Urochloa mosambicensis,16.1,Fenced,THF,Moderate,2715
2025,A,5,Z1,NA,19.2,Fenced,THF,Moderate,3396
2025,A,5,Z1,NA,14.8,Fenced,THF,Moderate,2435
2025,A,5,Z1,Hyperrhenia filipendula,16,Fenced,THF,Moderate,2693
2025,A,5,Z1,Themeda triandra,12,Fenced,THF,Moderate,1844
2025,A,5,Z1,Urochloa mosambicensis,15,Fenced,THF,Moderate,2477
2025,A,5,Z1,Bothriochloa insculpta,17.8,Fenced,THF,Moderate,3087
2025,A,5,Z1,Urochloa mosambicensis,2.8,Fenced,THF,Moderate,169
2025,A,5,Z1,NA,6.9,Fenced,THF,Moderate,838
2025,A,5,Z1,NA,6.3,Fenced,THF,Moderate,729
2025,A,5,Z1,NA,6.4,Fenced,THF,Moderate,747
2025,A,5,Z1,Heteropogon contortus,24,Fenced,THF,Moderate,4478
2025,A,5,Z1,Urochloa mosambicensis,16,Fenced,THF,Moderate,2693
2025,A,5,Z1,NA,14.7,Fenced,THF,Moderate,2413
2025,A,5,Z1,NA,14.8,Fenced,THF,Moderate,2435
2025,F,5,Z2,Aristida adscensionis,6.8,Fenced,THF,Moderate,820
2025,F,5,Z2,Enteropogon macrostachyus,3.4,Fenced,THF,Moderate,252
2025,F,5,Z2,Setaria incrassata,5.7,Fenced,THF,Moderate,622
2025,F,5,Z2,NA,7.3,Fenced,THF,Moderate,912
2025,F,5,Z2,Digitaria eriantha,8.5,Fenced,THF,Moderate,1141
2025,F,5,Z2,Pogonarthria squarrosa,7.3,Fenced,THF,Moderate,912
2025,F,5,Z2,Cynodon dactylon,7.2,Fenced,THF,Moderate,894
2025,F,5,Z2,NA,7,Fenced,THF,Moderate,856
2025,F,5,Z2,Digitaria eriantha,6.6,Fenced,THF,Moderate,783
2025,F,5,Z2,Heteropogon contortus,6.9,Fenced,THF,Moderate,838
2025,F,5,Z2,Cynodon dactylon,6.9,Fenced,THF,Moderate,838
2025,F,5,Z2,NA,6.7,Fenced,THF,Moderate,801
2025,F,5,Z2,Chloris virgata,8.6,Fenced,THF,Moderate,1160
2025,F,5,Z2,Eragrostis gummiflua,7.4,Fenced,THF,Moderate,931
2025,F,5,Z2,Setaria incrassata,7.9,Fenced,THF,Moderate,1025
2025,F,5,Z2,Cynodon dactylon,4.7,Fenced,THF,Moderate,453
2025,F,5,Z2,Digitaria eriantha,7.6,Fenced,THF,Moderate,968
2025,F,5,Z2,Pogonarthria squarrosa,5.8,Fenced,THF,Moderate,640
2025,F,5,Z2,NA,6.4,Fenced,THF,Moderate,747
2025,F,5,Z2,NA,7.1,Fenced,THF,Moderate,875
2025,F,5,Z1,Eragrostis rigidior,10.5,Fenced,THF,Moderate,1537
2025,F,5,Z1,Digitaria eriantha,8.7,Fenced,THF,Moderate,1179
2025,F,5,Z1,Cynodon dactylon,8.8,Fenced,THF,Moderate,1199
2025,F,5,Z1,Setaria incrassata,8.9,Fenced,THF,Moderate,1218
2025,F,5,Z1,Eragrostis rigidior,4.9,Fenced,THF,Moderate,486
2025,F,5,Z1,Eragrostis gummiflua,4.7,Fenced,THF,Moderate,453
2025,F,5,Z1,Setaria incrassata,5.2,Fenced,THF,Moderate,536
2025,F,5,Z1,Cynodon dactylon,5.3,Fenced,THF,Moderate,553
2025,F,5,Z1,Eragrostis rigidior,7,Fenced,THF,Moderate,856
2025,F,5,Z1,Setaria incrassata,6.7,Fenced,THF,Moderate,801
2025,F,5,Z1,Cynodon dactylon,6.9,Fenced,THF,Moderate,838
2025,F,5,Z1,Digitaria eriantha,7.2,Fenced,THF,Moderate,894
2025,F,5,Z1,Cynodon dactylon,5.6,Fenced,THF,Moderate,605
2025,F,5,Z1,Digitaria eriantha,5,Fenced,THF,Moderate,503
2025,F,5,Z1,NA,6.7,Fenced,THF,Moderate,801
2025,F,5,Z1,NA,7.2,Fenced,THF,Moderate,894
2025,F,5,Z1,Cynodon dactylon,6.9,Fenced,THF,Moderate,838
2025,F,5,Z1,Digitaria eriantha,7,Fenced,THF,Moderate,856
2025,F,5,Z1,Setaria incrassata,7.1,Fenced,THF,Moderate,875
2025,F,5,Z1,NA,7.2,Fenced,THF,Moderate,894
2025,F,5,Z3,Setaria incrassata,8,Unfenced,THF,Moderate,1044
2025,F,5,Z3,Enteropogon macrostachyus,8.3,Unfenced,THF,Moderate,1102
2025,F,5,Z3,Cynodon dactylon,8,Unfenced,THF,Moderate,1044
2025,F,5,Z3,NA,7.7,Unfenced,THF,Moderate,987
2025,F,5,Z3,Cynodon dactylon,6.7,Unfenced,THF,Moderate,801
2025,F,5,Z3,Digitaria eriantha,5.6,Unfenced,THF,Moderate,605
2025,F,5,Z3,Setaria incrassata,5.5,Unfenced,THF,Moderate,588
2025,F,5,Z3,Chloris virgata,5.9,Unfenced,THF,Moderate,658
2025,F,5,Z3,Cynodon dactylon,10.5,Unfenced,THF,Moderate,1537
2025,F,5,Z3,Eragrostis rigidior,9.6,Unfenced,THF,Moderate,1356
2025,F,5,Z3,Digitaria eriantha,9,Unfenced,THF,Moderate,1238
2025,F,5,Z3,NA,10.2,Unfenced,THF,Moderate,1476
2025,F,5,Z3,Digitaria eriantha,9.3,Unfenced,THF,Moderate,1297
2025,F,5,Z3,Cynodon dactylon,9.4,Unfenced,THF,Moderate,1317
2025,F,5,Z3,Eragrostis rigidior,9,Unfenced,THF,Moderate,1238
2025,F,5,Z3,NA,8.4,Unfenced,THF,Moderate,1121
2025,F,5,Z3,Cynodon dactylon,11.3,Unfenced,THF,Moderate,1700
2025,F,5,Z3,Digitaria eriantha,17,Unfenced,THF,Moderate,2911
2025,F,5,Z3,Setaria incrassata,17.5,Unfenced,THF,Moderate,3021
2025,F,5,Z3,NA,17.5,Unfenced,THF,Moderate,3021
2025,F,5,Z4,Digitaria eriantha,13.1,Unfenced,THF,Moderate,2074
2025,F,5,Z4,Cynodon dactylon,12.6,Unfenced,THF,Moderate,1969
2025,F,5,Z4,Setaria incrassata,12.4,Unfenced,THF,Moderate,1927
2025,F,5,Z4,NA,13.9,Unfenced,THF,Moderate,2243
2025,F,5,Z4,Digitaria eriantha,7,Unfenced,THF,Moderate,856
2025,F,5,Z4,Eragrostis rigidior,5.7,Unfenced,THF,Moderate,622
2025,F,5,Z4,Cynodon dactylon,4.8,Unfenced,THF,Moderate,469
2025,F,5,Z4,NA,4.4,Unfenced,THF,Moderate,404
2025,F,5,Z4,Setaria incrassata,10.3,Unfenced,THF,Moderate,1496
2025,F,5,Z4,Eragrostis rigidior,9.8,Unfenced,THF,Moderate,1396
2025,F,5,Z4,Cynodon dactylon,9.5,Unfenced,THF,Moderate,1337
2025,F,5,Z4,NA,11.2,Unfenced,THF,Moderate,1679
2025,F,5,Z4,Cynodon dactylon,4.4,Unfenced,THF,Moderate,404
2025,F,5,Z4,Digitaria eriantha,4.7,Unfenced,THF,Moderate,453
2025,F,5,Z4,NA,4.8,Unfenced,THF,Moderate,469
2025,F,5,Z4,NA,4.6,Unfenced,THF,Moderate,436
2025,F,5,Z4,Digitaria eriantha,5.3,Unfenced,THF,Moderate,553
2025,F,5,Z4,Eragrostis rigidior,5.3,Unfenced,THF,Moderate,553
2025,F,5,Z4,Setaria incrassata,5.4,Unfenced,THF,Moderate,570
2025,F,5,Z4,Aristida adscensionis,6.6,Unfenced,THF,Moderate,783
2025,F,4,Z2,Eragrostis rigidior,9.8,Fenced,TFB,Moderate,1396
2025,F,4,Z2,NA,10.2,Fenced,TFB,Moderate,1476
2025,F,4,Z2,NA,8.8,Fenced,TFB,Moderate,1199
2025,F,4,Z2,NA,7.8,Fenced,TFB,Moderate,1006
2025,F,4,Z2,Pogonarthria squarrosa,3.6,Fenced,TFB,Moderate,281
2025,F,4,Z2,Setaria incrassata,3.4,Fenced,TFB,Moderate,252
2025,F,4,Z2,NA,4.5,Fenced,TFB,Moderate,420
2025,F,4,Z2,NA,5.1,Fenced,TFB,Moderate,519
2025,F,4,Z2,Chloris virgata,4.7,Fenced,TFB,Moderate,453
2025,F,4,Z2,NA,4.3,Fenced,TFB,Moderate,388
2025,F,4,Z2,NA,4.1,Fenced,TFB,Moderate,357
2025,F,4,Z2,NA,4.2,Fenced,TFB,Moderate,372
2025,F,4,Z2,Brachiaria nigropedata,6.4,Fenced,TFB,Moderate,747
2025,F,4,Z2,Eragrostis rigidior,5.6,Fenced,TFB,Moderate,605
2025,F,4,Z2,Cynodon dactylon,5.3,Fenced,TFB,Moderate,553
2025,F,4,Z2,Eragrostis gummiflua,5.7,Fenced,TFB,Moderate,622
2025,F,4,Z2,Brachiaria nigropedata,5.4,Fenced,TFB,Moderate,570
2025,F,4,Z2,Eragrostis rigidior,4.3,Fenced,TFB,Moderate,388
2025,F,4,Z2,Digitaria eriantha,8.1,Fenced,TFB,Moderate,1064
2025,F,4,Z2,NA,8.5,Fenced,TFB,Moderate,1141
2025,F,4,Z3,Cynodon dactylon,4.5,Unfenced,TFB,Moderate,420
2025,F,4,Z3,Setaria incrassata,4.1,Unfenced,TFB,Moderate,357
2025,F,4,Z3,Aristida adscensionis,4,Unfenced,TFB,Moderate,341
2025,F,4,Z3,NA,3.7,Unfenced,TFB,Moderate,296
2025,F,4,Z3,Digitaria eriantha,4.7,Unfenced,TFB,Moderate,453
2025,F,4,Z3,Eragrostis viscosa,5.3,Unfenced,TFB,Moderate,553
2025,F,4,Z3,Eragrostis rigidior,5.4,Unfenced,TFB,Moderate,570
2025,F,4,Z3,Cynodon dactylon,5.4,Unfenced,TFB,Moderate,570
2025,F,4,Z3,Digitaria eriantha,6,Unfenced,TFB,Moderate,675
2025,F,4,Z3,Heteropogon contortus,5.1,Unfenced,TFB,Moderate,519
2025,F,4,Z3,NA,5,Unfenced,TFB,Moderate,503
2025,F,4,Z3,NA,4.9,Unfenced,TFB,Moderate,486
2025,F,4,Z3,Aristida adscensionis,6,Unfenced,TFB,Moderate,675
2025,F,4,Z3,Digitaria eriantha,6.1,Unfenced,TFB,Moderate,693
2025,F,4,Z3,Eragrostis viscosa,5.9,Unfenced,TFB,Moderate,658
2025,F,4,Z3,NA,6.2,Unfenced,TFB,Moderate,711
2025,F,4,Z3,Eragrostis rigidior,9.3,Unfenced,TFB,Moderate,1297
2025,F,4,Z3,Digitaria eriantha,7.1,Unfenced,TFB,Moderate,875
2025,F,4,Z3,Eragrostis viscosa,6,Unfenced,TFB,Moderate,675
2025,F,4,Z3,Cynodon dactylon,5.7,Unfenced,TFB,Moderate,622
2025,F,4,Z1,Setaria incrassata,5.5,Fenced,TFB,Moderate,588
2025,F,4,Z1,Eragrostis viscosa,5.2,Fenced,TFB,Moderate,536
2025,F,4,Z1,NA,4.8,Fenced,TFB,Moderate,469
2025,F,4,Z1,NA,4.4,Fenced,TFB,Moderate,404
2025,F,4,Z1,Brachiaria nigropedata,8.5,Fenced,TFB,Moderate,1141
2025,F,4,Z1,Heteropogon contortus,10.8,Fenced,TFB,Moderate,1598
2025,F,4,Z1,NA,8.7,Fenced,TFB,Moderate,1179
2025,F,4,Z1,NA,9.5,Fenced,TFB,Moderate,1337
2025,F,4,Z1,Aristida adscensionis,8.5,Fenced,TFB,Moderate,1141
2025,F,4,Z1,Setaria incrassata,10.8,Fenced,TFB,Moderate,1598
2025,F,4,Z1,NA,10.2,Fenced,TFB,Moderate,1476
2025,F,4,Z1,NA,10,Fenced,TFB,Moderate,1436
2025,F,4,Z1,Setaria incrassata,8,Fenced,TFB,Moderate,1044
2025,F,4,Z1,Digitaria eriantha,9.2,Fenced,TFB,Moderate,1277
2025,F,4,Z1,NA,10,Fenced,TFB,Moderate,1436
2025,F,4,Z1,NA,8.9,Fenced,TFB,Moderate,1218
2025,F,4,Z1,Pogonarthria squarrosa,1.9,Fenced,TFB,Moderate,65
2025,F,4,Z1,Eragrostis viscosa,3.3,Fenced,TFB,Moderate,237
2025,F,4,Z1,NA,3.3,Fenced,TFB,Moderate,237
2025,F,4,Z1,NA,3.9,Fenced,TFB,Moderate,326
2025,F,4,Z4,Panicum maximum,12,Unfenced,TFB,Moderate,1844
2025,F,4,Z4,Enteropogon macrostachyus,15.3,Unfenced,TFB,Moderate,2542
2025,F,4,Z4,NA,14,Unfenced,TFB,Moderate,2264
2025,F,4,Z4,NA,16.5,Unfenced,TFB,Moderate,2802
2025,F,4,Z4,Heteropogon contortus,6.3,Unfenced,TFB,Moderate,729
2025,F,4,Z4,Digitaria eriantha,6.9,Unfenced,TFB,Moderate,838
2025,F,4,Z4,Aristida adscensionis,7.9,Unfenced,TFB,Moderate,1025
2025,F,4,Z4,Setaria incrassata,7.7,Unfenced,TFB,Moderate,987
2025,F,4,Z4,Digitaria eriantha,2.6,Unfenced,TFB,Moderate,144
2025,F,4,Z4,Eragrostis viscosa,2.7,Unfenced,TFB,Moderate,156
2025,F,4,Z4,Pogonarthria squarrosa,3.3,Unfenced,TFB,Moderate,237
2025,F,4,Z4,NA,4.1,Unfenced,TFB,Moderate,357
2025,F,4,Z4,Digitaria eriantha,3.4,Unfenced,TFB,Moderate,252
2025,F,4,Z4,Cynodon dactylon,4.8,Unfenced,TFB,Moderate,469
2025,F,4,Z4,Pogonarthria squarrosa,6.9,Unfenced,TFB,Moderate,838
2025,F,4,Z4,Heteropogon contortus,7.2,Unfenced,TFB,Moderate,894
2025,F,4,Z4,Setaria incrassata,5.8,Unfenced,TFB,Moderate,640
2025,F,4,Z4,Aristida adscensionis,5.6,Unfenced,TFB,Moderate,605
2025,F,4,Z4,NA,7.7,Unfenced,TFB,Moderate,987
2025,F,4,Z4,NA,9,Unfenced,TFB,Moderate,1238
2025,F,3,Z1,Digitaria eriantha,6.3,Fenced,TF,Moderate,729
2025,F,3,Z1,NA,1.7,Fenced,TF,Moderate,47
2025,F,3,Z1,NA,1.7,Fenced,TF,Moderate,47
2025,F,3,Z1,NA,3.7,Fenced,TF,Moderate,296
2025,F,3,Z1,Eragrostis viscosa,6.4,Fenced,TF,Moderate,747
2025,F,3,Z1,Pogonarthria squarrosa,5.2,Fenced,TF,Moderate,536
2025,F,3,Z1,NA,4.2,Fenced,TF,Moderate,372
2025,F,3,Z1,NA,4.2,Fenced,TF,Moderate,372
2025,F,3,Z1,Eragrostis viscosa,10.6,Fenced,TF,Moderate,1557
2025,F,3,Z1,Eragrostis rigidior,7.2,Fenced,TF,Moderate,894
2025,F,3,Z1,Digitaria eriantha,7.2,Fenced,TF,Moderate,894
2025,F,3,Z1,Cynodon dactylon,7.1,Fenced,TF,Moderate,875
2025,F,3,Z1,Cynodon dactylon,5.1,Fenced,TF,Moderate,519
2025,F,3,Z1,Digitaria eriantha,5.5,Fenced,TF,Moderate,588
2025,F,3,Z1,Eragrostis viscosa,5.6,Fenced,TF,Moderate,605
2025,F,3,Z1,NA,8.9,Fenced,TF,Moderate,1218
2025,F,3,Z1,Setaria incrassata,5.4,Fenced,TF,Moderate,570
2025,F,3,Z1,Digitaria eriantha,5.8,Fenced,TF,Moderate,640
2025,F,3,Z1,NA,6.1,Fenced,TF,Moderate,693
2025,F,3,Z1,NA,6.5,Fenced,TF,Moderate,765
2025,F,3,Z2,Eragrostis viscosa,7.2,Fenced,TF,Moderate,894
2025,F,3,Z2,Pogonarthria squarrosa,7.9,Fenced,TF,Moderate,1025
2025,F,3,Z2,Eragrostis rigidior,7.8,Fenced,TF,Moderate,1006
2025,F,3,Z2,NA,7.5,Fenced,TF,Moderate,950
2025,F,3,Z2,Eragrostis viscosa,8.3,Fenced,TF,Moderate,1102
2025,F,3,Z2,Setaria incrassata,6.4,Fenced,TF,Moderate,747
2025,F,3,Z2,Eragrostis rigidior,6.8,Fenced,TF,Moderate,820
2025,F,3,Z2,NA,7.1,Fenced,TF,Moderate,875
2025,F,3,Z2,Eragrostis viscosa,6.5,Fenced,TF,Moderate,765
2025,F,3,Z2,Eragrostis rigidior,6.2,Fenced,TF,Moderate,711
2025,F,3,Z2,Perotis patens,5.9,Fenced,TF,Moderate,658
2025,F,3,Z2,NA,6.2,Fenced,TF,Moderate,711
2025,F,3,Z2,Eragrostis viscosa,6.9,Fenced,TF,Moderate,838
2025,F,3,Z2,Digitaria eriantha,6.4,Fenced,TF,Moderate,747
2025,F,3,Z2,Eragrostis rigidior,7,Fenced,TF,Moderate,856
2025,F,3,Z2,Eragrostis gummiflua,6.8,Fenced,TF,Moderate,820
2025,F,3,Z2,Setaria incrassata,6.8,Fenced,TF,Moderate,820
2025,F,3,Z2,Eragrostis rigidior,6.5,Fenced,TF,Moderate,765
2025,F,3,Z2,NA,6.3,Fenced,TF,Moderate,729
2025,F,3,Z2,NA,6,Fenced,TF,Moderate,675
2025,F,3,Z4,Eragrostis rigidior,6.4,Unfenced,TF,Moderate,747
2025,F,3,Z4,Cynodon dactylon,6.6,Unfenced,TF,Moderate,783
2025,F,3,Z4,Digitaria eriantha,6.4,Unfenced,TF,Moderate,747
2025,F,3,Z4,NA,6.6,Unfenced,TF,Moderate,783
2025,F,3,Z4,Cynodon dactylon,7.4,Unfenced,TF,Moderate,931
2025,F,3,Z4,Eragrostis rigidior,8.7,Unfenced,TF,Moderate,1179
2025,F,3,Z4,Digitaria eriantha,8.9,Unfenced,TF,Moderate,1218
2025,F,3,Z4,NA,9.6,Unfenced,TF,Moderate,1356
2025,F,3,Z4,Cynodon dactylon,4.7,Unfenced,TF,Moderate,453
2025,F,3,Z4,Digitaria eriantha,6.8,Unfenced,TF,Moderate,820
2025,F,3,Z4,Setaria incrassata,8.6,Unfenced,TF,Moderate,1160
2025,F,3,Z4,NA,9.1,Unfenced,TF,Moderate,1258
2025,F,3,Z4,Cynodon dactylon,11.6,Unfenced,TF,Moderate,1761
2025,F,3,Z4,Eragrostis rigidior,9.7,Unfenced,TF,Moderate,1376
2025,F,3,Z4,Pogonarthria squarrosa,8.3,Unfenced,TF,Moderate,1102
2025,F,3,Z4,Digitaria eriantha,8.1,Unfenced,TF,Moderate,1064
2025,F,3,Z4,Enteropogon macrostachyus,5.1,Unfenced,TF,Moderate,519
2025,F,3,Z4,Digitaria eriantha,5.3,Unfenced,TF,Moderate,553
2025,F,3,Z4,Setaria incrassata,9.4,Unfenced,TF,Moderate,1317
2025,F,3,Z4,NA,9,Unfenced,TF,Moderate,1238
2025,F,3,Z3,Cynodon dactylon,7.2,Unfenced,TF,Moderate,894
2025,F,3,Z3,Pogonarthria squarrosa,7.1,Unfenced,TF,Moderate,875
2025,F,3,Z3,Eragrostis viscosa,7.2,Unfenced,TF,Moderate,894
2025,F,3,Z3,Setaria incrassata,7.5,Unfenced,TF,Moderate,950
2025,F,3,Z3,Eragrostis rigidior,7,Unfenced,TF,Moderate,856
2025,F,3,Z3,Digitaria eriantha,5.5,Unfenced,TF,Moderate,588
2025,F,3,Z3,NA,3.9,Unfenced,TF,Moderate,326
2025,F,3,Z3,NA,3.4,Unfenced,TF,Moderate,252
2025,F,3,Z3,Cynodon dactylon,3.6,Unfenced,TF,Moderate,281
2025,F,3,Z3,Digitaria eriantha,3.6,Unfenced,TF,Moderate,281
2025,F,3,Z3,NA,4.6,Unfenced,TF,Moderate,436
2025,F,3,Z3,NA,4.5,Unfenced,TF,Moderate,420
2025,F,3,Z3,Cynodon dactylon,6.8,Unfenced,TF,Moderate,820
2025,F,3,Z3,Digitaria eriantha,9.6,Unfenced,TF,Moderate,1356
2025,F,3,Z3,Setaria incrassata,9.6,Unfenced,TF,Moderate,1356
2025,F,3,Z3,Eragrostis viscosa,9.8,Unfenced,TF,Moderate,1396
2025,F,3,Z3,Cynodon dactylon,19.4,Unfenced,TF,Moderate,3441
2025,F,3,Z3,Digitaria eriantha,8.5,Unfenced,TF,Moderate,1141
2025,F,3,Z3,NA,10.7,Unfenced,TF,Moderate,1577
2025,F,3,Z3,NA,11.7,Unfenced,TF,Moderate,1782
2025,F,2,Z4,Cynodon dactylon,8.5,Unfenced,F,Moderate,1141
2025,F,2,Z4,Eragrostis rigidior,7.9,Unfenced,F,Moderate,1025
2025,F,2,Z4,Digitaria eriantha,8,Unfenced,F,Moderate,1044
2025,F,2,Z4,Setaria incrassata,8.1,Unfenced,F,Moderate,1064
2025,F,2,Z4,Aristida adscensionis,3.9,Unfenced,F,Moderate,326
2025,F,2,Z4,Digitaria eriantha,4.2,Unfenced,F,Moderate,372
2025,F,2,Z4,Cynodon dactylon,4.6,Unfenced,F,Moderate,436
2025,F,2,Z4,Heteropogon contortus,4.3,Unfenced,F,Moderate,388
2025,F,2,Z4,Cynodon dactylon,2.2,Unfenced,F,Moderate,97
2025,F,2,Z4,Eragrostis viscosa,2,Unfenced,F,Moderate,75
2025,F,2,Z4,Pogonarthria squarrosa,2.1,Unfenced,F,Moderate,86
2025,F,2,Z4,NA,2,Unfenced,F,Moderate,75
2025,F,2,Z4,Cynodon dactylon,6.9,Unfenced,F,Moderate,838
2025,F,2,Z4,Eragrostis viscosa,6.1,Unfenced,F,Moderate,693
2025,F,2,Z4,NA,6.4,Unfenced,F,Moderate,747
2025,F,2,Z4,NA,6.3,Unfenced,F,Moderate,729
2025,F,2,Z4,Enteropogon macrostachyus,2.9,Unfenced,F,Moderate,182
2025,F,2,Z4,NA,2.6,Unfenced,F,Moderate,144
2025,F,2,Z4,NA,2.8,Unfenced,F,Moderate,169
2025,F,2,Z4,NA,2.9,Unfenced,F,Moderate,182
2025,F,2,Z3,Cynodon dactylon,2.3,Unfenced,F,Moderate,108
2025,F,2,Z3,Digitaria eriantha,2.3,Unfenced,F,Moderate,108
2025,F,2,Z3,Heteropogon contortus,3.7,Unfenced,F,Moderate,296
2025,F,2,Z3,Enteropogon macrostachyus,4,Unfenced,F,Moderate,341
2025,F,2,Z3,Digitaria eriantha,4.7,Unfenced,F,Moderate,453
2025,F,2,Z3,Cynodon dactylon,3.9,Unfenced,F,Moderate,326
2025,F,2,Z3,Eragrostis rigidior,4.4,Unfenced,F,Moderate,404
2025,F,2,Z3,NA,4.5,Unfenced,F,Moderate,420
2025,F,2,Z3,Enteropogon macrostachyus,4.3,Unfenced,F,Moderate,388
2025,F,2,Z3,Eragrostis rigidior,4.6,Unfenced,F,Moderate,436
2025,F,2,Z3,Cynodon dactylon,4.7,Unfenced,F,Moderate,453
2025,F,2,Z3,NA,5,Unfenced,F,Moderate,503
2025,F,2,Z3,Chloris virgata,6.1,Unfenced,F,Moderate,693
2025,F,2,Z3,Digitaria eriantha,6.3,Unfenced,F,Moderate,729
2025,F,2,Z3,Enteropogon macrostachyus,7.8,Unfenced,F,Moderate,1006
2025,F,2,Z3,Heteropogon contortus,9.4,Unfenced,F,Moderate,1317
2025,F,2,Z3,Cynodon dactylon,4.2,Unfenced,F,Moderate,372
2025,F,2,Z3,Eragrostis rigidior,4.1,Unfenced,F,Moderate,357
2025,F,2,Z3,Dactyloctenium giganteum,5,Unfenced,F,Moderate,503
2025,F,2,Z3,Digitaria eriantha,5.4,Unfenced,F,Moderate,570
2025,F,2,Z1,Cynodon dactylon,6.3,Fenced,F,Moderate,729
2025,F,2,Z1,Eragrostis curvula,11.5,Fenced,F,Moderate,1741
2025,F,2,Z1,Eragrostis rigidior,9.2,Fenced,F,Moderate,1277
2025,F,2,Z1,NA,8.8,Fenced,F,Moderate,1199
2025,F,2,Z1,Chloris virgata,12,Fenced,F,Moderate,1844
2025,F,2,Z1,Eragrostis rigidior,10.7,Fenced,F,Moderate,1577
2025,F,2,Z1,Cynodon dactylon,10.7,Fenced,F,Moderate,1577
2025,F,2,Z1,Eragrostis viscosa,10.4,Fenced,F,Moderate,1517
2025,F,2,Z1,Eragrostis rigidior,8.1,Fenced,F,Moderate,1064
2025,F,2,Z1,Chloris virgata,14.1,Fenced,F,Moderate,2285
2025,F,2,Z1,Cynodon dactylon,13.4,Fenced,F,Moderate,2137
2025,F,2,Z1,Setaria incrassata,13.3,Fenced,F,Moderate,2116
2025,F,2,Z1,Enteropogon macrostachyus,11,Fenced,F,Moderate,1638
2025,F,2,Z1,Eragrostis rigidior,12.4,Fenced,F,Moderate,1927
2025,F,2,Z1,Panicum maximum,11.7,Fenced,F,Moderate,1782
2025,F,2,Z1,NA,10.9,Fenced,F,Moderate,1618
2025,F,2,Z1,Enteropogon macrostachyus,3.8,Fenced,F,Moderate,311
2025,F,2,Z1,Eragrostis rigidior,3.9,Fenced,F,Moderate,326
2025,F,2,Z1,Digitaria eriantha,4,Fenced,F,Moderate,341
2025,F,2,Z1,Setaria incrassata,4,Fenced,F,Moderate,341
2025,F,2,Z2,Digitaria eriantha,7.5,Fenced,F,Moderate,950
2025,F,2,Z2,Setaria incrassata,7.1,Fenced,F,Moderate,875
2025,F,2,Z2,Enteropogon macrostachyus,7.2,Fenced,F,Moderate,894
2025,F,2,Z2,NA,7.2,Fenced,F,Moderate,894
2025,F,2,Z2,Eragrostis rigidior,7.5,Fenced,F,Moderate,950
2025,F,2,Z2,Dactyloctenium giganteum,7.9,Fenced,F,Moderate,1025
2025,F,2,Z2,Enteropogon macrostachyus,7.1,Fenced,F,Moderate,875
2025,F,2,Z2,Digitaria eriantha,8.8,Fenced,F,Moderate,1199
2025,F,2,Z2,Chloris virgata,17.5,Fenced,F,Moderate,3021
2025,F,2,Z2,Aristida adscensionis,20.7,Fenced,F,Moderate,3731
2025,F,2,Z2,Cynodon dactylon,20.5,Fenced,F,Moderate,3686
2025,F,2,Z2,Eragrostis rigidior,19.7,Fenced,F,Moderate,3508
2025,F,2,Z2,Dactyloctenium giganteum,10.9,Fenced,F,Moderate,1618
2025,F,2,Z2,Pogonarthria squarrosa,7.6,Fenced,F,Moderate,968
2025,F,2,Z2,Digitaria eriantha,7.3,Fenced,F,Moderate,912
2025,F,2,Z2,NA,8,Fenced,F,Moderate,1044
2025,F,2,Z2,Digitaria eriantha,9.1,Fenced,F,Moderate,1258
2025,F,2,Z2,Setaria incrassata,7.7,Fenced,F,Moderate,987
2025,F,2,Z2,Aristida adscensionis,7.4,Fenced,F,Moderate,931
2025,F,2,Z2,NA,8,Fenced,F,Moderate,1044
