Year,Site,Plot,Subplot,Species_name,DPM_Height,Fencing,Treatment,Encroachment_level,Biomass
2024,D,1,Z4,Aristida adscensionis,11.1,Unfenced,C,High,1659
2024,D,1,Z4,NA,11.6,Unfenced,C,High,1761
2024,D,1,Z4,Andropogon eucomus,10,Unfenced,C,High,1436
2024,D,1,Z4,Heteropogon contortus,13.2,Unfenced,C,High,2095
2024,D,1,Z4,Eragrostis rigidior,11.8,Unfenced,C,High,1803
2024,D,1,Z4,NA,12.4,Unfenced,C,High,1927
2024,D,1,Z4,Chloris virgata,7.2,Unfenced,C,High,894
2024,D,1,Z4,NA,7.5,Unfenced,C,High,950
2024,D,1,Z4,NA,7.5,Unfenced,C,High,950
2024,D,1,Z4,NA,5.4,Unfenced,C,High,570
2024,D,1,Z4,Chloris virgata,4.6,Unfenced,C,High,436
2024,D,1,Z4,Eragrostis rigidior,4.1,Unfenced,C,High,357
2024,D,1,Z4,Brachiaria nigropedata,3.8,Unfenced,C,High,311
2024,D,1,Z4,NA,3.8,Unfenced,C,High,311
2024,D,2,Z1,Panicum maximum,3.2,Fenced,F,High,223
2024,D,2,Z1,NA,3.3,Fenced,F,High,237
2024,D,2,Z1,NA,3,Fenced,F,High,196
2024,D,2,Z1,NA,3,Fenced,F,High,196
2024,D,2,Z1,Andropogon eucomus,18.5,Fenced,F,High,3241
2024,D,2,Z1,Enteropogon macrostachyus,17.5,Fenced,F,High,3021
2024,D,2,Z1,NA,19.2,Fenced,F,High,3396
2024,D,2,Z1,NA,15,Fenced,F,High,2477
2024,D,2,Z1,Heteropogon contortus,8,Fenced,F,High,1044
2024,D,2,Z1,Aristida adscensionis,6.4,Fenced,F,High,747
2024,D,2,Z1,Enteropogon macrostachyus,9.8,Fenced,F,High,1396
2024,D,2,Z1,NA,10.3,Fenced,F,High,1496
2024,D,2,Z1,Brachiaria nigropedata,3.4,Fenced,F,High,252
2024,D,2,Z1,Heteropogon contortus,5.5,Fenced,F,High,588
2024,D,2,Z1,Aristida adscensionis,6.1,Fenced,F,High,693
2024,D,2,Z1,Enteropogon macrostachyus,6.6,Fenced,F,High,783
2024,D,2,Z1,Eragrostis rigidior,11.7,Fenced,F,High,1782
2024,D,2,Z1,Chloris virgata,6.5,Fenced,F,High,765
2024,D,2,Z1,Setaria incrassata,8.6,Fenced,F,High,1160
2024,D,2,Z1,NA,8.7,Fenced,F,High,1179
2024,D,2,Z2,Heteropogon contortus,5,Unfenced,F,High,503
2024,D,2,Z2,Aristida adscensionis,5.1,Unfenced,F,High,519
2024,D,2,Z2,Aristida diffusa,5.1,Unfenced,F,High,519
2024,D,2,Z2,NA,5.7,Unfenced,F,High,622
2024,D,2,Z2,Enteropogon macrostachyus,14.1,Unfenced,F,High,2285
2024,D,2,Z2,Aristida adscensionis,9.2,Unfenced,F,High,1277
2024,D,2,Z2,NA,9.2,Unfenced,F,High,1277
2024,D,2,Z2,NA,9.2,Unfenced,F,High,1277
2024,D,2,Z2,Panicum maximum,7.5,Unfenced,F,High,950
2024,D,2,Z2,Brachiaria nigropedata,9.6,Unfenced,F,High,1356
2024,D,2,Z2,Eragrostis rigidior,11.4,Unfenced,F,High,1720
2024,D,2,Z2,Chloris virgata,8.9,Unfenced,F,High,1218
2024,D,2,Z2,Heteropogon contortus,20.4,Unfenced,F,High,3664
2024,D,2,Z2,Brachiaria nigropedata,15.5,Unfenced,F,High,2585
2024,D,2,Z2,NA,13.4,Unfenced,F,High,2137
2024,D,2,Z2,NA,13.2,Unfenced,F,High,2095
2024,D,2,Z2,Enteropogon macrostachyus,8.5,Unfenced,F,High,1141
2024,D,2,Z2,Brachiaria nigropedata,8.5,Unfenced,F,High,1141
2024,D,2,Z2,NA,6.6,Unfenced,F,High,783
2024,D,2,Z2,NA,6.5,Unfenced,F,High,765
2024,D,2,Z3,Heteropogon contortus,9.1,Fenced,F,High,1258
2024,D,2,Z3,Andropogon eucomus,6.6,Fenced,F,High,783
2024,D,2,Z3,Aristida adscensionis,5.2,Fenced,F,High,536
2024,D,2,Z3,Eragrostis rigidior,5.2,Fenced,F,High,536
2024,D,2,Z3,Heteropogon contortus,7.2,Fenced,F,High,894
2024,D,2,Z3,Andropogon eucomus,6.8,Fenced,F,High,820
2024,D,2,Z3,Eragrostis rigidior,6.8,Fenced,F,High,820
2024,D,2,Z3,NA,20.5,Fenced,F,High,3686
2024,D,2,Z3,Andropogon eucomus,11.9,Fenced,F,High,1823
2024,D,2,Z3,Setaria incrassata,17.2,Fenced,F,High,2955
2024,D,2,Z3,NA,13.9,Fenced,F,High,2243
2024,D,2,Z3,NA,12.9,Fenced,F,High,2032
2024,D,2,Z3,Heteropogon contortus,7.5,Fenced,F,High,950
2024,D,2,Z3,Enteropogon macrostachyus,6,Fenced,F,High,675
2024,D,2,Z3,NA,5.9,Fenced,F,High,658
2024,D,2,Z3,NA,7.7,Fenced,F,High,987
2024,D,2,Z3,Heteropogon contortus,2.4,Fenced,F,High,120
2024,D,2,Z3,NA,2.4,Fenced,F,High,120
2024,D,2,Z3,NA,5.9,Fenced,F,High,658
2024,D,2,Z3,NA,4.9,Fenced,F,High,486
2024,D,2,Z4,Enteropogon macrostachyus,7.1,Unfenced,F,High,875
2024,D,2,Z4,Panicum maximum,6.6,Unfenced,F,High,783
2024,D,2,Z4,Heteropogon contortus,7.3,Unfenced,F,High,912
2024,D,2,Z4,NA,8.4,Unfenced,F,High,1121
2024,D,2,Z4,Andropogon eucomus,17.8,Unfenced,F,High,3087
2024,D,2,Z4,Heteropogon contortus,16.8,Unfenced,F,High,2867
2024,D,2,Z4,Aristida adscensionis,17.4,Unfenced,F,High,2999
2024,D,2,Z4,NA,18.8,Unfenced,F,High,3307
2024,D,2,Z4,Heteropogon contortus,14.8,Unfenced,F,High,2435
2024,D,2,Z4,Aristida adscensionis,16.1,Unfenced,F,High,2715
2024,D,2,Z4,Chloris virgata,16.9,Unfenced,F,High,2889
2024,D,2,Z4,NA,16.8,Unfenced,F,High,2867
2024,D,2,Z4,Panicum maximum,21.3,Unfenced,F,High,3866
2024,D,2,Z4,Heteropogon contortus,18.3,Unfenced,F,High,3197
2024,D,2,Z4,NA,11.9,Unfenced,F,High,1823
2024,D,2,Z4,NA,12.8,Unfenced,F,High,2011
2024,D,2,Z4,Heteropogon contortus,20.4,Unfenced,F,High,3664
2024,D,2,Z4,Chloris virgata,17.1,Unfenced,F,High,2933
2024,D,2,Z4,NA,17.9,Unfenced,F,High,3109
2024,D,2,Z4,NA,16.2,Unfenced,F,High,2737
2024,D,3,Z1,Heteropogon contortus,33.5,Fenced,TF,High,6688
2024,D,3,Z1,Chloris virgata,33.6,Fenced,TF,High,6711
2024,D,3,Z1,Sporobolus ioclados,26.4,Fenced,TF,High,5029
2024,D,3,Z1,NA,24.4,Fenced,TF,High,4570
2024,D,3,Z1,Aristida adscensionis,14.9,Fenced,TF,High,2456
2024,D,3,Z1,NA,14.5,Fenced,TF,High,2370
2024,D,3,Z1,NA,14.5,Fenced,TF,High,2370
2024,D,3,Z1,NA,14.6,Fenced,TF,High,2392
2024,D,3,Z1,Heteropogon contortus,8.3,Fenced,TF,High,1102
2024,D,3,Z1,Setaria incrassata,7.3,Fenced,TF,High,912
2024,D,3,Z1,NA,6,Fenced,TF,High,675
2024,D,3,Z1,NA,6,Fenced,TF,High,675
2024,D,3,Z1,Heteropogon contortus,3.7,Fenced,TF,High,296
2024,D,3,Z1,Aristida adscensionis,3.6,Fenced,TF,High,281
2024,D,3,Z1,Chloris virgata,3.8,Fenced,TF,High,311
2024,D,3,Z1,Brachiaria nigropedata,3.8,Fenced,TF,High,311
2024,D,3,Z1,Enteropogon macrostachyus,5,Fenced,TF,High,503
2024,D,3,Z1,Heteropogon contortus,4.8,Fenced,TF,High,469
2024,D,3,Z1,Setaria incrassata,8.1,Fenced,TF,High,1064
2024,D,3,Z1,NA,8.7,Fenced,TF,High,1179
2024,D,3,Z2,Andropogon eucomus,13.1,Unfenced,TF,High,2074
2024,D,3,Z2,Heteropogon contortus,14.4,Unfenced,TF,High,2349
2024,D,3,Z2,NA,11.9,Unfenced,TF,High,1823
2024,D,3,Z2,NA,11.5,Unfenced,TF,High,1741
2024,D,3,Z2,Heteropogon contortus,30.2,Unfenced,TF,High,5912
2024,D,3,Z2,Enteropogon macrostachyus,21.3,Unfenced,TF,High,3866
2024,D,3,Z2,NA,21.3,Unfenced,TF,High,3866
2024,D,3,Z2,NA,20.4,Unfenced,TF,High,3664
2024,D,3,Z2,Panicum maximum,6.1,Unfenced,TF,High,693
2024,D,3,Z2,NA,6.1,Unfenced,TF,High,693
2024,D,3,Z2,NA,6.1,Unfenced,TF,High,693
2024,D,3,Z2,NA,6.1,Unfenced,TF,High,693
2024,D,3,Z2,Enteropogon macrostachyus,5.5,Unfenced,TF,High,588
2024,D,3,Z2,Aristida adscensionis,5.9,Unfenced,TF,High,658
2024,D,3,Z2,Heteropogon contortus,5.6,Unfenced,TF,High,605
2024,D,3,Z2,Chloris virgata,4.8,Unfenced,TF,High,469
2024,D,3,Z2,Enteropogon macrostachyus,5.8,Unfenced,TF,High,640
2024,D,3,Z2,Aristida adscensionis,8.5,Unfenced,TF,High,1141
2024,D,3,Z2,Heteropogon contortus,8.7,Unfenced,TF,High,1179
2024,D,3,Z2,NA,8.3,Unfenced,TF,High,1102
2024,D,3,Z3,Aristida diffusa,16.5,Fenced,TF,High,2802
2024,D,3,Z3,NA,16.4,Fenced,TF,High,2780
2024,D,3,Z3,NA,15.6,Fenced,TF,High,2607
2024,D,3,Z3,NA,15.7,Fenced,TF,High,2628
2024,D,3,Z3,Aristida diffusa,17.5,Fenced,TF,High,3021
2024,D,3,Z3,Heteropogon contortus,16.3,Fenced,TF,High,2758
2024,D,3,Z3,Aristida adscensionis,15.7,Fenced,TF,High,2628
2024,D,3,Z3,NA,15.6,Fenced,TF,High,2607
2024,D,3,Z3,Andropogon eucomus,7.5,Fenced,TF,High,950
2024,D,3,Z3,Heteropogon contortus,5.5,Fenced,TF,High,588
2024,D,3,Z3,Brachiaria nigropedata,10.6,Fenced,TF,High,1557
2024,D,3,Z3,Eragrostis gummiflua,9.5,Fenced,TF,High,1337
2024,D,3,Z3,Enteropogon macrostachyus,11.7,Fenced,TF,High,1782
2024,D,3,Z3,Setaria pumila,11,Fenced,TF,High,1638
2024,D,3,Z3,NA,10.7,Fenced,TF,High,1577
2024,D,3,Z3,NA,9.7,Fenced,TF,High,1376
2024,D,3,Z3,NA,0,Fenced,TF,High,0
2024,D,3,Z3,NA,0,Fenced,TF,High,0
2024,D,3,Z3,NA,0,Fenced,TF,High,0
2024,D,3,Z3,NA,0,Fenced,TF,High,0
2024,D,3,Z4,Panicum maximum,7.8,Unfenced,TF,High,1006
2024,D,3,Z4,Enteropogon macrostachyus,7.5,Unfenced,TF,High,950
2024,D,3,Z4,Aristida adscensionis,7.5,Unfenced,TF,High,950
2024,D,3,Z4,NA,9.1,Unfenced,TF,High,1258
2024,D,3,Z4,Heteropogon contortus,1.9,Unfenced,TF,High,65
2024,D,3,Z4,Aristida adscensionis,4.4,Unfenced,TF,High,404
2024,D,3,Z4,Brachiaria nigropedata,4.8,Unfenced,TF,High,469
2024,D,3,Z4,NA,4.1,Unfenced,TF,High,357
2024,D,3,Z4,Themeda triandra,10,Unfenced,TF,High,1436
2024,D,3,Z4,Heteropogon contortus,4.3,Unfenced,TF,High,388
2024,D,3,Z4,Andropogon eucomus,7.7,Unfenced,TF,High,987
2024,D,3,Z4,NA,7.7,Unfenced,TF,High,987
2024,D,3,Z4,Heteropogon contortus,8.3,Unfenced,TF,High,1102
2024,D,3,Z4,Digitaria eriantha,7.6,Unfenced,TF,High,968
2024,D,3,Z4,NA,6.7,Unfenced,TF,High,801
2024,D,3,Z4,NA,7.3,Unfenced,TF,High,912
2024,D,3,Z4,NA,0,Unfenced,TF,High,0
2024,D,3,Z4,NA,0,Unfenced,TF,High,0
2024,D,3,Z4,NA,0,Unfenced,TF,High,0
2024,D,3,Z4,NA,0,Unfenced,TF,High,0
2024,D,4,Z1,Enteropogon macrostachyus,12.5,Fenced,TFB,High,1948
2024,D,4,Z1,Heteropogon contortus,11.2,Fenced,TFB,High,1679
2024,D,4,Z1,NA,11,Fenced,TFB,High,1638
2024,D,4,Z1,NA,10,Fenced,TFB,High,1436
2024,D,4,Z1,Sporobolus ioclados,2.5,Fenced,TFB,High,132
2024,D,4,Z1,Setaria incrassata,5.2,Fenced,TFB,High,536
2024,D,4,Z1,Heteropogon contortus,6.3,Fenced,TFB,High,729
2024,D,4,Z1,Brachiaria nigropedata,5.9,Fenced,TFB,High,658
2024,D,4,Z1,Enteropogon macrostachyus,2.6,Fenced,TFB,High,144
2024,D,4,Z1,Sporobolus ioclados,2.6,Fenced,TFB,High,144
2024,D,4,Z1,Heteropogon contortus,2.6,Fenced,TFB,High,144
2024,D,4,Z1,Aristida adscensionis,5.1,Fenced,TFB,High,519
2024,D,4,Z1,Enteropogon macrostachyus,2.4,Fenced,TFB,High,120
2024,D,4,Z1,Heteropogon contortus,2,Fenced,TFB,High,75
2024,D,4,Z1,NA,5.1,Fenced,TFB,High,519
2024,D,4,Z1,NA,4.2,Fenced,TFB,High,372
2024,D,4,Z1,Themeda triandra,11.9,Fenced,TFB,High,1823
2024,D,4,Z1,Aristida adscensionis,11.1,Fenced,TFB,High,1659
2024,D,4,Z1,Enteropogon macrostachyus,10.7,Fenced,TFB,High,1577
2024,D,4,Z1,Melinis repens,10.2,Fenced,TFB,High,1476
2024,D,4,Z2,Enteropogon macrostachyus,7,Unfenced,TFB,High,856
2024,D,4,Z2,Aristida adscensionis,7.5,Unfenced,TFB,High,950
2024,D,4,Z2,NA,7.7,Unfenced,TFB,High,987
2024,D,4,Z2,NA,7.8,Unfenced,TFB,High,1006
2024,D,4,Z2,Enteropogon macrostachyus,3.8,Unfenced,TFB,High,311
2024,D,4,Z2,Aristida adscensionis,4.4,Unfenced,TFB,High,404
2024,D,4,Z2,Heteropogon contortus,4.2,Unfenced,TFB,High,372
2024,D,4,Z2,NA,4.6,Unfenced,TFB,High,436
2024,D,4,Z2,Enteropogon macrostachyus,8.2,Unfenced,TFB,High,1083
2024,D,4,Z2,Digitaria eriantha,8.2,Unfenced,TFB,High,1083
2024,D,4,Z2,Setaria incrassata,6.7,Unfenced,TFB,High,801
2024,D,4,Z2,Sporobolus ioclados,6,Unfenced,TFB,High,675
2024,D,4,Z2,Heteropogon contortus,9.5,Unfenced,TFB,High,1337
2024,D,4,Z2,Aristida diffusa,8.8,Unfenced,TFB,High,1199
2024,D,4,Z2,NA,8.6,Unfenced,TFB,High,1160
2024,D,4,Z2,NA,8.4,Unfenced,TFB,High,1121
2024,D,4,Z2,Heteropogon contortus,5.6,Unfenced,TFB,High,605
2024,D,4,Z2,Sporobolus ioclados,7,Unfenced,TFB,High,856
2024,D,4,Z2,Aristida diffusa,6.8,Unfenced,TFB,High,820
2024,D,4,Z2,Eragrostis rigidior,6.4,Unfenced,TFB,High,747
2024,D,4,Z3,Heteropogon contortus,10.5,Fenced,TFB,High,1537
2024,D,4,Z3,Setaria incrassata,8.1,Fenced,TFB,High,1064
2024,D,4,Z3,Andropogon eucomus,8.1,Fenced,TFB,High,1064
2024,D,4,Z3,NA,7.8,Fenced,TFB,High,1006
2024,D,4,Z3,Enteropogon macrostachyus,11.5,Fenced,TFB,High,1741
2024,D,4,Z3,Heteropogon contortus,11.5,Fenced,TFB,High,1741
2024,D,4,Z3,Andropogon eucomus,13.8,Fenced,TFB,High,2221
2024,D,4,Z3,NA,14.9,Fenced,TFB,High,2456
2024,D,4,Z3,Enteropogon macrostachyus,11.9,Fenced,TFB,High,1823
2024,D,4,Z3,Eragrostis superba,18.5,Fenced,TFB,High,3241
2024,D,4,Z3,Aristida adscensionis,17.7,Fenced,TFB,High,3065
2024,D,4,Z3,NA,18.4,Fenced,TFB,High,3219
2024,D,4,Z3,Heteropogon contortus,4.6,Fenced,TFB,High,436
2024,D,4,Z3,Aristida adscensionis,3.2,Fenced,TFB,High,223
2024,D,4,Z3,Pogonarthria squarrosa,3.6,Fenced,TFB,High,281
2024,D,4,Z3,NA,4,Fenced,TFB,High,341
2024,D,4,Z3,Digitaria eriantha,11.7,Fenced,TFB,High,1782
2024,D,4,Z3,Enteropogon macrostachyus,12.9,Fenced,TFB,High,2032
2024,D,4,Z3,Panicum maximum,13,Fenced,TFB,High,2053
2024,D,4,Z3,Aristida adscensionis,14.1,Fenced,TFB,High,2285
2024,D,4,Z4,Pogonarthria squarrosa,11.4,Unfenced,TFB,High,1720
2024,D,4,Z4,Digitaria eriantha,10,Unfenced,TFB,High,1436
2024,D,4,Z4,Heteropogon contortus,10.6,Unfenced,TFB,High,1557
2024,D,4,Z4,Sporobolus ioclados,10.1,Unfenced,TFB,High,1456
2024,D,4,Z4,Heteropogon contortus,23,Unfenced,TFB,High,4251
2024,D,4,Z4,Eragrostis superba,28.2,Unfenced,TFB,High,5446
2024,D,4,Z4,Eragrostis gummiflua,29.2,Unfenced,TFB,High,5679
2024,D,4,Z4,Enteropogon macrostachyus,29,Unfenced,TFB,High,5632
2024,D,4,Z4,Enteropogon macrostachyus,6.2,Unfenced,TFB,High,711
2024,D,4,Z4,Heteropogon contortus,6.2,Unfenced,TFB,High,711
2024,D,4,Z4,Sporobolus ioclados,6.2,Unfenced,TFB,High,711
2024,D,4,Z4,Brachiaria nigropedata,6,Unfenced,TFB,High,675
2024,D,4,Z4,Heteropogon contortus,6.8,Unfenced,TFB,High,820
2024,D,4,Z4,Enteropogon macrostachyus,6.6,Unfenced,TFB,High,783
2024,D,4,Z4,Sporobolus ioclados,4.9,Unfenced,TFB,High,486
2024,D,4,Z4,Aristida diffusa,5.3,Unfenced,TFB,High,553
2024,D,4,Z4,Themeda triandra,7.5,Unfenced,TFB,High,950
2024,D,4,Z4,Heteropogon contortus,7.4,Unfenced,TFB,High,931
2024,D,4,Z4,NA,8.9,Unfenced,TFB,High,1218
2024,D,4,Z4,NA,9.8,Unfenced,TFB,High,1396
2024,D,5,Z1,Andropogon eucomus,17.2,Fenced,THF,High,2955
2024,D,5,Z1,Enteropogon macrostachyus,16.6,Fenced,THF,High,2824
2024,D,5,Z1,Heteropogon contortus,16.7,Fenced,THF,High,2846
2024,D,5,Z1,NA,16,Fenced,THF,High,2693
2024,D,5,Z1,Aristida diffusa,10,Fenced,THF,High,1436
2024,D,5,Z1,Heteropogon contortus,9.3,Fenced,THF,High,1297
2024,D,5,Z1,NA,10.9,Fenced,THF,High,1618
2024,D,5,Z1,NA,10.7,Fenced,THF,High,1577
2024,D,5,Z1,Enteropogon macrostachyus,16,Fenced,THF,High,2693
2024,D,5,Z1,Hyparrhenia hirta,15.2,Fenced,THF,High,2520
2024,D,5,Z1,NA,13.4,Fenced,THF,High,2137
2024,D,5,Z1,NA,17.2,Fenced,THF,High,2955
2024,D,5,Z1,Enteropogon macrostachyus,9.5,Fenced,THF,High,1337
2024,D,5,Z1,Heteropogon contortus,13.8,Fenced,THF,High,2221
2024,D,5,Z1,NA,14.5,Fenced,THF,High,2370
2024,D,5,Z1,NA,17.8,Fenced,THF,High,3087
2024,D,5,Z1,Enteropogon macrostachyus,13.3,Fenced,THF,High,2116
2024,D,5,Z1,Heteropogon contortus,13.9,Fenced,THF,High,2243
2024,D,5,Z1,Setaria incrassata,17.1,Fenced,THF,High,2933
2024,D,5,Z1,NA,17.3,Fenced,THF,High,2977
2024,D,5,Z2,Heteropogon contortus,7.7,Unfenced,THF,High,987
2024,D,5,Z2,Aristida congesta b,7.6,Unfenced,THF,High,968
2024,D,5,Z2,Eragrostis rigidior,7.8,Unfenced,THF,High,1006
2024,D,5,Z2,Eragrostis gummiflua,7.8,Unfenced,THF,High,1006
2024,D,5,Z2,Aristida diffusa,4.5,Unfenced,THF,High,420
2024,D,5,Z2,Enteropogon macrostachyus,4.2,Unfenced,THF,High,372
2024,D,5,Z2,Heteropogon contortus,4.6,Unfenced,THF,High,436
2024,D,5,Z2,Brachiaria nigropedata,4.9,Unfenced,THF,High,486
2024,D,5,Z2,Enteropogon macrostachyus,2.9,Unfenced,THF,High,182
2024,D,5,Z2,Brachiaria nigropedata,2.7,Unfenced,THF,High,156
2024,D,5,Z2,Sporobolus ioclados,2.7,Unfenced,THF,High,156
2024,D,5,Z2,Aristida diffusa,2.7,Unfenced,THF,High,156
2024,D,5,Z2,Brachiaria nigropedata,6.5,Unfenced,THF,High,765
2024,D,5,Z2,Enteropogon macrostachyus,6.4,Unfenced,THF,High,747
2024,D,5,Z2,Aristida diffusa,7.5,Unfenced,THF,High,950
2024,D,5,Z2,Aristida adscensionis,7.9,Unfenced,THF,High,1025
2024,D,5,Z2,Brachiaria nigropedata,8.2,Unfenced,THF,High,1083
2024,D,5,Z2,Eragrostis rigidior,7.7,Unfenced,THF,High,987
2024,D,5,Z2,NA,7.3,Unfenced,THF,High,912
2024,D,5,Z2,NA,6,Unfenced,THF,High,675
2024,D,5,Z3,Heteropogon contortus,5.7,Fenced,THF,High,622
2024,D,5,Z3,Enteropogon macrostachyus,6.8,Fenced,THF,High,820
2024,D,5,Z3,Sporobolus ioclados,7.4,Fenced,THF,High,931
2024,D,5,Z3,Aristida adscensionis,7.7,Fenced,THF,High,987
2024,D,5,Z3,Heteropogon contortus,1.8,Fenced,THF,High,56
2024,D,5,Z3,Aristida diffusa,1.8,Fenced,THF,High,56
2024,D,5,Z3,NA,1.8,Fenced,THF,High,56
2024,D,5,Z3,NA,1.8,Fenced,THF,High,56
2024,D,5,Z3,Cymbopogon excavatus,8.1,Fenced,THF,High,1064
2024,D,5,Z3,Cynodon dactylon,9.6,Fenced,THF,High,1356
2024,D,5,Z3,NA,10,Fenced,THF,High,1436
2024,D,5,Z3,NA,11.4,Fenced,THF,High,1720
2024,D,5,Z3,Enteropogon macrostachyus,7,Fenced,THF,High,856
2024,D,5,Z3,Heteropogon contortus,9.9,Fenced,THF,High,1416
2024,D,5,Z3,Hyparrhenia hirta,10.9,Fenced,THF,High,1618
2024,D,5,Z3,NA,11.4,Fenced,THF,High,1720
2024,D,5,Z3,Enteropogon macrostachyus,6.3,Fenced,THF,High,729
2024,D,5,Z3,Eragrostis rigidior,7.4,Fenced,THF,High,931
2024,D,5,Z3,Heteropogon contortus,8,Fenced,THF,High,1044
2024,D,5,Z3,NA,8.8,Fenced,THF,High,1199
2024,D,5,Z4,Sporobolus ioclados,1.5,Unfenced,THF,High,30
2024,D,5,Z4,Aristida diffusa,1.5,Unfenced,THF,High,30
2024,D,5,Z4,Cymbopogon excavatus,6,Unfenced,THF,High,675
2024,D,5,Z4,NA,6,Unfenced,THF,High,675
2024,D,5,Z4,Aristida diffusa,11,Unfenced,THF,High,1638
2024,D,5,Z4,Heteropogon contortus,11.4,Unfenced,THF,High,1720
2024,D,5,Z4,Panicum maximum,10.9,Unfenced,THF,High,1618
2024,D,5,Z4,NA,11,Unfenced,THF,High,1638
2024,D,5,Z4,Cymbopogon excavatus,11.6,Unfenced,THF,High,1761
2024,D,5,Z4,NA,11.6,Unfenced,THF,High,1761
2024,D,5,Z4,NA,17.8,Unfenced,THF,High,3087
2024,D,5,Z4,NA,20,Unfenced,THF,High,3575
2024,D,5,Z4,Enteropogon macrostachyus,14,Unfenced,THF,High,2264
2024,D,5,Z4,Eragrostis gummiflua,14.6,Unfenced,THF,High,2392
2024,D,5,Z4,Aristida diffusa,10.5,Unfenced,THF,High,1537
2024,D,5,Z4,NA,12,Unfenced,THF,High,1844
2024,D,5,Z4,Heteropogon contortus,10.3,Unfenced,THF,High,1496
2024,D,5,Z4,Enteropogon macrostachyus,9.7,Unfenced,THF,High,1376
2024,D,5,Z4,Eragrostis cylindriflora,9.1,Unfenced,THF,High,1258
2024,D,5,Z4,NA,8.4,Unfenced,THF,High,1121
2024,E,1,Z1,Heteropogon contortus,3.9,Fenced,C,High,326
2024,E,1,Z1,Aristida adscensionis,4.2,Fenced,C,High,372
2024,E,1,Z1,NA,9.5,Fenced,C,High,1337
2024,E,1,Z1,NA,7.8,Fenced,C,High,1006
2024,E,1,Z1,Heteropogon contortus,22,Fenced,C,High,4024
2024,E,1,Z1,Brachiaria nigropedata,17,Fenced,C,High,2911
2024,E,1,Z1,NA,14.3,Fenced,C,High,2328
2024,E,1,Z1,NA,13.6,Fenced,C,High,2179
2024,E,1,Z1,Brachiaria nigropedata,6.6,Fenced,C,High,783
2024,E,1,Z1,Heteropogon contortus,5.8,Fenced,C,High,640
2024,E,1,Z1,Eragrostis superba,6.2,Fenced,C,High,711
2024,E,1,Z1,Eragrostis gummiflua,6.2,Fenced,C,High,711
2024,E,1,Z1,Heteropogon contortus,3.2,Fenced,C,High,223
2024,E,1,Z1,Panicum maximum,3.2,Fenced,C,High,223
2024,E,1,Z1,NA,3.2,Fenced,C,High,223
2024,E,1,Z1,NA,3.2,Fenced,C,High,223
2024,E,1,Z1,Brachiaria nigropedata,2.5,Fenced,C,High,132
2024,E,1,Z1,Aristida adscensionis,3.9,Fenced,C,High,326
2024,E,1,Z1,Eragrostis gummiflua,3.6,Fenced,C,High,281
2024,E,1,Z1,Heteropogon contortus,3.9,Fenced,C,High,326
2024,E,1,Z2,Panicum maximum,10.3,Unfenced,C,High,1496
2024,E,1,Z2,Eragrostis gummiflua,10.1,Unfenced,C,High,1456
2024,E,1,Z2,Aristida adscensionis,9.5,Unfenced,C,High,1337
2024,E,1,Z2,Pogonarthria squarrosa,9,Unfenced,C,High,1238
2024,E,1,Z2,Digitaria eriantha,10.2,Unfenced,C,High,1476
2024,E,1,Z2,Eragrostis rigidior,12.4,Unfenced,C,High,1927
2024,E,1,Z2,NA,19.2,Unfenced,C,High,3396
2024,E,1,Z2,NA,18.7,Unfenced,C,High,3285
2024,E,1,Z2,Digitaria eriantha,11.2,Unfenced,C,High,1679
2024,E,1,Z2,Heteropogon contortus,10.4,Unfenced,C,High,1517
2024,E,1,Z2,NA,10.7,Unfenced,C,High,1577
2024,E,1,Z2,NA,9.9,Unfenced,C,High,1416
2024,E,1,Z2,Andropogon eucomus,8.6,Unfenced,C,High,1160
2024,E,1,Z2,Aristida adscensionis,9.2,Unfenced,C,High,1277
2024,E,1,Z2,Pogonarthria squarrosa,10.2,Unfenced,C,High,1476
2024,E,1,Z2,NA,10.5,Unfenced,C,High,1537
2024,E,1,Z2,Digitaria eriantha,2.5,Unfenced,C,High,132
2024,E,1,Z2,NA,4.1,Unfenced,C,High,357
2024,E,1,Z2,NA,4.6,Unfenced,C,High,436
2024,E,1,Z2,NA,4.8,Unfenced,C,High,469
2024,E,1,Z3,Panicum maximum,6.7,Fenced,C,High,801
2024,E,1,Z3,NA,10.6,Fenced,C,High,1557
2024,E,1,Z3,NA,9.9,Fenced,C,High,1416
2024,E,1,Z3,NA,9.1,Fenced,C,High,1258
2024,E,1,Z3,Panicum maximum,3.2,Fenced,C,High,223
2024,E,1,Z3,Heteropogon contortus,9.7,Fenced,C,High,1376
2024,E,1,Z3,Eragrostis rigidior,9,Fenced,C,High,1238
2024,E,1,Z3,NA,7.6,Fenced,C,High,968
2024,E,1,Z3,Digitaria eriantha,8.9,Fenced,C,High,1218
2024,E,1,Z3,Eragrostis rigidior,12.6,Fenced,C,High,1969
2024,E,1,Z3,Brachiaria nigropedata,12.7,Fenced,C,High,1990
2024,E,1,Z3,NA,11.1,Fenced,C,High,1659
2024,E,1,Z3,Heteropogon contortus,13.5,Fenced,C,High,2158
2024,E,1,Z3,Digitaria eriantha,12,Fenced,C,High,1844
2024,E,1,Z3,Eragrostis gummiflua,11.1,Fenced,C,High,1659
2024,E,1,Z3,Aristida adscensionis,10.7,Fenced,C,High,1577
