,Year,Site,Plot,Subplot,Spp_name,Grazing_value,DPM_Height,Treatment,Fencing
2364,2024,F,4,Z2,NA,NA,2.1,TFB,Fenced
2365,2024,F,4,Z2,NA,NA,1.9,TFB,Fenced
2366,2024,F,4,Z2,Aristida  canescens,Low,2,TFB,Fenced
2367,2024,F,4,Z2,Eragrostis rigidior,Moderate,3.3,TFB,Fenced
2368,2024,F,4,Z2,Pogonarthria squarrosa,Low,3,TFB,Fenced
2369,2024,F,4,Z2,NA,NA,2.8,TFB,Fenced
2370,2024,F,4,Z3,Cynodon dactylon,High,6.2,TFB,Unfenced
2371,2024,F,4,Z3,Eragrostis rigidior,Moderate,3.6,TFB,Unfenced
2372,2024,F,4,Z3,Pogonarthria squarrosa,Low,4,TFB,Unfenced
2373,2024,F,4,Z3,NA,NA,15.3,TFB,Unfenced
2374,2024,F,4,Z3,Cynodon dactylon,High,1.8,TFB,Unfenced
2375,2024,F,4,Z3,Digitaria eriantha,High,1.9,TFB,Unfenced
2376,2024,F,4,Z3,NA,NA,3.8,TFB,Unfenced
2377,2024,F,4,Z3,NA,NA,3.1,TFB,Unfenced
2378,2024,F,4,Z3,Digitaria eriantha,High,10.8,TFB,Unfenced
2379,2024,F,4,Z3,Heteropogon contortus,Moderate,5.6,TFB,Unfenced
2380,2024,F,4,Z3,NA,NA,10.2,TFB,Unfenced
2381,2024,F,4,Z3,NA,NA,9.3,TFB,Unfenced
2382,2024,F,4,Z3,Eragrostis viscosa,Low,3.5,TFB,Unfenced
2383,2024,F,4,Z3,Digitaria eriantha,High,5.3,TFB,Unfenced
2384,2024,F,4,Z3,NA,NA,4.5,TFB,Unfenced
2385,2024,F,4,Z3,NA,NA,2.5,TFB,Unfenced
2386,2024,F,4,Z3,Cynodon dactylon,High,6.7,TFB,Unfenced
2387,2024,F,4,Z3,Digitaria eriantha,High,6.9,TFB,Unfenced
2388,2024,F,4,Z3,Eragrostis rigidior,Moderate,7.2,TFB,Unfenced
2389,2024,F,4,Z3,Aristida  canescens,Low,9.8,TFB,Unfenced
2390,2024,F,4,Z4,Aristida  canescens,Low,3.1,TFB,Unfenced
2391,2024,F,4,Z4,Cynodon dactylon,High,2.9,TFB,Unfenced
2392,2024,F,4,Z4,Eragrostis rigidior,Low,2.5,TFB,Unfenced
2393,2024,F,4,Z4,NA,NA,3,TFB,Unfenced
2394,2024,F,4,Z4,Aristida  canescens,Low,4,TFB,Unfenced
2395,2024,F,4,Z4,Panicum maximum,High,4.8,TFB,Unfenced
2396,2024,F,4,Z4,Cymbopogon excavatus,Low,5.5,TFB,Unfenced
2397,2024,F,4,Z4,NA,NA,6.5,TFB,Unfenced
2398,2024,F,4,Z4,Aristida  canescens,Low,3.6,TFB,Unfenced
2399,2024,F,4,Z4,Digitaria eriantha,High,5.6,TFB,Unfenced
2400,2024,F,4,Z4,Eragrostis gummiflua,Low,7.9,TFB,Unfenced
2401,2024,F,4,Z4,NA,NA,5.6,TFB,Unfenced
2402,2024,F,4,Z4,Cynodon dactylon,High,13.7,TFB,Unfenced
2403,2024,F,4,Z4,Heteropogon contortus,Moderate,10.2,TFB,Unfenced
2404,2024,F,4,Z4,Pogonarthria squarrosa,Low,6.4,TFB,Unfenced
2405,2024,F,4,Z4,NA,NA,15.3,TFB,Unfenced
2406,2024,F,4,Z4,Cynodon dactylon,High,4.5,TFB,Unfenced
2407,2024,F,4,Z4,Eragrostis rigidior,Moderate,5.9,TFB,Unfenced
2408,2024,F,4,Z4,NA,NA,5.5,TFB,Unfenced
2409,2024,F,4,Z4,NA,NA,5,TFB,Unfenced
2410,2024,F,5,Z1,Cynodon dactylon,High,7.4,THF,Fenced
2411,2024,F,5,Z1,Digitaria eriantha,High,6.5,THF,Fenced
2412,2024,F,5,Z1,NA,NA,6.3,THF,Fenced
2413,2024,F,5,Z1,NA,NA,7.9,THF,Fenced
2414,2024,F,5,Z1,Cynodon dactylon,High,3.8,THF,Fenced
2415,2024,F,5,Z1,Digitaria eriantha,High,3.8,THF,Fenced
2416,2024,F,5,Z1,Eragrostis rigidior,Moderate,6.3,THF,Fenced
2417,2024,F,5,Z1,NA,NA,5.8,THF,Fenced
2418,2024,F,5,Z1,Cynodon dactylon,High,9.4,THF,Fenced
2419,2024,F,5,Z1,Digitaria eriantha,Moderate,12.3,THF,Fenced
2420,2024,F,5,Z1,Eragrostis rigidior,Moderate,10.9,THF,Fenced
2421,2024,F,5,Z1,NA,NA,11.2,THF,Fenced
2422,2024,F,5,Z1,Cynodon dactylon,High,8.6,THF,Fenced
2423,2024,F,5,Z1,Digitaria eriantha,High,7.7,THF,Fenced
2424,2024,F,5,Z1,NA,NA,10.2,THF,Fenced
2425,2024,F,5,Z1,NA,NA,9.7,THF,Fenced
2426,2024,F,5,Z1,Cynodon dactylon,High,7.5,THF,Fenced
2427,2024,F,5,Z1,Digitaria eriantha,Moderate,8.2,THF,Fenced
2428,2024,F,5,Z1,NA,NA,7.4,THF,Fenced
2429,2024,F,5,Z1,NA,NA,7.2,THF,Fenced
2430,2024,F,5,Z2,Urochloa mosambicensis,Moderate,5.2,THF,Fenced
2431,2024,F,5,Z2,Digitaria eriantha,High,5,THF,Fenced
2432,2024,F,5,Z2,NA,NA,5.1,THF,Fenced
2433,2024,F,5,Z2,NA,NA,5.1,THF,Fenced
2434,2024,F,5,Z2,Cynodon dactylon,High,11.5,THF,Fenced
2435,2024,F,5,Z2,Digitaria eriantha,High,9.4,THF,Fenced
2436,2024,F,5,Z2,Eragrostis rigidior,Moderate,7.1,THF,Fenced
2437,2024,F,5,Z2,Pogonarthria squarrosa,Low,9.4,THF,Fenced
2438,2024,F,5,Z2,Cynodon dactylon,High,10.6,THF,Fenced
2439,2024,F,5,Z2,Digitaria eriantha,High,9.3,THF,Fenced
2440,2024,F,5,Z2,NA,NA,8.4,THF,Fenced
2441,2024,F,5,Z2,NA,NA,8.6,THF,Fenced
2442,2024,F,5,Z2,Cynodon dactylon,High,4.2,THF,Fenced
2443,2024,F,5,Z2,Digitaria eriantha,High,4.1,THF,Fenced
2444,2024,F,5,Z2,Eragrostis rigidior,Moderate,4.2,THF,Fenced
2445,2024,F,5,Z2,Aristida  canescens,Low,4.6,THF,Fenced
2446,2024,F,5,Z2,Digitaria eriantha,High,5.5,THF,Fenced
2447,2024,F,5,Z2,Eragrostis rigidior,Moderate,5,THF,Fenced
2448,2024,F,5,Z2,NA,NA,5.3,THF,Fenced
2449,2024,F,5,Z2,NA,NA,5.2,THF,Fenced
2450,2024,F,5,Z3,Cynodon dactylon,High,9.4,THF,Unfenced
2451,2024,F,5,Z3,Digitaria eriantha,High,8.7,THF,Unfenced
2452,2024,F,5,Z3,Eragrostis rigidior,Moderate,8.6,THF,Unfenced
2453,2024,F,5,Z3,NA,NA,9.7,THF,Unfenced
2454,2024,F,5,Z3,Cynodon dactylon,High,10.6,THF,Unfenced
2455,2024,F,5,Z3,Digitaria eriantha,High,8.2,THF,Unfenced
2456,2024,F,5,Z3,NA,NA,8.8,THF,Unfenced
2457,2024,F,5,Z3,NA,NA,8.4,THF,Unfenced
2458,2024,F,5,Z3,Cynodon dactylon,High,8.8,THF,Unfenced
2459,2024,F,5,Z3,Digitaria eriantha,High,9,THF,Unfenced
2460,2024,F,5,Z3,Eragrostis rigidior,Moderate,9.8,THF,Unfenced
2461,2024,F,5,Z3,Setaria incrassata,High,8,THF,Unfenced
2462,2024,F,5,Z3,Heteropogon contortus,Moderate,NA,THF,Unfenced
2463,2024,F,5,Z3,Cynodon dactylon,High,6.8,THF,Unfenced
2464,2024,F,5,Z3,Digitaria eriantha,High,7.2,THF,Unfenced
2465,2024,F,5,Z3,Eragrostis rigidior,Moderate,8.6,THF,Unfenced
2466,2024,F,5,Z3,NA,NA,8.9,THF,Unfenced
2467,2024,F,5,Z3,Cynodon dactylon,High,9.2,THF,Unfenced
2468,2024,F,5,Z3,Digitaria eriantha,High,11.1,THF,Unfenced
2469,2024,F,5,Z3,Eragrostis rigidior,Moderate,12.4,THF,Unfenced
2470,2024,F,5,Z3,NA,NA,12.4,THF,Unfenced
2471,2024,F,5,Z4,Cynodon dactylon,High,3.4,THF,Unfenced
2472,2024,F,5,Z4,Digitaria eriantha,High,3.1,THF,Unfenced
2473,2024,F,5,Z4,Eragrostis rigidior,Moderate,2.2,THF,Unfenced
2474,2024,F,5,Z4,NA,NA,2.6,THF,Unfenced
2475,2024,F,5,Z4,Cynodon dactylon,High,11,THF,Unfenced
2476,2024,F,5,Z4,Digitaria eriantha,High,9.7,THF,Unfenced
2477,2024,F,5,Z4,NA,NA,7.1,THF,Unfenced
2478,2024,F,5,Z4,NA,NA,9.2,THF,Unfenced
2479,2024,F,5,Z4,Cynodon dactylon,High,3.9,THF,Unfenced
2480,2024,F,5,Z4,Digitaria eriantha,High,7.9,THF,Unfenced
2481,2024,F,5,Z4,NA,NA,5.1,THF,Unfenced
2482,2024,F,5,Z4,NA,NA,4,THF,Unfenced
2483,2024,F,5,Z4,Cynodon dactylon,High,10.5,THF,Unfenced
2484,2024,F,5,Z4,Digitaria eriantha,High,10.1,THF,Unfenced
2485,2024,F,5,Z4,Heteropogon contortus,Moderate,10,THF,Unfenced
2486,2024,F,5,Z4,NA,NA,14.3,THF,Unfenced
2487,2024,F,5,Z4,Digitaria eriantha,High,10.5,THF,Unfenced
2488,2024,F,5,Z4,Eragrostis rigidior,Moderate,8.5,THF,Unfenced
2489,2024,F,5,Z4,Aristida  canescens,Low,8.3,THF,Unfenced
2490,2024,F,5,Z4,Eragrostis viscosa,Low,8.4,THF,Unfenced
2491,2024,F,5,Z4,Brachiaria brizantha,Moderate,NA,THF,Unfenced
2492,2025,A,5,Z3,A. adscensions,NA,9.4,THF,Fenced
2493,2025,A,5,Z3,Pinhole,NA,9.7,THF,Fenced
2494,2025,A,5,Z3,Eragrostsis gummiflua,NA,11.1,THF,Fenced
2495,2025,A,5,Z3,NA,NA,12.1,THF,Fenced
2496,2025,A,5,Z3,Pinhole,NA,17,THF,Fenced
2497,2025,A,5,Z3,NA,NA,2.7,THF,Fenced
2498,2025,A,5,Z3,NA,NA,2.8,THF,Fenced
2499,2025,A,5,Z3,NA,NA,2.8,THF,Fenced
2500,2025,A,5,Z3,Urochloa mosambicensis,NA,26.8,THF,Fenced
2501,2025,A,5,Z3,Hyperrhenia filipendula,NA,19.4,THF,Fenced
2502,2025,A,5,Z3,Pinhole,NA,17.3,THF,Fenced
2503,2025,A,5,Z3,E.gummiflua,NA,16.8,THF,Fenced
2504,2025,A,5,Z3,Urochloa mosambicensis,NA,7.4,THF,Fenced
2505,2025,A,5,Z3,A.excavatus,NA,9.8,THF,Fenced
2506,2025,A,5,Z3,Pinhole,NA,13,THF,Fenced
2507,2025,A,5,Z3,NA,NA,14.3,THF,Fenced
2508,2025,A,5,Z3,NA,NA,NA,THF,Fenced
2509,2025,A,5,Z3,NA,NA,NA,THF,Fenced
2510,2025,A,5,Z3,NA,NA,NA,THF,Fenced
2511,2025,A,5,Z1,Urochloa mosambicensis,NA,22.3,THF,Fenced
2512,2025,A,5,Z1,Pinhole,NA,20.3,THF,Fenced
2513,2025,A,5,Z1,NA,NA,20.6,THF,Fenced
2514,2025,A,5,Z1,NA,NA,19.7,THF,Fenced
2515,2025,A,5,Z1,Hyperrhenia filipendula,NA,18.7,THF,Fenced
2516,2025,A,5,Z1,Urochloa mosambicensis,NA,16.1,THF,Fenced
2517,2025,A,5,Z1,NA,NA,19.2,THF,Fenced
2518,2025,A,5,Z1,NA,NA,14.8,THF,Fenced
2519,2025,A,5,Z1,Hyperrhenia filipendula,NA,16,THF,Fenced
2520,2025,A,5,Z1,Themeda triandra,NA,12,THF,Fenced
2521,2025,A,5,Z1,Urochloa mosambicensis,NA,15,THF,Fenced
2522,2025,A,5,Z1,Pinhole,NA,17.8,THF,Fenced
2523,2025,A,5,Z1,Hyperrhenia filipendula,NA,NA,THF,Fenced
2524,2025,A,5,Z1,Urochloa mosambicensis,NA,2.8,THF,Fenced
2525,2025,A,5,Z1,NA,NA,6.9,THF,Fenced
2526,2025,A,5,Z1,NA,NA,6.3,THF,Fenced
2527,2025,A,5,Z1,NA,NA,6.4,THF,Fenced
2528,2025,A,5,Z1,Heteropogon  contortus,NA,24,THF,Fenced
2529,2025,A,5,Z1,Urochloa mosambicensis,NA,16,THF,Fenced
2530,2025,A,5,Z1,NA,NA,14.7,THF,Fenced
2531,2025,A,5,Z1,NA,NA,14.8,THF,Fenced
2532,2025,F,5,Z2,Aristida ads,NA,6.8,THF,Fenced
2533,2025,F,5,Z2,Mopane grass,NA,3.4,THF,Fenced
2534,2025,F,5,Z2,Setaria incressata,NA,5.7,THF,Fenced
2535,2025,F,5,Z2,NA,NA,7.3,THF,Fenced
2536,2025,F,5,Z2,Digitaria erianthra,NA,8.5,THF,Fenced
2537,2025,F,5,Z2,Pogonarthria squarrosa,NA,7.3,THF,Fenced
2538,2025,F,5,Z2,Cynadon dactylon,NA,7.2,THF,Fenced
2539,2025,F,5,Z2,NA,NA,7,THF,Fenced
2540,2025,F,5,Z2,Digitaria erianthra,NA,6.6,THF,Fenced
2541,2025,F,5,Z2,Heteropogon  contortus,NA,6.9,THF,Fenced
2542,2025,F,5,Z2,Cynadon dactylon,NA,6.9,THF,Fenced
2543,2025,F,5,Z2,NA,NA,6.7,THF,Fenced
2544,2025,F,5,Z2,Chloris virgata,NA,8.6,THF,Fenced
2545,2025,F,5,Z2,Eragrostsis gummiflua,NA,7.4,THF,Fenced
2546,2025,F,5,Z2,Setaria incressata,NA,7.9,THF,Fenced
2547,2025,F,5,Z2,Cynadon dactylon,NA,4.7,THF,Fenced
2548,2025,F,5,Z2,Digitaria erianthra,NA,7.6,THF,Fenced
2549,2025,F,5,Z2,Pogonarthria squarrosa,NA,5.8,THF,Fenced
2550,2025,F,5,Z2,NA,NA,6.4,THF,Fenced
2551,2025,F,5,Z2,NA,NA,7.1,THF,Fenced
2552,2025,F,5,Z1,Eragrostis rigidior,NA,10.5,THF,Fenced
2553,2025,F,5,Z1,Digitaria erianthra,NA,8.7,THF,Fenced
2554,2025,F,5,Z1,Cynadon dactylon,NA,8.8,THF,Fenced
2555,2025,F,5,Z1,Setaria incressata,NA,8.9,THF,Fenced
2556,2025,F,5,Z1,Egyptium gigantum,NA,NA,THF,Fenced
2557,2025,F,5,Z1,Eragrostis rigidior,NA,4.9,THF,Fenced
2558,2025,F,5,Z1,Eragrostis gummiflua,NA,4.7,THF,Fenced
2559,2025,F,5,Z1,Setaria incressata,NA,5.2,THF,Fenced
2560,2025,F,5,Z1,Cynadon dactylon,NA,5.3,THF,Fenced
2561,2025,F,5,Z1,Digitaria erianthra,NA,NA,THF,Fenced
2562,2025,F,5,Z1,Egyptium gigantum,NA,NA,THF,Fenced
2563,2025,F,5,Z1,Eragrostis rigidior,NA,7,THF,Fenced
2564,2025,F,5,Z1,Setaria incressata,NA,6.7,THF,Fenced
2565,2025,F,5,Z1,Cynadon dactylon,NA,6.9,THF,Fenced
2566,2025,F,5,Z1,Digitaria erianthra,NA,7.2,THF,Fenced
2567,2025,F,5,Z1,Cynadon dactylon,NA,5.6,THF,Fenced
2568,2025,F,5,Z1,Digitaria erianthra,NA,5,THF,Fenced
2569,2025,F,5,Z1,NA,NA,6.7,THF,Fenced
2570,2025,F,5,Z1,NA,NA,7.2,THF,Fenced
2571,2025,F,5,Z1,Cynadon dactylon,NA,6.9,THF,Fenced
2572,2025,F,5,Z1,Digitaria erianthra,NA,7,THF,Fenced
2573,2025,F,5,Z1,Setaria incressata,NA,7.1,THF,Fenced
2574,2025,F,5,Z1,NA,NA,7.2,THF,Fenced
2575,2025,F,5,Z3,Setaria incressata,NA,8,THF,Unfenced
2576,2025,F,5,Z3,Mopane grass,NA,8.3,THF,Unfenced
2577,2025,F,5,Z3,Cynadon dactylon,NA,8,THF,Unfenced
2578,2025,F,5,Z3,NA,NA,7.7,THF,Unfenced
2579,2025,F,5,Z3,Cynadon dactylon,NA,6.7,THF,Unfenced
2580,2025,F,5,Z3,Digitaria erianthra,NA,5.6,THF,Unfenced
2581,2025,F,5,Z3,Setaria incressata,NA,5.5,THF,Unfenced
2582,2025,F,5,Z3,Chloris virgata,NA,5.9,THF,Unfenced
2583,2025,F,5,Z3,Cynadon dactylon,NA,10.5,THF,Unfenced
2584,2025,F,5,Z3,Eragrostis rigidior,NA,9.6,THF,Unfenced
2585,2025,F,5,Z3,Digitaria erianthra,NA,9,THF,Unfenced
2586,2025,F,5,Z3,NA,NA,10.2,THF,Unfenced
2587,2025,F,5,Z3,Digitaria erianthra,NA,9.3,THF,Unfenced
2588,2025,F,5,Z3,Cynadon dactylon,NA,9.4,THF,Unfenced
2589,2025,F,5,Z3,Eragrostis rigidior,NA,9,THF,Unfenced
2590,2025,F,5,Z3,NA,NA,8.4,THF,Unfenced
2591,2025,F,5,Z3,Cynadon dactylon,NA,11.3,THF,Unfenced
2592,2025,F,5,Z3,Digitaria erianthra,NA,17,THF,Unfenced
2593,2025,F,5,Z3,Setaria incressata,NA,17.5,THF,Unfenced
2594,2025,F,5,Z3,NA,NA,17.5,THF,Unfenced
2595,2025,F,5,Z4,Digitaria erianthra,NA,13.1,THF,Unfenced
2596,2025,F,5,Z4,Cynadon dactylon,NA,12.6,THF,Unfenced
2597,2025,F,5,Z4,Setaria incressata,NA,12.4,THF,Unfenced
2598,2025,F,5,Z4,NA,NA,13.9,THF,Unfenced
2599,2025,F,5,Z4,Digitaria erianthra,NA,7,THF,Unfenced
2600,2025,F,5,Z4,Eragrostis rigidior,NA,5.7,THF,Unfenced
2601,2025,F,5,Z4,Cynadon dactylon,NA,4.8,THF,Unfenced
2602,2025,F,5,Z4,NA,NA,4.4,THF,Unfenced
2603,2025,F,5,Z4,Setaria incressata,NA,10.3,THF,Unfenced
2604,2025,F,5,Z4,Eragrostis rigidior,NA,9.8,THF,Unfenced
2605,2025,F,5,Z4,Cynadon dactylon,NA,9.5,THF,Unfenced
2606,2025,F,5,Z4,NA,NA,11.2,THF,Unfenced
2607,2025,F,5,Z4,Cynadon dactylon,NA,4.4,THF,Unfenced
2608,2025,F,5,Z4,Digitaria erianthra,NA,4.7,THF,Unfenced
2609,2025,F,5,Z4,NA,NA,4.8,THF,Unfenced
2610,2025,F,5,Z4,NA,NA,4.6,THF,Unfenced
2611,2025,F,5,Z4,Digitaria erianthra,NA,5.3,THF,Unfenced
2612,2025,F,5,Z4,Eragrostis rigidior,NA,5.3,THF,Unfenced
2613,2025,F,5,Z4,Setaria incressata,NA,5.4,THF,Unfenced
2614,2025,F,5,Z4,Aristida ads,NA,6.6,THF,Unfenced
2615,2025,F,4,Z2,Eragrostis rigidior,NA,9.8,TFB,Fenced
2616,2025,F,4,Z2,NA,NA,10.2,TFB,Fenced
2617,2025,F,4,Z2,NA,NA,8.8,TFB,Fenced
2618,2025,F,4,Z2,NA,NA,7.8,TFB,Fenced
2619,2025,F,4,Z2,Pogonarthria squarrosa,NA,3.6,TFB,Fenced
2620,2025,F,4,Z2,Setaria incressata,NA,3.4,TFB,Fenced
2621,2025,F,4,Z2,NA,NA,4.5,TFB,Fenced
2622,2025,F,4,Z2,NA,NA,5.1,TFB,Fenced
2623,2025,F,4,Z2,Chloris virgata,NA,4.7,TFB,Fenced
2624,2025,F,4,Z2,NA,NA,4.3,TFB,Fenced
2625,2025,F,4,Z2,NA,NA,4.1,TFB,Fenced
2626,2025,F,4,Z2,NA,NA,4.2,TFB,Fenced
2627,2025,F,4,Z2,Bracharia negropedata,NA,6.4,TFB,Fenced
2628,2025,F,4,Z2,Eragrostis rigidior,NA,5.6,TFB,Fenced
2629,2025,F,4,Z2,Cynadon dactylon,NA,5.3,TFB,Fenced
2630,2025,F,4,Z2,Eragrostis gummiflua,NA,5.7,TFB,Fenced
2631,2025,F,4,Z2,Bracharia negropedata,NA,5.4,TFB,Fenced
2632,2025,F,4,Z2,Eragrostis rigidior,NA,4.3,TFB,Fenced
2633,2025,F,4,Z2,Digitaria erianthra,NA,8.1,TFB,Fenced
2634,2025,F,4,Z2,NA,NA,8.5,TFB,Fenced
2635,2025,F,4,Z3,Cynadon dactylon,NA,4.5,TFB,Unfenced
2636,2025,F,4,Z3,Setaria incressata,NA,4.1,TFB,Unfenced
2637,2025,F,4,Z3,Aristida ads,NA,4,TFB,Unfenced
2638,2025,F,4,Z3,NA,NA,3.7,TFB,Unfenced
2639,2025,F,4,Z3,Digitaria erianthra,NA,4.7,TFB,Unfenced
2640,2025,F,4,Z3,Eragrostis viscosa,NA,5.3,TFB,Unfenced
2641,2025,F,4,Z3,Eragrostis rigidior,NA,5.4,TFB,Unfenced
2642,2025,F,4,Z3,Cynadon dactylon,NA,5.4,TFB,Unfenced
2643,2025,F,4,Z3,Digitaria erianthra,NA,6,TFB,Unfenced
2644,2025,F,4,Z3,Heteropogon  contortus,NA,5.1,TFB,Unfenced
2645,2025,F,4,Z3,NA,NA,5,TFB,Unfenced
2646,2025,F,4,Z3,NA,NA,4.9,TFB,Unfenced
2647,2025,F,4,Z3,Aristida ads,NA,6,TFB,Unfenced
2648,2025,F,4,Z3,Digitaria erianthra,NA,6.1,TFB,Unfenced
2649,2025,F,4,Z3,Eragrostis viscosa,NA,5.9,TFB,Unfenced
2650,2025,F,4,Z3,NA,NA,6.2,TFB,Unfenced
2651,2025,F,4,Z3,Eragrostis rigidior,NA,9.3,TFB,Unfenced
2652,2025,F,4,Z3,Digitaria erianthra,NA,7.1,TFB,Unfenced
2653,2025,F,4,Z3,Eragrostis viscosa,NA,6,TFB,Unfenced
2654,2025,F,4,Z3,Cynadon dactylon,NA,5.7,TFB,Unfenced
2655,2025,F,4,Z1,Setaria incressata,NA,5.5,TFB,Fenced
2656,2025,F,4,Z1,Eragrostis viscosa,NA,5.2,TFB,Fenced
2657,2025,F,4,Z1,NA,NA,4.8,TFB,Fenced
2658,2025,F,4,Z1,NA,NA,4.4,TFB,Fenced
2659,2025,F,4,Z1,Bracharia negropedata,NA,8.5,TFB,Fenced
2660,2025,F,4,Z1,Heteropogon  contortus,NA,10.8,TFB,Fenced
2661,2025,F,4,Z1,NA,NA,8.7,TFB,Fenced
2662,2025,F,4,Z1,NA,NA,9.5,TFB,Fenced
2663,2025,F,4,Z1,Aristida ads,NA,8.5,TFB,Fenced
2664,2025,F,4,Z1,Setaria incressata,NA,10.8,TFB,Fenced
2665,2025,F,4,Z1,NA,NA,10.2,TFB,Fenced
2666,2025,F,4,Z1,NA,NA,10,TFB,Fenced
2667,2025,F,4,Z1,Setaria incressata,NA,8,TFB,Fenced
2668,2025,F,4,Z1,Digitaria erianthra,NA,9.2,TFB,Fenced
2669,2025,F,4,Z1,NA,NA,10,TFB,Fenced
2670,2025,F,4,Z1,NA,NA,8.9,TFB,Fenced
2671,2025,F,4,Z1,Pogonarthria squarrosa,NA,1.9,TFB,Fenced
2672,2025,F,4,Z1,Eragrostis viscosa,NA,3.3,TFB,Fenced
2673,2025,F,4,Z1,NA,NA,3.3,TFB,Fenced
2674,2025,F,4,Z1,NA,NA,3.9,TFB,Fenced
2675,2025,F,4,Z4,Panicum maximum,NA,12,TFB,Unfenced
2676,2025,F,4,Z4,Mopane grass,NA,15.3,TFB,Unfenced
2677,2025,F,4,Z4,NA,NA,14,TFB,Unfenced
2678,2025,F,4,Z4,NA,NA,16.5,TFB,Unfenced
2679,2025,F,4,Z4,Heteropogon  contortus,NA,6.3,TFB,Unfenced
2680,2025,F,4,Z4,Digitaria erianthra,NA,6.9,TFB,Unfenced
2681,2025,F,4,Z4,Aristida ads,NA,7.9,TFB,Unfenced
2682,2025,F,4,Z4,Setaria incressata,NA,7.7,TFB,Unfenced
2683,2025,F,4,Z4,Cynadon dactylon,NA,NA,TFB,Unfenced
2684,2025,F,4,Z4,Digitaria erianthra,NA,2.6,TFB,Unfenced
2685,2025,F,4,Z4,Eragrostis viscosa,NA,2.7,TFB,Unfenced
2686,2025,F,4,Z4,Pogonarthria squarrosa,NA,3.3,TFB,Unfenced
2687,2025,F,4,Z4,NA,NA,4.1,TFB,Unfenced
2688,2025,F,4,Z4,Digitaria erianthra,NA,3.4,TFB,Unfenced
2689,2025,F,4,Z4,Cynadon dactylon,NA,4.8,TFB,Unfenced
2690,2025,F,4,Z4,Pogonarthria squarrosa,NA,6.9,TFB,Unfenced
2691,2025,F,4,Z4,Heteropogon  contortus,NA,7.2,TFB,Unfenced
2692,2025,F,4,Z4,Setaria incressata,NA,NA,TFB,Unfenced
2693,2025,F,4,Z4,Setaria incressata,NA,5.8,TFB,Unfenced
2694,2025,F,4,Z4,Aristida ads,NA,5.6,TFB,Unfenced
2695,2025,F,4,Z4,NA,NA,7.7,TFB,Unfenced
2696,2025,F,4,Z4,NA,NA,9,TFB,Unfenced
2697,2025,F,3,Z1,Digitaria erianthra,NA,6.3,TF,Fenced
2698,2025,F,3,Z1,NA,NA,1.7,TF,Fenced
2699,2025,F,3,Z1,NA,NA,1.7,TF,Fenced
2700,2025,F,3,Z1,NA,NA,3.7,TF,Fenced
2701,2025,F,3,Z1,Eragrostis viscosa,NA,6.4,TF,Fenced
2702,2025,F,3,Z1,Pogonarthria squarrosa,NA,5.2,TF,Fenced
2703,2025,F,3,Z1,NA,NA,4.2,TF,Fenced
2704,2025,F,3,Z1,NA,NA,4.2,TF,Fenced
2705,2025,F,3,Z1,Eragrostis viscosa,NA,10.6,TF,Fenced
2706,2025,F,3,Z1,Eragrostis rigidior,NA,7.2,TF,Fenced
2707,2025,F,3,Z1,Digitaria erianthra,NA,7.2,TF,Fenced
2708,2025,F,3,Z1,Cynadon dactylon,NA,7.1,TF,Fenced
2709,2025,F,3,Z1,Cynadon dactylon,NA,5.1,TF,Fenced
2710,2025,F,3,Z1,Digitaria erianthra,NA,5.5,TF,Fenced
2711,2025,F,3,Z1,Eragrostis viscosa,NA,5.6,TF,Fenced
2712,2025,F,3,Z1,NA,NA,8.9,TF,Fenced
2713,2025,F,3,Z1,Setaria incressata,NA,5.4,TF,Fenced
2714,2025,F,3,Z1,Digitaria erianthra,NA,5.8,TF,Fenced
2715,2025,F,3,Z1,NA,NA,6.1,TF,Fenced
2716,2025,F,3,Z1,NA,NA,6.5,TF,Fenced
2717,2025,F,3,Z2,Eragrostis viscosa,NA,7.2,TF,Fenced
2718,2025,F,3,Z2,Pogonarthria squarrosa,NA,7.9,TF,Fenced
2719,2025,F,3,Z2,Eragrostis rigidior,NA,7.8,TF,Fenced
2720,2025,F,3,Z2,NA,NA,7.5,TF,Fenced
2721,2025,F,3,Z2,Eragrostis viscosa,NA,8.3,TF,Fenced
2722,2025,F,3,Z2,Setaria incressata,NA,6.4,TF,Fenced
2723,2025,F,3,Z2,Eragrostis rigidior,NA,6.8,TF,Fenced
2724,2025,F,3,Z2,NA,NA,7.1,TF,Fenced
2725,2025,F,3,Z2,Eragrostis viscosa,NA,6.5,TF,Fenced
2726,2025,F,3,Z2,Eragrostis rigidior,NA,6.2,TF,Fenced
2727,2025,F,3,Z2,Perotis petens,NA,5.9,TF,Fenced
2728,2025,F,3,Z2,NA,NA,6.2,TF,Fenced
2729,2025,F,3,Z2,Eragrostis viscosa,NA,6.9,TF,Fenced
2730,2025,F,3,Z2,Digitaria erianthra,NA,6.4,TF,Fenced
2731,2025,F,3,Z2,Eragrostis rigidior,NA,7,TF,Fenced
2732,2025,F,3,Z2,Eragrostis gummiflua,NA,6.8,TF,Fenced
2733,2025,F,3,Z2,Setaria incressata,NA,6.8,TF,Fenced
2734,2025,F,3,Z2,Eragrostis rigidior,NA,6.5,TF,Fenced
2735,2025,F,3,Z2,NA,NA,6.3,TF,Fenced
2736,2025,F,3,Z2,NA,NA,6,TF,Fenced
