,Year,Site,Plot,Subplot,Spp_name,Grazing_value,DPM_Height,Treatment,Fencing
829,2024,B,5,Z3,Eragrostis gummiflua,Low,NA,THF,Fenced
830,2024,B,5,Z3,Heteropogon contortus,Moderate,7.5,THF,Fenced
831,2024,B,5,Z3,Setaria pumila ,Moderate,6,THF,Fenced
832,2024,B,5,Z3,NA,NA,2,THF,Fenced
833,2024,B,5,Z3,NA,NA,3.9,THF,Fenced
834,2024,B,5,Z3,Aristida congesta B,Low,5.7,THF,Fenced
835,2024,B,5,Z3,Heteropogon contortus,Moderate,5.3,THF,Fenced
836,2024,B,5,Z3,Eragrostis gummiflua,Low,8.4,THF,Fenced
837,2024,B,5,Z3,NA,NA,6.5,THF,Fenced
838,2024,B,5,Z4,Cynodon dactylon,High,8.6,THF,Unfenced
839,2024,B,5,Z4,Heteropogon contortus,Moderate,9.2,THF,Unfenced
840,2024,B,5,Z4,Setaria pumila ,Moderate,13.2,THF,Unfenced
841,2024,B,5,Z4,Aristida congesta B,Low,13.2,THF,Unfenced
842,2024,B,5,Z4,Melinis repens,Low,NA,THF,Unfenced
843,2024,B,5,Z4,Bothriochloa insculpta,Moderate,10.7,THF,Unfenced
844,2024,B,5,Z4,Heteropogon contortus,Moderate,3.1,THF,Unfenced
845,2024,B,5,Z4,Eragrostis superba,Moderate,8.5,THF,Unfenced
846,2024,B,5,Z4,NA,NA,6.5,THF,Unfenced
847,2024,B,5,Z4,Cynodon dactylon,Moderate,13.6,THF,Unfenced
848,2024,B,5,Z4,Eragrostis rigidior,Moderate,12.1,THF,Unfenced
849,2024,B,5,Z4,Digitaria eriantha,High,9.4,THF,Unfenced
850,2024,B,5,Z4,Sporobolus africanus,Low,10.1,THF,Unfenced
851,2024,B,5,Z4,Heteropogon contortus,Moderate,9.3,THF,Unfenced
852,2024,B,5,Z4,Eragrostis superba,Moderate,10,THF,Unfenced
853,2024,B,5,Z4,Bothriochloa insculpta,Moderate,12,THF,Unfenced
854,2024,B,5,Z4,Themeda triandra,High,12.5,THF,Unfenced
855,2024,B,5,Z4,Setaria pumila ,Moderate,NA,THF,Unfenced
856,2024,B,5,Z4,Cynodon dactylon,High,NA,THF,Unfenced
857,2024,B,5,Z4,Heteropogon contortus,Moderate,8.8,THF,Unfenced
858,2024,B,5,Z4,Eragrostis superba,Moderate,7.7,THF,Unfenced
859,2024,B,5,Z4,Bothriochloa insculpta,Moderate,6.4,THF,Unfenced
860,2024,B,5,Z4,Aristida adscensionis,Low,7,THF,Unfenced
861,2024,B,5,Z4,Aristida congesta B,Low,NA,THF,Unfenced
862,2024,C,1,Z1,NA,NA,0,C,Fenced
863,2024,C,1,Z1,NA,NA,0,C,Fenced
864,2024,C,1,Z1,NA,NA,0,C,Fenced
865,2024,C,1,Z1,NA,NA,0,C,Fenced
866,2024,C,1,Z1,Cynodon dactylon,High,5.8,C,Fenced
867,2024,C,1,Z1,Aristida adscensionis,Low,6.8,C,Fenced
868,2024,C,1,Z1,NA,NA,6.8,C,Fenced
869,2024,C,1,Z1,NA,NA,6.1,C,Fenced
870,2024,C,1,Z1,Heteropogon contortus,Moderate,2.5,C,Fenced
871,2024,C,1,Z1,Brachiaria brizantha,Moderate,2.4,C,Fenced
872,2024,C,1,Z1,NA,NA,2.7,C,Fenced
873,2024,C,1,Z1,NA,NA,2.5,C,Fenced
874,2024,C,1,Z1,Setaria incrassata,High,4.6,C,Fenced
875,2024,C,1,Z1,Heteropogon contortus,Moderate,4.2,C,Fenced
876,2024,C,1,Z1,NA,NA,4.4,C,Fenced
877,2024,C,1,Z1,NA,NA,4.6,C,Fenced
878,2024,C,1,Z1,Heteropogon contortus,Moderate,2,C,Fenced
879,2024,C,1,Z1,NA,NA,2.4,C,Fenced
880,2024,C,1,Z1,NA,NA,2.4,C,Fenced
881,2024,C,1,Z1,NA,NA,2.3,C,Fenced
882,2024,C,1,Z2,Setaria incrassata,High,4.1,C,Fenced
883,2024,C,1,Z2,Heteropogon contortus,Moderate,2.9,C,Fenced
884,2024,C,1,Z2,NA,NA,3.3,C,Fenced
885,2024,C,1,Z2,NA,NA,4.8,C,Fenced
886,2024,C,1,Z2,Eragrostis gummiflua,Low,2.2,C,Fenced
887,2024,C,1,Z2,Heteropogon contortus,Moderate,4,C,Fenced
888,2024,C,1,Z2,NA,NA,2.4,C,Fenced
889,2024,C,1,Z2,NA,NA,4.1,C,Fenced
890,2024,C,1,Z2,Sporobolus africanus,Low,3.3,C,Fenced
891,2024,C,1,Z2,Aristida  canescens,Low,3.9,C,Fenced
892,2024,C,1,Z2,Brachiaria brizantha,Moderate,3.6,C,Fenced
893,2024,C,1,Z2,Eragrostis gummiflua,Low,3.5,C,Fenced
894,2024,C,1,Z2,Heteropogon contortus,Moderate,NA,C,Fenced
895,2024,C,1,Z2,Heteropogon contortus,Moderate,5.3,C,Fenced
896,2024,C,1,Z2,Panicum maximum,High,5,C,Fenced
897,2024,C,1,Z2,NA,NA,5,C,Fenced
898,2024,C,1,Z2,NA,NA,4.7,C,Fenced
899,2024,C,1,Z2,Hyperrhenia filipendula,Moderate,1.9,C,Fenced
900,2024,C,1,Z2,NA,NA,2.1,C,Fenced
901,2024,C,1,Z2,NA,NA,2.8,C,Fenced
902,2024,C,1,Z2,NA,NA,2,C,Fenced
903,2024,C,1,Z3,Setaria incrassata,High,3.9,C,Unfenced
904,2024,C,1,Z3,Melinis repens,Low,3.9,C,Unfenced
905,2024,C,1,Z3,NA,NA,4,C,Unfenced
906,2024,C,1,Z3,NA,NA,4.1,C,Unfenced
907,2024,C,1,Z3,Heteropogon contortus,Moderate,2.2,C,Unfenced
908,2024,C,1,Z3,NA,NA,3,C,Unfenced
909,2024,C,1,Z3,NA,NA,2.6,C,Unfenced
910,2024,C,1,Z3,NA,NA,2.8,C,Unfenced
911,2024,C,1,Z3,Heteropogon contortus,Moderate,3.5,C,Unfenced
912,2024,C,1,Z3,Melinis repens,Low,3.8,C,Unfenced
913,2024,C,1,Z3,NA,NA,3.2,C,Unfenced
914,2024,C,1,Z3,NA,NA,3.1,C,Unfenced
915,2024,C,1,Z3,Eragrostis gummiflua,Low,4.4,C,Unfenced
916,2024,C,1,Z3,Panicum maximum,High,4.1,C,Unfenced
917,2024,C,1,Z3,Digitaria eriantha,High,3.2,C,Unfenced
918,2024,C,1,Z3,NA,NA,2.1,C,Unfenced
919,2024,C,1,Z3,Eragrostis gummiflua,Low,3.6,C,Unfenced
920,2024,C,1,Z3,Heteropogon contortus,Moderate,3.1,C,Unfenced
921,2024,C,1,Z3,Setaria incrassata,High,3.1,C,Unfenced
922,2024,C,1,Z3,NA,NA,3.3,C,Unfenced
923,2024,C,1,Z4,Heteropogon contortus,Moderate,2.6,C,Unfenced
924,2024,C,1,Z4,Melinis repens,Low,3.5,C,Unfenced
925,2024,C,1,Z4,NA,NA,3,C,Unfenced
926,2024,C,1,Z4,NA,NA,2.8,C,Unfenced
927,2024,C,1,Z4,Heteropogon contortus,Moderate,4.9,C,Unfenced
928,2024,C,1,Z4,Setaria incrassata,High,5,C,Unfenced
929,2024,C,1,Z4,NA,NA,4.4,C,Unfenced
930,2024,C,1,Z4,NA,NA,4.4,C,Unfenced
931,2024,C,1,Z4,Heteropogon contortus,Moderate,3.7,C,Unfenced
932,2024,C,1,Z4,Digitaria eriantha,High,3.7,C,Unfenced
933,2024,C,1,Z4,NA,NA,3.5,C,Unfenced
934,2024,C,1,Z4,NA,NA,3.4,C,Unfenced
935,2024,C,1,Z4,Heteropogon contortus,Moderate,4.4,C,Unfenced
936,2024,C,1,Z4,NA,NA,3.8,C,Unfenced
937,2024,C,1,Z4,NA,NA,3.3,C,Unfenced
938,2024,C,1,Z4,NA,NA,3.6,C,Unfenced
939,2024,C,1,Z4,Eragrostis gummiflua,Low,2.5,C,Unfenced
940,2024,C,1,Z4,NA,NA,2.3,C,Unfenced
941,2024,C,1,Z4,NA,NA,2.3,C,Unfenced
942,2024,C,1,Z4,NA,NA,2.2,C,Unfenced
943,2024,C,2,Z1,Panicum maximum,High,4.4,TFB,Fenced
944,2024,C,2,Z1,NA,NA,3.9,TFB,Fenced
945,2024,C,2,Z1,NA,NA,6.2,TFB,Fenced
946,2024,C,2,Z1,NA,NA,3.5,TFB,Fenced
947,2024,C,2,Z1,Panicum maximum,High,8.1,TFB,Fenced
948,2024,C,2,Z1,Eragrostis superba,Moderate,7.3,TFB,Fenced
949,2024,C,2,Z1,Heteropogon contortus,Moderate,6.9,TFB,Fenced
950,2024,C,2,Z1,NA,NA,6.2,TFB,Fenced
951,2024,C,2,Z1,Panicum maximum,High,4,TFB,Fenced
952,2024,C,2,Z1,NA,NA,4.3,TFB,Fenced
953,2024,C,2,Z1,NA,NA,4,TFB,Fenced
954,2024,C,2,Z1,NA,NA,4.1,TFB,Fenced
955,2024,C,2,Z1,Panicum maximum,High,1.9,TFB,Fenced
956,2024,C,2,Z1,NA,NA,2.5,TFB,Fenced
957,2024,C,2,Z1,NA,NA,2.5,TFB,Fenced
958,2024,C,2,Z1,NA,NA,2.6,TFB,Fenced
959,2024,C,2,Z1,Eragrostis rigidior,Moderate,2.2,TFB,Fenced
960,2024,C,2,Z1,Eragrostis gummiflua,Low,2.3,TFB,Fenced
961,2024,C,2,Z1,NA,NA,2,TFB,Fenced
962,2024,C,2,Z1,NA,NA,3,TFB,Fenced
963,2024,C,2,Z2,Panicum maximum,High,4.3,TFB,Unfenced
964,2024,C,2,Z2,NA,NA,5,TFB,Unfenced
965,2024,C,2,Z2,NA,NA,5.3,TFB,Unfenced
966,2024,C,2,Z2,NA,NA,5,TFB,Unfenced
967,2024,C,2,Z2,Panicum maximum,High,4.3,TFB,Unfenced
968,2024,C,2,Z2,NA,NA,5,TFB,Unfenced
969,2024,C,2,Z2,NA,NA,5.3,TFB,Unfenced
970,2024,C,2,Z2,NA,NA,5,TFB,Unfenced
971,2024,C,2,Z2,Panicum maximum,High,4.2,TFB,Unfenced
972,2024,C,2,Z2,NA,NA,3.6,TFB,Unfenced
973,2024,C,2,Z2,NA,NA,4,TFB,Unfenced
974,2024,C,2,Z2,NA,NA,3.7,TFB,Unfenced
975,2024,C,2,Z2,NA,NA,0,TFB,Unfenced
976,2024,C,2,Z2,NA,NA,0,TFB,Unfenced
977,2024,C,2,Z2,NA,NA,0,TFB,Unfenced
978,2024,C,2,Z2,NA,NA,0,TFB,Unfenced
979,2024,C,2,Z2,Panicum maximum,High,6.7,TFB,Unfenced
980,2024,C,2,Z2,NA,NA,6.9,TFB,Unfenced
981,2024,C,2,Z2,NA,NA,6.4,TFB,Unfenced
982,2024,C,2,Z2,NA,NA,6.4,TFB,Unfenced
983,2024,C,2,Z3,Digitaria eriantha,High,5.3,TFB,Fenced
984,2024,C,2,Z3,Heteropogon contortus,Moderate,5.1,TFB,Fenced
985,2024,C,2,Z3,Eragrostis rigidior,Moderate,6.1,TFB,Fenced
986,2024,C,2,Z3,NA,NA,6.2,TFB,Fenced
987,2024,C,2,Z3,Eragrostis rigidior,Moderate,1.7,TFB,Fenced
988,2024,C,2,Z3,NA,NA,2.8,TFB,Fenced
989,2024,C,2,Z3,NA,NA,2.8,TFB,Fenced
990,2024,C,2,Z3,NA,NA,2.8,TFB,Fenced
991,2024,C,2,Z3,Panicum maximum,High,20.7,TFB,Fenced
992,2024,C,2,Z3,NA,NA,19.4,TFB,Fenced
993,2024,C,2,Z3,NA,NA,26.5,TFB,Fenced
994,2024,C,2,Z3,NA,NA,24,TFB,Fenced
995,2024,C,2,Z3,Panicum maximum,High,10.3,TFB,Fenced
996,2024,C,2,Z3,NA,NA,7.8,TFB,Fenced
997,2024,C,2,Z3,NA,NA,6.8,TFB,Fenced
998,2024,C,2,Z3,NA,NA,7.8,TFB,Fenced
999,2024,C,2,Z3,Eragrostis viscosa,Low,1.9,TFB,Fenced
1000,2024,C,2,Z3,Eragrostis gummiflua,Low,1.8,TFB,Fenced
1001,2024,C,2,Z3,NA,NA,1.7,TFB,Fenced
1002,2024,C,2,Z3,NA,NA,2,TFB,Fenced
1003,2024,C,2,Z4,Panicum maximum,High,3,TFB,Unfenced
1004,2024,C,2,Z4,NA,NA,3.1,TFB,Unfenced
1005,2024,C,2,Z4,NA,NA,2.8,TFB,Unfenced
1006,2024,C,2,Z4,NA,NA,3.3,TFB,Unfenced
1007,2024,C,2,Z4,Brachiaria brizantha,Moderate,8,TFB,Unfenced
1008,2024,C,2,Z4,Eragrostis rigidior,Moderate,7.2,TFB,Unfenced
1009,2024,C,2,Z4,NA,NA,8.4,TFB,Unfenced
1010,2024,C,2,Z4,NA,NA,9.1,TFB,Unfenced
1011,2024,C,2,Z4,Panicum maximum,High,4.7,TFB,Unfenced
1012,2024,C,2,Z4,NA,NA,4.9,TFB,Unfenced
1013,2024,C,2,Z4,NA,NA,5.3,TFB,Unfenced
1014,2024,C,2,Z4,NA,NA,6.1,TFB,Unfenced
1015,2024,C,2,Z4,Panicum maximum,High,3.8,TFB,Unfenced
1016,2024,C,2,Z4,NA,NA,4,TFB,Unfenced
1017,2024,C,2,Z4,NA,NA,3.9,TFB,Unfenced
1018,2024,C,2,Z4,NA,NA,3.3,TFB,Unfenced
1019,2024,C,2,Z4,NA,NA,0,TFB,Unfenced
1020,2024,C,2,Z4,NA,NA,0,TFB,Unfenced
1021,2024,C,2,Z4,NA,NA,0,TFB,Unfenced
1022,2024,C,2,Z4,NA,NA,0,TFB,Unfenced
1023,2024,C,3,Z1,Heteropogon contortus,Moderate,12.2,TF,Fenced
1024,2024,C,3,Z1,Eragrostis rigidior,Moderate,11.8,TF,Fenced
1025,2024,C,3,Z1,Pogonarthria squarrosa,Low,11.2,TF,Fenced
1026,2024,C,3,Z1,NA,NA,10.6,TF,Fenced
1027,2024,C,3,Z1,Heteropogon contortus,Moderate,8.8,TF,Fenced
1028,2024,C,3,Z1,Digitaria eriantha,High,8.6,TF,Fenced
1029,2024,C,3,Z1,Brachiaria brizantha,Moderate,8.4,TF,Fenced
1030,2024,C,3,Z1,NA,NA,8.3,TF,Fenced
1031,2024,C,3,Z1,Heteropogon contortus,Moderate,4.9,TF,Fenced
1032,2024,C,3,Z1,Panicum maximum,High,4.3,TF,Fenced
1033,2024,C,3,Z1,Digitaria eriantha,High,4,TF,Fenced
1034,2024,C,3,Z1,Melinis repens,Low,5.9,TF,Fenced
1035,2024,C,3,Z1,Heteropogon contortus,Moderate,4.2,TF,Fenced
1036,2024,C,3,Z1,NA,NA,4,TF,Fenced
1037,2024,C,3,Z1,NA,NA,4.3,TF,Fenced
1038,2024,C,3,Z1,NA,NA,5.1,TF,Fenced
1039,2024,C,3,Z1,Heteropogon contortus,Moderate,2.2,TF,Fenced
1040,2024,C,3,Z1,Panicum maximum,High,3.6,TF,Fenced
1041,2024,C,3,Z1,NA,NA,3.8,TF,Fenced
1042,2024,C,3,Z1,NA,NA,3.5,TF,Fenced
1043,2024,C,3,Z2,Digitaria eriantha,High,2.4,TF,Fenced
1044,2024,C,3,Z2,Pogonarthria squarrosa,Low,3.2,TF,Fenced
1045,2024,C,3,Z2,Brachiaria brizantha,Moderate,3.2,TF,Fenced
1046,2024,C,3,Z2,Setaria incrassata,High,3.3,TF,Fenced
1047,2024,C,3,Z2,Digitaria eriantha,High,4.1,TF,Fenced
1048,2024,C,3,Z2,Pogonarthria squarrosa,Low,4.4,TF,Fenced
1049,2024,C,3,Z2,Brachiaria brizantha,Moderate,5.1,TF,Fenced
1050,2024,C,3,Z2,NA,NA,5.1,TF,Fenced
1051,2024,C,3,Z2,Panicum maximum,High,12.8,TF,Fenced
1052,2024,C,3,Z2,NA,NA,8.3,TF,Fenced
1053,2024,C,3,Z2,NA,NA,7.2,TF,Fenced
1054,2024,C,3,Z2,NA,NA,6.6,TF,Fenced
1055,2024,C,3,Z2,Heteropogon contortus,Moderate,4.4,TF,Fenced
1056,2024,C,3,Z2,NA,NA,4.6,TF,Fenced
1057,2024,C,3,Z2,NA,NA,4,TF,Fenced
1058,2024,C,3,Z2,NA,NA,3.7,TF,Fenced
1059,2024,C,3,Z2,Pogonarthria squarrosa,Low,5.3,TF,Fenced
1060,2024,C,3,Z2,Brachiaria brizantha,Moderate,5.2,TF,Fenced
1061,2024,C,3,Z2,Heteropogon contortus,Moderate,4.4,TF,Fenced
1062,2024,C,3,Z2,NA,NA,4.4,TF,Fenced
1063,2024,C,3,Z3,Pogonarthria squarrosa,Low,2.2,TF,Unfenced
1064,2024,C,3,Z3,Setaria incrassata,High,2.4,TF,Unfenced
1065,2024,C,3,Z3,Heteropogon contortus,Moderate,3.8,TF,Unfenced
1066,2024,C,3,Z3,NA,NA,4.7,TF,Unfenced
1067,2024,C,3,Z3,Pogonarthria squarrosa,Low,5.9,TF,Unfenced
1068,2024,C,3,Z3,Heteropogon contortus,Moderate,5.4,TF,Unfenced
1069,2024,C,3,Z3,Eragrostis rigidior,Moderate,4.9,TF,Unfenced
1070,2024,C,3,Z3,NA,NA,4.7,TF,Unfenced
1071,2024,C,3,Z3,Pogonarthria squarrosa,Low,2,TF,Unfenced
1072,2024,C,3,Z3,Eragrostis rigidior,Moderate,2.5,TF,Unfenced
1073,2024,C,3,Z3,Digitaria eriantha,High,3.5,TF,Unfenced
1074,2024,C,3,Z3,NA,NA,4.9,TF,Unfenced
1075,2024,C,3,Z3,Heteropogon contortus,Moderate,3.4,TF,Unfenced
1076,2024,C,3,Z3,Pogonarthria squarrosa,Low,2.9,TF,Unfenced
1077,2024,C,3,Z3,Melinis repens,Low,3,TF,Unfenced
1078,2024,C,3,Z3,NA,NA,2.2,TF,Unfenced
1079,2024,C,3,Z3,Cynodon dactylon,High,2.9,TF,Unfenced
1080,2024,C,3,Z3,Hyperrhenia filipendula,Moderate,2,TF,Unfenced
1081,2024,C,3,Z3,NA,NA,4.1,TF,Unfenced
1082,2024,C,3,Z3,NA,NA,2.9,TF,Unfenced
1083,2024,C,3,Z4,Pogonarthria squarrosa,Low,2.4,TF,Unfenced
1084,2024,C,3,Z4,Heteropogon contortus,Moderate,3.5,TF,Unfenced
1085,2024,C,3,Z4,Hyperrhenia filipendula,Moderate,4.2,TF,Unfenced
1086,2024,C,3,Z4,NA,NA,4,TF,Unfenced
1087,2024,C,3,Z4,Melinis repens,Low,4.4,TF,Unfenced
1088,2024,C,3,Z4,Eragrostis rigidior,Moderate,5.2,TF,Unfenced
1089,2024,C,3,Z4,Digitaria eriantha,High,6.5,TF,Unfenced
1090,2024,C,3,Z4,Brachiaria brizantha,Moderate,5.5,TF,Unfenced
1091,2024,C,3,Z4,Pogonarthria squarrosa,Low,4.9,TF,Unfenced
1092,2024,C,3,Z4,Eragrostis rigidior,Moderate,6.9,TF,Unfenced
1093,2024,C,3,Z4,Digitaria eriantha,High,4.9,TF,Unfenced
1094,2024,C,3,Z4,NA,NA,4.5,TF,Unfenced
1095,2024,C,3,Z4,Heteropogon contortus,Moderate,5.3,TF,Unfenced
1096,2024,C,3,Z4,Digitaria eriantha,High,5.5,TF,Unfenced
1097,2024,C,3,Z4,Brachiaria brizantha,Moderate,5.3,TF,Unfenced
1098,2024,C,3,Z4,NA,NA,4.6,TF,Unfenced
1099,2024,C,3,Z4,Eragrostis rigidior,Moderate,4,TF,Unfenced
1100,2024,C,3,Z4,Digitaria eriantha,High,5.5,TF,Unfenced
1101,2024,C,3,Z4,Brachiaria brizantha,Moderate,4.4,TF,Unfenced
1102,2024,C,3,Z4,Pogonarthria squarrosa,Low,4.1,TF,Unfenced
1103,2024,C,3,Z4,Eragrostis gummiflua,Low,NA,TF,Unfenced
1104,2024,C,4,Z1,Heteropogon contortus,Moderate,3.4,F,Fenced
1105,2024,C,4,Z1,Eragrostis rigidior,Moderate,5.8,F,Fenced
1106,2024,C,4,Z1,NA,NA,4.8,F,Fenced
1107,2024,C,4,Z1,NA,NA,4.4,F,Fenced
1108,2024,C,4,Z1,Pogonarthria squarrosa,Low,3.2,F,Fenced
1109,2024,C,4,Z1,Heteropogon contortus,Moderate,3.8,F,Fenced
1110,2024,C,4,Z1,Panicum maximum,High,3.7,F,Fenced
1111,2024,C,4,Z1,NA,NA,4.3,F,Fenced
1112,2024,C,4,Z1,Eragrostis rigidior,Moderate,2.7,F,Fenced
1113,2024,C,4,Z1,Digitaria eriantha,High,4.8,F,Fenced
1114,2024,C,4,Z1,NA,NA,4.6,F,Fenced
1115,2024,C,4,Z1,NA,NA,4.7,F,Fenced
1116,2024,C,4,Z1,Pogonarthria squarrosa,Low,2.9,F,Fenced
1117,2024,C,4,Z1,Heteropogon contortus,Moderate,3.8,F,Fenced
1118,2024,C,4,Z1,NA,NA,3.7,F,Fenced
1119,2024,C,4,Z1,NA,NA,3.6,F,Fenced
1120,2024,C,4,Z1,Heteropogon contortus,Moderate,4.2,F,Fenced
1121,2024,C,4,Z1,Panicum maximum,High,6.4,F,Fenced
1122,2024,C,4,Z1,Digitaria eriantha,High,7.1,F,Fenced
1123,2024,C,4,Z1,NA,NA,6.8,F,Fenced
1124,2024,C,4,Z2,Heteropogon contortus,Moderate,3,F,Fenced
1125,2024,C,4,Z2,Aristida congesta C,Low,3.1,F,Fenced
1126,2024,C,4,Z2,NA,NA,2.9,F,Fenced
1127,2024,C,4,Z2,NA,NA,2.8,F,Fenced
1128,2024,C,4,Z2,Pogonarthria squarrosa,Low,8,F,Fenced
1129,2024,C,4,Z2,Heteropogon contortus,Moderate,7.1,F,Fenced
1130,2024,C,4,Z2,Panicum maximum,High,6.6,F,Fenced
1131,2024,C,4,Z2,Digitaria eriantha,High,5.8,F,Fenced
1132,2024,C,4,Z2,Eragrostis gummiflua,Low,NA,F,Fenced
1133,2024,C,4,Z2,Eragrostis superba,Moderate,NA,F,Fenced
1134,2024,C,4,Z2,Heteropogon contortus,Moderate,6.6,F,Fenced
1135,2024,C,4,Z2,Digitaria eriantha,Moderate,6.2,F,Fenced
1136,2024,C,4,Z2,Eragrostis rigidior,Moderate,6.3,F,Fenced
1137,2024,C,4,Z2,Setaria incrassata,High,6.5,F,Fenced
1138,2024,C,4,Z2,Pogonarthria squarrosa,Low,3.6,F,Fenced
1139,2024,C,4,Z2,Heteropogon contortus,Moderate,3.7,F,Fenced
1140,2024,C,4,Z2,Panicum maximum,High,5.3,F,Fenced
1141,2024,C,4,Z2,Aristida congesta B,Low,4.5,F,Fenced
1142,2024,C,4,Z2,Pogonarthria squarrosa,Low,6.6,F,Fenced
1143,2024,C,4,Z2,Heteropogon contortus,Moderate,5.8,F,Fenced
1144,2024,C,4,Z2,NA,NA,5,F,Fenced
1145,2024,C,4,Z2,NA,NA,5,F,Fenced
1146,2024,C,4,Z3,Heteropogon contortus,Moderate,5.4,F,Unfenced
1147,2024,C,4,Z3,Eragrostis gummiflua,Low,5,F,Unfenced
1148,2024,C,4,Z3,Digitaria eriantha,High,4.8,F,Unfenced
1149,2024,C,4,Z3,Eragrostis rigidior,Moderate,5,F,Unfenced
1150,2024,C,4,Z3,Heteropogon contortus,Moderate,5.4,F,Unfenced
1151,2024,C,4,Z3,Eragrostis gummiflua,Low,5.4,F,Unfenced
1152,2024,C,4,Z3,Pogonarthria squarrosa,Low,5.5,F,Unfenced
1153,2024,C,4,Z3,Panicum maximum,High,5.4,F,Unfenced
1154,2024,C,4,Z3,Heteropogon contortus,Moderate,4,F,Unfenced
1155,2024,C,4,Z3,Melinis repens,Low,7.8,F,Unfenced
1156,2024,C,4,Z3,Aristida adscensionis,Low,4.7,F,Unfenced
1157,2024,C,4,Z3,Panicum maximum,High,2.3,F,Unfenced
1158,2024,C,4,Z3,Digitaria eriantha,High,2.7,F,Unfenced
1159,2024,C,4,Z3,Eragrostis gummiflua,Low,2.8,F,Unfenced
1160,2024,C,4,Z3,NA,NA,2.5,F,Unfenced
1161,2024,C,4,Z3,Heteropogon contortus,Moderate,6.7,F,Unfenced
1162,2024,C,4,Z3,Panicum maximum,High,5.5,F,Unfenced
1163,2024,C,4,Z3,NA,NA,5.4,F,Unfenced
1164,2024,C,4,Z3,NA,NA,5.3,F,Unfenced
1165,2024,C,4,Z4,Hyperrhenia filipendula,Moderate,22,F,Unfenced
1166,2024,C,4,Z4,Eragrostis gummiflua,Low,19,F,Unfenced
1167,2024,C,4,Z4,Pogonarthria squarrosa,Low,14.3,F,Unfenced
1168,2024,C,4,Z4,Panicum maximum,High,14.1,F,Unfenced
1169,2024,C,4,Z4,Heteropogon contortus,Moderate,NA,F,Unfenced
1170,2024,C,4,Z4,Aristida adscensionis,Low,NA,F,Unfenced
1171,2024,C,4,Z4,Eragrostis superba,Moderate,NA,F,Unfenced
1172,2024,C,4,Z4,Setaria incrassata,High,18.3,F,Unfenced
1173,2024,C,4,Z4,Hyperrhenia filipendula,Moderate,20.9,F,Unfenced
1174,2024,C,4,Z4,NA,NA,30,F,Unfenced
1175,2024,C,4,Z4,NA,NA,18.8,F,Unfenced
1176,2024,C,4,Z4,Eragrostis gummiflua,Low,8.7,F,Unfenced
1177,2024,C,4,Z4,Heteropogon contortus,Moderate,7.6,F,Unfenced
1178,2024,C,4,Z4,Aristida adscensionis,Low,5.8,F,Unfenced
1179,2024,C,4,Z4,NA,NA,5.4,F,Unfenced
1180,2024,C,4,Z4,Heteropogon contortus,Moderate,1.7,F,Unfenced
1181,2024,C,4,Z4,Aristida adscensionis,Low,1.4,F,Unfenced
1182,2024,C,4,Z4,NA,NA,1.6,F,Unfenced
1183,2024,C,4,Z4,NA,NA,2.1,F,Unfenced
1184,2024,C,4,Z4,Aristida adscensionis,Low,3.9,F,Unfenced
1185,2024,C,4,Z4,Brachiaria brizantha,Moderate,2.9,F,Unfenced
1186,2024,C,4,Z4,Chloris virgata,Moderate,2.9,F,Unfenced
1187,2024,C,4,Z4,NA,NA,3.2,F,Unfenced
1188,2024,C,5,Z1,Eragrostis gummiflua,Low,6.7,THF,Fenced
1189,2024,C,5,Z1,Digitaria eriantha,High,6,THF,Fenced
1190,2024,C,5,Z1,NA,NA,5.5,THF,Fenced
1191,2024,C,5,Z1,NA,NA,5.1,THF,Fenced
1192,2024,C,5,Z1,Digitaria eriantha,High,5,THF,Fenced
1193,2024,C,5,Z1,Heteropogon contortus,Moderate,5.3,THF,Fenced
1194,2024,C,5,Z1,NA,NA,5.2,THF,Fenced
1195,2024,C,5,Z1,NA,NA,5,THF,Fenced
1196,2024,C,5,Z1,Pogonarthria squarrosa,Low,4.9,THF,Fenced
1197,2024,C,5,Z1,Heteropogon contortus,Moderate,5.2,THF,Fenced
1198,2024,C,5,Z1,Digitaria eriantha,High,5.2,THF,Fenced
1199,2024,C,5,Z1,Eragrostis rigidior,Moderate,4.2,THF,Fenced
1200,2024,C,5,Z1,Pogonarthria squarrosa,Low,9.8,THF,Fenced
1201,2024,C,5,Z1,Digitaria eriantha,High,8.4,THF,Fenced
1202,2024,C,5,Z1,NA,NA,7.1,THF,Fenced
1203,2024,C,5,Z1,NA,NA,7.5,THF,Fenced
1204,2024,C,5,Z1,Panicum maximum,High,12.5,THF,Fenced
1205,2024,C,5,Z1,Melinis repens,Low,5.5,THF,Fenced
1206,2024,C,5,Z1,NA,NA,8.4,THF,Fenced
1207,2024,C,5,Z1,NA,NA,5.9,THF,Fenced
1208,2024,C,5,Z2,Heteropogon contortus,Moderate,7.5,THF,Fenced
1209,2024,C,5,Z2,NA,NA,7.4,THF,Fenced
1210,2024,C,5,Z2,NA,NA,7.3,THF,Fenced
1211,2024,C,5,Z2,NA,NA,7.1,THF,Fenced
1212,2024,C,5,Z2,Heteropogon contortus,Moderate,2.3,THF,Fenced
1213,2024,C,5,Z2,Brachiaria brizantha,NA,1.9,THF,Fenced
1214,2024,C,5,Z2,NA,NA,2.3,THF,Fenced
1215,2024,C,5,Z2,NA,NA,2.6,THF,Fenced
