Year,Site,Plot,Subplot,Spp_name,Grazing_value,DPM_Height,Treatment
2024,B,1,Z3,Aristida congesta B,Low,5.3,C
2024,B,1,Z3,Heteropogon contortus,Moderate,5.9,C
2024,B,1,Z3,Eragrostis gummiflua,Low,5.3,C
2024,B,1,Z3,Aristida adscensionis,Low,5.2,C
2024,B,1,Z3,Melinis repens,Low,NA,C
2024,B,1,Z3,Themeda triandra,High,NA,C
2024,B,1,Z3,Setaria sphacelata,High,NA,C
2024,B,1,Z3,Heteropogon contortus,Moderate,5.1,C
2024,B,1,Z3,Cymbopogon excavatus,Low,5.5,C
2024,B,1,Z3,,,5.9,C
2024,B,1,Z3,,,6.5,C
2024,B,1,Z4,Eragrostis gummiflua,Low,2.8,C
2024,B,1,Z4,Heteropogon contortus,Moderate,5.7,C
2024,B,1,Z4,Cymbopogon excavatus,Low,8.2,C
2024,B,1,Z4,Melinis repens,Low,7.1,C
2024,B,1,Z4,Bothriochloa insculpta,Moderate,NA,C
2024,B,1,Z4,Heteropogon contortus,Moderate,3.8,C
2024,B,1,Z4,Cymbopogon excavatus,Low,7,C
2024,B,1,Z4,,,5.8,C
2024,B,1,Z4,,,5.8,C
2024,B,1,Z4,Cymbopogon excavatus,Low,16.4,C
2024,B,1,Z4,Eragrostis superba,Moderate,17.6,C
2024,B,1,Z4,Eragrostis gummiflua,Low,14.9,C
2024,B,1,Z4,Aristida congesta B,Low,13.4,C
2024,B,1,Z4,Heteropogon contortus,Moderate,NA,C
2024,B,1,Z4,Heteropogon contortus,Moderate,4,C
2024,B,1,Z4,Cymbopogon excavatus,Low,3.4,C
2024,B,1,Z4,Melinis repens,Low,4.8,C
2024,B,1,Z4,Bothriochloa insculpta,Moderate,4.9,C
2024,B,1,Z4,Heteropogon contortus,Moderate,1.9,C
2024,B,1,Z4,Eragrostis gummiflua,Low,4.2,C
2024,B,1,Z4,Eragrostis superba,Moderate,6.7,C
2024,B,1,Z4,,,7,C
2024,B,2,Z1,Brachiaria serrata,Moderate,7.9,F
2024,B,2,Z1,Heteropogon contortus,Moderate,8.2,F
2024,B,2,Z1,Aristida adscensionis,Low,8.9,F
2024,B,2,Z1,Bothriochloa insculpta,Moderate,9.8,F
2024,B,2,Z1,Heteropogon contortus,Moderate,18.5,F
2024,B,2,Z1,Cymbopogon excavatus,Low,18.5,F
2024,B,2,Z1,Aristida adscensionis,Low,16.1,F
2024,B,2,Z1,Themeda triandra,High,17.4,F
2024,B,2,Z1,Heteropogon contortus,Moderate,10.7,F
2024,B,2,Z1,Cymbopogon excavatus,Low,11,F
2024,B,2,Z1,,,14.8,F
2024,B,2,Z1,,,14.9,F
2024,B,2,Z1,Heteropogon contortus,Moderate,9.5,F
2024,B,2,Z1,Cymbopogon excavatus,Low,10.4,F
2024,B,2,Z1,Aristida adscensionis,Low,13.2,F
2024,B,2,Z1,Eragrostis rigidior,Moderate,12.3,F
2024,B,2,Z1,Cymbopogon excavatus,Low,17.1,F
2024,B,2,Z1,Aristida adscensionis,Low,17.2,F
2024,B,2,Z1,Melinis repens,Low,18.8,F
2024,B,2,Z1,,,15.6,F
2024,B,2,Z2,Cymbopogon excavatus,Low,16.8,F
2024,B,2,Z2,Hyperrhenia filipendula,Moderate,13.3,F
2024,B,2,Z2,Heteropogon contortus,Moderate,11,F
2024,B,2,Z2,Melinis repens,Low,22.9,F
2024,B,2,Z2,Bothriochloa insculpta,Moderate,NA,F
2024,B,2,Z2,Heteropogon contortus,Moderate,3.4,F
2024,B,2,Z2,Melinis repens,Low,5.7,F
2024,B,2,Z2,Panicum maximum,High,7.4,F
2024,B,2,Z2,,,12,F
2024,B,2,Z2,Eragrostis gummiflua,Low,9.6,F
2024,B,2,Z2,Heteropogon contortus,Moderate,9.4,F
2024,B,2,Z2,Cymbopogon excavatus,Low,9.7,F
2024,B,2,Z2,Bothriochloa insculpta,Moderate,9.4,F
2024,B,2,Z2,Eragrostis gummiflua,Low,9.3,F
2024,B,2,Z2,Heteropogon contortus,Moderate,8.3,F
2024,B,2,Z2,Cymbopogon excavatus,Low,7.8,F
2024,B,2,Z2,Bothriochloa insculpta,Moderate,7.5,F
2024,B,2,Z2,Eragrostis rigidior,Moderate,NA,F
2024,B,2,Z2,Melinis repens,Low,NA,F
2024,B,2,Z2,Cymbopogon excavatus,Low,9.3,F
2024,B,2,Z2,Eragrostis gummiflua,Low,15.3,F
2024,B,2,Z2,Heteropogon contortus,Moderate,11,F
2024,B,2,Z2,Urochloa mosambicensis,Moderate,6.1,F
2024,B,2,Z3,Heteropogon contortus,Moderate,6.3,F
2024,B,2,Z3,Aristida adscensionis,Low,5.7,F
2024,B,2,Z3,Bothriochloa insculpta,Moderate,10.9,F
2024,B,2,Z3,,,11.1,F
2024,B,2,Z3,Heteropogon contortus,Moderate,2.1,F
2024,B,2,Z3,Cymbopogon excavatus,Low,4.6,F
2024,B,2,Z3,,,6.9,F
2024,B,2,Z3,,,10.6,F
2024,B,2,Z3,Eragrostis gummiflua,Low,25.2,F
2024,B,2,Z3,Heteropogon contortus,Moderate,24.3,F
2024,B,2,Z3,Cymbopogon excavatus,Moderate,24,F
2024,B,2,Z3,Aristida adscensionis,Low,28.7,F
2024,B,2,Z3,Melinis repens,Low,NA,F
2024,B,2,Z3,Digitaria eriantha,High,NA,F
2024,B,2,Z3,Heteropogon contortus,Moderate,6,F
2024,B,2,Z3,Cymbopogon excavatus,Low,4.5,F
2024,B,2,Z3,Setaria pumila ,Moderate,4.7,F
2024,B,2,Z3,,,3.8,F
2024,B,2,Z3,Aristida adscensionis,Low,10.6,F
2024,B,2,Z3,Heteropogon contortus,Moderate,13,F
2024,B,2,Z3,Digitaria eriantha,High,12.3,F
2024,B,2,Z3,,,NA,F
2024,B,2,Z4,Heteropogon contortus,Moderate,16.8,F
2024,B,2,Z4,Cymbopogon excavatus,,19.1,F
2024,B,2,Z4,,,16.8,F
2024,B,2,Z4,,,17.2,F
2024,B,2,Z4,Heteropogon contortus,Moderate,12.2,F
2024,B,2,Z4,Cymbopogon excavatus,Low,19.4,F
2024,B,2,Z4,,,14.9,F
2024,B,2,Z4,,,13.2,F
2024,B,2,Z4,Heteropogon contortus,Moderate,9.3,F
2024,B,2,Z4,Cymbopogon excavatus,Low,10.1,F
2024,B,2,Z4,Eragrostis rigidior,Moderate,10.8,F
2024,B,2,Z4,Aristida  canescens,Low,10,F
2024,B,2,Z4,Setaria incrassata,High,NA,F
2024,B,2,Z4,Eragrostis gummiflua,Low,NA,F
2024,B,2,Z4,Heteropogon contortus,Moderate,9.8,F
2024,B,2,Z4,Aristida congesta B,Low,7.6,F
2024,B,2,Z4,,,10,F
2024,B,2,Z4,,,9,F
2024,B,2,Z4,Heteropogon contortus,Moderate,9.8,F
2024,B,2,Z4,Aristida congesta B,Low,7.6,F
2024,B,2,Z4,,,10,F
2024,B,2,Z4,,,9,F
2024,B,2,Z4,Heteropogon contortus,Moderate,8.6,F
2024,B,2,Z4,Eragrostis gummiflua,Low,5.2,F
2024,B,2,Z4,,,5.4,F
2024,B,2,Z4,,,4,F
2024,B,3,Z1,Cymbopogon excavatus,Low,6.8,TF
2024,B,3,Z1,Cynodon dactylon,High,8.1,TF
2024,B,3,Z1,Eragrostis superba,Moderate,8.7,TF
2024,B,3,Z1,Themeda triandra,High,10.5,TF
2024,B,3,Z1,Bothriochloa insculpta,Moderate,NA,TF
2024,B,3,Z1,Cymbopogon plurinodis,Low,9.5,TF
2024,B,3,Z1,Cymbopogon excavatus,Low,9.9,TF
2024,B,3,Z1,Setaria incrassata,High,9.1,TF
2024,B,3,Z1,Eragrostis superba,Moderate,10.2,TF
2024,B,3,Z1,Digitaria eriantha,High,NA,TF
2024,B,3,Z1,Heteropogon contortus,Moderate,NA,TF
2024,B,3,Z1,Melinis repens,Low,NA,TF
2024,B,3,Z1,Heteropogon contortus,Moderate,7.5,TF
2024,B,3,Z1,Melinis repens,Low,6.8,TF
2024,B,3,Z1,Aristida adscensionis,Low,7.3,TF
2024,B,3,Z1,Bothriochloa insculpta,Moderate,8.6,TF
2024,B,3,Z1,Cynodon dactylon,High,14.1,TF
2024,B,3,Z1,Melinis repens,Low,10.9,TF
2024,B,3,Z1,Aristida adscensionis,Low,10.1,TF
2024,B,3,Z1,Cymbopogon excavatus,Low,10.4,TF
2024,B,3,Z1,Cymbopogon plurinodis,Low,NA,TF
2024,B,3,Z1,Heteropogon contortus,Moderate,15.4,TF
2024,B,3,Z1,Melinis repens,Low,16.2,TF
2024,B,3,Z1,Aristida adscensionis,Low,17.1,TF
2024,B,3,Z1,Bothriochloa insculpta,Moderate,16.9,TF
2024,B,3,Z1,Cymbopogon plurinodis,Low,NA,TF
2024,B,3,Z2,Cynodon dactylon,High,10.2,TF
2024,B,3,Z2,Themeda triandra,High,15.3,TF
2024,B,3,Z2,Melinis repens,Low,16.6,TF
2024,B,3,Z2,Eragrostis gummiflua,Low,17.2,TF
2024,B,3,Z2,Themeda triandra,High,16.9,TF
2024,B,3,Z2,Hyperrhenia filipendula,Moderate,17.3,TF
2024,B,3,Z2,Cymbopogon excavatus,Low,15,TF
2024,B,3,Z2,Setaria pumila ,Moderate,13.6,TF
2024,B,3,Z2,Sporobolus africanus,Low,NA,TF
2024,B,3,Z2,Heteropogon contortus,Moderate,17.3,TF
2024,B,3,Z2,Melinis repens,Low,15.8,TF
2024,B,3,Z2,Aristida adscensionis,Low,14.8,TF
2024,B,3,Z2,Cymbopogon plurinodis,Low,14.6,TF
2024,B,3,Z2,Cymbopogon excavatus,Low,24.7,TF
2024,B,3,Z2,Heteropogon contortus,Moderate,26.3,TF
2024,B,3,Z2,Melinis repens,Low,19.7,TF
2024,B,3,Z2,Eragrostis gummiflua,Low,21.3,TF
2024,B,3,Z2,Heteropogon contortus,Moderate,7.5,TF
2024,B,3,Z2,Cymbopogon excavatus,Low,8.5,TF
2024,B,3,Z2,Eragrostis gummiflua,Low,12.4,TF
2024,B,3,Z2,,,13.5,TF
2024,B,3,Z3,Eragrostis superba,Moderate,7.9,TF
2024,B,3,Z3,Heteropogon contortus,Moderate,10.7,TF
2024,B,3,Z3,Melinis repens,Low,10.2,TF
2024,B,3,Z3,Eragrostis gummiflua,Low,9.6,TF
2024,B,3,Z3,Digitaria eriantha,High,3.2,TF
2024,B,3,Z3,Heteropogon contortus,Moderate,2.8,TF
2024,B,3,Z3,Melinis repens,Low,5.7,TF
2024,B,3,Z3,Eragrostis gummiflua,Low,10.1,TF
2024,B,3,Z3,Heteropogon contortus,Moderate,7.3,TF
2024,B,3,Z3,Setaria sphacelata,High,9.7,TF
2024,B,3,Z3,Themeda triandra,High,11.3,TF
2024,B,3,Z3,Digitaria eriantha,high,11.9,TF
2024,B,3,Z3,Heteropogon contortus,Moderate,13,TF
2024,B,3,Z3,Cymbopogon plurinodis,Low,16.9,TF
2024,B,3,Z3,Cymbopogon excavatus,Low,16.7,TF
2024,B,3,Z3,,,16.2,TF
2024,B,3,Z3,Heteropogon contortus,Moderate,5.9,TF
2024,B,3,Z3,Aristida adscensionis,Low,9.5,TF
2024,B,3,Z3,Eragrostis superba,Moderate,10.8,TF
2024,B,3,Z3,Eragrostis gummiflua,Low,10.1,TF
2024,B,3,Z4,Heteropogon contortus,Moderate,8.4,TF
2024,B,3,Z4,Aristida adscensionis,Low,7.2,TF
2024,B,3,Z4,Digitaria eriantha,High,10.7,TF
2024,B,3,Z4,Eragrostis gummiflua,Low,10.1,TF
2024,B,3,Z4,Cymbopogon plurinodis,Low,NA,TF
2024,B,3,Z4,Heteropogon contortus,Moderate,13.1,TF
2024,B,3,Z4,Aristida adscensionis,Low,12.6,TF
2024,B,3,Z4,Digitaria eriantha,High,14.6,TF
2024,B,3,Z4,,,13.1,TF
2024,B,3,Z4,Heteropogon contortus,Moderate,15,TF
2024,B,3,Z4,Aristida adscensionis,Low,14.5,TF
2024,B,3,Z4,Setaria pumila ,Moderate,14.1,TF
2024,B,3,Z4,,,15,TF
2024,B,3,Z4,Heteropogon contortus,Moderate,7.9,TF
2024,B,3,Z4,Melinis repens,Low,10,TF
2024,B,3,Z4,Eragrostis gummiflua,Low,10.3,TF
2024,B,3,Z4,,,10.1,TF
2024,B,3,Z4,Heteropogon contortus,Moderate,6,TF
2024,B,3,Z4,Digitaria eriantha,High,7.8,TF
2024,B,3,Z4,Eragrostis gummiflua,Low,6.6,TF
2024,B,3,Z4,,,8.1,TF
2024,B,4,Z1,Cymbopogon excavatus,Low,17.7,TFB
2024,B,4,Z1,Eragrostis superba,Moderate,17.6,TFB
2024,B,4,Z1,Heteropogon contortus,Moderate,20,TFB
2024,B,4,Z1,,,15.4,TFB
2024,B,4,Z1,Eragrostis gummiflua,Low,11.8,TFB
2024,B,4,Z1,Heteropogon contortus,Moderate,13,TFB
2024,B,4,Z1,Aristida adscensionis,Low,11.2,TFB
2024,B,4,Z1,Digitaria eriantha,High,13.4,TFB
2024,B,4,Z1,Eragrostis superba,Moderate,NA,TFB
2024,B,4,Z1,Cymbopogon plurinodis,Low,NA,TFB
2024,B,4,Z1,Heteropogon contortus,Moderate,10.2,TFB
2024,B,4,Z1,Eragrostis rigidior,Low,9,TFB
2024,B,4,Z1,Melinis repens,Low,9,TFB
2024,B,4,Z1,Bothriochloa insculpta,Moderate,10.2,TFB
2024,B,4,Z1,Heteropogon contortus,Moderate,7.8,TFB
2024,B,4,Z1,Eragrostis superba,Moderate,7.4,TFB
2024,B,4,Z1,Aristida congesta C,Low,8,TFB
2024,B,4,Z1,Themeda triandra,High,10,TFB
2024,B,4,Z1,Heteropogon contortus,Moderate,17.3,TFB
2024,B,4,Z1,Aristida adscensionis,Low,12.7,TFB
2024,B,4,Z1,Melinis repens,Low,13.3,TFB
2024,B,4,Z1,Aristida diffusa,Low,12.7,TFB
2024,B,4,Z1,Hyperrhenia filipendula,Moderate,NA,TFB
2024,B,4,Z1,Setaria pumila ,Moderate,NA,TFB
2024,B,4,Z2,Cymbopogon excavatus,Low,3.7,TFB
2024,B,4,Z2,Heteropogon contortus,Moderate,3.3,TFB
2024,B,4,Z2,Melinis repens,Low,8.4,TFB
2024,B,4,Z2,,,12.3,TFB
2024,B,4,Z2,Cymbopogon excavatus,Low,17.7,TFB
2024,B,4,Z2,Heteropogon contortus,Moderate,17.1,TFB
2024,B,4,Z2,Eragrostis gummiflua,Low,13.3,TFB
2024,B,4,Z2,Setaria pumila ,Moderate,12.7,TFB
2024,B,4,Z2,Cymbopogon excavatus,Low,4.1,TFB
2024,B,4,Z2,Heteropogon contortus,Moderate,10.4,TFB
2024,B,4,Z2,Aristida diffusa,Low,8.8,TFB
2024,B,4,Z2,,,6.9,TFB
2024,B,4,Z2,Eragrostis gummiflua,Low,6.4,TFB
2024,B,4,Z2,Cymbopogon excavatus,Low,6.6,TFB
2024,B,4,Z2,Heteropogon contortus,Moderate,7.3,TFB
2024,B,4,Z2,Melinis repens,Low,7.6,TFB
2024,B,4,Z2,Eragrostis rigidior,Moderate,NA,TFB
2024,B,4,Z2,Aristida  canescens,Low,NA,TFB
2024,B,4,Z2,Cymbopogon excavatus,Low,21.1,TFB
2024,B,4,Z2,Heteropogon contortus,Moderate,15.1,TFB
2024,B,4,Z2,Eragrostis superba,Moderate,12.2,TFB
2024,B,4,Z2,,,14.9,TFB
2024,B,4,Z3,Heteropogon contortus,Moderate,18.3,TFB
2024,B,4,Z3,Melinis repens,Low,26,TFB
2024,B,4,Z3,Hyperrhenia filipendula,Moderate,24.6,TFB
2024,B,4,Z3,Themeda triandra,High,21,TFB
2024,B,4,Z3,Heteropogon contortus,Moderate,18.8,TFB
2024,B,4,Z3,Melinis repens,Low,11.2,TFB
2024,B,4,Z3,Eragrostis rigidior,Moderate,2,TFB
2024,B,4,Z3,,,3.3,TFB
2024,B,4,Z3,Heteropogon contortus,Moderate,4.4,TFB
2024,B,4,Z3,Digitaria eriantha,High,4.2,TFB
2024,B,4,Z3,,,4.1,TFB
2024,B,4,Z3,,,5,TFB
2024,B,4,Z3,Heteropogon contortus,Moderate,14.1,TFB
2024,B,4,Z3,Melinis repens,Low,23.2,TFB
2024,B,4,Z3,Hyperrhenia filipendula,Moderate,19.2,TFB
2024,B,4,Z3,Themeda triandra,High,11.4,TFB
2024,B,4,Z3,Eragrostis superba,Moderate,NA,TFB
2024,B,4,Z3,Digitaria eriantha,High,7.3,TFB
2024,B,4,Z3,Heteropogon contortus,Moderate,7.7,TFB
2024,B,4,Z3,Melinis repens,Low,7.8,TFB
2024,B,4,Z3,Aristida adscensionis,Low,9.4,TFB
2024,B,4,Z4,Eragrostis rigidior,Moderate,10.7,TFB
2024,B,4,Z4,Heteropogon contortus,Moderate,33.7,TFB
2024,B,4,Z4,Digitaria eriantha,High,29.4,TFB
2024,B,4,Z4,Cymbopogon excavatus,Low,20.7,TFB
2024,B,4,Z4,Eragrostis superba,Moderate,NA,TFB
2024,B,4,Z4,Heteropogon contortus,Moderate,17.1,TFB
2024,B,4,Z4,Melinis repens,Low,17.2,TFB
2024,B,4,Z4,Aristida adscensionis,Low,16.3,TFB
2024,B,4,Z4,Setaria pumila ,Moderate,14.7,TFB
2024,B,4,Z4,Heteropogon contortus,Moderate,16,TFB
2024,B,4,Z4,Aristida adscensionis,Low,15,TFB
2024,B,4,Z4,Setaria pumila ,Moderate,18.1,TFB
2024,B,4,Z4,Eragrostis superba,Moderate,19.4,TFB
2024,B,4,Z4,Cymbopogon excavatus,Low,7.8,TFB
2024,B,4,Z4,Melinis repens,Low,7.6,TFB
2024,B,4,Z4,Heteropogon contortus,Moderate,7.5,TFB
2024,B,4,Z4,Eragrostis gummiflua,Low,7.6,TFB
2024,B,4,Z4,Cymbopogon excavatus,Low,33.7,TFB
2024,B,4,Z4,Melinis repens,Low,31.6,TFB
2024,B,4,Z4,Heteropogon contortus,Moderate,31,TFB
2024,B,4,Z4,Eragrostis gummiflua,Low,26.4,TFB
2024,B,5,Z1,Cynodon dactylon,High,13.2,THF
2024,B,5,Z1,Heteropogon contortus,Moderate,10.8,THF
2024,B,5,Z1,Setaria pumila ,Moderate,11.6,THF
2024,B,5,Z1,Aristida congesta B,Low,11,THF
2024,B,5,Z1,Heteropogon contortus,Moderate,14.5,THF
2024,B,5,Z1,Melinis repens,Low,14.6,THF
2024,B,5,Z1,Hyperrhenia filipendula,Moderate,14,THF
2024,B,5,Z1,Themeda triandra,High,14.9,THF
2024,B,5,Z1,Setaria pumila ,Moderate,NA,THF
2024,B,5,Z1,Cynodon dactylon,High,4.3,THF
2024,B,5,Z1,Heteropogon contortus,Moderate,5.5,THF
2024,B,5,Z1,Cymbopogon excavatus,Low,10.1,THF
2024,B,5,Z1,,,9.7,THF
2024,B,5,Z1,Cynodon dactylon,High,13.9,THF
2024,B,5,Z1,Cymbopogon excavatus,Low,8.2,THF
2024,B,5,Z1,Setaria pumila ,Moderate,8.5,THF
2024,B,5,Z1,,,9.1,THF
2024,B,5,Z1,Bothriochloa insculpta,Moderate,9.7,THF
2024,B,5,Z1,Heteropogon contortus,Moderate,8.6,THF
2024,B,5,Z1,,,7.1,THF
2024,B,5,Z1,,,7.5,THF
2024,B,5,Z2,Cynodon dactylon,High,12.5,THF
2024,B,5,Z2,Heteropogon contortus,Moderate,10,THF
2024,B,5,Z2,Aristida congesta B,Low,10.1,THF
2024,B,5,Z2,Melinis repens,Low,9.9,THF
2024,B,5,Z2,Eragrostis gummiflua,Low,NA,THF
2024,B,5,Z2,Eragrostis superba,Moderate,NA,THF
2024,B,5,Z2,Cynodon dactylon,High,5,THF
2024,B,5,Z2,Heteropogon contortus,Moderate,3.4,THF
2024,B,5,Z2,Setaria pumila ,Moderate,4.1,THF
2024,B,5,Z2,,,4.2,THF
2024,B,5,Z2,Heteropogon contortus,Moderate,6,THF
2024,B,5,Z2,Eragrostis superba,Moderate,7.1,THF
2024,B,5,Z2,Bothriochloa insculpta,Moderate,6.4,THF
2024,B,5,Z2,Themeda triandra,High,5.8,THF
2024,B,5,Z2,Setaria pumila ,Moderate,20.4,THF
2024,B,5,Z2,Heteropogon contortus,Moderate,11.8,THF
2024,B,5,Z2,Brachiaria serrata,Moderate,8.8,THF
2024,B,5,Z2,Aristida congesta B,Low,9.7,THF
2024,B,5,Z2,Eragrostis superba,Moderate,6.9,THF
2024,B,5,Z2,Setaria pumila ,Moderate,10.1,THF
2024,B,5,Z2,Heteropogon contortus,Moderate,10.4,THF
2024,B,5,Z2,Cymbopogon excavatus,Low,10.4,THF
2024,B,5,Z3,Heteropogon contortus,Moderate,8.6,THF
2024,B,5,Z3,Setaria pumila ,Moderate,6.3,THF
2024,B,5,Z3,,,6,THF
2024,B,5,Z3,,,6.1,THF
2024,B,5,Z3,Cynodon dactylon,High,6.3,THF
2024,B,5,Z3,Heteropogon contortus,Moderate,17.1,THF
2024,B,5,Z3,Eragrostis superba,Moderate,16.8,THF
2024,B,5,Z3,Setaria pumila ,Moderate,8.5,THF
2024,B,5,Z3,Sporobolus africanus,Low,NA,THF
2024,B,5,Z3,Aristida congesta B,Low,NA,THF
2024,B,5,Z3,Cymbopogon plurinodis,Low,12.1,THF
2024,B,5,Z3,Cynodon dactylon,High,9.5,THF
2024,B,5,Z3,Heteropogon contortus,Moderate,9.7,THF
2024,B,5,Z3,Eragrostis superba,Moderate,9.6,THF
2024,B,5,Z3,Aristida congesta B,Low,NA,THF
2024,B,5,Z3,Eragrostis gummiflua,Low,NA,THF
2024,B,5,Z3,Heteropogon contortus,Moderate,7.5,THF
2024,B,5,Z3,Setaria pumila ,Moderate,6,THF
2024,B,5,Z3,,,2,THF
2024,B,5,Z3,,,3.9,THF
2024,B,5,Z3,Aristida congesta B,Low,5.7,THF
2024,B,5,Z3,Heteropogon contortus,Moderate,5.3,THF
2024,B,5,Z3,Eragrostis gummiflua,Low,8.4,THF
2024,B,5,Z3,,,6.5,THF
2024,B,5,Z4,Cynodon dactylon,High,8.6,THF
2024,B,5,Z4,Heteropogon contortus,Moderate,9.2,THF
2024,B,5,Z4,Setaria pumila ,Moderate,13.2,THF
2024,B,5,Z4,Aristida congesta B,Low,13.2,THF
2024,B,5,Z4,Melinis repens,Low,NA,THF
2024,B,5,Z4,Bothriochloa insculpta,Moderate,10.7,THF
2024,B,5,Z4,Heteropogon contortus,Moderate,3.1,THF
2024,B,5,Z4,Eragrostis superba,Moderate,8.5,THF
2024,B,5,Z4,,,6.5,THF
2024,B,5,Z4,Cynodon dactylon,Moderate,13.6,THF
2024,B,5,Z4,Eragrostis rigidior,Moderate,12.1,THF
2024,B,5,Z4,Digitaria eriantha,High,9.4,THF
2024,B,5,Z4,Sporobolus africanus,Low,10.1,THF
2024,B,5,Z4,Heteropogon contortus,Moderate,9.3,THF
2024,B,5,Z4,Eragrostis superba,Moderate,10,THF
2024,B,5,Z4,Bothriochloa insculpta,Moderate,12,THF
2024,B,5,Z4,Themeda triandra,High,12.5,THF
2024,B,5,Z4,Setaria pumila ,Moderate,NA,THF
2024,B,5,Z4,Cynodon dactylon,High,NA,THF
2024,B,5,Z4,Heteropogon contortus,Moderate,8.8,THF
2024,B,5,Z4,Eragrostis superba,Moderate,7.7,THF
2024,B,5,Z4,Bothriochloa insculpta,Moderate,6.4,THF
2024,B,5,Z4,Aristida adscensionis,Low,7,THF
2024,B,5,Z4,Aristida congesta B,Low,NA,THF
2024,C,1,Z1,,,0,C
2024,C,1,Z1,,,0,C
2024,C,1,Z1,,,0,C
2024,C,1,Z1,,,0,C
2024,C,1,Z1,Cynodon dactylon,High,5.8,C
2024,C,1,Z1,Aristida adscensionis,Low,6.8,C
2024,C,1,Z1,,,6.8,C
2024,C,1,Z1,,,6.1,C
2024,C,1,Z1,Heteropogon contortus,Moderate,2.5,C
2024,C,1,Z1,Brachiaria brizantha,Moderate,2.4,C
2024,C,1,Z1,,,2.7,C
2024,C,1,Z1,,,2.5,C
2024,C,1,Z1,Setaria incrassata,High,4.6,C
2024,C,1,Z1,Heteropogon contortus,Moderate,4.2,C
2024,C,1,Z1,,,4.4,C
2024,C,1,Z1,,,4.6,C
2024,C,1,Z1,Heteropogon contortus,Moderate,2,C
2024,C,1,Z1,,,2.4,C
2024,C,1,Z1,,,2.4,C
2024,C,1,Z1,,,2.3,C
2024,C,1,Z2,Setaria incrassata,High,4.1,C
2024,C,1,Z2,Heteropogon contortus,Moderate,2.9,C
2024,C,1,Z2,,,3.3,C
2024,C,1,Z2,,,4.8,C
2024,C,1,Z2,Eragrostis gummiflua,Low,2.2,C
2024,C,1,Z2,Heteropogon contortus,Moderate,4,C
2024,C,1,Z2,,,2.4,C
2024,C,1,Z2,,,4.1,C
2024,C,1,Z2,Sporobolus africanus,Low,3.3,C
2024,C,1,Z2,Aristida  canescens,Low,3.9,C
2024,C,1,Z2,Brachiaria brizantha,Moderate,3.6,C
2024,C,1,Z2,Eragrostis gummiflua,Low,3.5,C
2024,C,1,Z2,Heteropogon contortus,Moderate,NA,C
2024,C,1,Z2,Heteropogon contortus,Moderate,5.3,C
2024,C,1,Z2,Panicum maximum,High,5,C
2024,C,1,Z2,,,5,C
2024,C,1,Z2,,,4.7,C
2024,C,1,Z2,Hyperrhenia filipendula,Moderate,1.9,C
2024,C,1,Z2,,,2.1,C
2024,C,1,Z2,,,2.8,C
2024,C,1,Z2,,,2,C
2024,C,1,Z3,Setaria incrassata,High,3.9,C
2024,C,1,Z3,Melinis repens,Low,3.9,C
2024,C,1,Z3,,,4,C
2024,C,1,Z3,,,4.1,C
2024,C,1,Z3,Heteropogon contortus,Moderate,2.2,C
2024,C,1,Z3,,,3,C
2024,C,1,Z3,,,2.6,C
2024,C,1,Z3,,,2.8,C
2024,C,1,Z3,Heteropogon contortus,Moderate,3.5,C
2024,C,1,Z3,Melinis repens,Low,3.8,C
2024,C,1,Z3,,,3.2,C
2024,C,1,Z3,,,3.1,C
2024,C,1,Z3,Eragrostis gummiflua,Low,4.4,C
2024,C,1,Z3,Panicum maximum,High,4.1,C
2024,C,1,Z3,Digitaria eriantha,High,3.2,C
2024,C,1,Z3,,,2.1,C
2024,C,1,Z3,Eragrostis gummiflua,Low,3.6,C
2024,C,1,Z3,Heteropogon contortus,Moderate,3.1,C
2024,C,1,Z3,Setaria incrassata,High,3.1,C
2024,C,1,Z3,,,3.3,C
2024,C,1,Z4,Heteropogon contortus,Moderate,2.6,C
2024,C,1,Z4,Melinis repens,Low,3.5,C
2024,C,1,Z4,,,3,C
2024,C,1,Z4,,,2.8,C
2024,C,1,Z4,Heteropogon contortus,Moderate,4.9,C
2024,C,1,Z4,Setaria incrassata,High,5,C
2024,C,1,Z4,,,4.4,C
2024,C,1,Z4,,,4.4,C
2024,C,1,Z4,Heteropogon contortus,Moderate,3.7,C
2024,C,1,Z4,Digitaria eriantha,High,3.7,C
2024,C,1,Z4,,,3.5,C
2024,C,1,Z4,,,3.4,C
2024,C,1,Z4,Heteropogon contortus,Moderate,4.4,C
2024,C,1,Z4,,,3.8,C
2024,C,1,Z4,,,3.3,C
2024,C,1,Z4,,,3.6,C
2024,C,1,Z4,Eragrostis gummiflua,Low,2.5,C
2024,C,1,Z4,,,2.3,C
2024,C,1,Z4,,,2.3,C
2024,C,1,Z4,,,2.2,C
2024,C,2,Z1,Panicum maximum,High,4.4,TFB
2024,C,2,Z1,,,3.9,TFB
2024,C,2,Z1,,,6.2,TFB
2024,C,2,Z1,,,3.5,TFB
2024,C,2,Z1,Panicum maximum,High,8.1,TFB
2024,C,2,Z1,Eragrostis superba,Moderate,7.3,TFB
2024,C,2,Z1,Heteropogon contortus,Moderate,6.9,TFB
2024,C,2,Z1,,,6.2,TFB
2024,C,2,Z1,Panicum maximum,High,4,TFB
2024,C,2,Z1,,,4.3,TFB
2024,C,2,Z1,,,4,TFB
