Year,Site,Plot,Subplot,Fencing,Encroachment_level,Treatment,Species_name,Max_height(m),No_of_resprouts ,Length_of_ longest_ resprout_(cm),Mode_of_resprouting ,Stem_diameter_(cm),Woody_class,Dead (m),BD,BD_Height,Comment
2024,C,2,Z1,Fenced,High,TFB,Senegalia rehmanniana,2.3,,,,,,,,,
2024,C,2,Z1,Fenced,High,TFB,Terminalia sericea,9.5,,,,,,,,,
2024,C,2,Z1,Fenced,High,TFB,Terminalia sericea,2.5,,,,,,,,,
2024,C,2,Z1,Fenced,High,TFB,Terminalia sericea,1.9,,,,,,,,,
2024,C,2,Z1,Fenced,High,TFB,Terminalia sericea,5,,,,,,,,,
2024,C,2,Z1,Fenced,High,TFB,Terminalia sericea,2,,,,,,,,,
2024,C,2,Z1,Fenced,High,TFB,Terminalia sericea,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,C,2,Z1,Fenced,High,TFB,Terminalia sericea,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,C,2,Z1,Fenced,High,TFB,Terminalia sericea,0.35,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,C,2,Z1,Fenced,High,TFB,Terminalia sericea,0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,C,2,Z1,Fenced,High,TFB,Terminalia sericea,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,C,2,Z1,Fenced,High,TFB,Thespesia garckeana,0.55,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,C,2,Z1,Fenced,High,TFB,Vachellia karroo,2.2,,,,,,,,,
2024,C,2,Z1,Fenced,High,TFB,Vachellia karroo,1.6,,,,,,,,,
2024,C,2,Z1,Fenced,High,TFB,Vachellia karroo,2.5,,,,,,,,,
2024,C,2,Z1,Fenced,High,TFB,Vachellia karroo,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,C,2,Z1,Fenced,High,TFB,Vachellia karroo,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,C,2,Z1,Fenced,High,TFB,Vachellia karroo,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,C,2,Z1,Fenced,High,TFB,Vachellia karroo,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,C,2,Z1,Fenced,High,TFB,Vachellia karroo,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,C,2,Z1,Fenced,High,TFB,Vachellia karroo,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,C,2,Z1,Fenced,High,TFB,Vachellia karroo,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,C,2,Z1,Fenced,High,TFB,Vachellia karroo,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,C,2,Z1,Fenced,High,TFB,Vachellia karroo,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,C,2,Z1,Fenced,High,TFB,Vachellia karroo,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,C,2,Z1,Fenced,High,TFB,Vachellia karroo,0.55,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,C,2,Z1,Fenced,High,TFB,Vachellia karroo,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,C,2,Z1,Fenced,High,TFB,Vachellia karroo,0.65,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,C,2,Z1,Fenced,High,TFB,Vachellia karroo,0.65,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,C,2,Z1,Fenced,High,TFB,Vachellia karroo,0.65,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,C,2,Z1,Fenced,High,TFB,Vachellia karroo,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,C,2,Z1,Fenced,High,TFB,Vachellia karroo,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,C,2,Z1,Fenced,High,TFB,Vachellia nilotica,2.4,,,,,,,,,
2024,C,2,Z1,Fenced,High,TFB,Vachellia nilotica,4.2,,,,,,,,,
2024,C,2,Z1,Fenced,High,TFB,Vachellia nilotica,3,,,,,,,,,
2024,C,2,Z1,Fenced,High,TFB,Vachellia nilotica,4.1,,,,,,,,,
2024,C,2,Z1,Fenced,High,TFB,Vachellia nilotica,3,,,,,,,,,
2024,C,2,Z1,Fenced,High,TFB,Vachellia nilotica,2,,,,,,,,,
2024,C,2,Z1,Fenced,High,TFB,Vachellia nilotica,4.1,,,,,,,,,
2024,C,2,Z1,Fenced,High,TFB,Vachellia nilotica,2,,,,,,,,,
2024,C,2,Z1,Fenced,High,TFB,Vachellia nilotica,1.5,,,,,,,,,
2024,C,2,Z1,Fenced,High,TFB,Vachellia nilotica,3.1,,,,,,,,,
2024,C,2,Z1,Fenced,High,TFB,Vachellia nilotica,3.1,,,,,,,,,
2024,C,2,Z1,Fenced,High,TFB,Vachellia nilotica,5,,,,,,,,,
2024,C,2,Z1,Fenced,High,TFB,Vachellia nilotica,5,,,,,,,,,
2024,C,2,Z1,Fenced,High,TFB,Vachellia nilotica,2.8,,,,,,,,,
2024,C,2,Z1,Fenced,High,TFB,Vachellia nilotica,1.7,,,,,,,,,
2024,C,2,Z1,Fenced,High,TFB,Vachellia nilotica,3,,,,,,,,,
2024,C,2,Z1,Fenced,High,TFB,Vachellia nilotica,3,,,,,,,,,
2024,C,2,Z1,Fenced,High,TFB,Vachellia nilotica,4.5,,,,,,,,,
2024,C,2,Z1,Fenced,High,TFB,Vachellia nilotica,4.5,,,,,,,,,
2024,C,2,Z1,Fenced,High,TFB,Vachellia nilotica,4.5,,,,,,,,,
2024,C,2,Z1,Fenced,High,TFB,Vachellia nilotica,3,,,,,,,,,
2024,C,2,Z1,Fenced,High,TFB,Vachellia nilotica,5,,,,,,,,,
2024,C,2,Z1,Fenced,High,TFB,Vachellia nilotica,4.2,,,,,,,,,
2024,C,2,Z1,Fenced,High,TFB,Vachellia nilotica,3,,,,,,,,,
2024,C,2,Z1,Fenced,High,TFB,Vachellia nilotica,2,,,,,,,,,
2024,C,2,Z1,Fenced,High,TFB,Vachellia nilotica,4.2,,,,,,,,,
2024,C,2,Z1,Fenced,High,TFB,Vachellia nilotica,4.2,,,,,,,,,
2024,C,2,Z1,Fenced,High,TFB,Vachellia nilotica,4.2,,,,,,,,,
2024,C,2,Z1,Fenced,High,TFB,Vachellia nilotica,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,C,2,Z1,Fenced,High,TFB,Vachellia nilotica,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,C,2,Z1,Fenced,High,TFB,Vachellia nilotica,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,C,2,Z1,Fenced,High,TFB,Vachellia nilotica,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,C,2,Z1,Fenced,High,TFB,Vachellia nilotica,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,C,2,Z1,Fenced,High,TFB,Vachellia nilotica,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,C,2,Z1,Fenced,High,TFB,Vachellia nilotica,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,C,2,Z1,Fenced,High,TFB,Vachellia nilotica,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,C,2,Z1,Fenced,High,TFB,Vachellia nilotica,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,C,2,Z1,Fenced,High,TFB,Vachellia nilotica,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,C,2,Z1,Fenced,High,TFB,Vachellia nilotica,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,C,2,Z1,Fenced,High,TFB,Vachellia nilotica,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,C,2,Z1,Fenced,High,TFB,Vachellia nilotica,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,C,2,Z1,Fenced,High,TFB,Vachellia nilotica,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,C,2,Z1,Fenced,High,TFB,Vachellia nilotica,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,C,2,Z1,Fenced,High,TFB,Vachellia nilotica,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,C,2,Z1,Fenced,High,TFB,Vachellia nilotica,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,C,2,Z1,Fenced,High,TFB,Vachellia nilotica,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,C,2,Z1,Fenced,High,TFB,Vachellia nilotica,0.35,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,C,2,Z1,Fenced,High,TFB,Vachellia nilotica,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,C,2,Z1,Fenced,High,TFB,Vachellia nilotica,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,C,2,Z1,Fenced,High,TFB,Vachellia nilotica,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,C,2,Z1,Fenced,High,TFB,Ziziphus mucronata,3.2,,,,,,,,,
2024,C,2,Z1,Fenced,High,TFB,Ziziphus mucronata,2.2,,,,,,,,,
2024,C,2,Z1,Fenced,High,TFB,Ziziphus mucronata,3.3,,,,,,,,,
2024,C,2,Z1,Fenced,High,TFB,Ziziphus mucronata,2.4,,,,,,,,,
2024,C,2,Z1,Fenced,High,TFB,Ziziphus mucronata,1.5,,,,,,,,,
2024,C,2,Z1,Fenced,High,TFB,Ziziphus mucronata,1.9,,,,,,,,,
2024,C,2,Z1,Fenced,High,TFB,Ziziphus mucronata,1.5,,,,,,,,,
2024,C,2,Z1,Fenced,High,TFB,Ziziphus mucronata,5,,,,,,,,,
2024,C,2,Z1,Fenced,High,TFB,Ziziphus mucronata,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,C,2,Z1,Fenced,High,TFB,Ziziphus mucronata,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,C,2,Z1,Fenced,High,TFB,Ziziphus mucronata,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,C,2,Z1,Fenced,High,TFB,Ziziphus mucronata,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,C,2,Z1,Fenced,High,TFB,Ziziphus mucronata,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,C,2,Z1,Fenced,High,TFB,Ziziphus mucronata,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,C,2,Z1,Fenced,High,TFB,Ziziphus mucronata,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,C,2,Z1,Fenced,High,TFB,Ziziphus mucronata,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,C,2,Z1,Fenced,High,TFB,Ziziphus mucronata,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,C,2,Z1,Fenced,High,TFB,Ziziphus mucronata,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,C,2,Z1,Fenced,High,TFB,Ziziphus mucronata,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,C,2,Z1,Fenced,High,TFB,Ziziphus mucronata,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,C,2,Z1,Fenced,High,TFB,Ziziphus mucronata,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,C,2,Z1,Fenced,High,TFB,Ziziphus mucronata,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,C,2,Z1,Fenced,High,TFB,Ziziphus mucronata,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,C,2,Z1,Fenced,High,TFB,Ziziphus mucronata,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,C,2,Z1,Fenced,High,TFB,Ziziphus mucronata,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,C,2,Z1,Fenced,High,TFB,Ziziphus mucronata,0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,C,2,Z1,Fenced,High,TFB,Ziziphus mucronata,0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,C,2,Z1,Fenced,High,TFB,Ziziphus mucronata,0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,C,2,Z1,Fenced,High,TFB,Ziziphus mucronata,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,C,2,Z1,Fenced,High,TFB,Ziziphus mucronata,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,C,2,Z1,Fenced,High,TFB,Ziziphus mucronata,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,C,2,Z1,Fenced,High,TFB,Ziziphus mucronata,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,C,2,Z1,Fenced,High,TFB,Ziziphus mucronata,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,C,2,Z2,Unfenced,High,TFB,Albizia harveyi,2,,,,,,,,,
2024,C,2,Z2,Unfenced,High,TFB,Albizia harveyi,4.5,,,,,,,,,
2024,C,2,Z2,Unfenced,High,TFB,Albizia harveyi,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,C,2,Z2,Unfenced,High,TFB,Albizia harveyi,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,C,2,Z2,Unfenced,High,TFB,Albizia harveyi,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,C,2,Z2,Unfenced,High,TFB,Albizia harveyi,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,C,2,Z2,Unfenced,High,TFB,Albizia harveyi,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,C,2,Z2,Unfenced,High,TFB,Albizia harveyi,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,C,2,Z2,Unfenced,High,TFB,Albizia harveyi,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,C,2,Z2,Unfenced,High,TFB,Albizia harveyi,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,C,2,Z2,Unfenced,High,TFB,Albizia harveyi,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,C,2,Z2,Unfenced,High,TFB,Albizia harveyi,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,C,2,Z2,Unfenced,High,TFB,Albizia harveyi,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,C,2,Z2,Unfenced,High,TFB,Albizia harveyi,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,C,2,Z2,Unfenced,High,TFB,Albizia harveyi,0.35,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,C,2,Z2,Unfenced,High,TFB,Albizia harveyi,0.35,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,C,2,Z2,Unfenced,High,TFB,Albizia harveyi,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,C,2,Z2,Unfenced,High,TFB,Albizia harveyi,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,C,2,Z2,Unfenced,High,TFB,Allophylus africanus,2,,,,,,,,,
2024,C,2,Z2,Unfenced,High,TFB,Allophylus africanus,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,C,2,Z2,Unfenced,High,TFB,Allophylus africanus,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,C,2,Z2,Unfenced,High,TFB,Allophylus africanus,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,C,2,Z2,Unfenced,High,TFB,Allophylus africanus,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,C,2,Z2,Unfenced,High,TFB,Allophylus africanus,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,C,2,Z2,Unfenced,High,TFB,Allophylus africanus,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,C,2,Z2,Unfenced,High,TFB,Allophylus africanus,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,C,2,Z2,Unfenced,High,TFB,Carissa bispinosa,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,C,2,Z2,Unfenced,High,TFB,Combretum apiculatum,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,C,2,Z2,Unfenced,High,TFB,Combretum apiculatum,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,C,2,Z2,Unfenced,High,TFB,Combretum hereroense,2,,,,,,,,,
2024,C,2,Z2,Unfenced,High,TFB,Combretum hereroense,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,C,2,Z2,Unfenced,High,TFB,Combretum hereroense,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,C,2,Z2,Unfenced,High,TFB,Combretum hereroense,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,C,2,Z2,Unfenced,High,TFB,Combretum hereroense,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,C,2,Z2,Unfenced,High,TFB,Combretum hereroense,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,C,2,Z2,Unfenced,High,TFB,Combretum hereroense,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,C,2,Z2,Unfenced,High,TFB,Combretum hereroense,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,C,2,Z2,Unfenced,High,TFB,Combretum hereroense,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,C,2,Z2,Unfenced,High,TFB,Combretum hereroense,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,C,2,Z2,Unfenced,High,TFB,Combretum hereroense,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,C,2,Z2,Unfenced,High,TFB,Combretum hereroense,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,C,2,Z2,Unfenced,High,TFB,Combretum hereroense,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,C,2,Z2,Unfenced,High,TFB,Combretum hereroense,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,C,2,Z2,Unfenced,High,TFB,Combretum hereroense,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,C,2,Z2,Unfenced,High,TFB,Combretum hereroense,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,C,2,Z2,Unfenced,High,TFB,Combretum hereroense,0.35,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,C,2,Z2,Unfenced,High,TFB,Combretum hereroense,0.35,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,C,2,Z2,Unfenced,High,TFB,Combretum hereroense,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,C,2,Z2,Unfenced,High,TFB,Combretum hereroense,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,C,2,Z2,Unfenced,High,TFB,Combretum hereroense,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,C,2,Z2,Unfenced,High,TFB,Combretum hereroense,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,C,2,Z2,Unfenced,High,TFB,Combretum hereroense,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,C,2,Z2,Unfenced,High,TFB,Combretum zeyheri,3,,,,,,,,,
2024,C,2,Z2,Unfenced,High,TFB,Combretum zeyheri,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,C,2,Z2,Unfenced,High,TFB,Combretum zeyheri,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,C,2,Z2,Unfenced,High,TFB,Dichrostachys cinerea,1.8,,,,,,,,,
2024,C,2,Z2,Unfenced,High,TFB,Dichrostachys cinerea,3,,,,,,,,,
2024,C,2,Z2,Unfenced,High,TFB,Dichrostachys cinerea,2,,,,,,,,,
2024,C,2,Z2,Unfenced,High,TFB,Dichrostachys cinerea,3,,,,,,,,,
2024,C,2,Z2,Unfenced,High,TFB,Dichrostachys cinerea,3.4,,,,,,,,,
2024,C,2,Z2,Unfenced,High,TFB,Dichrostachys cinerea,3.4,,,,,,,,,
2024,C,2,Z2,Unfenced,High,TFB,Dichrostachys cinerea,3.4,,,,,,,,,
2024,C,2,Z2,Unfenced,High,TFB,Dichrostachys cinerea,3.4,,,,,,,,,
2024,C,2,Z2,Unfenced,High,TFB,Dichrostachys cinerea,3.4,,,,,,,,,
2024,C,2,Z2,Unfenced,High,TFB,Dichrostachys cinerea,3.4,,,,,,,,,
2024,C,2,Z2,Unfenced,High,TFB,Dichrostachys cinerea,3.4,,,,,,,,,
2024,C,2,Z2,Unfenced,High,TFB,Dichrostachys cinerea,3.4,,,,,,,,,
2024,C,2,Z2,Unfenced,High,TFB,Dichrostachys cinerea,3.4,,,,,,,,,
2024,C,2,Z2,Unfenced,High,TFB,Dichrostachys cinerea,2,,,,,,,,,
2024,C,2,Z2,Unfenced,High,TFB,Dichrostachys cinerea,3,,,,,,,,,
2024,C,2,Z2,Unfenced,High,TFB,Dichrostachys cinerea,3,,,,,,,,,
2024,C,2,Z2,Unfenced,High,TFB,Dichrostachys cinerea,4,,,,,,,,,
2024,C,2,Z2,Unfenced,High,TFB,Dichrostachys cinerea,4,,,,,,,,,
2024,C,2,Z2,Unfenced,High,TFB,Dichrostachys cinerea,4,,,,,,,,,
2024,C,2,Z2,Unfenced,High,TFB,Dichrostachys cinerea,4,,,,,,,,,
2024,C,2,Z2,Unfenced,High,TFB,Dichrostachys cinerea,4,,,,,,,,,
2024,C,2,Z2,Unfenced,High,TFB,Dichrostachys cinerea,4,,,,,,,,,
2024,C,2,Z2,Unfenced,High,TFB,Dichrostachys cinerea,4,,,,,,,,,
2024,C,2,Z2,Unfenced,High,TFB,Dichrostachys cinerea,4,,,,,,,,,
2024,C,2,Z2,Unfenced,High,TFB,Dichrostachys cinerea,4,,,,,,,,,
2024,C,2,Z2,Unfenced,High,TFB,Dichrostachys cinerea,4,,,,,,,,,
2024,C,2,Z2,Unfenced,High,TFB,Dichrostachys cinerea,4,,,,,,,,,
2024,C,2,Z2,Unfenced,High,TFB,Dichrostachys cinerea,4,,,,,,,,,
2024,C,2,Z2,Unfenced,High,TFB,Dichrostachys cinerea,4,,,,,,,,,
2024,C,2,Z2,Unfenced,High,TFB,Dichrostachys cinerea,3,,,,,,,,,
2024,C,2,Z2,Unfenced,High,TFB,Dichrostachys cinerea,3.8,,,,,,,,,
2024,C,2,Z2,Unfenced,High,TFB,Dichrostachys cinerea,3.8,,,,,,,,,
2024,C,2,Z2,Unfenced,High,TFB,Dichrostachys cinerea,2.4,,,,,,,,,
2024,C,2,Z2,Unfenced,High,TFB,Dichrostachys cinerea,2.4,,,,,,,,,
2024,C,2,Z2,Unfenced,High,TFB,Dichrostachys cinerea,2.4,,,,,,,,,
2024,C,2,Z2,Unfenced,High,TFB,Dichrostachys cinerea,2.4,,,,,,,,,
2024,C,2,Z2,Unfenced,High,TFB,Dichrostachys cinerea,2.4,,,,,,,,,
2024,C,2,Z2,Unfenced,High,TFB,Dichrostachys cinerea,2.4,,,,,,,,,
2024,C,2,Z2,Unfenced,High,TFB,Dichrostachys cinerea,2.4,,,,,,,,,
2024,C,2,Z2,Unfenced,High,TFB,Dichrostachys cinerea,2.4,,,,,,,,,
2024,C,2,Z2,Unfenced,High,TFB,Dichrostachys cinerea,3.8,,,,,,,,,
2024,C,2,Z2,Unfenced,High,TFB,Dichrostachys cinerea,2.8,,,,,,,,,
2024,C,2,Z2,Unfenced,High,TFB,Dichrostachys cinerea,3.6,,,,,,,,,
2024,C,2,Z2,Unfenced,High,TFB,Dichrostachys cinerea,3.9,,,,,,,,,
2024,C,2,Z2,Unfenced,High,TFB,Dichrostachys cinerea,2.8,,,,,,,,,
2024,C,2,Z2,Unfenced,High,TFB,Dichrostachys cinerea,2.8,,,,,,,,,
2024,C,2,Z2,Unfenced,High,TFB,Dichrostachys cinerea,3,,,,,,,,,
2024,C,2,Z2,Unfenced,High,TFB,Dichrostachys cinerea,3,,,,,,,,,
2024,C,2,Z2,Unfenced,High,TFB,Dichrostachys cinerea,3,,,,,,,,,
2024,C,2,Z2,Unfenced,High,TFB,Dichrostachys cinerea,3,,,,,,,,,
2024,C,2,Z2,Unfenced,High,TFB,Dichrostachys cinerea,3,,,,,,,,,
2024,C,2,Z2,Unfenced,High,TFB,Dichrostachys cinerea,3,,,,,,,,,
2024,C,2,Z2,Unfenced,High,TFB,Dichrostachys cinerea,3,,,,,,,,,
2024,C,2,Z2,Unfenced,High,TFB,Dichrostachys cinerea,3.4,,,,,,,,,
2024,C,2,Z2,Unfenced,High,TFB,Dichrostachys cinerea,3.4,,,,,,,,,
2024,C,2,Z2,Unfenced,High,TFB,Dichrostachys cinerea,3.4,,,,,,,,,
2024,C,2,Z2,Unfenced,High,TFB,Dichrostachys cinerea,3.4,,,,,,,,,
2024,C,2,Z2,Unfenced,High,TFB,Dichrostachys cinerea,3.4,,,,,,,,,
2024,C,2,Z2,Unfenced,High,TFB,Dichrostachys cinerea,2.3,,,,,,,,,
2024,C,2,Z2,Unfenced,High,TFB,Dichrostachys cinerea,1.8,,,,,,,,,
2024,C,2,Z2,Unfenced,High,TFB,Dichrostachys cinerea,4.5,,,,,,,,,
2024,C,2,Z2,Unfenced,High,TFB,Dichrostachys cinerea,3.4,,,,,,,,,
2024,C,2,Z2,Unfenced,High,TFB,Dichrostachys cinerea,3,,,,,,,,,
2024,C,2,Z2,Unfenced,High,TFB,Dichrostachys cinerea,3,,,,,,,,,
2024,C,2,Z2,Unfenced,High,TFB,Dichrostachys cinerea,1.8,,,,,,,,,
2024,C,2,Z2,Unfenced,High,TFB,Dichrostachys cinerea,3,,,,,,,,,
2024,C,2,Z2,Unfenced,High,TFB,Dichrostachys cinerea,3.5,,,,,,,,,
2024,C,2,Z2,Unfenced,High,TFB,Dichrostachys cinerea,3.5,,,,,,,,,
2024,C,2,Z2,Unfenced,High,TFB,Dichrostachys cinerea,3.5,,,,,,,,,
2024,C,2,Z2,Unfenced,High,TFB,Dichrostachys cinerea,3.6,,,,,,,,,
2024,C,2,Z2,Unfenced,High,TFB,Dichrostachys cinerea,3,,,,,,,,,
2024,C,2,Z2,Unfenced,High,TFB,Dichrostachys cinerea,3.2,,,,,,,,,
2024,C,2,Z2,Unfenced,High,TFB,Dichrostachys cinerea,2,,,,,,,,,
2024,C,2,Z2,Unfenced,High,TFB,Dichrostachys cinerea,3.8,,,,,,,,,
2024,C,2,Z2,Unfenced,High,TFB,Dichrostachys cinerea,3.8,,,,,,,,,
2024,C,2,Z2,Unfenced,High,TFB,Dichrostachys cinerea,3.8,,,,,,,,,
2024,C,2,Z2,Unfenced,High,TFB,Dichrostachys cinerea,3.8,,,,,,,,,
2024,C,2,Z2,Unfenced,High,TFB,Dichrostachys cinerea,3.8,,,,,,,,,
2024,C,2,Z2,Unfenced,High,TFB,Dichrostachys cinerea,3.8,,,,,,,,,
2024,C,2,Z2,Unfenced,High,TFB,Dichrostachys cinerea,3,,,,,,,,,
2024,C,2,Z2,Unfenced,High,TFB,Dichrostachys cinerea,3,,,,,,,,,
2024,C,2,Z2,Unfenced,High,TFB,Dichrostachys cinerea,4,,,,,,,,,
2024,C,2,Z2,Unfenced,High,TFB,Dichrostachys cinerea,4,,,,,,,,,
2024,C,2,Z2,Unfenced,High,TFB,Dichrostachys cinerea,4,,,,,,,,,
2024,C,2,Z2,Unfenced,High,TFB,Dichrostachys cinerea,3.7,,,,,,,,,
2024,C,2,Z2,Unfenced,High,TFB,Dichrostachys cinerea,2.5,,,,,,,,,
