Date,Site,Plot,Subplot,Quadrat,Spp_name,Number,Grazing_value,DPM Height,KgDM,Grazing activity,Quadrat under canopy,Biomass intensity,Dung presence,Longest_grass(m),Fencing,Treatment,
09/04/2025,F,3,Z3,1,Cynodon dactylon,8,,7.2,1508,N,N,3.5,N,,Unfenced,TF,
09/04/2025,F,3,Z3,1,Pogonarthria squarrosa ,2,,7.1,1494,,,,,,Unfenced,TF,
09/04/2025,F,3,Z3,1,Eragrostis viscosa,5,,7.2,1508,,,,,,Unfenced,TF,
09/04/2025,F,3,Z3,1,Setaria incressata,3,,7.5,1550,,,,,,Unfenced,TF,
09/04/2025,F,3,Z3,2,Eragrostis rigidior,2,,7,1480,N,Y,1.5,N,,Unfenced,TF,
09/04/2025,F,3,Z3,2,Digitaria erianthra,1,,5.5,1270,,,,,,Unfenced,TF,
09/04/2025,F,3,Z3,2,,,,3.9,1046,,,,,,Unfenced,TF,
09/04/2025,F,3,Z3,2,,,,3.4,976,,,,,,Unfenced,TF,
09/04/2025,F,3,Z3,3,Cynodon dactylon,6,,3.6,1004,N,N,2,N,,Unfenced,TF,
09/04/2025,F,3,Z3,3,Digitaria erianthra,3,,3.6,1004,,,,,,Unfenced,TF,
09/04/2025,F,3,Z3,3,,,,4.6,1144,,,,,,Unfenced,TF,
09/04/2025,F,3,Z3,3,,,,4.5,1130,,,,,,Unfenced,TF,
09/04/2025,F,3,Z3,5,Cynodon dactylon,4,,6.8,1452,N,Y,6.5,N,,Unfenced,TF,
09/04/2025,F,3,Z3,5,Digitaria erianthra,3,,9.6,1844,,,,,,Unfenced,TF,
09/04/2025,F,3,Z3,5,Setaria incressata,7,,9.6,1844,,,,,,Unfenced,TF,
09/04/2025,F,3,Z3,5,Eragrostis viscosa,1,,9.8,1872,,,,,,Unfenced,TF,
09/04/2025,F,3,Z3,4,Cynodon dactylon,6,,19.4,1816,N,Y,7,N,,Unfenced,TF,
09/04/2025,F,3,Z3,4,Digitaria erianthra,3,,8.5,1690,,,,,,Unfenced,TF,
09/04/2025,F,3,Z3,4,,,,10.7,1998,,,,,,Unfenced,TF,
09/04/2025,F,3,Z3,4,,,,11.7,2138,,,,,,Unfenced,TF,
09/04/2025,F,2,Z4,4,Cynodon dactylon,5,,8.5,1690,N,Y,3.5,N,,Unfenced,F,
09/04/2025,F,2,Z4,4,Eragrostis rigidior,1,,7.9,1606,,,,,,Unfenced,F,
09/04/2025,F,2,Z4,4,Digitaria erianthra,2,,8,1620,,,,,,Unfenced,F,
09/04/2025,F,2,Z4,4,Setaria incressata,2,,8.1,1634,,,,,,Unfenced,F,
09/04/2025,F,2,Z4,2,Aristida adscensionis,2,,3.9,1043,Y,N,4,N,,Unfenced,F,
09/04/2025,F,2,Z4,2,Digitaria erianthra,11,,4.2,1088,,,,,,Unfenced,F,
09/04/2025,F,2,Z4,2,Cynodon dactylon,5,,4.6,1144,,,,,,Unfenced,F,
09/04/2025,F,2,Z4,2,Heteropogon contortus,1,,4.3,1102,,,,,,Unfenced,F,
09/04/2025,F,2,Z4,5,Cynodon dactylon,4,,2.2,808,N,Y,1,N,,Unfenced,F,
09/04/2025,F,2,Z4,5,Eragrostis viscosa,11,,2,780,,,,,,Unfenced,F,
09/04/2025,F,2,Z4,5,Pogonarthria squarrosa ,2,,2.1,794,,,,,,Unfenced,F,
09/04/2025,F,2,Z4,5,,,,2,780,,,,,,Unfenced,F,
09/04/2025,F,2,Z4,4,Cynodon dactylon,6,,6.9,1466,N,Y,2,N,,Unfenced,F,
09/04/2025,F,2,Z4,4,Eragrostis viscosa,8,,6.1,1354,,,,,,Unfenced,F,
09/04/2025,F,2,Z4,4,,,,6.4,1396,,,,,,Unfenced,F,
09/04/2025,F,2,Z4,4,,,,6.3,1382,,,,,,Unfenced,F,
09/04/2025,F,2,Z4,3,Enteropogon macrostachyus,3,,2.9,906,N,Y,1.5,N,,Unfenced,F,
09/04/2025,F,2,Z4,3,,,,2.6,864,,,,,,Unfenced,F,
09/04/2025,F,2,Z4,3,,,,2.8,892,,,,,,Unfenced,F,
09/04/2025,F,2,Z4,3,,,,2.9,906,,,,,,Unfenced,F,
09/04/2025,F,2,Z3,4,Cynodon dactylon,3,,2.3,822,N,Y,1.5,N,,Unfenced,F,
09/04/2025,F,2,Z3,4,Digitaria erianthra,2,,2.3,822,,,,,,Unfenced,F,
09/04/2025,F,2,Z3,4,Heteropogon contortus,2,,3.7,1018,,,,,,Unfenced,F,
09/04/2025,F,2,Z3,4,Enteropogon macrostachyus,1,,4,1060,,,,,,Unfenced,F,
09/04/2025,F,2,Z3,5,Digitaria erianthra,3,,4.7,1158,Y,Y,4,N,,Unfenced,F,
09/04/2025,F,2,Z3,5,Cynodon dactylon,5,,3.9,1045,,,,,,Unfenced,F,
09/04/2025,F,2,Z3,5,Eragrostis rigidior,3,,4.4,1116,,,,,,Unfenced,F,
09/04/2025,F,2,Z3,5,,,,4.5,1130,,,,,,Unfenced,F,
09/04/2025,F,2,Z3,3,Enteropogon macrostachyus,6,,4.3,1102,Y,Y,2,N,,Unfenced,F,
09/04/2025,F,2,Z3,3,Eragrostis rigidior,,,4.6,1144,,,,,,Unfenced,F,
09/04/2025,F,2,Z3,3,Cynodon dactylon,,,4.7,1158,,,,,,Unfenced,F,
09/04/2025,F,2,Z3,3,,,,5,1200,,,,,,Unfenced,F,
09/04/2025,F,2,Z3,2,Chloris virgata,1,,6.1,1354,Y,N,7,N,,Unfenced,F,
09/04/2025,F,2,Z3,2,Digitaria erianthra,10,,6.3,1382,,,,,,Unfenced,F,
09/04/2025,F,2,Z3,2,Enteropogon macrostachyus,2,,7.8,1592,,,,,,Unfenced,F,
09/04/2025,F,2,Z3,2,Heteropogon contortus,3,,9.4,1816,,,,,,Unfenced,F,
09/04/2025,F,2,Z3,2,Cynodon dactylon,6,,,,,,,,,Unfenced,F,
09/04/2025,F,2,Z3,1,Cynodon dactylon,8,,4.2,1088,Y,N,4,N,,Unfenced,F,
09/04/2025,F,2,Z3,1,Eragrostis rigidior,3,,4.1,1074,,,,,,Unfenced,F,
09/04/2025,F,2,Z3,1,Dactyloctenium giganteum,2,,5,1200,,,,,,Unfenced,F,
09/04/2025,F,2,Z3,1,Digitaria erianthra,5,,5.4,1256,,,,,,Unfenced,F,
09/04/2025,F,2,Z1,4,Cynodon dactylon,6,,6.3,1382,N,N,3.5,N,,Fenced,F,
09/04/2025,F,2,Z1,4,Eragrostis curvula,1,,11.5,2110,,,,,,Fenced,F,
09/04/2025,F,2,Z1,4,Eragrostis rigidior,2,,9.2,1802,,,,,,Fenced,F,
09/04/2025,F,2,Z1,4,,,,8.8,1732,,,,,,Fenced,F,
09/04/2025,F,2,Z1,3,Chloris virgata,1,,12,2180,N,N,6,N,,Fenced,F,
09/04/2025,F,2,Z1,3,Eragrostis rigidior,3,,10.7,1998,,,,,,Fenced,F,
09/04/2025,F,2,Z1,3,Cynodon dactylon,10,,10.7,1998,,,,,,Fenced,F,
09/04/2025,F,2,Z1,3,Eragrostis viscosa,6,,10.4,1956,,,,,,Fenced,F,
09/04/2025,F,2,Z1,3,Setaria incressata,2,,,,,,,,,Fenced,F,
09/04/2025,F,2,Z1,5,Eragrostis rigidior,6,,8.1,1634,N,Y,8,N,,Fenced,F,
09/04/2025,F,2,Z1,5,Chloris virgata,2,,14.1,2474,,,,,,Fenced,F,
09/04/2025,F,2,Z1,5,Cynodon dactylon,3,,13.4,2376,,,,,,Fenced,F,
09/04/2025,F,2,Z1,5,Setaria incressata,4,,13.3,2362,,,,,,Fenced,F,
09/04/2025,F,2,Z1,5,Enteropogon macrostachyus,1,,,,,,,,,Fenced,F,
09/04/2025,F,2,Z1,2,Enteropogon macrostachyus,4,,11,2040,N,Y,7,N,,Fenced,F,
09/04/2025,F,2,Z1,2,Eragrostis rigidior,2,,12.4,2236,,,,,,Fenced,F,
09/04/2025,F,2,Z1,2,Panicum maximum,2,,11.7,2138,,,,,,Fenced,F,
09/04/2025,F,2,Z1,2,,,,10.9,2026,,,,,,Fenced,F,
09/04/2025,F,2,Z1,1,Enteropogon macrostachyus,2,,3.8,1032,N,Y,3,N,,Fenced,F,
09/04/2025,F,2,Z1,1,Eragrostis rigidior,2,,3.9,1046,,,,,,Fenced,F,
09/04/2025,F,2,Z1,1,Digitaria erianthra,3,,4,1060,,,,,,Fenced,F,
09/04/2025,F,2,Z1,1,Setaria incressata,1,,4,1060,,,,,,Fenced,F,
09/04/2025,F,2,Z2,2,Digitaria erianthra,9,,7.5,1550,N,Y,4.5,N,,Fenced,F,
09/04/2025,F,2,Z2,2,Setaria incressata,4,,7.1,1494,,,,,,Fenced,F,
09/04/2025,F,2,Z2,2,Enteropogon macrostachyus,1,,7.2,1508,,,,,,Fenced,F,
09/04/2025,F,2,Z2,2,,,,7.2,1508,,,,,,Fenced,F,
09/04/2025,F,2,Z2,5,Eragrostis rigidior,8,,7.5,1550,N,N,6,N,,Fenced,F,
09/04/2025,F,2,Z2,5,Dactyloctenium giganteum,1,,7.9,1606,,,,,,Fenced,F,
09/04/2025,F,2,Z2,5,Enteropogon macrostachyus,1,,7.1,1494,,,,,,Fenced,F,
09/04/2025,F,2,Z2,5,Digitaria erianthra,2,,8.8,1732,,,,,,Fenced,F,
09/04/2025,F,2,Z2,4,Chloris virgata,1,,17.5,2950,N,N,8,N,,Fenced,F,
09/04/2025,F,2,Z2,4,Aristida adscensionis,2,,20.7,3398,,,,,,Fenced,F,
09/04/2025,F,2,Z2,4,Cynodon dactylon,8,,20.5,3370,,,,,,Fenced,F,
09/04/2025,F,2,Z2,4,Eragrostis rigidior,1,,19.7,3258,,,,,,Fenced,F,
09/04/2025,F,2,Z2,4,Heteropogon contortus,1,,,,,,,,,Fenced,F,
09/04/2025,F,2,Z2,4,Perotis patens,1,,,,,,,,,Fenced,F,
09/04/2025,F,2,Z2,3,Dactyloctenium giganteum,1,,10.9,2026,N,N,3.5,N,,Fenced,F,
09/04/2025,F,2,Z2,3,Pogonarthria squarrosa ,3,,7.6,1564,,,,,,Fenced,F,
09/04/2025,F,2,Z2,3,Digitaria erianthra,10,,7.3,1522,,,,,,Fenced,F,
09/04/2025,F,2,Z2,3,,,,8,1620,,,,,,Fenced,F,
09/04/2025,F,2,Z2,1,Digitaria erianthra,9,,9.1,1774,N,Y,4,N,,Fenced,F,
09/04/2025,F,2,Z2,1,Setaria incressata,2,,7.7,1578,,,,,,Fenced,F,
09/04/2025,F,2,Z2,1,Aristida adscensionis,3,,7.4,1536,,,,,,Fenced,F,
09/04/2025,F,2,Z2,1,,,,8,1620,,,,,,Fenced,F,
16/04/2025,A,1,Z3,2,Panicum maximum,8,,4.9,1186,N,Y,3,N,1.2,Unfenced,C,
16/04/2025,A,1,Z3,2,Chloris virgata,2,,6.8,1452,,,,,,Unfenced,C,
16/04/2025,A,1,Z3,2,Eragrostis cylindriflora,1,,6.2,1368,,,,,,Unfenced,C,
16/04/2025,A,1,Z3,2,,,,1.6,,,,,,,Unfenced,C,
16/04/2025,A,1,Z3,3,Cymbopogon excavatus,5,,17.3,2922,N,Y,3.5,N,1.1,Unfenced,C,
16/04/2025,A,1,Z3,3,Digitaria erianthra,4,,16.7,2838,,,,,,Unfenced,C,
16/04/2025,A,1,Z3,3,,,,16.9,2866,,,,,,Unfenced,C,
16/04/2025,A,1,Z3,3,,,,14.2,2488,,,,,,Unfenced,C,
16/04/2025,A,1,Z3,4,Urochloa mosambicensis,10,,13,2320,N,N,3.5,N,1.3,Unfenced,C,
16/04/2025,A,1,Z3,4,Heteropogon contortus,2,,20.7,3398,,,,,,Unfenced,C,
16/04/2025,A,1,Z3,4,Cymbopogon excavatus,1,,20.8,3412,,,,,,Unfenced,C,
16/04/2025,A,1,Z3,4,,,,22.3,3622,,,,,,Unfenced,C,
16/04/2025,A,1,Z3,1,Setaria sphacelata,1,,28.9,4546,N,Y,6.5,N,1.2,Unfenced,C,
16/04/2025,A,1,Z3,1,Themeda triandra,5,,23.2,3748,,,,,,Unfenced,C,
16/04/2025,A,1,Z3,1,Digitaria erianthra,3,,19,3160,,,,,,Unfenced,C,
16/04/2025,A,1,Z3,1,Aristida adscensionis,1,,16.1,2754,,,,,,Unfenced,C,
16/04/2025,A,1,Z3,1,Brachiaria serrata,1,,,,,,,,,Unfenced,C,
16/04/2025,A,1,Z3,5,Heteropogon contortus,10,,15.5,2670,N,N,7.5,N,1.2,Unfenced,C,
16/04/2025,A,1,Z3,5,Digitaria erianthra,3,,19.8,3272,,,,,,Unfenced,C,
16/04/2025,A,1,Z3,5,Setaria incressata,2,,20,3300,,,,,,Unfenced,C,
16/04/2025,A,1,Z3,5,,,,20.5,3356,,,,,,Unfenced,C,
16/04/2025,A,1,Z4,2,Heteropogon contortus,10,,55.3,8242,N,N,7,N,0.6,Unfenced,C,
16/04/2025,A,1,Z4,2,Urochloa mosambicensis,2,,38.3,5862,,,,,,Unfenced,C,
16/04/2025,A,1,Z4,2,,,,34.7,5358,,,,,,Unfenced,C,
16/04/2025,A,1,Z4,2,,,,30.5,4770,,,,,,Unfenced,C,
16/04/2025,A,1,Z4,1,Hyparrhenia hirta,1,,24.6,3944,N,N,5,N,1.5,Unfenced,C,
16/04/2025,A,1,Z4,1,Bothriochloa insculpta,3,,16.7,2838,,,,,,Unfenced,C,
16/04/2025,A,1,Z4,1,Digitaria erianthra,1,,15.2,2628,,,,,,Unfenced,C,
16/04/2025,A,1,Z4,1,Urochloa mosambicensis,3,,18.5,3090,,,,,,Unfenced,C,
16/04/2025,A,1,Z4,4,Urochloa mosambicensis,2,,20.4,3356,N,N,6,N,1.2,Unfenced,C,
16/04/2025,A,1,Z4,4,Heteropogon contortus,6,,16.5,2810,,,,,,Unfenced,C,
16/04/2025,A,1,Z4,4,Miscanthus junceus,3,,16.8,2852,,,,,,Unfenced,C,
16/04/2025,A,1,Z4,4,Setaria sphacelata,1,,13.9,2446,,,,,,Unfenced,C,
16/04/2025,A,1,Z4,5,Hyparrhenia hirta,4,,24.5,3930,N,Y,7.5,N,1.4,Unfenced,C,
16/04/2025,A,1,Z4,5,Urochloa mosambicensis,1,,28.6,4504,,,,,,Unfenced,C,
16/04/2025,A,1,Z4,5,Enteropogon macrostachyus,1,,28,4420,,,,,,Unfenced,C,
16/04/2025,A,1,Z4,5,,,,26.5,4210,,,,,,Unfenced,C,
16/04/2025,A,1,Z4,3,Urochloa mosambicensis,3,,41.7,6338,N,Y,7.5,N,1.2,Unfenced,C,
16/04/2025,A,1,Z4,3,Heteropogon contortus,3,,34.5,5330,,,,,,Unfenced,C,
16/04/2025,A,1,Z4,3,Bothriochloa insculpta,3,,26.7,4238,,,,,,Unfenced,C,
16/04/2025,A,1,Z4,3,Brachiaria serrata,2,,25.3,4042,,,,,,Unfenced,C,
16/04/2025,A,1,Z4,3,Diheteropogon anplactence,1,,,,,,,,,Unfenced,C,
16/04/2025,A,1,Z4,3,Themeda triandra,1,,,,,,,,,Unfenced,C,
16/04/2025,A,1,Z2,3,Urochloa mosambicensis,8,,29.9,4686,N,Y,7,N,1.4,Fenced,C,
16/04/2025,A,1,Z2,3,Bothriochloa insculpta,2,,31.3,4882,,,,,,Fenced,C,
16/04/2025,A,1,Z2,3,Heteropogon contortus,6,,28.1,4434,,,,,,Fenced,C,
16/04/2025,A,1,Z2,3,,,,28,4420,,,,,,Fenced,C,
16/04/2025,A,1,Z2,4,Andropogon eucomas,3,,21.3,3482,N,N,8,N,1.5,Fenced,C,
16/04/2025,A,1,Z2,4,Hyperrhenia filipendula,3,,21.6,3524,,,,,,Fenced,C,
16/04/2025,A,1,Z2,4,Setaria sphacelata,3,,19.1,3174,,,,,,Fenced,C,
16/04/2025,A,1,Z2,4,Heteropogon contortus,1,,20,3300,,,,,,Fenced,C,
16/04/2025,A,1,Z2,4,Brachiaria serrata,4,,,,,,,,,Fenced,C,
16/04/2025,A,1,Z2,1,Urochloa mosambicensis,2,,20.7,3398,N,N,2.5,N,1.8,Fenced,C,
16/04/2025,A,1,Z2,1,Cymbopogon excavatus,5,,19,3160,,,,,,Fenced,C,
16/04/2025,A,1,Z2,1,Setaria sphacelata,1,,17.5,2950,,,,,,Fenced,C,
16/04/2025,A,1,Z2,1,,,,3.5,,,,,,,Fenced,C,
16/04/2025,A,1,Z2,5,Hyperthelia dissoluta,3,,28.2,4462,N,Y,3,N,2,Fenced,C,
16/04/2025,A,1,Z2,5,Hyperrhenia filipendula,3,,24.9,3986,,,,,,Fenced,C,
16/04/2025,A,1,Z2,5,Setaria sphacelata,2,,28,4420,,,,,,Fenced,C,
16/04/2025,A,1,Z2,5,,,,32.1,4994,,,,,,Fenced,C,
16/04/2025,A,1,Z2,2,Diheteropogon anplactence,4,,10.2,1828,N,N,2,N,1.2,Fenced,C,
16/04/2025,A,1,Z2,2,Heteropogon contortus,2,,12.2,2208,,,,,,Fenced,C,
16/04/2025,A,1,Z2,2,,,,13.7,2418,,,,,,Fenced,C,
16/04/2025,A,1,Z2,2,,,,11.8,2152,,,,,,Fenced,C,
16/04/2025,A,1,Z1,4,Heteropogon contortus,3,,7.4,1536,N,N,3,N,1.1,Fenced,C,
16/04/2025,A,1,Z1,4,Aristida adscensionis,3,,6.2,1368,,,,,,Fenced,C,
16/04/2025,A,1,Z1,4,Urochloa mosambicensis,1,,6.9,1466,,,,,,Fenced,C,
16/04/2025,A,1,Z1,4,Digitaria erianthra,2,,12.8,2292,,,,,,Fenced,C,
16/04/2025,A,1,Z1,4,Setaria incressata,3,,,,,,,,,Fenced,C,
16/04/2025,A,1,Z1,3,Hyperrhenia filipendula,1,,26.5,4210,N,N,4,N,1.1,Fenced,C,
16/04/2025,A,1,Z1,3,Urochloa mosambicensis,5,,28.1,4434,,,,,,Fenced,C,
16/04/2025,A,1,Z1,3,Cymbopogon excavatus,2,,25.9,4126,,,,,,Fenced,C,
16/04/2025,A,1,Z1,3,Setaria sphacelata,1,,25.2,4098,,,,,,Fenced,C,
16/04/2025,A,1,Z1,5,Cymbopogon plurinodis,3,,0,0,N,N,0.5,N,1,Fenced,C,
16/04/2025,A,1,Z1,5,,,,0,0,,,,,,Fenced,C,
16/04/2025,A,1,Z1,5,,,,13.5,2390,,,,,,Fenced,C,
16/04/2025,A,1,Z1,5,,,,15,2600,,,,,,Fenced,C,
16/04/2025,A,1,Z1,2,Diheteropogon anplactence,2,,20,3300,N,Y,4,Y,1.5,Fenced,C,
16/04/2025,A,1,Z1,2,Digitaria erianthra,4,,17.6,2946,,,,,,Fenced,C,
16/04/2025,A,1,Z1,2,Heteropogon contortus,3,,14.1,2474,,,,,,Fenced,C,
16/04/2025,A,1,Z1,2,,,,12.8,2292,,,,,,Fenced,C,
16/04/2025,A,1,Z1,1,Diheteropogon anplactence,1,,77.2,,N,Y,6,N,1.5,Fenced,C,
16/04/2025,A,1,Z1,1,Hyperthelia dissoluta,3,,24.2,3888,,,,,,Fenced,C,
16/04/2025,A,1,Z1,1,Digitaria erianthra,2,,18.8,3132,,,,,,Fenced,C,
16/04/2025,A,1,Z1,1,Urochloa mosambicensis,3,,16.5,2810,,,,,,Fenced,C,
17/04/2025,B,1,Z1,4,Cymbopogon excavatus,1,.,7.6,1564,N,N,1,N,0.7,Fenced,C,
10/04/2025,D,5,Z3,2,Aristida adscensionis,2.4,,2.4,836,N,Y,0.5,N,,Fenced,THF,
10/04/2025,D,5,Z3,2,,,,2.4,836,,,,,,Fenced,THF,
10/04/2025,D,5,Z3,2,,,,2.4,836,,,,,,Fenced,THF,
10/04/2025,D,5,Z3,2,,,,2.4,836,,,,,,Fenced,THF,
10/04/2025,D,5,Z3,1,Aristida adscensionis,8,,4.9,1186,N,Y,6,N,,Fenced,THF,
10/04/2025,D,5,Z3,1,Eragrostis gummiflua,1,,4,1060,,,,,,Fenced,THF,
10/04/2025,D,5,Z3,1,Setaria incressata,9,,4.3,1102,,,,,,Fenced,THF,
10/04/2025,D,5,Z3,1,Enteropogon macrostachyus,2,,4.8,1172,,,,,,Fenced,THF,
10/04/2025,D,5,Z3,1,Heteropogon contortus,1,,,,,,,,,Fenced,THF,
10/04/2025,D,5,Z3,3,Heteropogon contortus,7,,4,1060,,,,,,Fenced,THF,
10/04/2025,D,5,Z3,3,Cymbopogon excavatus,1,,6.1,1354,,,,,,Fenced,THF,
10/04/2025,D,5,Z3,3,,,,5.3,1242,,,,,,Fenced,THF,
10/04/2025,D,5,Z3,3,,,,8.3,1662,,,,,,Fenced,THF,
10/04/2025,D,5,Z3,4,Heteropogon contortus,17,,10.5,1970,N,N,4,N,,Fenced,THF,
10/04/2025,D,5,Z3,4,Eragrostis rigidior,2,,10.8,2012,,,,,,Fenced,THF,
10/04/2025,D,5,Z3,4,,,,10.9,2026,,,,,,Fenced,THF,
10/04/2025,D,5,Z3,4,,,,11.5,2110,,,,,,Fenced,THF,
10/04/2025,D,5,Z3,5,Eragrostis rigidior,4,,26.6,4224,N,Y,3.5,N,,Fenced,THF,
10/04/2025,D,5,Z3,5,Enteropogon macrostachyus,3,,20.2,3328,,,,,,Fenced,THF,
10/04/2025,D,5,Z3,5,Heteropogon contortus,1,,15.2,2628,,,,,,Fenced,THF,
10/04/2025,D,5,Z3,5,Eragrostis viscosa,7,,13.5,2390,,,,,,Fenced,THF,
10/04/2025,D,5,Z3,5,Aristida adscensionis,1,,,,,,,,,Fenced,THF,
10/04/2025,D,5,Z1,2,Setaria incressata,6,,3.7,1018,N,Y,3.5,N,,Fenced,THF,
10/04/2025,D,5,Z1,2,Heteropogon contortus,5,,3.4,976,,,,,,Fenced,THF,
10/04/2025,D,5,Z1,2,Brachiaria brizantha,2,,4.2,1088,,,,,,Fenced,THF,
10/04/2025,D,5,Z1,2,Aristida adscensionis,4,,4.6,1144,,,,,,Fenced,THF,
10/04/2025,D,5,Z1,2,Dactyloctenium giganteum,1,,,,,,,,,Fenced,THF,
10/04/2025,D,5,Z1,1,Heteropogon contortus,3,,10.7,1998,,,,,,Fenced,THF,
10/04/2025,D,5,Z1,1,Brachiaria nigropedata,3,,16.6,2824,,,,,,Fenced,THF,
10/04/2025,D,5,Z1,1,Aristida adscensionis,4,,21.6,3524,,,,,,Fenced,THF,
10/04/2025,D,5,Z1,1,,,,21.9,3566,,,,,,Fenced,THF,
10/04/2025,D,5,Z1,4,Heteropogon contortus,2,,10.7,1998,N,N,5.5,N,,Fenced,THF,
10/04/2025,D,5,Z1,4,Eragrostis viscosa,6,,16.6,2824,,,,,,Fenced,THF,
10/04/2025,D,5,Z1,4,Enteropogon macrostachyus,4,,21.6,3524,,,,,,Fenced,THF,
10/04/2025,D,5,Z1,4,,,,21.9,3566,,,,,,Fenced,THF,
10/04/2025,D,5,Z1,3,Pogonarthria squarrosa ,26,,7.5,1550,N,N,4,N,,Fenced,THF,
10/04/2025,D,5,Z1,3,Setaria incressata,2,,9.5,1830,,,,,,Fenced,THF,
10/04/2025,D,5,Z1,3,Eragrostis viscosa,4,,10.6,1984,,,,,,Fenced,THF,
10/04/2025,D,5,Z1,3,Diheteropogon anplactence,1,,9.6,1844,,,,,,Fenced,THF,
10/04/2025,D,5,Z1,5,Enteropogon macrostachyus,8,,14.9,2586,N,N,5,N,,Fenced,THF,
10/04/2025,D,5,Z1,5,Heteropogon contortus,4,,15.5,2670,,,,,,Fenced,THF,
10/04/2025,D,5,Z1,5,Cymbopogon nardus,3,,15.5,2670,,,,,,Fenced,THF,
10/04/2025,D,5,Z1,5,Aristida adscensionis,2,,16.5,2810,,,,,,Fenced,THF,
10/04/2025,D,5,Z1,5,Panicum maximum,1,,,,,,,,,Fenced,THF,
10/04/2025,D,5,Z1,5,Brachiaria brizantha,1,,,,,,,,,Fenced,THF,
10/04/2025,D,5,Z2,1,Heteropogon contortus,18,,11.7,2138,N,N,6,N,,Unfenced,THF,
10/04/2025,D,5,Z2,1,Brachiaria brizantha,3,,11.4,2096,,,,,,Unfenced,THF,
10/04/2025,D,5,Z2,1,Eragrostis viscosa,3,,8,1620,,,,,,Unfenced,THF,
10/04/2025,D,5,Z2,1,Eragrostis rigidior,1,,8,1620,,,,,,Unfenced,THF,
10/04/2025,D,5,Z2,1,Eragrostis gummiflua,5,,,,,,,,,Unfenced,THF,
10/04/2025,D,5,Z2,1,Setaria incressata,3,,,,,,,,,Unfenced,THF,
10/04/2025,D,5,Z2,1,Digitaria erianthra,3,,,,,,,,,Unfenced,THF,
10/04/2025,D,5,Z2,2,Brachiaria brizantha,5,,5.4,1256,N,Y,4,N,,Unfenced,THF,
10/04/2025,D,5,Z2,2,Eragrostis viscosa,10,,5,1200,,,,,,Unfenced,THF,
10/04/2025,D,5,Z2,2,Aristida diffusa,3,,7.5,1550,,,,,,Unfenced,THF,
10/04/2025,D,5,Z2,2,Enteropogon macrostachyus,3,,5,1200,,,,,,Unfenced,THF,
10/04/2025,D,5,Z2,5,Eragrostis rigidior,8,,6.6,1424,N,N,3.5,N,,Unfenced,THF,
10/04/2025,D,5,Z2,5,Brachiaria brizantha,12,,6.1,1354,,,,,,Unfenced,THF,
10/04/2025,D,5,Z2,5,Enteropogon macrostachyus,3,,5.9,1326,,,,,,Unfenced,THF,
10/04/2025,D,5,Z2,5,,,,5.9,1326,,,,,,Unfenced,THF,
10/04/2025,D,5,Z2,4,Enteropogon macrostachyus,3,,10.5,1970,N,Y,5,N,,Unfenced,THF,
10/04/2025,D,5,Z2,4,Setaria incressata,2,,7.9,1506,,,,,,Unfenced,THF,
10/04/2025,D,5,Z2,4,Brachiaria brizantha,3,,8.7,1718,,,,,,Unfenced,THF,
10/04/2025,D,5,Z2,4,Aristida adscensionis,3,,8.3,1662,,,,,,Unfenced,THF,
10/04/2025,D,5,Z2,4,Eragrostis cylindriflora,2,,,,,,,,,Unfenced,THF,
10/04/2025,D,5,Z2,3,Eragrostis cylindriflora,1,,2.3,822,N,N,3,N,,Unfenced,THF,
10/04/2025,D,5,Z2,3,Eragrostis viscosa,12,,2.3,822,,,,,,Unfenced,THF,
10/04/2025,D,5,Z2,3,Aristida diffusa,1,,3.9,1046,,,,,,Unfenced,THF,
10/04/2025,D,5,Z2,3,Perotis patens,8,,4.7,1158,,,,,,Unfenced,THF,
10/04/2025,D,5,Z2,3,Enteropogon macrostachyus,3,,,,,,,,,Unfenced,THF,
10/04/2025,D,5,Z4,4,Enteropogon macrostachyus,3,,4.7,1158,N,Y,3.5,N,,Unfenced,THF,
10/04/2025,D,5,Z4,4,Setaria incressata,1,,6.4,1396,,,,,,Unfenced,THF,
10/04/2025,D,5,Z4,4,Eragrostis rigidior,1,,8.8,1732,,,,,,Unfenced,THF,
10/04/2025,D,5,Z4,4,,,,9.3,1802,,,,,,Unfenced,THF,
10/04/2025,D,5,Z4,3,Enteropogon macrostachyus,2,,14.1,2474,N,Y,5,N,,Unfenced,THF,
10/04/2025,D,5,Z4,3,Diheteropogon anplactence,3,,14.5,2530,,,,,,Unfenced,THF,
10/04/2025,D,5,Z4,3,,,,13.3,2363,,,,,,Unfenced,THF,
10/04/2025,D,5,Z4,3,,,,13.8,2432,,,,,,Unfenced,THF,
10/04/2025,D,5,Z4,5,Enteropogon macrostachyus,9,,5.6,1284,N,N,4,N,,Unfenced,THF,
10/04/2025,D,5,Z4,5,Heteropogon contortus,8,,9.6,1844,,,,,,Unfenced,THF,
10/04/2025,D,5,Z4,5,Eragrostis gummiflua,2,,10.8,2012,,,,,,Unfenced,THF,
10/04/2025,D,5,Z4,5,Eragrostis viscosa,1,,9.2,1788,,,,,,Unfenced,THF,
10/04/2025,D,5,Z4,1,Eragrostis viscosa,2,,6.8,1452,N,N,2,N,,Unfenced,THF,
10/04/2025,D,5,Z4,1,Cymbopogon nardus,1,,5.8,1312,,,,,,Unfenced,THF,
