Date,Site,Plot,Subplot,Quadrat,Spp_name,Number,Grazing_value,DPM Height,KgDM,Grazing activity,Quadrat under canopy,Biomass intensity,Dung presence,Longest_grass(m),Fencing,Treatment,
10/04/2025,D,5,Z4,1,Aristida adscensionis,2,,5,1200,,,,,,Unfenced,THF,
10/04/2025,D,5,Z4,1,Brachiaria brizantha,3,,7.8,1592,,,,,,Unfenced,THF,
10/04/2025,D,5,Z4,1,Enteropogon macrostachyus,1,,7.8,1592,,,,,,Unfenced,THF,
10/04/2025,D,5,Z4,1,Eragrostis gummiflua,4,,,,,,,,,Unfenced,THF,
10/04/2025,D,5,Z4,2,Eragrostis superba,1,,7.8,1592,N,N,3,N,,Unfenced,THF,
10/04/2025,D,5,Z4,2,Eragrostis viscosa,12,,5.7,1298,,,,,,Unfenced,THF,
10/04/2025,D,5,Z4,2,Heteropogon contortus,2,,6.5,1410,,,,,,Unfenced,THF,
10/04/2025,D,5,Z4,2,Aristida congesta B,5,,7.7,1578,,,,,,Unfenced,THF,
10/04/2025,D,5,Z4,2,Aristida diffusa,1,,,,,,,,,Unfenced,THF,
10/04/2025,D,5,Z4,2,Enteropogon macrostachyus,1,,,,,,,,,Unfenced,THF,
10/04/2025,D,4,Z1,3,Heteropogon contortus,2,,2,780,N,N,2,N,,Fenced,TFB,
10/04/2025,D,4,Z1,3,Aristida adscensionis,4,,2,780,,,,,,Fenced,TFB,
10/04/2025,D,4,Z1,3,Pogonarthria squarrosa ,11,,2,780,,,,,,Fenced,TFB,
10/04/2025,D,4,Z1,3,Setaria incressata,2,,2,780,,,,,,Fenced,TFB,
10/04/2025,D,4,Z1,3,Perotis patens,1,,2,780,,,,,,Fenced,TFB,
10/04/2025,D,4,Z1,5,Heteropogon contortus,6,,10.1,1914,N,Y,4,N,,Fenced,TFB,
10/04/2025,D,4,Z1,5,Setaria incressata,3,,7.5,1550,,,,,,Fenced,TFB,
10/04/2025,D,4,Z1,5,Eragrostis gummiflua,12,,8,1620,,,,,,Fenced,TFB,
10/04/2025,D,4,Z1,5,Eragrostis viscosa,1,,7,1480,,,,,,Fenced,TFB,
10/04/2025,D,4,Z1,5,Aristida adscensionis,1,,,,,,,,,Fenced,TFB,
10/04/2025,D,4,Z1,2,Brachiaria brizantha,2,,2.9,906,N,N,3.5,N,,Fenced,TFB,
10/04/2025,D,4,Z1,2,Aristida adscensionis,1,,4,1060,,,,,,Fenced,TFB,
10/04/2025,D,4,Z1,2,Eragrostis gummiflua,8,,5.1,1214,,,,,,Fenced,TFB,
10/04/2025,D,4,Z1,2,Setaria incressata,6,,5.2,1226,,,,,,Fenced,TFB,
10/04/2025,D,4,Z1,2,Enteropogon macrostachyus,4,,,,,,,,,Fenced,TFB,
10/04/2025,D,4,Z1,1,Setaria incressata,10,,3.2,948,N,N,4,N,,Fenced,TFB,
10/04/2025,D,4,Z1,1,Panicum maximum,4,,4.6,1144,,,,,,Fenced,TFB,
10/04/2025,D,4,Z1,1,Aristida adscensionis,3,,5.6,1284,,,,,,Fenced,TFB,
10/04/2025,D,4,Z1,1,,,,6.1,1354,,,,,,Fenced,TFB,
10/04/2025,D,4,Z1,4,Panicum maximum,1,,35.9,5526,N,N,5,N,,Fenced,TFB,
10/04/2025,D,4,Z1,4,Brachiaria nigropedata,4,,27.1,4294,,,,,,Fenced,TFB,
10/04/2025,D,4,Z1,4,Cymbopogon nardus,7,,24.3,3902,,,,,,Fenced,TFB,
10/04/2025,D,4,Z1,4,Heteropogon contortus,1,,24.6,3944,,,,,,Fenced,TFB,
10/04/2025,D,4,Z1,4,Setaria incressata,3,,,,,,,,,Fenced,TFB,
10/04/2025,D,4,Z3,4,Pogonarthria squarrosa ,8,,1.7,738,N,N,1,N,,Fenced,TFB,
10/04/2025,D,4,Z3,4,Setaria incressata,1,,1.7,738,,,,,,Fenced,TFB,
10/04/2025,D,4,Z3,4,Enteropogon macrostachyus,3,,1.8,752,,,,,,Fenced,TFB,
10/04/2025,D,4,Z3,4,Eragrostis gummiflua,2,,2.8,892,,,,,,Fenced,TFB,
10/04/2025,D,4,Z3,3,Eragrostis superba,2,,27.9,4406,N,N,2.5,N,,Fenced,TFB,
10/04/2025,D,4,Z3,3,Sporobolus africanus,1,,18.9,3146,,,,,,Fenced,TFB,
10/04/2025,D,4,Z3,3,Enteropogon macrostachyus,2,,17.6,2964,,,,,,Fenced,TFB,
10/04/2025,D,4,Z3,3,Eragrostis gummiflua,1,,13.8,2432,,,,,,Fenced,TFB,
10/04/2025,D,4,Z3,3,Chloris virgata,2,,,,,,,,,Fenced,TFB,
10/04/2025,D,4,Z3,5,Setaria incressata,6,,18.5,1390,N,N,5.5,N,,Fenced,TFB,
10/04/2025,D,4,Z3,5,Heteropogon contortus,4,,17.4,2936,,,,,,Fenced,TFB,
10/04/2025,D,4,Z3,5,Diheteropogon anplactence,1,,17,2880,,,,,,Fenced,TFB,
10/04/2025,D,4,Z3,5,Enteropogon macrostachyus,1,,19.6,3244,,,,,,Fenced,TFB,
10/04/2025,D,4,Z3,2,Eragrostis gummiflua,5,,5.1,1214,N,N,6,,,Fenced,TFB,
10/04/2025,D,4,Z3,2,Enteropogon macrostachyus,4,,16.1,2810,,,,,,Fenced,TFB,
10/04/2025,D,4,Z3,2,Diheteropogon anplactence,3,,25.4,4056,,,,,,Fenced,TFB,
10/04/2025,D,4,Z3,2,Heteropogon contortus,2,,28.9,4546,,,,,,Fenced,TFB,
10/04/2025,D,4,Z3,1,Heteropogon contortus,2,,9.6,1844,,,,,,Fenced,TFB,
10/04/2025,D,4,Z3,1,Diheteropogon anplactence,1,,8.9,1746,,,,,,Fenced,TFB,
10/04/2025,D,4,Z3,1,Setaria incressata,5,,8.9,1746,,,,,,Fenced,TFB,
10/04/2025,D,4,Z3,1,Aristida adscensionis,2,,10.2,1928,,,,,,Fenced,TFB,
10/04/2025,D,4,Z4,2,Heteropogon contortus,3,,5.1,1214,N,N,4.5,N,,Unfenced,TFB,
10/04/2025,D,4,Z4,2,Eragrostis gummiflua,4,,6.9,1466,,,,,,Unfenced,TFB,
10/04/2025,D,4,Z4,2,Setaria incressata,2,,12,2180,,,,,,Unfenced,TFB,
10/04/2025,D,4,Z4,2,Eragrostis superba,1,,13.5,2390,,,,,,Unfenced,TFB,
10/04/2025,D,4,Z4,3,Enteropogon macrostachyus,3,,17.3,2922,N,N,6,N,,Unfenced,TFB,
10/04/2025,D,4,Z4,3,Brachiaria brizantha,8,,17.4,2936,,,,,,Unfenced,TFB,
10/04/2025,D,4,Z4,3,Aristida adscensionis,3,,18.3,3062,,,,,,Unfenced,TFB,
10/04/2025,D,4,Z4,3,Panicum maximum,4,,19.5,3230,,,,,,Unfenced,TFB,
10/04/2025,D,4,Z4,3,Heteropogon contortus,2,,,,,,,,,Unfenced,TFB,
10/04/2025,D,4,Z4,4,Aristida diffusa,3,,6.3,1382,N,Y,3,N,,Unfenced,TFB,
10/04/2025,D,4,Z4,4,Brachiaria brizantha,3,,5.3,1242,,,,,,Unfenced,TFB,
10/04/2025,D,4,Z4,4,Setaria incressata,2,,4.9,1186,,,,,,Unfenced,TFB,
10/04/2025,D,4,Z4,4,Pogonarthria squarrosa ,3,,8.3,1662,,,,,,Unfenced,TFB,
10/04/2025,D,4,Z4,4,Enteropogon macrostachyus,12,,,,,,,,,Unfenced,TFB,
10/04/2025,D,4,Z4,4,Heteropogon contortus,1,,,,,,,,,Unfenced,TFB,
10/04/2025,D,4,Z4,5,Melinis repens,1,,8.9,1746,N,N,4,Y,,Unfenced,TFB,
10/04/2025,D,4,Z4,5,Brachiaria brizantha,1,,12,2180,,,,,,Unfenced,TFB,
10/04/2025,D,4,Z4,5,Cymbopogon nardus,1,,11.6,2124,,,,,,Unfenced,TFB,
10/04/2025,D,4,Z4,5,Heteropogon contortus,5,,11.9,2166,,,,,,Unfenced,TFB,
10/04/2025,D,4,Z4,5,Panicum maximum,1,,,,,,,,,Unfenced,TFB,
10/04/2025,D,4,Z4,1,Digitaria erianthra,4,,4.6,1144,N,Y,3.5,N,,Unfenced,TFB,
10/04/2025,D,4,Z4,1,Heteropogon contortus,3,,5.8,1312,,,,,,Unfenced,TFB,
10/04/2025,D,4,Z4,1,Enteropogon macrostachyus,2,,7.7,1578,,,,,,Unfenced,TFB,
10/04/2025,D,4,Z4,1,Pogonarthria squarrosa ,2,,7.3,1522,,,,,,Unfenced,TFB,
10/04/2025,D,4,Z4,1,Eragrostis gummiflua,2,,,,,,,,,Unfenced,TFB,
10/04/2025,D,4,Z4,1,Aristida diffusa,1,,,,,,,,,Unfenced,TFB,
10/04/2025,D,4,Z4,1,Panicum maximum,1,,,,,,,,,Unfenced,TFB,
10/04/2025,D,4,Z2,2,Heteropogon contortus,2,,6.8,1452,N,N,3,N,,Unfenced,TFB,
10/04/2025,D,4,Z2,2,Setaria incressata,4,,6.4,1396,,,,,,Unfenced,TFB,
10/04/2025,D,4,Z2,2,Aristida adscensionis,2,,5.9,1326,,,,,,Unfenced,TFB,
10/04/2025,D,4,Z2,2,Brachiaria nigropedata,3,,6.3,1382,,,,,,Unfenced,TFB,
10/04/2025,D,4,Z2,2,Pogonarthria squarrosa ,1,,,,,,,,,Unfenced,TFB,
10/04/2025,D,4,Z2,2,Enteropogon macrostachyus,2,,,,,,,,,Unfenced,TFB,
10/04/2025,D,4,Z2,1,Enteropogon macrostachyus,4,,4.1,1075,N,N,3.5,N,,Unfenced,TFB,
10/04/2025,D,4,Z2,1,Panicum maximum,3,,15.3,2642,,,,,,Unfenced,TFB,
10/04/2025,D,4,Z2,1,Aristida adscensionis,3,,17.8,2992,,,,,,Unfenced,TFB,
10/04/2025,D,4,Z2,1,Heteropogon contortus,2,,13.9,2446,,,,,,Unfenced,TFB,
10/04/2025,D,4,Z2,4,Setaria incressata,2,,6,1340,N,Y,2,N,,Unfenced,TFB,
10/04/2025,D,4,Z2,4,Aristida diffusa,1,,5.1,1214,,,,,,Unfenced,TFB,
10/04/2025,D,4,Z2,4,Enteropogon macrostachyus,2,,4.6,1144,,,,,,Unfenced,TFB,
10/04/2025,D,4,Z2,4,Aristida adscensionis,1,,4.6,1144,,,,,,Unfenced,TFB,
10/04/2025,D,4,Z2,4,Eragrostis gummiflua,2,,,,,,,,,Unfenced,TFB,
10/04/2025,D,4,Z2,3,Eragrostis viscosa,2,,2.8,892,N,Y,2,N,,Unfenced,TFB,
10/04/2025,D,4,Z2,3,Aristida adscensionis,5,,7.1,1494,,,,,,Unfenced,TFB,
10/04/2025,D,4,Z2,3,Heteropogon contortus,1,,7.3,1522,,,,,,Unfenced,TFB,
10/04/2025,D,4,Z2,3,Eragrostis cylindriflora,1,,7.6,1564,,,,,,Unfenced,TFB,
10/04/2025,D,4,Z2,3,Panicum maximum,1,,,,,,,,,Unfenced,TFB,
10/04/2025,D,4,Z2,5,Heteropogon contortus,3,,34.5,5330,N,Y,4.5,N,,Unfenced,TFB,
10/04/2025,D,4,Z2,5,Setaria incressata,1,,21,3440,,,,,,Unfenced,TFB,
10/04/2025,D,4,Z2,5,Eragrostis viscosa,6,,15.4,2656,,,,,,Unfenced,TFB,
10/04/2025,D,4,Z2,5,Aristida diffusa,3,,12.8,2292,,,,,,Unfenced,TFB,
10/04/2025,D,4,Z2,5,Aristida adscensionis,4,,,,,,,,,Unfenced,TFB,
10/04/2025,D,4,Z2,5,Diheteropogon anplactence,1,,,,,,,,,Unfenced,TFB,
10/04/2025,D,4,Z2,5,Eragrostis gummiflua,2,,,,,,,,,Unfenced,TFB,
10/04/2025,D,4,Z2,5,Enteropogon macrostachyus,2,,,,,,,,,Unfenced,TFB,
10/04/2025,D,3,Z3,2,Brachiaria serrata,11,,9.8,1872,N,Y,6,N,,Fenced,TF,
10/04/2025,D,3,Z3,2,Eragrostis rigidior,5,,9.7,1858,,,,,,Fenced,TF,
10/04/2025,D,3,Z3,2,Aristida adscensionis,8,,9.5,1830,,,,,,Fenced,TF,
10/04/2025,D,3,Z3,2,Setaria incressata,2,,9.2,1788,,,,,,Fenced,TF,
10/04/2025,D,3,Z3,2,Heteropogon contortus,2,,,,,,,,,Fenced,TF,
10/04/2025,D,3,Z3,3,Heteropogon contortus,4,,14.9,2580,N,Y,7.5,N,,Fenced,TF,
10/04/2025,D,3,Z3,3,Enteropogon macrostachyus,4,,14.8,2572,,,,,,Fenced,TF,
10/04/2025,D,3,Z3,3,Eragrostis cylindriflora,2,,14.4,2516,,,,,,Fenced,TF,
10/04/2025,D,3,Z3,3,Panicum maximum,3,,15.6,2684,,,,,,Fenced,TF,
10/04/2025,D,3,Z3,3,Diheteropogon anplactence,3,,,,,,,,,Fenced,TF,
10/04/2025,D,3,Z3,3,Eragrostis viscosa,4,,,,,,,,,Fenced,TF,
10/04/2025,D,3,Z3,4,Eragrostis cylindriflora,6,,12.8,2292,N,Y,3,N,,Fenced,TF,
10/04/2025,D,3,Z3,4,Enteropogon macrostachyus,4,,8.6,1704,,,,,,Fenced,TF,
10/04/2025,D,3,Z3,4,Heteropogon contortus,3,,10.8,2012,,,,,,Fenced,TF,
10/04/2025,D,3,Z3,4,,,,9.4,1816,,,,,,Fenced,TF,
10/04/2025,D,3,Z3,5,Brachiaria serrata,5,,14.2,2488,N,Y,5,N,,Fenced,TF,
10/04/2025,D,3,Z3,5,Setaria incressata,6,,16.1,2754,,,,,,Fenced,TF,
10/04/2025,D,3,Z3,5,Aristida adscensionis,4,,15.9,2726,,,,,,Fenced,TF,
10/04/2025,D,3,Z3,5,Eragrostis cylindriflora,3,,15.7,2698,,,,,,Fenced,TF,
10/04/2025,D,3,Z3,5,Heteropogon contortus,4,,,,,,,,,Fenced,TF,
10/04/2025,D,3,Z3,5,Enteropogon macrostachyus,3,,,,,,,,,Fenced,TF,
10/04/2025,D,3,Z3,5,Brachiaria nigropedata,3,,,,,,,,,Fenced,TF,
10/04/2025,D,3,Z3,1,Brachiaria serrata,10,,4.3,1102,N,Y,7.5,N,,Fenced,TF,
10/04/2025,D,3,Z3,1,Miscanthus junceus,8,,4,1060,,,,,,Fenced,TF,
10/04/2025,D,3,Z3,1,Setaria incressata,4,,3.8,1032,,,,,,Fenced,TF,
10/04/2025,D,3,Z3,1,,,,4.2,1088,,,,,,Fenced,TF,
10/04/2025,D,3,Z1,2,Miscanthus junceus,5,,5.6,1284,N,Y,5,N,,Fenced,TF,
10/04/2025,D,3,Z1,2,Brachiaria serrata,6,,5.1,1214,,,,,,Fenced,TF,
10/04/2025,D,3,Z1,2,Eragrostis gummiflua,22,,6.8,1452,,,,,,Fenced,TF,
10/04/2025,D,3,Z1,2,Chloris virgata,1,,9.1,1774,,,,,,Fenced,TF,
10/04/2025,D,3,Z1,2,Eragrostis cylindriflora,1,,,,,,,,,Fenced,TF,
10/04/2025,D,3,Z1,2,Aristida adscensionis,2,,,,,,,,,Fenced,TF,
10/04/2025,D,3,Z1,1,Brachiaria serrata,21,,25.6,4084,N,Y,8,N,,Fenced,TF,
10/04/2025,D,3,Z1,1,Heteropogon contortus,5,,26.8,4252,,,,,,Fenced,TF,
10/04/2025,D,3,Z1,1,Chloris virgata,2,,19.2,3188,,,,,,Fenced,TF,
10/04/2025,D,3,Z1,1,Setaria incressata,3,,14.5,2530,,,,,,Fenced,TF,
10/04/2025,D,3,Z1,1,Brachiaria brizantha,3,,,,,,,,,Fenced,TF,
10/04/2025,D,3,Z1,5,Panicum maximum,4,,4.7,1158,N,Y,6,N,,Fenced,TF,
10/04/2025,D,3,Z1,5,Setaria incressata,4,,5.4,1256,,,,,,Fenced,TF,
10/04/2025,D,3,Z1,5,Brachiaria brizantha,5,,5.1,1214,,,,,,Fenced,TF,
10/04/2025,D,3,Z1,5,Eragrostis cylindriflora,2,,6.4,1595,,,,,,Fenced,TF,
10/04/2025,D,3,Z1,5,Enteropogon macrostachyus,3,,,,,,,,,Fenced,TF,
10/04/2025,D,3,Z1,5,Heteropogon contortus,3,,,,,,,,,Fenced,TF,
10/04/2025,D,3,Z1,4,Setaria incressata,2,,3.8,1032,N,N,2,N,,Fenced,TF,
10/04/2025,D,3,Z1,4,Enteropogon macrostachyus,3,,3,920,,,,,,Fenced,TF,
10/04/2025,D,3,Z1,4,Brachiaria brizantha,1,,3,920,,,,,,Fenced,TF,
10/04/2025,D,3,Z1,4,Eragrostis gummiflua,8,,5.4,1256,,,,,,Fenced,TF,
10/04/2025,D,3,Z1,3,Heteropogon contortus,2,,20,3342,N,N,3.5,N,,Fenced,TF,
10/04/2025,D,3,Z1,3,Aristida adscensionis,4,,13.3,2362,,,,,,Fenced,TF,
10/04/2025,D,3,Z1,3,Setaria incressata,5,,11.8,2012,,,,,,Fenced,TF,
10/04/2025,D,3,Z1,3,Enteropogon macrostachyus,4,,,,,,,,,Fenced,TF,
10/04/2025,D,3,Z1,3,Brachiaria brizantha,2,,,,,,,,,Fenced,TF,
10/04/2025,D,3,Z2,2,Brachiaria brizantha,3,,10.2,1928,N,Y,3,N,,Unfenced,TF,
10/04/2025,D,3,Z2,2,Setaria incressata,6,,10,1900,,,,,,Unfenced,TF,
10/04/2025,D,3,Z2,2,Heteropogon contortus,2,,10,1900,,,,,,Unfenced,TF,
10/04/2025,D,3,Z2,2,Enteropogon macrostachyus,3,,10.2,1928,,,,,,Unfenced,TF,
10/04/2025,D,3,Z2,1,Heteropogon contortus,14,,11.1,2054,N,Y,4,N,,Unfenced,TF,
10/04/2025,D,3,Z2,1,Eragrostis rigidior,1,,11.7,2138,,,,,,Unfenced,TF,
10/04/2025,D,3,Z2,1,Eragrostis viscosa,1,,7.3,1522,,,,,,Unfenced,TF,
10/04/2025,D,3,Z2,1,Diheteropogon anplactence,1,,8,1620,,,,,,Unfenced,TF,
10/04/2025,D,3,Z2,4,Enteropogon macrostachyus,6,,7.6,1564,N,Y,3,N,,Unfenced,TF,
10/04/2025,D,3,Z2,4,Brachiaria serrata,2,,8.2,1648,,,,,,Unfenced,TF,
10/04/2025,D,3,Z2,4,Setaria incressata,4,,7.8,1592,,,,,,Unfenced,TF,
10/04/2025,D,3,Z2,4,Aristida diffusa,2,,7.1,1494,,,,,,Unfenced,TF,
10/04/2025,D,3,Z2,4,Heteropogon contortus,3,,,,,,,,,Unfenced,TF,
10/04/2025,D,3,Z2,3,,0,,0,0,N,Y,0,N,,Unfenced,TF,
10/04/2025,D,3,Z2,3,,0,,0,0,,,,,,Unfenced,TF,
10/04/2025,D,3,Z2,3,,0,,0,0,,,,,,Unfenced,TF,
10/04/2025,D,3,Z2,3,,0,,0,0,,,,,,Unfenced,TF,
10/04/2025,D,3,Z2,5,Aristida adscensionis,18,,8.7,1718,N,N,5,N,,Unfenced,TF,
10/04/2025,D,3,Z2,5,Enteropogon macrostachyus,3,,6.7,1438,,,,,,Unfenced,TF,
10/04/2025,D,3,Z2,5,Setaria incressata,1,,8.5,1690,,,,,,Unfenced,TF,
10/04/2025,D,3,Z2,5,Heteropogon contortus,2,,8.1,1634,,,,,,Unfenced,TF,
10/04/2025,D,3,Z2,5,Aristida diffusa,2,,,,,,,,,Unfenced,TF,
10/04/2025,D,3,Z4,4,Brachiaria brizantha,3,,7.6,1564,N,Y,1,N,,Unfenced,TF,
10/04/2025,D,3,Z4,4,Heteropogon contortus,2,,7.3,1522,,,,,,Unfenced,TF,
10/04/2025,D,3,Z4,4,Setaria incressata,2,,7.1,1494,,,,,,Unfenced,TF,
10/04/2025,D,3,Z4,4,Aristida diffusa,2,,7.3,1522,,,,,,Unfenced,TF,
10/04/2025,D,3,Z4,2,Heteropogon contortus,4,,7.2,1508,N,Y,7.5,N,,Unfenced,TF,
10/04/2025,D,3,Z4,2,Eragrostis gummiflua,5,,9.8,1872,,,,,,Unfenced,TF,
10/04/2025,D,3,Z4,2,Brachiaria brizantha,6,,8.9,1746,,,,,,Unfenced,TF,
10/04/2025,D,3,Z4,2,Eragrostis viscosa,7,,8.5,1690,,,,,,Unfenced,TF,
10/04/2025,D,3,Z4,2,Setaria incressata,5,,,,,,,,,Unfenced,TF,
10/04/2025,D,3,Z4,2,Aristida adscensionis,2,,,,,,,,,Unfenced,TF,
10/04/2025,D,3,Z4,1,Enteropogon macrostachyus,4,,3,920,N,Y,3,N,,Unfenced,TF,
10/04/2025,D,3,Z4,1,Panicum maximum,1,,3,920,,,,,,Unfenced,TF,
10/04/2025,D,3,Z4,1,Aristida adscensionis,2,,3.8,1032,,,,,,Unfenced,TF,
10/04/2025,D,3,Z4,1,Setaria incressata,2,,3.9,990,,,,,,Unfenced,TF,
10/04/2025,D,3,Z4,1,Eragrostis gummiflua,1,,,,,,,,,Unfenced,TF,
10/04/2025,D,3,Z4,3,Heteropogon contortus,3,,8,1620,N,Y,5,N,,Unfenced,TF,
10/04/2025,D,3,Z4,3,Setaria incressata,1,,6.5,1410,,,,,,Unfenced,TF,
10/04/2025,D,3,Z4,3,Enteropogon macrostachyus,5,,9,1760,,,,,,Unfenced,TF,
10/04/2025,D,3,Z4,3,Panicum maximum,6,,9.4,1816,,,,,,Unfenced,TF,
10/04/2025,D,3,Z4,3,Aristida adscensionis,2,,,,,,,,,Unfenced,TF,
10/04/2025,D,3,Z4,3,Brachiaria brizantha,4,,,,,,,,,Unfenced,TF,
10/04/2025,D,3,Z4,5,Eragrostis cylindriflora,2,,7.8,1592,N,N,5.5,N,,Unfenced,TF,
10/04/2025,D,3,Z4,5,Heteropogon contortus,10,,8.8,1732,,,,,,Unfenced,TF,
10/04/2025,D,3,Z4,5,Aristida adscensionis,5,,26.7,4238,,,,,,Unfenced,TF,
10/04/2025,D,3,Z4,5,Setaria incressata,2,,22,3580,,,,,,Unfenced,TF,
10/04/2025,D,3,Z4,5,Chloris virgata,1,,,,,,,,,Unfenced,TF,
11/04/2025,D,2,Z1,1,Brachiaria brizantha,6,,3.9,1046,N,Y,4,N,0.5,Fenced,F,
11/04/2025,D,2,Z1,1,Setaria incressata,4,,5.2,1228,,,,,,Fenced,F,
11/04/2025,D,2,Z1,1,,,,6.6,1426,,,,,,Fenced,F,
11/04/2025,D,2,Z1,1,,,,5.8,1312,,,,,,Fenced,F,
11/04/2025,D,2,Z1,4,Brachiaria serrata,10,,18.2,3048,N,Y,7.5,N,0.8,Fenced,F,
11/04/2025,D,2,Z1,4,Heteropogon contortus,9,,15.4,2656,,,,,,Fenced,F,
11/04/2025,D,2,Z1,4,Digitaria erianthra,5,,14.1,2474,,,,,,Fenced,F,
11/04/2025,D,2,Z1,4,Brachiaria brizantha,5,,14.8,2572,,,,,,Fenced,F,
11/04/2025,D,2,Z1,4,Aristida adscensionis,3,,,,,,,,,Fenced,F,
11/04/2025,D,2,Z1,3,Heteropogon contortus,4,,22.5,3650,N,N,7,N,1.1,Fenced,F,
11/04/2025,D,2,Z1,3,Setaria incressata,5,,20.6,3384,,,,,,Fenced,F,
11/04/2025,D,2,Z1,3,Eragrostis viscosa,7,,19.3,3202,,,,,,Fenced,F,
11/04/2025,D,2,Z1,3,Eragrostis rigidior,3,,18.5,3090,,,,,,Fenced,F,
11/04/2025,D,2,Z1,3,Aristida adscensionis,3,,,,,,,,,Fenced,F,
11/04/2025,D,2,Z1,2,Diheteropogon anplactence,6,,16.7,2838,N,Y,3.5,N,0.9,Fenced,F,
11/04/2025,D,2,Z1,2,Brachiaria brizantha,5,,16,2740,,,,,,Fenced,F,
11/04/2025,D,2,Z1,2,Setaria incressata,1,,13.7,2418,,,,,,Fenced,F,
11/04/2025,D,2,Z1,2,Aristida adscensionis,4,,12.1,2194,,,,,,Fenced,F,
11/04/2025,D,2,Z1,5,Setaria incressata,8,,10.5,1970,N,Y,9,N,0.9,Fenced,F,
11/04/2025,D,2,Z1,5,Brachiaria brizantha,9,,15.3,2642,,,,,,Fenced,F,
11/04/2025,D,2,Z1,5,Aristida adscensionis,3,,13.6,2404,,,,,,Fenced,F,
11/04/2025,D,2,Z1,5,,,,14.9,2586,,,,,,Fenced,F,
11/04/2025,D,2,Z3,4,Enteropogon macrostachyus,2,,1.6,724,N,Y,1.5,N,0.85,Fenced,F,
11/04/2025,D,2,Z3,4,Eragrostis viscosa,1,,2.2,808,,,,,,Fenced,F,
11/04/2025,D,2,Z3,4,Heteropogon contortus,2,,1.6,724,,,,,,Fenced,F,
11/04/2025,D,2,Z3,4,Setaria incressata,1,,4.5,1130,,,,,,Fenced,F,
11/04/2025,D,2,Z3,4,Digitaria erianthra,4,,,,,,,,,Fenced,F,
11/04/2025,D,2,Z3,4,Eragrostis rigidior,1,,,,,,,,,Fenced,F,
11/04/2025,D,2,Z3,3,Diheteropogon anplactence,2,,3.7,1018,N,Y,4,N,0.8,Fenced,F,
11/04/2025,D,2,Z3,3,Panicum maximum,3,,3.4,976,,,,,,Fenced,F,
11/04/2025,D,2,Z3,3,,,,3.4,976,,,,,,Fenced,F,
11/04/2025,D,2,Z3,3,,,,3.2,948,,,,,,Fenced,F,
11/04/2025,D,2,Z3,2,Heteropogon contortus,5,,2.7,878,N,Y,4,N,1,Fenced,F,
11/04/2025,D,2,Z3,2,Brachiaria brizantha,3,,4.4,1116,,,,,,Fenced,F,
11/04/2025,D,2,Z3,2,Enteropogon macrostachyus,5,,4.6,1144,,,,,,Fenced,F,
11/04/2025,D,2,Z3,2,,,,5.2,1228,,,,,,Fenced,F,
11/04/2025,D,2,Z3,1,Brachiaria brizantha,12,,4.6,1144,N,Y,4,N,0.5,Fenced,F,
11/04/2025,D,2,Z3,1,Heteropogon contortus,3,,4.8,1172,,,,,,Fenced,F,
11/04/2025,D,2,Z3,1,Setaria incressata,3,,4.6,1144,,,,,,Fenced,F,
11/04/2025,D,2,Z3,1,,,,4.9,1186,,,,,,Fenced,F,
11/04/2025,D,2,Z3,5,Setaria incressata,15,,5.9,1326,N,Y,5,N,0.45,Fenced,F,
11/04/2025,D,2,Z3,5,Brachiaria brizantha,4,,5.1,1214,,,,,,Fenced,F,
11/04/2025,D,2,Z3,5,,,,6,1340,,,,,,Fenced,F,
11/04/2025,D,2,Z3,5,,,,6.9,1466,,,,,,Fenced,F,
11/04/2025,D,2,Z4,2,Eragrostis cylindriflora,5,,13.9,2446,N,Y,6,N,0.85,Unfenced,F,
11/04/2025,D,2,Z4,2,Brachiaria brizantha,4,,13.7,2418,,,,,,Unfenced,F,
11/04/2025,D,2,Z4,2,Diheteropogon anplactence,8,,13.6,2404,,,,,,Unfenced,F,
11/04/2025,D,2,Z4,2,Aristida adscensionis,6,,24.5,3930,,,,,,Unfenced,F,
11/04/2025,D,2,Z4,2,Setaria incressata,5,,,,,,,,,Unfenced,F,
11/04/2025,D,2,Z4,2,Heteropogon contortus,8,,,,,,,,,Unfenced,F,
11/04/2025,D,2,Z4,2,Panicum maximum,6,,,,,,,,,Unfenced,F,
11/04/2025,D,2,Z4,1,Heteropogon contortus,2,,2.8,892,N,Y,2,N,0.7,Unfenced,F,
11/04/2025,D,2,Z4,1,Brachiaria brizantha,8,,3.4,976,,,,,,Unfenced,F,
11/04/2025,D,2,Z4,1,Panicum maximum,2,,4.4,1116,,,,,,Unfenced,F,
11/04/2025,D,2,Z4,1,,,,3.7,1018,,,,,,Unfenced,F,
11/04/2025,D,2,Z4,3,Eragrostis rigidior,8,,7.5,1550,N,Y,8,N,1,Unfenced,F,
11/04/2025,D,2,Z4,3,Heteropogon contortus,3,,8.6,1704,,,,,,Unfenced,F,
11/04/2025,D,2,Z4,3,Brachiaria brizantha,6,,8.7,1718,,,,,,Unfenced,F,
11/04/2025,D,2,Z4,3,Eragrostis cylindriflora,5,,8.5,1690,,,,,,Unfenced,F,
11/04/2025,D,2,Z4,3,Aristida adscensionis,5,,,,,,,,,Unfenced,F,
11/04/2025,D,2,Z4,3,Diheteropogon anplactence,5,,,,,,,,,Unfenced,F,
