Year,Site,Plot,Subplot,Species_name,DPM_Height,Fencing,Treatment
2024,A,4,Z1,NA,22.5,Fenced,TF
2024,A,4,Z1,NA,22.5,Fenced,TF
2024,A,4,Z1,Bothriochloa insculpta,24.1,Fenced,TF
2024,A,4,Z1,Cymbopogon excavatus,32,Fenced,TF
2024,A,4,Z1,NA,34.3,Fenced,TF
2024,A,4,Z1,NA,32.5,Fenced,TF
2024,A,4,Z1,Bothriochloa insculpta,35.6,Fenced,TF
2024,A,4,Z1,Urochloa mosambicensis,27.9,Fenced,TF
2024,A,4,Z1,NA,33.3,Fenced,TF
2024,A,4,Z1,NA,37,Fenced,TF
2024,A,4,Z2,Bothriochloa insculpta,20.5,Unfenced,TF
2024,A,4,Z2,Digitaria eriantha,21.7,Unfenced,TF
2024,A,4,Z2,NA,22,Unfenced,TF
2024,A,4,Z1,NA,21.4,Fenced,TF
2024,A,4,Z2,Aristida adscensionis,18.7,Unfenced,TF
2024,A,4,Z2,Cymbopogon excavatus,19.2,Unfenced,TF
2024,A,4,Z2,Heteropogon contortus,18.9,Unfenced,TF
2024,A,4,Z2,Digitaria eriantha,18.5,Unfenced,TF
2024,A,4,Z2,Aristida adscensionis,20.5,Unfenced,TF
2024,A,4,Z2,Heteropogon contortus,20.7,Unfenced,TF
2024,A,4,Z2,NA,20.5,Unfenced,TF
2024,A,4,Z2,NA,21.4,Unfenced,TF
2024,A,4,Z2,Cymbopogon excavatus,36.4,Unfenced,TF
2024,A,4,Z2,Heteropogon contortus,36.6,Unfenced,TF
2024,A,4,Z2,Andropogon eucomus,32.1,Unfenced,TF
2024,A,4,Z2,NA,30.6,Unfenced,TF
2024,A,4,Z2,Aristida adscensionis,23,Unfenced,TF
2024,A,4,Z2,Themeda triandra,23.1,Unfenced,TF
2024,A,4,Z2,NA,21.7,Unfenced,TF
2024,A,4,Z2,NA,21.1,Unfenced,TF
2024,A,4,Z3,Loudetia simplex,20.2,Fenced,TF
2024,A,4,Z3,Bothriochloa insculpta,20.1,Fenced,TF
2024,A,4,Z3,NA,20.1,Fenced,TF
2024,A,4,Z3,NA,20.4,Fenced,TF
2024,A,4,Z3,Bothriochloa insculpta,20.2,Fenced,TF
2024,A,4,Z3,Aristida adscensionis,20.3,Fenced,TF
2024,A,4,Z3,NA,20.6,Fenced,TF
2024,A,4,Z3,NA,20,Fenced,TF
2024,A,4,Z3,Bothriochloa insculpta,12.7,Fenced,TF
2024,A,4,Z3,Andropogon eucomus,17.2,Fenced,TF
2024,A,4,Z3,NA,16.1,Fenced,TF
2024,A,4,Z3,NA,17.3,Fenced,TF
2024,A,4,Z3,Urochloa mosambicensis,3.7,Fenced,TF
2024,A,4,Z3,Digitaria eriantha,9.5,Fenced,TF
2024,A,4,Z3,Andropogon eucomus,13,Fenced,TF
2024,A,4,Z3,Bothriochloa insculpta,11.4,Fenced,TF
2024,A,4,Z3,Bothriochloa insculpta,19.6,Fenced,TF
2024,A,4,Z3,Aristida adscensionis,20,Fenced,TF
2024,A,4,Z3,NA,20.1,Fenced,TF
2024,A,4,Z3,NA,20.1,Fenced,TF
2024,A,4,Z4,Bothriochloa insculpta,18.3,Unfenced,TF
2024,A,4,Z4,Heteropogon contortus,18.9,Unfenced,TF
2024,A,4,Z4,Melinis repens,19,Unfenced,TF
2024,A,4,Z4,NA,18.9,Unfenced,TF
2024,A,4,Z4,Andropogon eucomus,17.9,Unfenced,TF
2024,A,4,Z4,Urochloa mosambicensis,19.1,Unfenced,TF
2024,A,4,Z4,Cymbopogon excavatus,19.4,Unfenced,TF
2024,A,4,Z4,NA,19.4,Unfenced,TF
2024,A,4,Z4,Heteropogon contortus,23,Unfenced,TF
2024,A,4,Z4,Themeda triandra,22.2,Unfenced,TF
2024,A,4,Z4,Eragrostis superba,21.3,Unfenced,TF
2024,A,4,Z4,NA,20.8,Unfenced,TF
2024,A,4,Z4,Bothriochloa insculpta,19.9,Unfenced,TF
2024,A,4,Z4,Heteropogon contortus,19.9,Unfenced,TF
2024,A,4,Z4,Digitaria eriantha,19.5,Unfenced,TF
2024,A,4,Z4,NA,19.2,Unfenced,TF
2024,A,4,Z4,Heteropogon contortus,25.7,Unfenced,TF
2024,A,4,Z4,Themeda triandra,17.1,Unfenced,TF
2024,A,4,Z4,Eragrostis superba,17.8,Unfenced,TF
2024,A,4,Z4,Digitaria eriantha,22.1,Unfenced,TF
2024,A,5,Z1,Hyparrhenia hirta,12.1,Fenced,THF
