Year,Dpm,Biomass
2025,5.4,1256
2025,6.3,1382
2025,11.5,2110
2025,9.2,1802
2025,8.8,1732
2025,12,2180
2025,10.7,1998
2025,10.7,1998
2025,10.4,1956
2025,8.1,1634
2025,14.1,2474
2025,13.4,2376
2025,13.3,2362
2025,11,2040
2025,12.4,2236
2025,11.7,2138
2025,10.9,2026
2025,3.8,1032
2025,3.9,1046
2025,4,1060
2025,4,1060
2025,7.5,1550
2025,7.1,1494
2025,7.2,1508
2025,7.2,1508
2025,7.5,1550
2025,7.9,1606
2025,7.1,1494
2025,8.8,1732
2025,17.5,2950
2025,20.7,3398
2025,20.5,3370
2025,19.7,3258
2025,10.9,2026
2025,7.6,1564
2025,7.3,1522
2025,8,1620
2025,9.1,1774
2025,7.7,1578
2025,7.4,1536
2025,8,1620
2025,4.9,1186
2025,6.8,1452
2025,6.2,1368
2025,17.3,2922
2025,16.7,2838
2025,16.9,2866
2025,14.2,2488
2025,13,2320
2025,20.7,3398
2025,20.8,3412
2025,22.3,3622
2025,28.9,4546
2025,23.2,3748
2025,19,3160
2025,16.1,2754
2025,15.5,2670
2025,19.8,3272
2025,20,3300
2025,20.5,3356
2025,55.3,8242
2025,38.3,5862
2025,34.7,5358
2025,30.5,4770
2025,24.6,3944
2025,16.7,2838
2025,15.2,2628
2025,18.5,3090
2025,20.4,3356
2025,16.5,2810
2025,16.8,2852
2025,13.9,2446
2025,24.5,3930
2025,28.6,4504
2025,28,4420
2025,26.5,4210
2025,41.7,6338
2025,34.5,5330
2025,26.7,4238
2025,25.3,4042
2025,29.9,4686
2025,31.3,4882
2025,28.1,4434
2025,28,4420
2025,21.3,3482
2025,21.6,3524
2025,19.1,3174
2025,20,3300
2025,20.7,3398
2025,19,3160
2025,17.5,2950
2025,28.2,4462
2025,24.9,3986
2025,28,4420
2025,32.1,4994
2025,10.2,1828
2025,12.2,2208
2025,13.7,2418
2025,11.8,2152
2025,7.4,1536
2025,6.2,1368
2025,6.9,1466
2025,12.8,2292
2025,26.5,4210
2025,28.1,4434
2025,25.9,4126
2025,25.2,4098
2025,0,0
2025,0,0
2025,13.5,2390
2025,15,2600
2025,20,3300
2025,17.6,2946
2025,14.1,2474
2025,12.8,2292
2025,24.2,3888
2025,18.8,3132
2025,16.5,2810
2025,7.6,1564
2025,2.4,836
2025,2.4,836
2025,2.4,836
2025,2.4,836
2025,4.9,1186
2025,4,1060
2025,4.3,1102
2025,4.8,1172
2025,4,1060
2025,6.1,1354
2025,5.3,1242
2025,8.3,1662
2025,10.5,1970
2025,10.8,2012
2025,10.9,2026
2025,11.5,2110
2025,26.6,4224
2025,20.2,3328
2025,15.2,2628
2025,13.5,2390
2025,3.7,1018
2025,3.4,976
2025,4.2,1088
2025,4.6,1144
